n 110
c  w 
i 1397 	 219.43772021209304 	 543.1173314721051 	 3223.8883716226305
i 846 	 739.857906214244 	 1302.829579134686 	 2461.0764749079326
i 1566 	 239.8201304084379 	 972.9293990701802 	 2396.5863668897637
i 1301 	 750.8599717860974 	 1583.9238368051142 	 2600.6598502345937
i 1197 	 829.7317647650001 	 1722.858776338236 	 2541.938005243568
i 10 	 48.490050761641726 	 1682.6965470488635 	 2871.993623134662
i 1101 	 976.5303341945537 	 2075.71693102718 	 3445.6836533061332
i 1680 	 1471.3296402466588 	 5510.051575275068 	 5830.98730475254
i 1757 	 2129.8523969182615 	 673.2712968034272 	 1709.6196164355183
i 1634 	 2015.8898556285374 	 4456.834888167931 	 1946.5916134523231
i 615 	 857.6720093953653 	 1151.2529262280955 	 1722.288202870563
i 1394 	 928.7750104569144 	 807.9239011855652 	 1850.2345192812663
i 586 	 309.29353723970604 	 821.8098909553072 	 1379.0551292920986
i 436 	 698.4277056091789 	 4206.878495893999 	 404.8329094732733
i 1090 	 510.2674688261559 	 1998.4327291124066 	 4066.519901977512
i 1934 	 1087.9898187560318 	 1851.1395188102174 	 4676.576366304094
i 611 	 1662.424251401064 	 3422.537703987502 	 1256.3727501282815
i 93 	 161.7248672709594 	 990.4004225592097 	 769.1948843827668
i 1288 	 280.4910478285559 	 1308.575927880763 	 1057.1054516736785
i 1514 	 386.34810292189144 	 1300.6110779691987 	 2408.1721904195983
i 1600 	 6161.232331237967 	 2680.346442470615 	 1716.3547385656207
i 1566 	 213.44503401976408 	 897.3124032521974 	 11152.234018621977
i 1567 	 114.7107065010818 	 1091.1174837707497 	 870.2066116635642
i 1899 	 306.61317549433915 	 243.8093313782581 	 716.3130760479047
i 1204 	 265.9020737845762 	 3898.429150611282 	 1787.13861186559
i 1152 	 733.3944901855755 	 989.6713288283776 	 2001.1890368512263
i 226 	 1004.0537202001038 	 930.5989468443438 	 3324.6592739631965
i 510 	 325.13697040641193 	 279.1608164971812 	 982.4959757805959
i 1806 	 2823.3014633543694 	 4423.978564549614 	 10753.964825380024
i 128 	 214.70224636213572 	 1117.7338125337592 	 4263.057142645681
i 1402 	 85.74599496860652 	 762.7525825061864 	 2116.991544853353
i 1203 	 302.56532314253127 	 2339.1379935759855 	 2923.171872786618
i 973 	 1377.8256181975148 	 2721.5718080313404 	 1698.8353983979778
i 969 	 464.8106226615927 	 1069.3499716720273 	 11086.012495682051
i 505 	 1232.2338443805736 	 1754.6264836861465 	 2082.978463709374
i 170 	 558.1086017506333 	 5458.870936134681 	 5942.180639133721
i 977 	 336.8889234510193 	 1944.5188114075013 	 1589.147070028475
i 1604 	 4240.6926516513395 	 5407.225298313277 	 4890.693241830216
i 1848 	 974.8969455651746 	 8683.763704236257 	 14181.348808909803
i 734 	 109.52476366321693 	 173.9094455100386 	 899.2400033893775
i 1239 	 488.46475073295676 	 856.3762651673652 	 3777.032810899475
