c Instance Type c
c
n 2000
c w	 v1	 v2
i 302	 463 	 374 
i 756	 641 	 559 
i 560	 632 	 678 
i 611	 685 	 690 
i 890	 261 	 346 
i 669	 757 	 804 
i 693	 594 	 644 
i 217	 411 	 458 
i 209	 696 	 673 
i 271	 473 	 554 
i 668	 939 	 880 
i 264	 989 	 1082 
i 850	 182 	 187 
i 497	 833 	 760 
i 666	 413 	 318 
i 393	 349 	 388 
i 936	 114 	 91 
i 275	 784 	 805 
i 934	 553 	 616 
i 343	 896 	 813 
i 274	 813 	 863 
i 263	 998 	 901 
i 344	 968 	 1041 
i 156	 546 	 519 
i 497	 668 	 574 
i 765	 692 	 676 
i 769	 423 	 395 
i 527	 769 	 796 
i 25	 419 	 432 
i 908	 255 	 337 
i 698	 332 	 269 
i 697	 114 	 103 
i 661	 130 	 188 
i 152	 902 	 991 
i 778	 337 	 326 
i 433	 365 	 307 
i 783	 742 	 837 
i 524	 173 	 174 
i 872	 738 	 744 
i 35	 356 	 343 
i 285	 278 	 205 
i 288	 443 	 509 
i 310	 842 	 841 
i 200	 658 	 687 
i 455	 612 	 596 
i 741	 119 	 190 
i 451	 306 	 334 
i 521	 288 	 221 
i 227	 738 	 645 
i 503	 321 	 235 
i 690	 712 	 683 
i 65	 834 	 863 
i 887	 686 	 777 
i 503	 238 	 169 
i 68	 812 	 834 
i 77	 301 	 271 
i 297	 175 	 235 
i 496	 745 	 709 
i 202	 892 	 902 
i 439	 926 	 836 
i 116	 990 	 1038 
i 928	 419 	 480 
i 576	 993 	 1032 
i 719	 953 	 892 
i 509	 202 	 155 
i 723	 744 	 712 
i 796	 167 	 195 
i 509	 880 	 807 
i 389	 278 	 245 
i 306	 768 	 823 
i 296	 814 	 892 
i 642	 586 	 650 
i 634	 416 	 395 
i 582	 145 	 68 
i 684	 322 	 347 
i 397	 560 	 529 
i 461	 865 	 793 
i 327	 545 	 575 
i 516	 666 	 574 
i 255	 966 	 935 
i 47	 767 	 795 
i 582	 671 	 628 
i 925	 511 	 595 
i 964	 864 	 864 
i 203	 967 	 904 
i 707	 634 	 650 
i 556	 944 	 852 
i 45	 184 	 158 
i 669	 766 	 843 
i 631	 804 	 732 
i 370	 226 	 163 
i 1	 798 	 852 
i 451	 164 	 203 
i 299	 983 	 1014 
i 263	 541 	 613 
i 851	 707 	 720 
i 790	 337 	 262 
i 873	 377 	 311 
i 610	 707 	 774 
i 391	 607 	 601 
i 521	 733 	 801 
i 295	 900 	 968 
i 355	 695 	 653 
i 336	 424 	 442 
i 819	 121 	 191 
i 490	 887 	 928 
i 745	 505 	 504 
i 45	 616 	 589 
i 715	 768 	 863 
i 274	 625 	 599 
i 973	 155 	 233 
i 861	 903 	 840 
i 519	 763 	 771 
i 872	 134 	 209 
i 884	 661 	 700 
i 758	 531 	 468 
i 202	 270 	 356 
i 771	 712 	 807 
i 510	 151 	 189 
i 90	 133 	 225 
i 140	 463 	 550 
i 32	 366 	 425 
i 765	 531 	 494 
i 792	 122 	 60 
i 411	 901 	 816 
i 884	 631 	 697 
i 64	 796 	 703 
i 740	 734 	 795 
i 786	 712 	 675 
i 811	 438 	 419 
i 208	 406 	 415 
i 495	 351 	 366 
i 968	 172 	 140 
i 981	 456 	 382 
i 871	 625 	 634 
i 456	 693 	 678 
i 227	 545 	 543 
i 928	 577 	 523 
i 605	 404 	 307 
i 973	 686 	 752 
i 306	 158 	 65 
i 576	 644 	 650 
i 646	 268 	 268 
i 35	 573 	 569 
i 613	 693 	 663 
i 268	 289 	 350 
i 756	 671 	 578 
i 281	 220 	 313 
i 611	 428 	 442 
i 259	 445 	 453 
i 313	 295 	 364 
i 912	 329 	 314 
i 91	 803 	 717 
i 611	 360 	 281 
i 266	 790 	 833 
i 467	 215 	 312 
i 97	 935 	 983 
i 220	 968 	 872 
i 577	 937 	 964 
i 954	 555 	 634 
i 162	 149 	 90 
i 408	 904 	 828 
i 188	 394 	 336 
i 468	 457 	 521 
i 232	 551 	 468 
i 350	 301 	 311 
i 278	 289 	 319 
i 242	 950 	 1024 
i 171	 972 	 961 
i 671	 648 	 628 
i 714	 555 	 567 
i 607	 739 	 833 
i 925	 846 	 777 
i 316	 145 	 170 
i 810	 875 	 946 
i 25	 952 	 893 
i 225	 555 	 552 
i 169	 245 	 290 
i 138	 130 	 209 
i 742	 528 	 542 
i 242	 885 	 841 
i 949	 497 	 575 
i 777	 472 	 535 
i 815	 613 	 539 
i 675	 281 	 369 
i 622	 156 	 249 
i 123	 341 	 279 
i 274	 774 	 746 
i 295	 532 	 531 
i 764	 443 	 391 
i 636	 949 	 945 
i 71	 313 	 299 
i 477	 217 	 159 
i 42	 944 	 849 
i 233	 173 	 213 
i 284	 123 	 87 
i 544	 984 	 973 
i 290	 266 	 309 
i 764	 588 	 490 
i 138	 143 	 198 
i 82	 358 	 340 
i 310	 788 	 785 
i 430	 285 	 377 
i 368	 472 	 372 
i 438	 495 	 442 
i 453	 230 	 234 
i 435	 517 	 429 
i 609	 914 	 884 
i 147	 664 	 587 
i 183	 677 	 628 
i 462	 480 	 447 
i 225	 849 	 878 
i 420	 392 	 307 
i 827	 358 	 347 
i 260	 362 	 439 
i 394	 572 	 539 
i 852	 146 	 200 
i 755	 204 	 180 
i 378	 519 	 524 
i 16	 625 	 667 
i 431	 854 	 788 
i 263	 266 	 245 
i 579	 843 	 906 
i 858	 913 	 941 
i 141	 421 	 501 
i 660	 319 	 278 
i 700	 619 	 549 
i 805	 416 	 497 
i 265	 755 	 711 
i 843	 336 	 295 
i 679	 968 	 1014 
i 854	 232 	 330 
i 678	 585 	 599 
i 580	 423 	 408 
i 929	 996 	 1010 
i 164	 910 	 856 
i 735	 287 	 373 
i 79	 421 	 468 
i 804	 337 	 237 
i 59	 589 	 658 
i 23	 855 	 859 
i 160	 615 	 590 
i 694	 609 	 520 
i 46	 228 	 255 
i 41	 611 	 624 
i 940	 229 	 274 
i 139	 433 	 426 
i 488	 372 	 380 
i 742	 137 	 106 
i 281	 138 	 119 
i 118	 890 	 875 
i 685	 467 	 484 
i 246	 804 	 760 
i 378	 854 	 819 
i 940	 532 	 505 
i 74	 146 	 107 
i 437	 795 	 784 
i 731	 320 	 407 
i 761	 803 	 838 
i 793	 225 	 316 
i 669	 586 	 501 
i 71	 968 	 1020 
i 850	 603 	 504 
i 687	 855 	 832 
i 161	 258 	 223 
i 201	 587 	 567 
i 970	 862 	 929 
i 206	 372 	 385 
i 985	 315 	 281 
i 114	 919 	 843 
i 649	 882 	 940 
i 614	 950 	 1022 
i 169	 737 	 779 
i 7	 744 	 723 
i 173	 198 	 210 
i 708	 488 	 540 
i 554	 844 	 890 
i 848	 699 	 786 
i 79	 316 	 400 
i 987	 609 	 516 
i 855	 718 	 755 
i 799	 534 	 494 
i 504	 411 	 404 
i 217	 156 	 151 
i 315	 511 	 540 
i 739	 120 	 91 
i 564	 796 	 878 
i 227	 558 	 609 
i 458	 503 	 570 
i 19	 435 	 500 
i 702	 468 	 504 
i 178	 190 	 185 
i 516	 458 	 554 
i 567	 875 	 815 
i 18	 410 	 412 
i 29	 987 	 937 
i 799	 416 	 479 
i 303	 337 	 245 
i 744	 123 	 123 
i 109	 868 	 872 
i 511	 712 	 656 
i 600	 428 	 408 
i 990	 855 	 938 
i 851	 840 	 837 
i 188	 129 	 129 
i 174	 586 	 592 
i 517	 812 	 778 
i 771	 651 	 677 
i 785	 691 	 666 
i 637	 248 	 245 
i 314	 711 	 810 
i 672	 910 	 929 
i 509	 377 	 394 
i 329	 304 	 291 
i 350	 735 	 760 
i 884	 293 	 352 
i 674	 765 	 728 
i 282	 170 	 87 
i 934	 733 	 807 
i 90	 180 	 182 
i 765	 611 	 675 
i 664	 608 	 607 
i 964	 249 	 149 
i 183	 771 	 737 
i 885	 272 	 308 
i 92	 828 	 841 
i 828	 650 	 598 
i 895	 931 	 935 
i 596	 120 	 111 
i 674	 897 	 906 
i 238	 461 	 423 
i 797	 305 	 400 
i 953	 746 	 834 
i 696	 750 	 674 
i 877	 158 	 59 
i 684	 765 	 685 
i 292	 381 	 466 
i 215	 596 	 660 
i 226	 172 	 156 
i 110	 579 	 497 
i 505	 177 	 143 
i 723	 455 	 380 
i 438	 435 	 351 
i 158	 383 	 438 
i 210	 494 	 525 
i 946	 502 	 470 
i 250	 592 	 618 
i 795	 529 	 598 
i 865	 374 	 288 
i 393	 748 	 684 
i 467	 832 	 869 
i 855	 239 	 221 
i 220	 354 	 423 
i 526	 428 	 329 
i 957	 231 	 174 
i 398	 815 	 747 
i 940	 230 	 212 
i 412	 792 	 733 
i 707	 657 	 571 
i 425	 722 	 715 
i 237	 885 	 971 
i 381	 607 	 664 
i 654	 973 	 874 
i 12	 838 	 844 
i 148	 844 	 842 
i 940	 147 	 225 
i 75	 291 	 357 
i 841	 658 	 606 
i 456	 843 	 933 
i 144	 909 	 883 
i 15	 434 	 456 
i 574	 375 	 473 
i 543	 187 	 216 
i 362	 194 	 225 
i 187	 669 	 729 
i 228	 218 	 267 
i 432	 121 	 184 
i 48	 859 	 891 
i 872	 186 	 109 
i 770	 142 	 94 
i 134	 474 	 429 
i 431	 128 	 197 
i 517	 121 	 99 
i 610	 695 	 746 
i 239	 390 	 478 
i 360	 217 	 151 
i 372	 879 	 899 
i 214	 719 	 748 
i 299	 418 	 422 
i 334	 522 	 480 
i 743	 754 	 739 
i 763	 111 	 182 
i 775	 866 	 840 
i 433	 326 	 422 
i 747	 997 	 941 
i 867	 946 	 962 
i 732	 208 	 298 
i 417	 744 	 677 
i 762	 432 	 425 
i 226	 896 	 956 
i 949	 266 	 274 
i 949	 645 	 606 
i 799	 517 	 433 
i 42	 849 	 852 
i 40	 834 	 786 
i 978	 143 	 69 
i 89	 661 	 733 
i 801	 621 	 576 
i 163	 770 	 678 
i 47	 297 	 250 
i 222	 121 	 64 
i 823	 605 	 538 
i 281	 879 	 972 
i 112	 953 	 854 
i 925	 523 	 432 
i 962	 758 	 663 
i 582	 874 	 796 
i 157	 752 	 835 
i 898	 111 	 26 
i 109	 148 	 72 
i 120	 386 	 355 
i 676	 578 	 511 
i 541	 726 	 716 
i 489	 696 	 708 
i 953	 702 	 699 
i 681	 743 	 733 
i 540	 766 	 672 
i 261	 868 	 805 
i 262	 792 	 709 
i 304	 862 	 801 
i 613	 973 	 936 
i 140	 392 	 490 
i 832	 543 	 549 
i 491	 943 	 847 
i 157	 554 	 648 
i 868	 987 	 1018 
i 606	 498 	 437 
i 457	 528 	 519 
i 225	 695 	 738 
i 70	 773 	 677 
i 40	 947 	 974 
i 357	 339 	 393 
i 843	 331 	 352 
i 779	 804 	 723 
i 278	 823 	 773 
i 264	 800 	 724 
i 700	 493 	 538 
i 170	 667 	 604 
i 827	 183 	 164 
i 573	 821 	 816 
i 514	 840 	 843 
i 771	 516 	 591 
i 19	 316 	 359 
i 799	 855 	 854 
i 600	 942 	 997 
i 376	 279 	 187 
i 806	 388 	 436 
i 432	 146 	 228 
i 513	 310 	 357 
i 313	 674 	 636 
i 134	 212 	 277 
i 589	 673 	 692 
i 820	 563 	 586 
i 658	 313 	 295 
i 593	 756 	 658 
i 783	 558 	 536 
i 95	 594 	 533 
i 135	 364 	 389 
i 359	 285 	 213 
i 993	 942 	 932 
i 108	 330 	 347 
i 740	 175 	 110 
i 250	 705 	 804 
i 478	 364 	 394 
i 205	 732 	 681 
i 707	 745 	 651 
i 252	 203 	 128 
i 537	 377 	 328 
i 733	 935 	 958 
i 668	 172 	 194 
i 914	 575 	 618 
i 986	 207 	 199 
i 656	 364 	 405 
i 940	 361 	 298 
i 640	 943 	 921 
i 354	 274 	 193 
i 458	 302 	 272 
i 758	 414 	 491 
i 686	 645 	 669 
i 754	 306 	 263 
i 277	 850 	 790 
i 386	 601 	 538 
i 671	 121 	 190 
i 953	 752 	 809 
i 889	 918 	 903 
i 74	 378 	 434 
i 289	 466 	 413 
i 630	 778 	 877 
i 231	 678 	 714 
i 450	 340 	 327 
i 282	 596 	 638 
i 833	 776 	 695 
i 845	 944 	 997 
i 566	 807 	 851 
i 475	 616 	 638 
i 775	 995 	 1032 
i 176	 800 	 895 
i 926	 123 	 144 
i 564	 120 	 187 
i 822	 726 	 683 
i 368	 225 	 238 
i 117	 859 	 839 
i 54	 947 	 896 
i 836	 742 	 804 
i 406	 496 	 453 
i 402	 151 	 63 
i 178	 761 	 708 
i 192	 739 	 672 
i 202	 388 	 434 
i 894	 242 	 252 
i 24	 497 	 581 
i 865	 114 	 21 
i 806	 472 	 390 
i 517	 692 	 777 
i 950	 526 	 492 
i 995	 783 	 829 
i 727	 840 	 922 
i 434	 165 	 85 
i 745	 312 	 273 
i 893	 962 	 901 
i 329	 563 	 507 
i 332	 493 	 410 
i 738	 525 	 604 
i 392	 605 	 587 
i 860	 541 	 513 
i 616	 837 	 808 
i 438	 601 	 518 
i 499	 523 	 526 
i 726	 615 	 568 
i 683	 886 	 817 
i 193	 174 	 171 
i 622	 373 	 436 
i 89	 452 	 463 
i 645	 359 	 448 
i 130	 726 	 787 
i 946	 161 	 146 
i 499	 480 	 552 
i 962	 557 	 529 
i 529	 130 	 47 
i 402	 366 	 420 
i 473	 508 	 600 
i 768	 941 	 958 
i 152	 780 	 815 
i 432	 387 	 351 
i 125	 343 	 333 
i 181	 174 	 153 
i 597	 553 	 632 
i 99	 432 	 503 
i 121	 754 	 731 
i 409	 833 	 890 
i 855	 630 	 582 
i 789	 599 	 505 
i 543	 231 	 167 
i 854	 832 	 854 
i 115	 229 	 276 
i 186	 630 	 714 
i 683	 984 	 987 
i 45	 891 	 914 
i 768	 766 	 813 
i 581	 222 	 151 
i 167	 923 	 823 
i 715	 268 	 325 
i 851	 295 	 261 
i 663	 458 	 395 
i 796	 115 	 75 
i 381	 772 	 769 
i 364	 701 	 635 
i 242	 271 	 213 
i 979	 819 	 915 
i 104	 585 	 598 
i 19	 714 	 760 
i 195	 715 	 704 
i 403	 528 	 487 
i 793	 824 	 916 
i 797	 990 	 1041 
i 542	 369 	 296 
i 206	 802 	 802 
i 387	 953 	 1001 
i 184	 255 	 299 
i 717	 240 	 305 
i 396	 743 	 812 
i 76	 504 	 412 
i 545	 901 	 889 
i 347	 277 	 224 
i 336	 243 	 149 
i 626	 917 	 932 
i 404	 151 	 207 
i 352	 599 	 532 
i 514	 372 	 342 
i 660	 126 	 39 
i 372	 862 	 855 
i 814	 725 	 733 
i 703	 761 	 678 
i 890	 266 	 252 
i 39	 476 	 529 
i 945	 506 	 485 
i 991	 128 	 187 
i 541	 823 	 753 
i 834	 973 	 1005 
i 852	 397 	 362 
i 697	 459 	 498 
i 389	 873 	 875 
i 121	 465 	 407 
i 295	 541 	 461 
i 706	 926 	 854 
i 151	 721 	 638 
i 171	 183 	 99 
i 972	 894 	 918 
i 942	 138 	 129 
i 266	 729 	 690 
i 658	 129 	 30 
i 515	 749 	 727 
i 914	 314 	 317 
i 399	 504 	 566 
i 316	 597 	 600 
i 3	 725 	 758 
i 85	 804 	 871 
i 965	 876 	 938 
i 996	 540 	 590 
i 693	 946 	 849 
i 714	 332 	 367 
i 432	 337 	 275 
i 661	 688 	 609 
i 104	 257 	 257 
i 651	 978 	 1041 
i 343	 548 	 612 
i 123	 252 	 333 
i 984	 997 	 1071 
i 468	 828 	 901 
i 408	 608 	 620 
i 657	 625 	 579 
i 911	 337 	 378 
i 562	 507 	 480 
i 727	 601 	 595 
i 702	 160 	 84 
i 195	 889 	 882 
i 353	 731 	 748 
i 350	 648 	 662 
i 157	 534 	 442 
i 717	 417 	 406 
i 296	 916 	 837 
i 550	 271 	 174 
i 996	 900 	 915 
i 549	 338 	 299 
i 604	 757 	 658 
i 480	 867 	 807 
i 179	 392 	 403 
i 783	 915 	 996 
i 260	 536 	 448 
i 604	 573 	 629 
i 510	 972 	 887 
i 690	 177 	 202 
i 578	 193 	 217 
i 833	 709 	 643 
i 561	 981 	 1036 
i 412	 989 	 940 
i 728	 281 	 267 
i 633	 775 	 718 
i 112	 692 	 687 
i 631	 748 	 664 
i 601	 552 	 570 
i 676	 619 	 575 
i 769	 287 	 359 
i 442	 840 	 878 
i 422	 993 	 944 
i 410	 794 	 827 
i 601	 133 	 112 
i 349	 519 	 424 
i 3	 713 	 640 
i 719	 249 	 303 
i 216	 321 	 295 
i 788	 848 	 757 
i 986	 209 	 272 
i 807	 974 	 925 
i 800	 703 	 739 
i 569	 930 	 848 
i 594	 634 	 672 
i 54	 985 	 893 
i 731	 121 	 29 
i 887	 246 	 298 
i 125	 931 	 1026 
i 953	 373 	 426 
i 65	 416 	 466 
i 37	 253 	 265 
i 703	 484 	 456 
i 624	 200 	 286 
i 213	 281 	 285 
i 197	 897 	 912 
i 209	 934 	 895 
i 360	 973 	 912 
i 284	 762 	 726 
i 579	 744 	 699 
i 922	 537 	 505 
i 84	 318 	 293 
i 503	 817 	 732 
i 605	 250 	 290 
i 797	 188 	 271 
i 682	 654 	 576 
i 608	 279 	 243 
i 578	 554 	 590 
i 312	 729 	 821 
