c Instance Type c
c
n 2000
c w	 v1	 v2
i 453	 693 	 763 
i 813	 832 	 879 
i 608	 223 	 167 
i 49	 550 	 518 
i 451	 378 	 412 
i 922	 134 	 197 
i 455	 651 	 659 
i 478	 571 	 482 
i 7	 694 	 595 
i 562	 810 	 746 
i 218	 922 	 949 
i 29	 790 	 779 
i 156	 559 	 470 
i 650	 757 	 678 
i 951	 173 	 184 
i 977	 771 	 767 
i 586	 610 	 697 
i 105	 202 	 184 
i 760	 254 	 237 
i 548	 261 	 357 
i 461	 424 	 363 
i 226	 990 	 935 
i 730	 500 	 476 
i 458	 551 	 457 
i 528	 645 	 741 
i 271	 251 	 343 
i 832	 678 	 687 
i 935	 621 	 651 
i 97	 987 	 969 
i 266	 471 	 563 
i 619	 454 	 438 
i 608	 631 	 660 
i 47	 833 	 808 
i 542	 285 	 351 
i 144	 315 	 287 
i 302	 301 	 327 
i 940	 267 	 260 
i 514	 755 	 735 
i 501	 446 	 445 
i 906	 814 	 866 
i 293	 779 	 755 
i 878	 265 	 363 
i 691	 840 	 747 
i 888	 286 	 301 
i 118	 139 	 183 
i 332	 462 	 366 
i 508	 136 	 229 
i 233	 551 	 546 
i 610	 907 	 1003 
i 402	 460 	 537 
i 154	 250 	 185 
i 327	 590 	 501 
i 148	 583 	 632 
i 345	 616 	 643 
i 377	 242 	 293 
i 772	 885 	 802 
i 801	 907 	 926 
i 297	 877 	 942 
i 193	 414 	 401 
i 586	 396 	 463 
i 743	 296 	 394 
i 284	 456 	 419 
i 814	 507 	 500 
i 383	 285 	 347 
i 531	 852 	 789 
i 403	 635 	 727 
i 299	 713 	 765 
i 161	 353 	 264 
i 502	 200 	 150 
i 824	 589 	 656 
i 33	 447 	 463 
i 421	 441 	 514 
i 867	 725 	 760 
i 64	 251 	 163 
i 898	 973 	 991 
i 489	 252 	 351 
i 166	 217 	 176 
i 438	 895 	 886 
i 539	 948 	 1039 
i 78	 284 	 340 
i 456	 140 	 203 
i 827	 658 	 605 
i 518	 538 	 458 
i 676	 254 	 187 
i 646	 309 	 222 
i 804	 837 	 847 
i 924	 835 	 879 
i 807	 209 	 140 
i 749	 615 	 654 
i 944	 579 	 634 
i 977	 387 	 333 
i 593	 224 	 135 
i 75	 434 	 449 
i 235	 527 	 477 
i 459	 676 	 755 
i 277	 735 	 775 
i 91	 339 	 364 
i 202	 980 	 966 
i 769	 232 	 168 
i 297	 853 	 778 
i 608	 653 	 574 
i 735	 858 	 897 
i 99	 909 	 963 
i 567	 532 	 433 
i 204	 756 	 749 
i 905	 666 	 714 
i 163	 402 	 468 
i 141	 960 	 867 
i 278	 457 	 517 
i 113	 621 	 541 
i 722	 735 	 776 
i 563	 829 	 817 
i 461	 561 	 569 
i 935	 358 	 280 
i 662	 365 	 327 
i 287	 780 	 723 
i 614	 551 	 527 
i 569	 403 	 407 
i 959	 435 	 495 
i 534	 261 	 343 
i 236	 351 	 378 
i 44	 982 	 921 
i 550	 488 	 519 
i 829	 971 	 990 
i 116	 180 	 131 
i 868	 459 	 467 
i 364	 655 	 586 
i 693	 995 	 1040 
i 58	 571 	 608 
i 228	 394 	 337 
i 499	 317 	 308 
i 479	 882 	 881 
i 903	 170 	 80 
i 871	 756 	 831 
i 950	 396 	 494 
i 343	 625 	 697 
i 954	 218 	 163 
i 949	 358 	 441 
i 467	 115 	 210 
i 786	 725 	 666 
i 19	 921 	 961 
i 887	 437 	 373 
i 953	 882 	 799 
i 680	 926 	 1017 
i 2	 819 	 900 
i 579	 814 	 764 
i 701	 692 	 632 
i 979	 893 	 823 
i 985	 822 	 846 
i 676	 802 	 783 
i 588	 985 	 970 
i 955	 722 	 684 
i 822	 884 	 837 
i 740	 961 	 1050 
i 536	 924 	 1013 
i 328	 842 	 847 
i 981	 175 	 120 
i 861	 357 	 298 
i 661	 494 	 432 
i 440	 157 	 231 
i 423	 520 	 511 
i 111	 899 	 881 
i 980	 289 	 236 
i 937	 527 	 622 
i 851	 480 	 482 
i 674	 435 	 502 
i 746	 904 	 968 
i 24	 219 	 255 
i 455	 405 	 373 
i 508	 577 	 633 
i 967	 462 	 403 
i 854	 869 	 832 
i 56	 348 	 307 
i 524	 558 	 504 
i 939	 537 	 453 
i 304	 992 	 1043 
i 197	 850 	 851 
i 319	 691 	 696 
i 650	 408 	 504 
i 175	 714 	 712 
i 570	 521 	 512 
i 423	 704 	 666 
i 690	 985 	 958 
i 193	 360 	 438 
i 672	 568 	 634 
i 664	 643 	 570 
i 496	 429 	 395 
i 149	 878 	 908 
i 484	 459 	 419 
i 163	 445 	 440 
i 624	 882 	 791 
i 293	 402 	 396 
i 277	 681 	 613 
i 557	 121 	 91 
i 72	 915 	 820 
i 670	 766 	 803 
i 29	 888 	 825 
i 891	 296 	 262 
i 284	 877 	 940 
i 660	 257 	 352 
i 528	 682 	 702 
i 856	 724 	 803 
i 498	 254 	 188 
i 510	 397 	 443 
i 415	 711 	 771 
i 153	 734 	 728 
i 28	 458 	 458 
i 236	 623 	 601 
i 98	 920 	 955 
i 263	 757 	 724 
i 906	 739 	 811 
i 597	 387 	 430 
i 758	 295 	 238 
i 81	 449 	 494 
i 755	 209 	 137 
i 457	 921 	 879 
i 848	 452 	 416 
i 424	 896 	 907 
i 335	 355 	 386 
i 63	 956 	 1039 
i 769	 365 	 430 
i 81	 244 	 228 
i 289	 884 	 820 
i 669	 188 	 140 
i 780	 835 	 738 
i 692	 961 	 955 
i 76	 334 	 298 
i 959	 621 	 670 
i 235	 228 	 144 
i 186	 812 	 740 
i 472	 740 	 822 
i 622	 585 	 683 
i 492	 961 	 917 
i 579	 232 	 322 
i 394	 464 	 510 
i 352	 478 	 462 
i 603	 899 	 898 
i 178	 295 	 286 
i 310	 958 	 996 
i 99	 141 	 216 
i 807	 267 	 237 
i 342	 189 	 283 
i 298	 183 	 176 
i 435	 433 	 341 
i 832	 389 	 376 
i 246	 149 	 207 
i 133	 525 	 503 
i 341	 968 	 982 
i 295	 486 	 562 
i 329	 213 	 308 
i 505	 994 	 1051 
i 593	 417 	 342 
i 674	 394 	 379 
i 37	 807 	 879 
i 350	 846 	 884 
i 393	 347 	 434 
i 859	 161 	 75 
i 823	 510 	 492 
i 245	 129 	 170 
i 360	 912 	 819 
i 354	 893 	 901 
i 699	 704 	 630 
i 18	 818 	 879 
i 800	 307 	 375 
i 628	 183 	 121 
i 895	 800 	 817 
i 951	 745 	 734 
i 401	 809 	 762 
i 422	 287 	 289 
i 323	 916 	 990 
i 204	 947 	 892 
i 871	 539 	 624 
i 666	 657 	 745 
i 887	 486 	 534 
i 969	 347 	 321 
i 745	 518 	 471 
i 459	 150 	 93 
i 245	 546 	 569 
i 443	 784 	 692 
i 349	 351 	 323 
i 291	 238 	 251 
i 772	 440 	 427 
i 387	 373 	 294 
i 809	 322 	 420 
i 75	 983 	 1075 
i 534	 424 	 465 
i 578	 661 	 594 
i 69	 854 	 836 
i 826	 516 	 587 
i 98	 553 	 494 
i 242	 877 	 876 
i 612	 493 	 446 
i 907	 883 	 914 
i 145	 977 	 969 
i 126	 972 	 979 
i 478	 939 	 853 
i 98	 680 	 710 
i 934	 829 	 873 
i 390	 307 	 316 
i 887	 179 	 207 
i 749	 361 	 438 
i 180	 802 	 801 
i 49	 152 	 132 
i 24	 735 	 744 
i 992	 259 	 294 
i 924	 739 	 669 
i 566	 804 	 754 
i 374	 495 	 432 
i 595	 246 	 261 
i 672	 732 	 724 
i 954	 416 	 358 
i 733	 315 	 293 
i 779	 757 	 745 
i 481	 227 	 219 
i 648	 716 	 707 
i 356	 427 	 403 
i 137	 564 	 653 
i 569	 787 	 751 
i 721	 952 	 1035 
i 421	 575 	 592 
i 764	 987 	 995 
i 994	 287 	 242 
i 721	 636 	 547 
i 852	 138 	 145 
i 533	 551 	 488 
i 889	 957 	 965 
i 400	 406 	 441 
i 161	 359 	 308 
i 108	 644 	 737 
i 630	 570 	 547 
i 616	 204 	 134 
i 815	 687 	 616 
i 406	 933 	 1006 
i 437	 982 	 1026 
i 932	 571 	 521 
i 884	 736 	 664 
i 218	 328 	 336 
i 497	 931 	 971 
i 97	 260 	 322 
i 613	 232 	 220 
i 718	 577 	 488 
i 367	 713 	 787 
i 292	 844 	 799 
i 273	 727 	 770 
i 790	 479 	 509 
i 494	 705 	 711 
i 739	 833 	 883 
i 661	 428 	 377 
i 830	 165 	 134 
i 966	 888 	 979 
i 491	 392 	 427 
i 169	 445 	 353 
i 993	 333 	 299 
i 687	 582 	 603 
i 102	 330 	 309 
i 771	 908 	 986 
i 584	 494 	 519 
i 940	 274 	 232 
i 3	 494 	 418 
i 876	 801 	 718 
i 194	 764 	 779 
i 569	 476 	 525 
i 819	 514 	 561 
i 350	 812 	 797 
i 597	 463 	 468 
i 494	 816 	 775 
i 925	 719 	 795 
i 110	 390 	 454 
i 541	 648 	 713 
i 318	 756 	 796 
i 54	 834 	 913 
i 464	 459 	 452 
i 918	 233 	 190 
i 707	 891 	 917 
i 104	 381 	 327 
i 896	 851 	 896 
i 581	 229 	 259 
i 895	 125 	 177 
i 500	 858 	 818 
i 226	 704 	 727 
i 40	 440 	 474 
i 431	 348 	 275 
i 569	 762 	 673 
i 447	 127 	 179 
i 752	 691 	 764 
i 585	 897 	 949 
i 718	 653 	 621 
i 735	 343 	 290 
i 576	 129 	 176 
i 244	 397 	 490 
i 615	 948 	 848 
i 882	 657 	 644 
i 615	 779 	 680 
i 633	 828 	 818 
i 287	 617 	 557 
i 172	 499 	 556 
i 781	 288 	 289 
i 43	 594 	 542 
i 64	 807 	 870 
i 387	 575 	 487 
i 329	 544 	 579 
i 943	 548 	 559 
i 695	 936 	 870 
i 503	 940 	 1001 
i 73	 453 	 372 
i 510	 635 	 588 
i 710	 447 	 356 
i 254	 898 	 816 
i 38	 225 	 156 
i 560	 953 	 961 
i 48	 120 	 194 
i 540	 723 	 785 
i 468	 331 	 332 
i 402	 486 	 388 
i 787	 316 	 232 
i 377	 401 	 419 
i 756	 638 	 598 
i 642	 681 	 692 
i 771	 762 	 781 
i 719	 900 	 831 
i 730	 493 	 433 
i 419	 378 	 426 
i 667	 212 	 154 
i 90	 665 	 687 
i 321	 676 	 656 
i 648	 751 	 806 
i 242	 391 	 397 
i 883	 661 	 596 
i 617	 268 	 357 
i 506	 798 	 831 
i 935	 936 	 915 
i 237	 227 	 290 
i 351	 888 	 884 
i 974	 186 	 200 
i 610	 731 	 809 
i 331	 198 	 206 
i 646	 890 	 946 
i 266	 475 	 508 
i 443	 632 	 588 
i 216	 585 	 642 
i 145	 289 	 333 
i 276	 642 	 734 
i 151	 478 	 440 
i 236	 907 	 864 
i 934	 527 	 606 
i 33	 432 	 377 
i 909	 913 	 987 
i 320	 719 	 646 
i 906	 422 	 438 
i 440	 674 	 733 
i 641	 486 	 574 
i 239	 241 	 185 
i 653	 206 	 180 
i 549	 483 	 504 
i 17	 738 	 746 
i 378	 647 	 661 
i 280	 850 	 846 
i 964	 738 	 798 
i 316	 862 	 903 
i 949	 492 	 421 
i 372	 313 	 371 
i 519	 263 	 168 
i 626	 459 	 495 
i 46	 788 	 734 
i 752	 438 	 387 
i 355	 918 	 943 
i 187	 539 	 620 
i 892	 968 	 1042 
i 738	 792 	 729 
i 168	 533 	 460 
i 395	 666 	 667 
i 566	 480 	 385 
i 958	 506 	 536 
i 720	 224 	 263 
i 89	 430 	 420 
i 996	 650 	 711 
i 479	 318 	 416 
i 443	 235 	 311 
i 210	 121 	 145 
i 685	 287 	 345 
i 310	 407 	 344 
i 724	 859 	 909 
i 170	 882 	 924 
i 298	 573 	 559 
i 656	 305 	 308 
i 264	 706 	 709 
i 498	 533 	 631 
i 638	 526 	 513 
i 649	 424 	 453 
i 847	 978 	 944 
i 182	 792 	 820 
i 23	 957 	 930 
i 890	 737 	 743 
i 411	 479 	 545 
i 630	 862 	 859 
i 299	 434 	 484 
i 774	 892 	 842 
i 242	 887 	 964 
i 594	 387 	 394 
i 570	 961 	 937 
i 337	 366 	 379 
i 289	 936 	 953 
i 992	 371 	 366 
i 407	 847 	 925 
i 253	 698 	 702 
i 616	 243 	 306 
i 495	 912 	 930 
i 369	 246 	 313 
i 679	 146 	 131 
i 636	 624 	 723 
i 924	 966 	 933 
i 852	 580 	 604 
i 146	 215 	 238 
i 974	 641 	 546 
i 635	 544 	 499 
i 784	 118 	 196 
i 686	 846 	 823 
i 838	 485 	 536 
i 878	 339 	 326 
i 456	 721 	 635 
i 419	 721 	 820 
i 947	 131 	 201 
i 65	 687 	 786 
i 662	 347 	 441 
i 150	 369 	 390 
i 159	 616 	 594 
i 986	 521 	 436 
i 408	 867 	 950 
i 665	 652 	 710 
i 352	 152 	 102 
i 39	 218 	 251 
i 62	 216 	 239 
i 710	 973 	 1009 
i 975	 970 	 938 
i 267	 945 	 943 
i 835	 595 	 625 
i 298	 943 	 970 
i 149	 122 	 31 
i 758	 936 	 978 
i 804	 753 	 665 
i 924	 976 	 896 
i 44	 683 	 615 
i 14	 342 	 416 
i 981	 948 	 1018 
i 919	 365 	 288 
i 465	 804 	 894 
i 401	 494 	 444 
i 414	 173 	 152 
i 343	 214 	 145 
i 66	 846 	 938 
i 40	 903 	 980 
i 683	 994 	 1079 
i 943	 251 	 339 
i 886	 140 	 224 
i 172	 895 	 963 
i 951	 999 	 960 
i 383	 957 	 999 
i 453	 291 	 215 
i 569	 646 	 639 
i 397	 786 	 792 
i 289	 751 	 765 
i 283	 650 	 601 
i 441	 588 	 528 
i 474	 538 	 455 
i 357	 470 	 421 
i 356	 332 	 274 
i 309	 607 	 625 
i 511	 350 	 259 
i 114	 461 	 484 
i 873	 877 	 779 
i 594	 462 	 422 
i 201	 972 	 988 
i 737	 311 	 215 
i 218	 490 	 489 
i 622	 567 	 637 
i 871	 797 	 738 
i 431	 984 	 987 
i 700	 622 	 527 
i 95	 663 	 591 
i 955	 321 	 224 
i 351	 332 	 353 
i 320	 599 	 661 
i 545	 228 	 237 
i 971	 249 	 301 
i 485	 691 	 668 
i 258	 560 	 511 
i 240	 747 	 784 
i 815	 319 	 296 
i 436	 345 	 341 
i 673	 473 	 461 
i 921	 487 	 545 
i 471	 140 	 62 
i 603	 861 	 892 
i 758	 458 	 483 
i 411	 250 	 172 
i 917	 594 	 568 
i 633	 824 	 846 
