c Instance Type k
c
n 500
c w	 v1	 v2
i 979	 620 	 424 
i 123	 997 	 68 
i 398	 840 	 111 
i 577	 385 	 684 
i 815	 357 	 706 
i 368	 519 	 498 
i 490	 754 	 184 
i 264	 783 	 272 
i 902	 604 	 407 
i 677	 443 	 532 
i 734	 423 	 476 
i 458	 546 	 553 
i 127	 943 	 131 
i 389	 520 	 424 
i 239	 336 	 679 
i 55	 703 	 216 
i 645	 193 	 877 
i 839	 457 	 570 
i 620	 360 	 587 
i 181	 38 	 956 
i 561	 771 	 149 
i 563	 230 	 800 
i 561	 357 	 661 
i 401	 745 	 177 
i 625	 984 	 52 
i 207	 39 	 881 
i 308	 684 	 285 
i 163	 524 	 536 
i 800	 144 	 788 
i 42	 324 	 615 
i 726	 885 	 209 
i 833	 448 	 491 
i 487	 10 	 951 
i 84	 410 	 550 
i 201	 35 	 903 
i 653	 242 	 723 
i 809	 550 	 351 
i 158	 713 	 293 
i 963	 513 	 522 
i 130	 555 	 344 
i 332	 281 	 796 
i 306	 115 	 851 
i 509	 601 	 367 
i 70	 684 	 366 
i 375	 885 	 172 
i 665	 538 	 367 
i 993	 347 	 669 
i 7	 505 	 453 
i 543	 469 	 592 
i 223	 598 	 374 
i 227	 929 	 110 
i 116	 236 	 815 
i 452	 744 	 227 
i 798	 814 	 94 
i 554	 189 	 896 
i 344	 854 	 139 
i 376	 848 	 214 
i 958	 855 	 108 
i 254	 398 	 659 
i 62	 621 	 356 
i 425	 848 	 114 
i 70	 964 	 75 
i 828	 417 	 541 
i 190	 215 	 706 
i 235	 768 	 191 
i 165	 113 	 817 
i 632	 489 	 410 
i 448	 447 	 624 
i 768	 701 	 249 
i 558	 762 	 313 
i 946	 188 	 857 
i 265	 257 	 780 
i 817	 86 	 833 
i 116	 275 	 688 
i 227	 509 	 408 
i 527	 674 	 265 
i 682	 306 	 732 
i 686	 754 	 173 
i 545	 522 	 545 
i 802	 81 	 927 
i 680	 27 	 973 
i 408	 291 	 617 
i 99	 109 	 817 
i 207	 224 	 757 
i 529	 451 	 632 
i 619	 977 	 72 
i 823	 660 	 419 
i 515	 346 	 684 
i 655	 891 	 43 
i 496	 693 	 257 
i 100	 374 	 581 
i 890	 781 	 233 
i 938	 879 	 157 
i 74	 86 	 982 
i 483	 615 	 355 
i 402	 235 	 731 
i 994	 58 	 999 
i 893	 573 	 394 
i 546	 228 	 717 
i 720	 724 	 360 
i 975	 823 	 135 
i 258	 713 	 201 
i 831	 652 	 439 
i 513	 725 	 182 
i 419	 209 	 822 
i 775	 610 	 468 
i 109	 605 	 485 
i 103	 498 	 506 
i 443	 44 	 963 
i 674	 764 	 230 
i 598	 740 	 218 
i 895	 997 	 1 
i 974	 828 	 204 
i 932	 342 	 635 
i 976	 760 	 259 
i 636	 535 	 405 
i 529	 644 	 418 
i 480	 747 	 214 
i 3	 191 	 779 
i 754	 864 	 59 
i 230	 463 	 608 
i 527	 359 	 712 
i 539	 333 	 703 
i 204	 266 	 638 
i 594	 243 	 814 
i 193	 878 	 86 
i 401	 408 	 685 
i 215	 887 	 155 
i 527	 890 	 190 
i 882	 644 	 409 
i 3	 873 	 72 
i 862	 401 	 616 
i 720	 940 	 147 
i 407	 145 	 792 
i 435	 738 	 248 
i 224	 930 	 53 
i 547	 332 	 711 
i 515	 546 	 475 
i 230	 73 	 912 
i 136	 955 	 20 
i 905	 957 	 2 
i 138	 820 	 162 
i 729	 540 	 431 
i 654	 946 	 77 
i 844	 382 	 565 
i 278	 605 	 328 
i 590	 152 	 847 
i 310	 667 	 241 
i 917	 897 	 26 
i 415	 33 	 876 
i 558	 937 	 5 
i 574	 76 	 974 
i 991	 805 	 173 
i 350	 459 	 508 
i 852	 304 	 740 
i 93	 582 	 382 
i 263	 172 	 823 
i 765	 482 	 446 
i 813	 399 	 508 
i 934	 814 	 100 
i 11	 372 	 529 
i 45	 945 	 13 
i 899	 937 	 145 
i 294	 287 	 683 
i 634	 139 	 892 
i 357	 232 	 715 
i 684	 495 	 486 
i 165	 260 	 818 
i 311	 73 	 876 
i 355	 8 	 902 
i 431	 19 	 937 
i 445	 64 	 905 
i 535	 962 	 49 
i 430	 256 	 773 
i 784	 890 	 167 
i 443	 248 	 654 
i 683	 932 	 86 
i 95	 97 	 955 
i 988	 407 	 662 
i 282	 761 	 309 
i 389	 193 	 881 
i 868	 637 	 449 
i 293	 173 	 906 
i 654	 602 	 327 
i 303	 386 	 521 
i 91	 829 	 128 
i 109	 512 	 431 
i 622	 607 	 356 
i 395	 595 	 449 
i 241	 877 	 119 
i 94	 266 	 769 
i 965	 134 	 828 
i 899	 427 	 570 
i 797	 82 	 833 
i 949	 384 	 611 
i 992	 474 	 486 
i 283	 583 	 480 
i 506	 205 	 779 
i 824	 599 	 304 
i 550	 840 	 239 
i 38	 933 	 27 
i 718	 899 	 60 
i 36	 799 	 245 
i 525	 596 	 465 
i 617	 546 	 391 
i 96	 538 	 494 
i 403	 821 	 127 
i 222	 327 	 662 
i 648	 152 	 757 
i 669	 701 	 377 
i 567	 739 	 325 
i 731	 457 	 587 
i 30	 493 	 511 
i 755	 19 	 894 
i 562	 636 	 396 
i 752	 731 	 208 
i 417	 135 	 769 
i 664	 357 	 612 
i 116	 5 	 947 
i 168	 674 	 266 
i 59	 241 	 847 
i 884	 972 	 51 
i 609	 3 	 988 
i 133	 757 	 325 
i 252	 319 	 690 
i 916	 72 	 875 
i 121	 488 	 494 
i 145	 152 	 902 
i 497	 268 	 787 
i 1	 435 	 554 
i 206	 494 	 543 
i 151	 378 	 654 
i 552	 987 	 75 
i 446	 120 	 864 
i 359	 372 	 676 
i 906	 289 	 773 
i 187	 409 	 550 
i 601	 554 	 435 
i 373	 52 	 957 
i 150	 53 	 869 
i 600	 259 	 770 
i 291	 409 	 495 
i 954	 961 	 1 
i 619	 407 	 519 
i 43	 766 	 234 
i 784	 672 	 386 
i 598	 859 	 80 
i 899	 460 	 591 
i 352	 832 	 229 
i 72	 982 	 101 
i 227	 582 	 340 
i 875	 872 	 133 
i 902	 827 	 170 
i 916	 447 	 632 
i 51	 489 	 543 
i 557	 274 	 692 
i 352	 871 	 67 
