c Instance Type k
c
n 500
c w	 v1	 v2
i 408	 5 	 973 
i 958	 451 	 634 
i 864	 301 	 601 
i 562	 177 	 919 
i 836	 680 	 395 
i 887	 72 	 852 
i 61	 923 	 17 
i 247	 452 	 553 
i 772	 993 	 89 
i 634	 461 	 445 
i 862	 869 	 38 
i 613	 827 	 170 
i 543	 692 	 366 
i 559	 255 	 838 
i 543	 91 	 932 
i 422	 978 	 88 
i 569	 40 	 949 
i 665	 287 	 631 
i 198	 59 	 854 
i 31	 692 	 317 
i 66	 554 	 429 
i 106	 168 	 781 
i 597	 710 	 378 
i 390	 270 	 668 
i 359	 812 	 144 
i 9	 235 	 717 
i 730	 803 	 157 
i 375	 469 	 548 
i 473	 666 	 363 
i 564	 697 	 270 
i 116	 763 	 316 
i 537	 869 	 42 
i 786	 467 	 587 
i 727	 856 	 51 
i 922	 215 	 856 
i 209	 224 	 693 
i 474	 953 	 131 
i 778	 328 	 643 
i 370	 801 	 103 
i 20	 365 	 680 
i 361	 481 	 516 
i 258	 19 	 923 
i 321	 804 	 261 
i 96	 532 	 504 
i 140	 454 	 625 
i 995	 663 	 260 
i 87	 138 	 775 
i 980	 915 	 74 
i 344	 286 	 653 
i 373	 305 	 708 
i 100	 665 	 243 
i 590	 922 	 11 
i 949	 244 	 830 
i 776	 340 	 640 
i 459	 479 	 592 
i 357	 475 	 528 
i 477	 562 	 469 
i 551	 542 	 472 
i 953	 886 	 185 
i 157	 259 	 672 
i 725	 358 	 707 
i 774	 948 	 114 
i 841	 897 	 202 
i 713	 673 	 293 
i 117	 132 	 930 
i 974	 488 	 469 
i 495	 965 	 114 
i 153	 517 	 461 
i 726	 471 	 484 
i 586	 628 	 379 
i 749	 353 	 726 
i 578	 127 	 941 
i 330	 968 	 97 
i 325	 682 	 300 
i 661	 798 	 210 
i 475	 773 	 133 
i 764	 268 	 631 
i 616	 421 	 582 
i 10	 148 	 949 
i 289	 733 	 289 
i 827	 483 	 610 
i 723	 61 	 853 
i 568	 390 	 521 
i 310	 715 	 334 
i 725	 376 	 632 
i 272	 851 	 111 
i 307	 616 	 400 
i 308	 232 	 668 
i 826	 242 	 688 
i 815	 530 	 547 
i 432	 357 	 616 
i 401	 81 	 896 
i 497	 649 	 415 
i 562	 959 	 75 
i 308	 684 	 398 
i 853	 956 	 110 
i 172	 264 	 711 
i 757	 572 	 450 
i 764	 398 	 672 
i 919	 213 	 763 
i 808	 644 	 404 
i 180	 46 	 974 
i 611	 543 	 450 
i 434	 105 	 880 
i 971	 413 	 509 
i 885	 266 	 647 
i 651	 437 	 529 
i 33	 195 	 886 
i 646	 959 	 43 
i 502	 879 	 124 
i 886	 687 	 244 
i 629	 867 	 73 
i 453	 479 	 570 
i 925	 912 	 160 
i 357	 884 	 68 
i 473	 770 	 236 
i 546	 421 	 673 
i 882	 454 	 478 
i 790	 101 	 823 
i 97	 602 	 297 
i 615	 489 	 549 
i 778	 119 	 892 
i 986	 571 	 335 
i 738	 497 	 593 
i 594	 853 	 213 
i 862	 327 	 693 
i 396	 872 	 32 
i 368	 754 	 241 
i 533	 544 	 472 
i 658	 640 	 296 
i 662	 256 	 778 
i 355	 34 	 972 
i 913	 21 	 922 
i 952	 758 	 314 
i 903	 352 	 690 
i 739	 214 	 693 
i 345	 610 	 472 
i 372	 977 	 82 
i 853	 511 	 430 
i 436	 170 	 900 
i 620	 832 	 88 
i 295	 187 	 740 
i 88	 101 	 830 
i 452	 53 	 987 
i 313	 955 	 39 
i 28	 694 	 302 
i 69	 40 	 872 
i 982	 411 	 502 
i 650	 264 	 752 
i 862	 699 	 351 
i 715	 320 	 696 
i 823	 615 	 439 
i 965	 702 	 372 
i 128	 154 	 931 
i 49	 467 	 609 
i 321	 494 	 520 
i 807	 562 	 460 
i 903	 544 	 360 
i 977	 195 	 762 
i 562	 57 	 998 
i 317	 772 	 189 
i 903	 595 	 489 
i 676	 561 	 464 
i 549	 688 	 368 
i 475	 737 	 211 
i 357	 58 	 958 
i 932	 864 	 96 
i 548	 767 	 302 
i 574	 745 	 162 
i 864	 307 	 612 
i 854	 624 	 450 
i 165	 527 	 466 
i 90	 204 	 700 
i 717	 753 	 290 
i 498	 228 	 762 
i 746	 584 	 417 
i 488	 517 	 457 
i 792	 65 	 857 
i 641	 638 	 439 
i 684	 503 	 435 
i 784	 358 	 705 
i 657	 523 	 445 
i 125	 613 	 396 
i 154	 330 	 629 
i 870	 828 	 177 
i 325	 575 	 347 
i 836	 64 	 939 
i 212	 856 	 182 
i 355	 497 	 469 
i 243	 182 	 885 
i 438	 966 	 26 
i 258	 623 	 420 
i 604	 748 	 217 
i 155	 901 	 131 
i 457	 771 	 226 
i 987	 97 	 814 
i 103	 932 	 21 
i 734	 144 	 952 
i 430	 499 	 496 
i 764	 742 	 290 
i 602	 181 	 844 
i 798	 438 	 512 
i 516	 43 	 856 
i 848	 197 	 883 
i 510	 654 	 380 
i 1	 642 	 412 
i 66	 744 	 296 
i 194	 479 	 590 
i 179	 909 	 66 
i 661	 674 	 242 
i 325	 276 	 677 
i 956	 74 	 948 
i 211	 590 	 459 
i 213	 438 	 651 
i 117	 948 	 91 
i 791	 948 	 36 
i 563	 14 	 998 
i 267	 208 	 784 
i 115	 387 	 587 
i 461	 48 	 858 
i 550	 373 	 591 
i 818	 329 	 649 
i 525	 539 	 558 
i 274	 752 	 232 
i 220	 868 	 106 
i 818	 659 	 304 
i 60	 223 	 743 
i 46	 489 	 519 
i 510	 603 	 483 
i 883	 65 	 996 
i 930	 614 	 355 
i 254	 433 	 602 
i 651	 958 	 31 
i 639	 232 	 862 
i 65	 451 	 616 
i 439	 270 	 729 
i 761	 330 	 713 
i 97	 375 	 566 
i 640	 884 	 178 
i 571	 767 	 308 
i 549	 698 	 300 
i 900	 952 	 137 
i 580	 603 	 473 
i 800	 243 	 679 
i 771	 307 	 706 
i 611	 746 	 321 
i 110	 507 	 425 
i 830	 604 	 403 
i 41	 244 	 740 
i 854	 815 	 122 
i 733	 364 	 714 
i 226	 265 	 803 
i 152	 845 	 143 
i 37	 645 	 392 
i 153	 417 	 682 
i 720	 28 	 966 
i 558	 137 	 812 
i 725	 967 	 113 
i 267	 9 	 900 
i 693	 862 	 220 
i 886	 596 	 358 
i 778	 821 	 186 
i 623	 973 	 49 
i 71	 11 	 891 
i 760	 163 	 826 
i 757	 882 	 112 
i 500	 440 	 582 
i 749	 165 	 850 
i 602	 432 	 585 
i 699	 125 	 864 
i 612	 12 	 892 
i 888	 790 	 283 
i 430	 413 	 655 
i 816	 483 	 587 
i 848	 243 	 658 
i 297	 1 	 989 
i 772	 500 	 466 
i 384	 249 	 750 
i 963	 851 	 235 
i 551	 550 	 360 
i 2	 162 	 750 
i 48	 51 	 978 
i 915	 480 	 473 
i 757	 297 	 753 
i 609	 145 	 954 
i 623	 441 	 658 
i 520	 213 	 786 
