c Instance Type k
c
n 500
c w	 v1	 v2
i 101	 47 	 863 
i 516	 970 	 110 
i 378	 818 	 135 
i 404	 418 	 671 
i 1	 578 	 461 
i 720	 893 	 167 
i 711	 374 	 687 
i 428	 403 	 622 
i 660	 206 	 845 
i 496	 798 	 101 
i 504	 898 	 11 
i 583	 414 	 489 
i 431	 792 	 275 
i 702	 197 	 753 
i 649	 197 	 869 
i 349	 916 	 133 
i 155	 627 	 292 
i 962	 56 	 922 
i 592	 715 	 326 
i 352	 212 	 789 
i 356	 715 	 265 
i 406	 299 	 765 
i 426	 729 	 293 
i 265	 432 	 629 
i 521	 81 	 819 
i 355	 430 	 654 
i 83	 584 	 425 
i 184	 547 	 473 
i 688	 140 	 823 
i 398	 491 	 515 
i 906	 846 	 103 
i 314	 252 	 757 
i 135	 678 	 276 
i 749	 942 	 111 
i 559	 464 	 593 
i 566	 818 	 124 
i 490	 901 	 159 
i 41	 85 	 879 
i 647	 773 	 224 
i 969	 172 	 923 
i 503	 78 	 968 
i 752	 392 	 522 
i 300	 527 	 523 
i 576	 276 	 763 
i 285	 834 	 97 
i 74	 401 	 695 
i 293	 890 	 186 
i 95	 931 	 163 
i 445	 578 	 469 
i 933	 548 	 533 
i 913	 52 	 998 
i 739	 803 	 172 
i 816	 103 	 978 
i 573	 679 	 256 
i 272	 963 	 2 
i 433	 38 	 919 
i 414	 330 	 630 
i 296	 425 	 522 
i 262	 869 	 194 
i 1	 802 	 170 
i 910	 715 	 267 
i 898	 454 	 489 
i 279	 271 	 692 
i 186	 843 	 56 
i 368	 116 	 976 
i 385	 548 	 351 
i 802	 962 	 45 
i 110	 258 	 793 
i 349	 519 	 505 
i 167	 520 	 465 
i 531	 431 	 496 
i 947	 330 	 689 
i 168	 608 	 465 
i 490	 793 	 249 
i 491	 161 	 904 
i 456	 545 	 429 
i 458	 348 	 619 
i 790	 457 	 561 
i 546	 806 	 116 
i 172	 972 	 81 
i 600	 504 	 408 
i 743	 452 	 526 
i 342	 619 	 280 
i 211	 109 	 950 
i 923	 599 	 492 
i 751	 56 	 922 
i 128	 514 	 556 
i 466	 304 	 657 
i 63	 850 	 72 
i 180	 22 	 887 
i 815	 622 	 395 
i 882	 366 	 541 
i 279	 707 	 325 
i 284	 917 	 141 
i 82	 840 	 133 
i 40	 592 	 392 
i 544	 719 	 368 
i 396	 186 	 761 
i 705	 249 	 668 
i 820	 428 	 494 
i 908	 244 	 803 
i 500	 126 	 793 
i 544	 404 	 657 
i 206	 688 	 357 
i 977	 769 	 244 
i 348	 809 	 122 
i 773	 353 	 722 
i 713	 749 	 163 
i 956	 454 	 508 
i 50	 274 	 774 
i 165	 182 	 914 
i 902	 682 	 239 
i 5	 226 	 776 
i 815	 432 	 507 
i 543	 409 	 685 
i 112	 756 	 299 
i 272	 530 	 395 
i 152	 244 	 832 
i 217	 200 	 766 
i 530	 250 	 771 
i 272	 414 	 644 
i 257	 317 	 677 
i 368	 321 	 718 
i 882	 137 	 788 
i 86	 679 	 328 
i 57	 790 	 168 
i 837	 62 	 971 
