c Instance Type k
c
n 500
c w	 v1	 v2
i 840	 394 	 662 
i 798	 911 	 37 
i 335	 768 	 186 
i 554	 477 	 548 
i 365	 513 	 577 
i 916	 636 	 407 
i 142	 607 	 295 
i 243	 138 	 922 
i 157	 401 	 524 
i 109	 998 	 22 
i 513	 839 	 183 
i 296	 637 	 367 
i 494	 972 	 37 
i 771	 527 	 526 
i 400	 891 	 64 
i 353	 807 	 276 
i 70	 949 	 79 
i 86	 193 	 839 
i 890	 349 	 562 
i 21	 458 	 453 
i 239	 970 	 117 
i 851	 267 	 740 
i 375	 760 	 242 
i 668	 532 	 374 
i 438	 931 	 157 
i 721	 285 	 762 
i 640	 354 	 683 
i 166	 440 	 635 
i 829	 331 	 614 
i 893	 351 	 686 
i 956	 589 	 442 
i 858	 440 	 644 
i 399	 814 	 222 
i 911	 483 	 459 
i 950	 920 	 26 
i 881	 641 	 344 
i 619	 281 	 775 
i 308	 447 	 497 
i 188	 276 	 734 
i 417	 170 	 911 
i 104	 126 	 872 
i 760	 984 	 108 
i 684	 383 	 666 
i 369	 294 	 651 
i 584	 245 	 684 
i 732	 126 	 932 
i 164	 745 	 168 
i 950	 53 	 926 
i 177	 240 	 819 
i 732	 656 	 437 
i 639	 759 	 158 
i 135	 520 	 394 
i 70	 205 	 786 
i 819	 573 	 477 
i 52	 158 	 941 
i 205	 890 	 34 
i 997	 55 	 979 
i 73	 5 	 991 
i 594	 181 	 750 
i 392	 913 	 153 
i 359	 552 	 463 
i 453	 687 	 232 
i 531	 757 	 203 
i 992	 577 	 498 
i 748	 629 	 277 
i 748	 833 	 252 
i 873	 831 	 264 
i 744	 903 	 193 
i 667	 497 	 434 
i 830	 889 	 25 
i 650	 248 	 777 
i 229	 700 	 262 
i 329	 232 	 681 
i 633	 224 	 805 
i 511	 971 	 36 
i 546	 719 	 202 
i 472	 592 	 496 
i 451	 337 	 732 
i 435	 4 	 931 
i 598	 833 	 113 
i 675	 483 	 512 
i 305	 712 	 223 
i 622	 41 	 916 
i 696	 674 	 353 
i 347	 185 	 836 
i 627	 730 	 235 
i 740	 203 	 881 
i 685	 653 	 297 
i 532	 88 	 860 
i 877	 686 	 231 
i 112	 362 	 652 
i 593	 666 	 291 
i 775	 289 	 676 
i 190	 984 	 0 
i 827	 332 	 604 
i 437	 958 	 130 
i 765	 699 	 224 
i 686	 384 	 670 
i 943	 916 	 158 
i 204	 793 	 216 
i 297	 905 	 177 
i 874	 498 	 516 
i 163	 274 	 798 
i 492	 464 	 605 
i 496	 291 	 644 
i 684	 727 	 199 
i 603	 492 	 575 
i 724	 179 	 764 
i 499	 122 	 804 
i 361	 325 	 761 
i 908	 622 	 445 
i 818	 496 	 470 
i 394	 659 	 362 
i 259	 152 	 761 
i 108	 647 	 325 
i 288	 332 	 585 
i 427	 934 	 96 
i 266	 659 	 393 
i 487	 158 	 918 
i 626	 518 	 422 
i 558	 426 	 639 
i 394	 245 	 719 
i 729	 639 	 457 
i 338	 897 	 29 
i 411	 6 	 976 
i 774	 294 	 628 
i 865	 721 	 187 
i 449	 986 	 80 
i 211	 474 	 598 
i 94	 100 	 875 
i 302	 657 	 404 
i 132	 52 	 855 
i 458	 781 	 257 
i 443	 119 	 898 
i 579	 530 	 488 
i 362	 304 	 773 
i 477	 170 	 851 
i 526	 619 	 399 
i 234	 829 	 84 
i 99	 923 	 30 
i 482	 226 	 839 
i 291	 357 	 718 
i 344	 815 	 216 
i 37	 258 	 797 
i 626	 836 	 124 
i 221	 198 	 824 
i 110	 674 	 382 
i 719	 201 	 778 
i 316	 434 	 511 
i 386	 533 	 397 
i 555	 15 	 928 
i 382	 306 	 741 
i 261	 650 	 360 
i 919	 686 	 375 
i 698	 312 	 716 
i 6	 533 	 535 
i 618	 643 	 360 
i 401	 362 	 681 
i 802	 678 	 251 
i 33	 64 	 948 
i 188	 619 	 420 
i 568	 2 	 897 
i 305	 262 	 768 
i 857	 181 	 786 
i 667	 879 	 151 
i 313	 885 	 51 
i 157	 503 	 562 
i 675	 904 	 37 
i 395	 706 	 367 
i 547	 739 	 347 
i 233	 926 	 95 
i 933	 494 	 516 
i 939	 799 	 263 
i 594	 657 	 442 
i 935	 325 	 749 
i 589	 638 	 413 
i 775	 795 	 156 
i 604	 471 	 461 
i 795	 865 	 209 
i 664	 413 	 609 
i 597	 645 	 362 
i 149	 579 	 326 
i 701	 518 	 548 
i 515	 113 	 884 
i 510	 49 	 972 
i 385	 638 	 351 
i 144	 413 	 535 
i 407	 18 	 966 
i 574	 813 	 203 
i 447	 477 	 622 
i 59	 75 	 936 
i 597	 223 	 720 
i 630	 923 	 130 
i 463	 439 	 630 
i 952	 948 	 136 
i 767	 334 	 672 
i 219	 478 	 611 
i 466	 884 	 209 
i 184	 458 	 597 
i 766	 904 	 50 
i 761	 963 	 45 
i 402	 561 	 449 
i 622	 191 	 804 
i 360	 654 	 429 
i 211	 606 	 466 
i 110	 374 	 564 
i 646	 593 	 441 
i 596	 59 	 929 
i 564	 243 	 659 
i 344	 10 	 991 
i 601	 770 	 307 
i 933	 173 	 816 
i 488	 795 	 232 
i 965	 156 	 801 
i 882	 366 	 713 
i 747	 476 	 477 
i 946	 123 	 950 
i 623	 718 	 366 
i 184	 283 	 649 
i 203	 626 	 308 
i 127	 228 	 861 
i 14	 161 	 762 
i 462	 648 	 434 
i 101	 614 	 299 
i 394	 496 	 490 
i 293	 244 	 838 
i 566	 191 	 714 
i 432	 814 	 236 
i 357	 997 	 3 
i 524	 201 	 831 
i 700	 328 	 749 
i 647	 342 	 567 
i 766	 803 	 236 
i 682	 904 	 61 
i 752	 298 	 763 
i 189	 591 	 318 
i 102	 158 	 790 
i 137	 589 	 321 
i 889	 945 	 8 
i 925	 469 	 481 
i 587	 169 	 847 
i 476	 815 	 270 
i 526	 582 	 463 
i 226	 264 	 762 
i 538	 17 	 991 
i 348	 206 	 798 
i 401	 307 	 728 
i 645	 443 	 510 
i 703	 333 	 609 
i 759	 258 	 778 
i 17	 845 	 225 
i 601	 322 	 711 
i 527	 848 	 101 
i 256	 74 	 915 
i 889	 611 	 394 
i 821	 958 	 104 
i 344	 360 	 547 
i 24	 6 	 945 
i 293	 708 	 355 
i 507	 468 	 446 
i 191	 484 	 600 
i 44	 85 	 859 
i 711	 611 	 306 
i 961	 867 	 65 
i 476	 757 	 298 
i 7	 579 	 468 
i 743	 922 	 17 
i 787	 946 	 15 
i 275	 240 	 821 
i 95	 746 	 208 
i 174	 937 	 124 
i 97	 981 	 100 
i 342	 692 	 298 
i 434	 654 	 310 
i 600	 130 	 785 
i 378	 137 	 894 
i 115	 880 	 136 
i 211	 668 	 337 
i 313	 943 	 120 
i 122	 39 	 932 
i 399	 212 	 777 
i 161	 308 	 678 
i 6	 650 	 274 
i 462	 85 	 959 
i 786	 684 	 397 
i 867	 63 	 843 
i 527	 177 	 908 
i 110	 388 	 630 
i 638	 700 	 307 
i 407	 822 	 193 
i 921	 222 	 835 
i 374	 382 	 536 
i 808	 387 	 662 
i 934	 849 	 217 
i 714	 635 	 367 
i 625	 502 	 513 
i 672	 30 	 968 
i 600	 139 	 788 
i 196	 777 	 291 
i 735	 184 	 849 
i 313	 106 	 971 
i 103	 480 	 473 
i 200	 288 	 743 
i 947	 222 	 778 
i 778	 936 	 23 
i 295	 561 	 467 
i 873	 233 	 801 
i 629	 832 	 230 
i 773	 29 	 946 
i 617	 764 	 290 
i 285	 77 	 978 
i 173	 179 	 792 
i 443	 379 	 650 
i 101	 326 	 747 
i 607	 105 	 955 
i 749	 399 	 573 
i 394	 272 	 747 
i 69	 901 	 86 
i 881	 675 	 316 
i 472	 293 	 651 
i 246	 577 	 382 
i 126	 749 	 246 
i 486	 193 	 878 
i 134	 293 	 643 
i 3	 900 	 57 
i 808	 650 	 387 
i 176	 45 	 994 
i 775	 113 	 959 
i 208	 994 	 56 
i 668	 466 	 599 
i 892	 712 	 268 
i 194	 838 	 92 
i 673	 324 	 644 
i 532	 457 	 570 
i 717	 460 	 547 
i 6	 269 	 668 
i 693	 444 	 502 
i 653	 219 	 750 
i 514	 426 	 542 
i 51	 95 	 962 
i 879	 986 	 59 
i 284	 180 	 791 
i 439	 853 	 183 
i 786	 386 	 541 
i 427	 104 	 915 
i 967	 110 	 963 
i 160	 802 	 159 
i 396	 456 	 550 
i 745	 970 	 124 
i 89	 21 	 884 
i 897	 899 	 7 
i 419	 184 	 759 
i 778	 623 	 290 
i 462	 409 	 582 
i 602	 835 	 177 
i 203	 803 	 231 
i 72	 962 	 65 
i 385	 358 	 728 
i 916	 104 	 976 
i 875	 192 	 892 
i 928	 90 	 965 
i 968	 509 	 390 
i 189	 287 	 738 
i 262	 748 	 158 
i 722	 351 	 723 
i 285	 553 	 481 
i 957	 624 	 403 
i 433	 9 	 999 
i 364	 925 	 17 
i 265	 801 	 156 
i 186	 729 	 246 
i 7	 698 	 379 
i 12	 886 	 48 
i 639	 149 	 936 
i 676	 870 	 84 
i 548	 156 	 909 
