c Instance Type c
c
n 600
c w	 v1	 v2
i 740	 440 	 414 
i 830	 436 	 474 
i 285	 956 	 971 
i 161	 433 	 488 
i 585	 252 	 337 
i 116	 744 	 703 
i 741	 215 	 206 
i 872	 426 	 426 
i 49	 124 	 128 
i 97	 140 	 51 
i 467	 350 	 409 
i 833	 682 	 707 
i 784	 410 	 492 
i 147	 923 	 837 
i 307	 724 	 755 
i 19	 660 	 714 
i 137	 923 	 925 
i 492	 439 	 416 
i 507	 887 	 874 
i 540	 461 	 467 
i 810	 511 	 610 
i 453	 331 	 397 
i 790	 889 	 912 
i 704	 811 	 863 
i 394	 876 	 789 
i 12	 572 	 489 
i 925	 371 	 315 
i 295	 828 	 871 
i 168	 283 	 227 
i 562	 670 	 722 
i 13	 254 	 268 
i 262	 253 	 158 
i 138	 993 	 1056 
i 925	 652 	 655 
i 786	 441 	 523 
i 306	 503 	 587 
i 599	 581 	 651 
i 406	 781 	 709 
i 600	 528 	 490 
i 230	 726 	 800 
i 392	 515 	 592 
i 552	 135 	 64 
i 544	 158 	 115 
i 154	 883 	 825 
i 525	 456 	 555 
i 966	 379 	 339 
i 496	 312 	 392 
i 250	 179 	 140 
i 719	 307 	 388 
i 412	 585 	 512 
i 866	 472 	 477 
i 894	 371 	 287 
i 948	 503 	 528 
i 817	 756 	 811 
i 206	 943 	 903 
i 508	 940 	 894 
i 735	 321 	 374 
i 812	 233 	 136 
i 34	 506 	 553 
i 567	 425 	 354 
i 973	 548 	 450 
i 267	 130 	 211 
i 708	 202 	 273 
i 434	 759 	 793 
i 371	 563 	 639 
i 305	 834 	 811 
i 541	 186 	 110 
i 678	 868 	 955 
i 124	 883 	 976 
i 477	 648 	 655 
i 968	 779 	 780 
i 990	 791 	 846 
i 94	 710 	 707 
i 823	 582 	 665 
i 332	 293 	 251 
i 146	 186 	 204 
i 232	 531 	 458 
i 84	 641 	 703 
i 953	 583 	 670 
i 558	 555 	 537 
i 310	 143 	 119 
i 77	 596 	 570 
i 750	 398 	 391 
i 282	 829 	 787 
i 486	 757 	 781 
i 571	 126 	 179 
i 44	 654 	 753 
i 640	 774 	 690 
i 172	 609 	 516 
i 672	 553 	 571 
i 708	 921 	 1001 
i 255	 373 	 469 
i 578	 705 	 751 
i 386	 231 	 133 
i 113	 489 	 488 
i 131	 153 	 66 
i 742	 836 	 758 
i 489	 836 	 886 
i 50	 909 	 994 
i 547	 942 	 961 
i 459	 581 	 542 
i 754	 496 	 508 
i 423	 479 	 406 
i 559	 240 	 244 
i 984	 251 	 278 
i 34	 695 	 748 
i 849	 757 	 758 
i 665	 858 	 957 
i 564	 639 	 548 
i 499	 573 	 591 
i 29	 215 	 125 
i 462	 487 	 548 
i 876	 986 	 931 
i 23	 220 	 277 
i 181	 686 	 740 
i 838	 363 	 424 
i 565	 157 	 188 
i 405	 609 	 573 
i 999	 608 	 684 
i 519	 650 	 626 
i 637	 290 	 272 
i 61	 337 	 411 
