c Instance Type c
c
n 4000
c w	 v1	 v2
i 817	 991 	 894 
i 335	 340 	 357 
i 50	 114 	 45 
i 5	 230 	 169 
i 22	 563 	 541 
i 728	 328 	 249 
i 340	 301 	 332 
i 353	 702 	 697 
i 724	 701 	 732 
i 726	 326 	 372 
i 717	 377 	 387 
i 975	 391 	 468 
i 979	 912 	 999 
i 114	 165 	 253 
i 622	 340 	 432 
i 867	 690 	 728 
i 81	 783 	 689 
i 745	 481 	 457 
i 410	 903 	 824 
i 653	 600 	 666 
i 953	 364 	 374 
i 269	 856 	 861 
i 171	 756 	 757 
i 231	 700 	 724 
i 489	 648 	 596 
i 141	 614 	 536 
i 897	 340 	 278 
i 315	 367 	 454 
i 207	 709 	 678 
i 757	 805 	 904 
i 43	 659 	 749 
i 881	 260 	 204 
i 607	 730 	 708 
i 270	 292 	 316 
i 873	 844 	 766 
i 441	 171 	 121 
i 699	 269 	 199 
i 987	 438 	 431 
i 661	 382 	 416 
i 443	 690 	 675 
i 60	 690 	 684 
i 228	 647 	 617 
i 924	 844 	 935 
i 128	 304 	 249 
i 952	 857 	 777 
i 21	 957 	 965 
i 198	 293 	 241 
i 567	 427 	 372 
i 872	 841 	 919 
i 524	 550 	 516 
i 176	 931 	 909 
i 779	 461 	 485 
i 605	 774 	 782 
i 822	 738 	 772 
i 662	 941 	 965 
i 614	 143 	 171 
i 819	 625 	 693 
i 176	 840 	 821 
i 997	 155 	 111 
i 492	 947 	 1007 
i 415	 354 	 450 
i 808	 703 	 754 
i 555	 366 	 338 
i 261	 849 	 786 
i 195	 558 	 627 
i 231	 223 	 215 
i 810	 796 	 752 
i 631	 656 	 647 
i 681	 130 	 121 
i 622	 380 	 469 
i 896	 206 	 178 
i 563	 189 	 122 
i 850	 864 	 908 
i 681	 299 	 396 
i 185	 465 	 400 
i 311	 330 	 312 
i 83	 741 	 685 
i 695	 991 	 1061 
i 717	 509 	 515 
i 21	 913 	 843 
i 129	 866 	 776 
i 217	 298 	 320 
i 65	 449 	 441 
i 277	 204 	 133 
i 675	 191 	 157 
i 922	 350 	 378 
i 631	 715 	 759 
i 622	 911 	 894 
i 70	 778 	 705 
i 972	 362 	 293 
i 822	 499 	 456 
i 34	 545 	 545 
i 414	 202 	 215 
i 519	 615 	 683 
i 610	 745 	 748 
i 879	 150 	 138 
i 560	 720 	 634 
i 460	 474 	 512 
i 211	 847 	 899 
i 494	 968 	 1015 
i 931	 218 	 229 
i 420	 472 	 490 
i 523	 918 	 819 
i 90	 533 	 538 
i 803	 394 	 321 
i 847	 855 	 758 
i 533	 358 	 373 
i 941	 422 	 329 
i 770	 150 	 99 
i 734	 830 	 878 
i 855	 596 	 630 
i 263	 204 	 122 
i 171	 732 	 755 
i 646	 738 	 779 
i 965	 317 	 318 
i 802	 438 	 409 
i 81	 452 	 529 
i 431	 964 	 1030 
i 476	 996 	 1015 
i 285	 327 	 293 
i 830	 986 	 923 
i 936	 695 	 685 
i 635	 777 	 801 
i 341	 435 	 388 
i 573	 173 	 119 
i 941	 625 	 532 
i 326	 941 	 864 
i 287	 842 	 851 
i 283	 691 	 595 
i 526	 335 	 296 
i 511	 632 	 560 
i 168	 801 	 716 
i 917	 314 	 356 
i 283	 868 	 778 
i 353	 219 	 243 
i 931	 428 	 441 
i 866	 461 	 539 
i 689	 565 	 500 
i 342	 164 	 156 
i 594	 186 	 283 
i 181	 461 	 460 
i 957	 586 	 619 
i 187	 653 	 669 
i 39	 396 	 469 
i 161	 442 	 386 
i 517	 997 	 927 
i 911	 611 	 514 
i 423	 516 	 557 
i 483	 675 	 584 
i 568	 197 	 225 
i 962	 187 	 251 
i 497	 630 	 686 
i 108	 334 	 427 
i 429	 854 	 755 
i 802	 737 	 670 
i 799	 933 	 969 
i 363	 179 	 198 
i 819	 196 	 99 
i 454	 825 	 825 
i 551	 869 	 782 
i 637	 551 	 457 
i 222	 394 	 399 
i 474	 200 	 227 
i 311	 171 	 84 
i 15	 177 	 250 
i 939	 326 	 359 
i 18	 934 	 840 
i 114	 575 	 644 
i 917	 591 	 551 
i 770	 148 	 218 
i 266	 209 	 207 
i 585	 237 	 279 
i 685	 707 	 644 
i 753	 384 	 383 
i 828	 442 	 444 
i 71	 324 	 314 
i 996	 917 	 911 
i 519	 944 	 960 
i 60	 810 	 810 
i 102	 191 	 145 
i 212	 951 	 958 
i 355	 500 	 424 
i 26	 245 	 306 
i 333	 413 	 424 
i 705	 856 	 833 
i 945	 423 	 414 
i 853	 826 	 816 
i 791	 355 	 449 
i 578	 874 	 780 
i 669	 430 	 356 
i 615	 670 	 639 
i 53	 257 	 297 
i 205	 365 	 410 
i 544	 192 	 103 
i 383	 690 	 742 
i 734	 146 	 187 
i 539	 553 	 565 
i 814	 957 	 927 
i 673	 934 	 1020 
i 32	 964 	 984 
i 661	 194 	 137 
i 826	 502 	 455 
i 113	 237 	 231 
i 204	 882 	 785 
i 855	 935 	 914 
i 894	 725 	 651 
i 393	 466 	 500 
i 345	 966 	 963 
i 271	 391 	 322 
i 231	 330 	 268 
i 325	 863 	 933 
i 766	 166 	 201 
i 907	 404 	 462 
i 776	 823 	 922 
i 703	 838 	 908 
i 394	 303 	 352 
i 794	 422 	 349 
i 756	 131 	 127 
i 72	 563 	 613 
i 318	 705 	 801 
i 165	 876 	 837 
i 227	 745 	 660 
i 556	 459 	 555 
i 358	 273 	 324 
i 176	 269 	 261 
i 393	 136 	 207 
i 742	 799 	 829 
i 765	 922 	 903 
i 275	 462 	 457 
i 943	 243 	 302 
i 804	 230 	 322 
i 518	 505 	 442 
i 909	 573 	 621 
i 93	 558 	 478 
i 272	 344 	 299 
i 301	 755 	 789 
i 75	 627 	 609 
i 987	 317 	 252 
i 382	 678 	 668 
i 531	 214 	 193 
i 665	 921 	 861 
i 110	 886 	 929 
i 629	 164 	 189 
i 133	 825 	 869 
i 395	 916 	 1014 
i 121	 274 	 232 
i 702	 870 	 843 
i 933	 348 	 318 
i 572	 507 	 554 
i 688	 909 	 862 
i 599	 372 	 458 
i 472	 550 	 458 
i 532	 299 	 333 
i 336	 858 	 918 
i 242	 609 	 548 
i 426	 603 	 566 
i 280	 863 	 767 
i 548	 300 	 390 
i 993	 615 	 620 
i 891	 381 	 323 
i 186	 620 	 682 
i 680	 560 	 517 
i 892	 598 	 661 
i 733	 306 	 236 
i 294	 131 	 109 
i 847	 308 	 371 
i 693	 592 	 512 
i 907	 611 	 640 
i 475	 570 	 598 
i 780	 150 	 156 
i 353	 340 	 383 
i 858	 175 	 154 
i 407	 429 	 387 
i 627	 267 	 171 
i 650	 402 	 365 
i 872	 753 	 685 
i 414	 593 	 664 
i 976	 682 	 735 
i 494	 369 	 317 
i 538	 939 	 843 
i 796	 523 	 497 
i 869	 272 	 218 
i 227	 626 	 653 
i 403	 884 	 837 
i 731	 904 	 987 
i 454	 297 	 354 
i 996	 443 	 383 
i 639	 317 	 253 
i 929	 997 	 1031 
i 861	 322 	 264 
i 326	 340 	 241 
i 508	 672 	 747 
i 88	 878 	 798 
i 957	 557 	 558 
i 850	 794 	 741 
i 61	 720 	 758 
i 434	 533 	 570 
i 666	 714 	 679 
i 663	 874 	 825 
i 901	 584 	 507 
i 160	 773 	 762 
i 790	 780 	 870 
i 654	 672 	 580 
i 157	 765 	 864 
i 925	 327 	 396 
i 611	 540 	 622 
i 87	 266 	 234 
i 765	 879 	 781 
i 624	 282 	 316 
i 158	 511 	 526 
i 902	 618 	 665 
i 656	 125 	 130 
i 287	 972 	 907 
i 24	 120 	 87 
i 268	 119 	 71 
i 750	 875 	 949 
i 926	 795 	 886 
i 790	 212 	 257 
i 983	 221 	 190 
i 434	 821 	 822 
i 5	 444 	 425 
i 21	 208 	 120 
i 989	 676 	 646 
i 1	 836 	 811 
i 11	 246 	 274 
i 870	 478 	 456 
i 639	 366 	 329 
i 753	 330 	 251 
i 878	 975 	 893 
i 678	 397 	 402 
i 53	 847 	 853 
i 163	 322 	 332 
i 798	 380 	 388 
i 614	 692 	 700 
i 766	 137 	 147 
i 181	 709 	 693 
i 467	 170 	 82 
i 714	 454 	 517 
i 686	 551 	 590 
i 9	 634 	 608 
i 837	 214 	 199 
i 76	 688 	 705 
i 378	 290 	 267 
i 33	 773 	 673 
i 63	 367 	 420 
i 735	 859 	 948 
i 802	 347 	 330 
i 188	 403 	 329 
i 684	 241 	 304 
i 273	 859 	 924 
i 390	 302 	 334 
i 40	 681 	 728 
i 242	 316 	 239 
i 986	 660 	 589 
i 276	 663 	 605 
i 118	 457 	 546 
i 384	 412 	 461 
i 713	 782 	 869 
i 860	 898 	 922 
i 702	 735 	 813 
i 917	 580 	 536 
i 559	 280 	 244 
i 790	 937 	 949 
i 409	 152 	 162 
i 30	 285 	 350 
i 419	 473 	 561 
i 758	 427 	 392 
i 513	 204 	 112 
i 398	 148 	 228 
i 101	 700 	 720 
i 628	 606 	 610 
i 819	 859 	 775 
i 749	 257 	 331 
i 796	 759 	 714 
i 991	 360 	 321 
i 400	 206 	 251 
i 755	 157 	 154 
i 860	 450 	 549 
i 903	 487 	 466 
i 566	 400 	 399 
i 124	 937 	 862 
i 965	 512 	 601 
i 130	 583 	 622 
i 859	 468 	 466 
i 140	 716 	 712 
i 248	 991 	 1067 
i 301	 749 	 776 
i 682	 292 	 291 
i 106	 291 	 271 
i 431	 644 	 737 
i 361	 198 	 116 
i 812	 311 	 222 
i 344	 263 	 200 
i 746	 881 	 790 
i 428	 429 	 366 
i 418	 859 	 846 
i 137	 756 	 803 
i 341	 434 	 417 
i 544	 878 	 882 
i 145	 347 	 437 
i 243	 319 	 282 
i 468	 401 	 326 
i 639	 453 	 447 
i 507	 620 	 563 
i 865	 662 	 691 
i 707	 828 	 740 
i 433	 326 	 265 
i 797	 980 	 988 
i 661	 462 	 378 
i 926	 927 	 872 
i 162	 887 	 881 
i 488	 278 	 365 
i 873	 391 	 406 
i 446	 810 	 726 
i 66	 115 	 205 
i 873	 689 	 720 
