c Instance Type c
c
n 4000
c w	 v1	 v2
i 605	 925 	 954 
i 372	 581 	 659 
i 658	 706 	 649 
i 989	 861 	 893 
i 516	 499 	 482 
i 681	 405 	 386 
i 223	 713 	 779 
i 245	 292 	 268 
i 812	 697 	 624 
i 363	 710 	 803 
i 279	 915 	 929 
i 807	 602 	 691 
i 477	 504 	 524 
i 322	 697 	 715 
i 759	 395 	 316 
i 90	 769 	 827 
i 768	 242 	 144 
i 971	 983 	 934 
i 632	 436 	 349 
i 307	 558 	 544 
i 212	 531 	 573 
i 764	 152 	 155 
i 208	 994 	 1092 
i 867	 641 	 604 
i 188	 280 	 195 
i 927	 377 	 310 
i 76	 191 	 277 
i 57	 203 	 284 
i 423	 431 	 438 
i 926	 493 	 561 
i 399	 877 	 788 
i 446	 619 	 683 
i 440	 190 	 95 
i 37	 186 	 264 
i 228	 467 	 383 
i 528	 535 	 436 
i 619	 682 	 598 
i 722	 623 	 551 
i 84	 540 	 552 
i 514	 129 	 127 
i 376	 879 	 956 
i 947	 929 	 896 
i 38	 769 	 824 
i 122	 794 	 856 
i 523	 700 	 608 
i 1	 773 	 786 
i 643	 781 	 718 
i 220	 857 	 938 
i 702	 983 	 1081 
i 723	 595 	 596 
i 588	 142 	 218 
i 509	 932 	 997 
i 250	 342 	 415 
i 20	 142 	 239 
i 682	 865 	 867 
i 428	 900 	 902 
i 183	 517 	 448 
i 22	 683 	 658 
i 4	 602 	 517 
i 548	 595 	 655 
i 583	 156 	 133 
i 508	 940 	 1019 
i 768	 788 	 717 
i 804	 670 	 603 
i 652	 660 	 729 
i 541	 226 	 181 
i 997	 681 	 672 
i 641	 819 	 815 
i 194	 263 	 259 
i 739	 332 	 238 
i 790	 155 	 178 
i 723	 500 	 424 
i 486	 409 	 487 
i 115	 541 	 580 
i 733	 689 	 658 
i 862	 555 	 632 
i 504	 801 	 878 
i 301	 321 	 326 
i 473	 749 	 793 
i 722	 290 	 281 
i 772	 319 	 268 
i 212	 867 	 961 
i 547	 977 	 968 
i 32	 880 	 894 
i 682	 610 	 571 
i 182	 919 	 852 
i 958	 819 	 853 
i 195	 718 	 812 
i 912	 297 	 286 
i 116	 938 	 871 
i 351	 458 	 546 
i 202	 680 	 610 
i 176	 656 	 696 
i 42	 175 	 221 
i 603	 684 	 666 
i 512	 957 	 976 
i 309	 218 	 228 
i 992	 816 	 865 
i 203	 793 	 825 
i 134	 302 	 357 
i 524	 453 	 378 
i 164	 402 	 367 
i 777	 539 	 540 
i 849	 273 	 282 
i 495	 925 	 854 
i 447	 404 	 436 
i 567	 934 	 1028 
i 361	 538 	 630 
i 129	 315 	 248 
i 344	 904 	 863 
i 729	 706 	 770 
i 58	 820 	 917 
i 539	 224 	 276 
i 722	 673 	 695 
i 638	 270 	 191 
i 967	 403 	 413 
i 893	 992 	 916 
i 374	 966 	 962 
i 604	 933 	 955 
i 496	 192 	 282 
i 167	 458 	 494 
i 964	 301 	 349 
i 93	 289 	 244 
i 725	 968 	 868 
i 904	 624 	 651 
i 234	 719 	 740 
i 225	 323 	 323 
i 187	 431 	 506 
i 113	 859 	 854 
i 205	 513 	 608 
i 595	 473 	 401 
i 809	 192 	 113 
i 10	 850 	 789 
i 973	 210 	 294 
i 551	 212 	 277 
i 236	 781 	 693 
i 475	 432 	 389 
i 835	 877 	 871 
i 678	 766 	 783 
i 132	 303 	 361 
i 539	 281 	 258 
i 630	 407 	 345 
i 462	 501 	 441 
i 574	 678 	 613 
i 688	 610 	 655 
i 443	 457 	 550 
i 804	 512 	 500 
i 667	 767 	 722 
i 405	 299 	 389 
i 621	 820 	 737 
i 813	 634 	 658 
i 147	 977 	 927 
i 587	 262 	 305 
i 225	 443 	 401 
i 786	 602 	 697 
i 176	 361 	 345 
i 627	 330 	 275 
i 365	 721 	 799 
i 577	 966 	 925 
i 376	 926 	 1009 
i 964	 113 	 159 
i 940	 668 	 743 
i 111	 894 	 887 
i 485	 642 	 680 
i 38	 901 	 896 
i 319	 883 	 913 
i 565	 370 	 325 
i 252	 571 	 600 
i 215	 476 	 420 
i 132	 741 	 760 
i 134	 669 	 681 
i 760	 432 	 432 
i 641	 325 	 347 
i 240	 739 	 658 
i 129	 465 	 391 
i 997	 889 	 879 
i 289	 580 	 483 
i 807	 829 	 783 
i 219	 514 	 510 
i 928	 712 	 735 
i 557	 354 	 403 
i 918	 855 	 857 
i 160	 413 	 343 
i 867	 958 	 936 
i 266	 156 	 159 
i 142	 276 	 279 
i 670	 679 	 740 
i 478	 696 	 718 
i 932	 936 	 1002 
i 608	 478 	 530 
i 883	 137 	 100 
i 720	 804 	 751 
i 61	 368 	 347 
i 15	 503 	 455 
i 67	 851 	 856 
i 253	 424 	 458 
i 893	 884 	 851 
i 551	 711 	 774 
i 480	 368 	 418 
i 893	 219 	 190 
i 923	 895 	 843 
i 703	 289 	 381 
i 992	 499 	 403 
i 435	 851 	 758 
i 268	 197 	 117 
i 620	 667 	 638 
i 490	 373 	 323 
i 167	 676 	 736 
i 456	 514 	 470 
i 578	 292 	 227 
i 461	 612 	 531 
i 661	 827 	 887 
i 99	 794 	 852 
i 932	 815 	 760 
i 29	 849 	 848 
i 654	 942 	 865 
i 950	 371 	 392 
i 586	 594 	 648 
i 40	 419 	 365 
i 245	 670 	 731 
