c Instance Type c
c
n 800
c w	 v1	 v2
i 78	 528 	 573 
i 694	 990 	 1084 
i 922	 437 	 527 
i 81	 972 	 1039 
i 912	 370 	 337 
i 551	 715 	 652 
i 650	 246 	 313 
i 577	 576 	 621 
i 561	 157 	 141 
i 939	 136 	 157 
i 409	 521 	 558 
i 399	 278 	 254 
i 766	 253 	 213 
i 735	 209 	 185 
i 28	 954 	 912 
i 706	 363 	 432 
i 859	 530 	 529 
i 383	 386 	 300 
i 435	 145 	 171 
i 464	 523 	 537 
i 925	 176 	 272 
i 114	 786 	 762 
i 275	 235 	 164 
i 385	 504 	 580 
i 334	 844 	 926 
i 618	 217 	 240 
i 91	 969 	 964 
i 401	 521 	 592 
i 440	 585 	 543 
i 903	 259 	 310 
i 976	 769 	 805 
i 736	 754 	 813 
i 876	 204 	 118 
i 319	 336 	 327 
i 144	 232 	 290 
i 264	 153 	 134 
i 229	 701 	 701 
i 690	 236 	 316 
i 225	 999 	 967 
i 392	 372 	 320 
i 133	 157 	 101 
i 856	 765 	 856 
i 960	 584 	 650 
i 214	 648 	 578 
i 351	 165 	 123 
i 398	 868 	 879 
i 63	 343 	 400 
i 204	 787 	 782 
i 204	 699 	 739 
i 498	 113 	 31 
i 550	 329 	 274 
i 286	 525 	 441 
i 818	 487 	 395 
i 423	 338 	 289 
i 484	 473 	 494 
i 336	 735 	 636 
i 597	 342 	 255 
i 358	 153 	 107 
i 21	 577 	 572 
i 23	 312 	 406 
i 269	 395 	 399 
i 735	 597 	 658 
i 159	 670 	 695 
i 415	 708 	 618 
i 822	 937 	 943 
i 524	 589 	 662 
i 784	 594 	 587 
i 831	 655 	 719 
i 357	 897 	 965 
i 583	 431 	 504 
i 903	 407 	 334 
i 451	 871 	 945 
i 80	 701 	 607 
i 752	 370 	 359 
i 682	 415 	 368 
i 221	 889 	 947 
i 765	 773 	 788 
i 378	 299 	 280 
i 263	 143 	 195 
i 623	 894 	 863 
i 956	 776 	 726 
i 812	 898 	 938 
i 477	 784 	 840 
i 768	 811 	 817 
i 111	 318 	 261 
i 986	 556 	 543 
i 732	 371 	 311 
i 943	 883 	 898 
i 980	 357 	 425 
i 861	 147 	 140 
i 611	 457 	 441 
i 496	 680 	 626 
i 254	 416 	 457 
i 42	 222 	 217 
i 276	 697 	 714 
i 776	 890 	 905 
i 70	 390 	 351 
i 938	 569 	 519 
i 216	 196 	 142 
i 257	 944 	 862 
i 646	 469 	 509 
i 288	 843 	 782 
i 631	 162 	 152 
i 756	 793 	 792 
i 416	 329 	 383 
i 293	 852 	 861 
i 607	 475 	 498 
i 123	 748 	 759 
i 219	 971 	 1025 
i 157	 288 	 193 
i 559	 370 	 404 
i 384	 996 	 1088 
i 441	 285 	 303 
i 209	 688 	 657 
i 454	 239 	 291 
i 289	 924 	 835 
i 698	 521 	 553 
i 416	 181 	 238 
i 384	 674 	 575 
i 583	 471 	 403 
i 875	 495 	 539 
i 871	 205 	 125 
i 68	 171 	 180 
i 716	 697 	 747 
i 860	 118 	 59 
i 775	 797 	 796 
i 238	 848 	 787 
i 317	 550 	 572 
i 951	 360 	 459 
i 357	 365 	 380 
i 789	 508 	 498 
i 896	 260 	 225 
i 963	 354 	 332 
i 624	 839 	 760 
i 632	 621 	 714 
i 404	 807 	 856 
i 235	 361 	 457 
i 728	 535 	 495 
i 10	 190 	 140 
i 296	 186 	 207 
i 743	 700 	 679 
i 911	 214 	 172 
i 185	 503 	 454 
i 5	 852 	 928 
i 579	 949 	 951 
i 363	 922 	 1005 
i 644	 695 	 625 
i 123	 680 	 756 
i 212	 948 	 1025 
i 296	 282 	 219 
i 959	 823 	 908 
i 76	 288 	 355 
i 518	 549 	 453 
i 352	 778 	 683 
i 295	 673 	 694 
i 208	 240 	 334 
i 865	 166 	 188 
i 507	 301 	 348 
i 448	 195 	 284 
i 641	 986 	 934 
i 444	 261 	 201 
i 643	 198 	 153 
i 137	 944 	 1003 
i 887	 965 	 894 
i 520	 991 	 979 
i 665	 642 	 672 
i 728	 616 	 619 
i 942	 273 	 177 
i 38	 928 	 922 
i 23	 883 	 805 
i 192	 211 	 222 
i 290	 393 	 333 
i 228	 641 	 608 
i 189	 461 	 405 
i 179	 594 	 642 
i 777	 989 	 971 
i 345	 679 	 606 
i 528	 250 	 166 
i 448	 271 	 194 
i 317	 691 	 619 
i 430	 792 	 758 
i 747	 398 	 422 
i 344	 576 	 646 
i 738	 876 	 783 
i 282	 187 	 130 
i 270	 849 	 948 
i 909	 325 	 293 
i 67	 448 	 521 
i 247	 520 	 483 
i 899	 626 	 652 
i 666	 752 	 664 
i 989	 159 	 221 
i 513	 714 	 645 
i 374	 581 	 659 
i 460	 616 	 551 
i 291	 810 	 799 
i 532	 806 	 776 
i 911	 220 	 204 
i 372	 992 	 1025 
i 952	 384 	 397 
i 674	 947 	 893 
i 729	 115 	 59 
i 407	 836 	 883 
i 936	 974 	 896 
i 505	 879 	 893 
i 293	 146 	 218 
i 75	 542 	 520 
i 198	 857 	 817 
i 190	 342 	 377 
i 498	 936 	 961 
i 439	 551 	 511 
i 444	 759 	 665 
i 260	 957 	 944 
i 231	 723 	 698 
i 96	 822 	 898 
i 137	 440 	 374 
i 622	 317 	 266 
i 462	 667 	 656 
i 722	 937 	 964 
i 651	 650 	 576 
i 147	 320 	 334 
i 875	 590 	 493 
i 827	 618 	 573 
i 516	 120 	 121 
i 317	 454 	 474 
i 687	 348 	 395 
i 919	 502 	 474 
i 545	 723 	 787 
i 476	 231 	 240 
i 83	 796 	 735 
i 318	 914 	 882 
i 856	 534 	 477 
i 428	 549 	 458 
i 438	 794 	 806 
i 824	 356 	 431 
i 91	 893 	 906 
i 531	 661 	 658 
i 220	 983 	 889 
i 355	 827 	 828 
i 126	 424 	 441 
i 30	 599 	 680 
i 506	 905 	 957 
i 998	 211 	 149 
i 768	 253 	 279 
i 45	 753 	 743 
i 923	 646 	 654 
i 543	 261 	 176 
i 525	 694 	 653 
i 330	 723 	 753 
i 682	 285 	 340 
i 233	 810 	 871 
i 126	 728 	 690 
i 239	 519 	 481 
i 399	 690 	 605 
i 122	 361 	 285 
i 724	 765 	 674 
i 894	 360 	 378 
i 551	 428 	 351 
i 240	 691 	 680 
i 437	 380 	 305 
i 224	 182 	 154 
i 918	 898 	 895 
i 378	 287 	 332 
i 30	 564 	 488 
i 311	 635 	 584 
i 47	 744 	 838 
i 327	 786 	 858 
i 684	 422 	 405 
i 336	 525 	 556 
i 640	 921 	 839 
i 719	 146 	 109 
i 606	 467 	 413 
i 805	 899 	 921 
i 315	 655 	 683 
i 905	 765 	 855 
i 618	 984 	 1083 
i 378	 958 	 923 
i 729	 837 	 738 
i 195	 318 	 287 
i 107	 901 	 997 
i 147	 983 	 1023 
i 547	 375 	 337 
i 434	 583 	 506 
i 47	 237 	 223 
i 783	 807 	 774 
i 765	 763 	 853 
i 718	 761 	 727 
i 536	 161 	 73 
