c Instance Type c
c
n 800
c w	 v1	 v2
i 735	 692 	 743 
i 802	 682 	 649 
i 844	 200 	 172 
i 778	 119 	 65 
i 712	 623 	 651 
i 342	 818 	 908 
i 627	 240 	 175 
i 355	 672 	 675 
i 978	 869 	 774 
i 965	 837 	 769 
i 620	 542 	 622 
i 263	 325 	 365 
i 363	 622 	 631 
i 373	 946 	 911 
i 949	 265 	 172 
i 746	 838 	 814 
i 891	 797 	 698 
i 523	 955 	 927 
i 376	 526 	 493 
i 193	 551 	 512 
i 678	 698 	 782 
i 919	 609 	 546 
i 495	 345 	 355 
i 435	 832 	 916 
i 609	 233 	 307 
i 428	 267 	 290 
i 200	 604 	 606 
i 150	 611 	 517 
i 617	 932 	 913 
i 113	 345 	 365 
i 773	 616 	 572 
i 335	 550 	 490 
i 598	 716 	 755 
i 410	 317 	 243 
i 548	 249 	 297 
i 723	 137 	 70 
i 280	 687 	 660 
i 841	 253 	 256 
i 766	 283 	 210 
i 30	 647 	 596 
i 598	 294 	 198 
i 93	 544 	 515 
i 774	 722 	 812 
i 7	 451 	 424 
i 162	 568 	 650 
i 192	 337 	 364 
i 840	 486 	 569 
i 1	 814 	 865 
i 194	 385 	 389 
i 798	 506 	 516 
i 5	 727 	 657 
i 493	 746 	 694 
i 181	 174 	 77 
i 564	 134 	 38 
i 79	 458 	 395 
i 333	 381 	 356 
i 755	 947 	 890 
i 546	 872 	 815 
i 855	 657 	 639 
i 300	 233 	 175 
i 992	 725 	 667 
i 707	 860 	 901 
i 778	 188 	 265 
i 804	 204 	 194 
i 196	 225 	 231 
i 500	 391 	 463 
i 441	 726 	 749 
i 298	 920 	 853 
i 912	 225 	 129 
i 51	 591 	 554 
i 742	 778 	 740 
i 585	 969 	 872 
i 671	 709 	 768 
i 776	 610 	 630 
i 905	 123 	 182 
i 220	 596 	 555 
i 912	 475 	 523 
i 823	 137 	 44 
i 951	 284 	 374 
i 492	 302 	 202 
i 243	 586 	 634 
i 208	 864 	 829 
i 880	 882 	 981 
i 442	 702 	 757 
i 456	 349 	 385 
i 3	 171 	 251 
i 412	 436 	 498 
i 442	 205 	 232 
i 637	 239 	 256 
i 852	 195 	 111 
i 388	 196 	 160 
i 236	 857 	 863 
i 103	 259 	 241 
i 768	 259 	 329 
i 38	 949 	 910 
i 105	 665 	 627 
i 471	 577 	 621 
i 578	 412 	 345 
i 723	 978 	 1038 
i 818	 613 	 644 
i 914	 685 	 593 
i 754	 972 	 927 
i 921	 556 	 532 
i 89	 921 	 851 
i 32	 791 	 728 
i 655	 177 	 135 
i 180	 454 	 506 
i 519	 209 	 177 
i 495	 357 	 270 
i 60	 182 	 258 
i 706	 765 	 824 
i 676	 804 	 814 
i 177	 164 	 158 
i 89	 504 	 516 
i 853	 639 	 657 
i 928	 806 	 755 
i 315	 178 	 163 
i 426	 858 	 947 
i 702	 273 	 261 
i 783	 332 	 332 
i 519	 228 	 169 
i 300	 938 	 1014 
i 360	 540 	 451 
i 802	 960 	 889 
i 397	 571 	 471 
i 180	 209 	 294 
i 256	 429 	 378 
i 97	 809 	 843 
i 280	 761 	 735 
i 529	 265 	 196 
i 661	 710 	 745 
i 592	 895 	 989 
i 75	 791 	 757 
i 31	 844 	 771 
i 548	 975 	 981 
i 658	 977 	 1019 
i 17	 914 	 1007 
i 801	 243 	 155 
i 534	 840 	 808 
i 707	 283 	 357 
i 382	 422 	 428 
i 264	 133 	 58 
i 30	 111 	 51 
i 854	 408 	 354 
i 826	 530 	 585 
i 801	 115 	 102 
i 705	 748 	 738 
i 854	 720 	 670 
i 675	 778 	 835 
i 868	 195 	 194 
i 219	 971 	 1046 
i 245	 557 	 485 
i 245	 669 	 603 
i 580	 847 	 751 
i 52	 163 	 233 
i 57	 855 	 885 
i 773	 355 	 326 
i 460	 757 	 699 
i 211	 984 	 1061 
i 306	 796 	 847 
i 273	 348 	 442 
i 775	 239 	 182 
i 403	 365 	 357 
i 231	 516 	 424 
i 290	 538 	 457 
i 128	 407 	 337 
i 403	 987 	 1072 
i 131	 416 	 393 
i 113	 605 	 624 
i 883	 505 	 585 
i 151	 288 	 222 
i 295	 265 	 354 
i 580	 460 	 430 
i 37	 872 	 888 
i 518	 911 	 985 
i 851	 996 	 896 
i 837	 242 	 222 
i 181	 176 	 182 
i 737	 518 	 547 
i 181	 158 	 164 
i 381	 959 	 995 
i 554	 224 	 318 
i 947	 179 	 190 
i 803	 492 	 510 
i 704	 121 	 43 
i 700	 897 	 989 
i 848	 898 	 957 
i 921	 368 	 463 
i 380	 843 	 886 
i 433	 529 	 608 
i 387	 111 	 66 
i 515	 716 	 782 
i 592	 694 	 750 
i 21	 299 	 315 
i 33	 825 	 782 
i 917	 923 	 1020 
i 803	 889 	 956 
i 94	 710 	 761 
i 917	 693 	 620 
i 388	 441 	 455 
i 389	 351 	 442 
i 71	 598 	 592 
i 727	 450 	 363 
i 938	 254 	 171 
