c Instance Type k
c
n 400
c w	 v1	 v2
i 5	 463 	 598 
i 185	 910 	 30 
i 506	 350 	 560 
i 377	 62 	 916 
i 100	 919 	 141 
i 152	 487 	 544 
i 952	 373 	 651 
i 859	 500 	 593 
i 742	 230 	 756 
i 580	 15 	 907 
i 965	 20 	 959 
i 776	 204 	 810 
i 935	 710 	 374 
i 991	 87 	 997 
i 482	 186 	 894 
i 266	 338 	 639 
i 925	 290 	 762 
i 548	 150 	 801 
i 515	 892 	 106 
i 950	 472 	 529 
i 150	 438 	 566 
i 812	 214 	 831 
i 385	 150 	 837 
i 308	 142 	 862 
i 293	 623 	 419 
i 196	 888 	 21 
i 586	 814 	 153 
i 350	 362 	 635 
i 613	 876 	 99 
i 106	 826 	 244 
i 614	 976 	 36 
i 141	 789 	 211 
i 871	 174 	 856 
i 312	 482 	 577 
i 839	 774 	 209 
i 552	 970 	 40 
i 603	 556 	 367 
i 944	 905 	 94 
i 435	 519 	 452 
i 817	 624 	 312 
i 672	 238 	 693 
i 964	 379 	 711 
i 472	 251 	 673 
i 128	 562 	 459 
i 924	 402 	 573 
i 345	 953 	 51 
i 653	 557 	 524 
i 775	 501 	 561 
i 260	 935 	 55 
i 620	 753 	 338 
i 807	 425 	 513 
i 970	 390 	 624 
i 922	 861 	 203 
i 49	 988 	 43 
i 656	 913 	 147 
i 40	 259 	 789 
i 392	 911 	 56 
i 302	 687 	 373 
i 117	 947 	 112 
i 451	 567 	 430 
i 409	 374 	 708 
i 605	 345 	 615 
i 181	 267 	 665 
i 7	 315 	 615 
i 395	 971 	 8 
i 185	 11 	 924 
i 928	 403 	 543 
i 229	 704 	 381 
i 30	 821 	 253 
i 766	 273 	 714 
i 256	 681 	 381 
i 170	 287 	 643 
i 474	 468 	 516 
i 640	 474 	 573 
i 794	 869 	 172 
i 862	 54 	 956 
i 189	 981 	 14 
i 427	 210 	 855 
i 352	 240 	 789 
i 226	 6 	 991 
i 665	 262 	 758 
i 480	 431 	 647 
i 639	 905 	 69 
i 66	 546 	 520 
i 805	 340 	 700 
i 517	 202 	 848 
i 239	 391 	 656 
i 363	 817 	 272 
i 192	 170 	 766 
i 842	 395 	 542 
i 765	 61 	 911 
i 370	 541 	 535 
i 261	 181 	 877 
i 619	 246 	 720 
i 453	 51 	 950 
i 155	 568 	 507 
i 910	 806 	 147 
i 648	 169 	 747 
i 596	 361 	 589 
i 783	 204 	 825 
i 975	 968 	 93 
i 430	 338 	 611 
i 315	 599 	 386 
i 106	 219 	 816 
i 443	 671 	 374 
i 120	 826 	 132 
i 998	 737 	 182 
i 268	 385 	 568 
i 354	 981 	 75 
i 610	 764 	 302 
i 261	 740 	 320 
i 971	 170 	 757 
i 224	 485 	 562 
i 656	 591 	 500 
i 333	 34 	 950 
i 62	 153 	 837 
i 357	 151 	 786 
i 459	 419 	 596 
i 730	 773 	 238 
i 362	 383 	 581 
i 197	 644 	 267 
i 1	 616 	 329 
i 143	 839 	 204 
i 883	 495 	 466 
i 842	 828 	 139 
i 472	 889 	 109 
i 927	 247 	 781 
i 121	 706 	 206 
i 698	 436 	 631 
i 257	 798 	 145 
i 581	 995 	 90 
i 644	 996 	 49 
i 878	 139 	 824 
i 597	 23 	 976 
i 905	 864 	 164 
i 248	 337 	 668 
i 743	 265 	 790 
i 390	 385 	 611 
i 455	 83 	 985 
i 293	 340 	 703 
i 513	 920 	 128 
i 378	 565 	 476 
i 857	 443 	 626 
i 177	 40 	 981 
i 991	 945 	 114 
i 633	 194 	 719 
i 166	 937 	 55 
i 944	 327 	 717 
i 429	 781 	 280 
i 350	 75 	 849 
i 69	 587 	 325 
i 782	 964 	 85 
i 493	 822 	 92 
i 343	 999 	 11 
i 215	 990 	 6 
i 951	 624 	 326 
i 25	 789 	 148 
i 364	 733 	 270 
i 87	 162 	 797 
i 893	 511 	 463 
i 40	 579 	 513 
i 106	 362 	 723 
i 737	 855 	 194 
i 812	 198 	 851 
i 926	 412 	 635 
i 986	 363 	 608 
i 241	 388 	 541 
i 432	 751 	 325 
i 949	 838 	 69 
i 250	 731 	 279 
i 623	 771 	 155 
i 585	 877 	 121 
i 510	 614 	 355 
i 258	 427 	 582 
i 6	 354 	 738 
i 742	 340 	 624 
i 103	 581 	 460 
i 253	 13 	 938 
i 136	 962 	 41 
i 180	 212 	 693 
i 735	 835 	 225 
i 870	 420 	 615 
i 367	 930 	 50 
i 719	 189 	 855 
i 268	 194 	 720 
i 229	 935 	 68 
i 552	 39 	 999 
i 264	 292 	 608 
i 726	 427 	 667 
i 28	 607 	 328 
i 60	 343 	 559 
i 863	 213 	 773 
i 544	 580 	 392 
i 839	 300 	 710 
i 561	 567 	 482 
i 637	 796 	 240 
i 53	 348 	 696 
i 49	 611 	 290 
i 58	 338 	 649 
i 29	 365 	 543 
i 211	 424 	 553 
i 228	 288 	 732 
i 664	 831 	 105 
i 32	 671 	 325 
i 586	 232 	 677 
i 335	 868 	 201 
i 19	 921 	 34 
i 741	 969 	 105 
i 755	 28 	 889 
i 196	 56 	 922 
i 244	 266 	 820 
i 635	 494 	 449 
i 239	 158 	 751 
i 423	 190 	 854 
i 906	 775 	 315 
i 957	 111 	 953 
i 804	 129 	 919 
i 998	 870 	 172 
i 804	 625 	 422 
i 947	 821 	 238 
i 455	 66 	 843 
i 387	 700 	 310 
i 607	 939 	 114 
i 658	 362 	 718 
i 380	 269 	 766 
i 334	 226 	 831 
i 157	 30 	 989 
i 900	 29 	 972 
i 614	 832 	 149 
i 355	 779 	 167 
i 152	 235 	 724 
i 214	 621 	 478 
i 770	 228 	 859 
i 484	 886 	 73 
i 387	 266 	 747 
i 66	 600 	 458 
i 854	 757 	 307 
i 772	 658 	 412 
i 559	 273 	 763 
i 972	 628 	 364 
i 206	 780 	 259 
i 505	 993 	 34 
i 505	 764 	 245 
i 444	 248 	 738 
i 744	 635 	 404 
i 314	 700 	 259 
i 110	 555 	 355 
i 935	 327 	 716 
i 788	 886 	 212 
i 474	 858 	 165 
i 938	 65 	 900 
i 638	 570 	 407 
i 959	 75 	 851 
i 508	 518 	 462 
i 943	 263 	 643 
i 644	 577 	 470 
i 946	 687 	 271 
i 6	 622 	 401 
i 723	 410 	 590 
i 714	 884 	 88 
i 333	 823 	 162 
i 731	 461 	 638 
i 124	 420 	 493 
i 280	 928 	 101 
i 684	 871 	 199 
i 723	 515 	 470 
i 463	 462 	 460 
i 756	 467 	 580 
i 377	 191 	 738 
i 884	 904 	 6 
i 249	 237 	 834 
i 678	 967 	 42 
i 678	 92 	 949 
i 751	 372 	 661 
i 344	 56 	 927 
i 199	 779 	 130 
i 631	 242 	 760 
i 750	 998 	 100 
i 491	 375 	 558 
