c Instance Type k
c
n 400
c w	 v1	 v2
i 950	 274 	 652 
i 57	 578 	 456 
i 783	 824 	 268 
i 769	 701 	 238 
i 22	 785 	 283 
i 573	 39 	 861 
i 516	 620 	 330 
i 155	 548 	 467 
i 548	 457 	 476 
i 757	 347 	 661 
i 982	 297 	 766 
i 117	 353 	 625 
i 789	 136 	 807 
i 753	 905 	 179 
i 956	 927 	 122 
i 797	 501 	 547 
i 811	 17 	 925 
i 67	 171 	 911 
i 648	 718 	 255 
i 817	 476 	 567 
i 360	 458 	 443 
i 178	 575 	 397 
i 573	 364 	 636 
i 792	 118 	 862 
i 713	 75 	 882 
i 421	 872 	 194 
i 167	 683 	 387 
i 532	 750 	 153 
i 447	 398 	 650 
i 817	 216 	 726 
i 535	 576 	 458 
i 549	 753 	 196 
i 916	 326 	 696 
i 419	 118 	 928 
i 827	 831 	 229 
i 162	 252 	 783 
i 997	 419 	 552 
i 849	 950 	 16 
i 872	 397 	 604 
i 614	 215 	 829 
i 831	 750 	 209 
i 507	 300 	 609 
i 756	 217 	 758 
i 371	 635 	 363 
i 103	 462 	 502 
i 908	 624 	 391 
i 586	 621 	 478 
i 947	 471 	 618 
i 59	 343 	 625 
i 567	 957 	 80 
i 291	 789 	 172 
i 591	 296 	 726 
i 643	 53 	 973 
i 22	 423 	 569 
i 518	 525 	 560 
i 846	 433 	 576 
i 427	 20 	 899 
i 425	 966 	 85 
i 375	 25 	 998 
i 722	 591 	 497 
i 284	 882 	 163 
i 596	 473 	 431 
i 209	 117 	 797 
i 38	 139 	 860 
i 501	 657 	 247 
i 427	 503 	 488 
i 976	 929 	 81 
i 148	 355 	 633 
i 789	 730 	 263 
i 774	 452 	 459 
i 717	 735 	 353 
i 448	 332 	 650 
i 475	 541 	 465 
i 554	 578 	 456 
i 56	 79 	 879 
i 84	 506 	 560 
i 543	 483 	 569 
i 23	 631 	 291 
i 468	 421 	 648 
i 937	 195 	 764 
i 998	 912 	 6 
i 942	 360 	 612 
i 360	 835 	 246 
i 893	 389 	 607 
i 566	 445 	 567 
i 896	 528 	 385 
i 729	 72 	 922 
i 491	 94 	 840 
i 609	 562 	 458 
i 456	 500 	 559 
i 755	 498 	 544 
i 790	 441 	 472 
i 157	 801 	 280 
i 65	 694 	 264 
i 550	 261 	 786 
i 115	 157 	 796 
i 185	 885 	 82 
i 738	 377 	 609 
i 922	 985 	 114 
i 527	 442 	 556 
i 327	 197 	 901 
i 40	 986 	 49 
i 111	 144 	 802 
i 18	 208 	 878 
i 314	 757 	 180 
i 55	 871 	 98 
i 324	 57 	 878 
i 664	 794 	 227 
i 99	 717 	 301 
i 95	 245 	 661 
i 590	 572 	 374 
i 585	 611 	 332 
i 21	 721 	 251 
i 257	 739 	 275 
i 187	 53 	 896 
i 379	 108 	 831 
i 727	 431 	 519 
i 961	 95 	 814 
i 572	 194 	 859 
i 169	 288 	 613 
i 207	 878 	 138 
i 442	 463 	 475 
i 664	 483 	 600 
i 29	 739 	 291 
i 601	 926 	 123 
i 931	 305 	 758 
i 132	 32 	 899 
i 389	 993 	 36 
i 441	 565 	 441 
i 210	 734 	 330 
i 223	 941 	 111 
i 808	 383 	 549 
i 4	 47 	 948 
i 920	 76 	 891 
i 577	 677 	 285 
i 287	 608 	 415 
i 104	 740 	 290 
i 352	 130 	 898 
i 694	 570 	 371 
i 231	 780 	 308 
i 56	 4 	 988 
i 758	 811 	 142 
i 924	 815 	 147 
i 574	 736 	 241 
i 963	 314 	 598 
i 280	 600 	 435 
i 900	 704 	 278 
i 553	 56 	 928 
i 200	 750 	 172 
i 411	 980 	 107 
i 356	 37 	 986 
i 243	 794 	 248 
i 512	 718 	 286 
i 828	 293 	 658 
i 221	 256 	 758 
i 290	 535 	 399 
i 967	 436 	 639 
i 385	 989 	 103 
i 931	 189 	 847 
i 49	 600 	 433 
i 945	 956 	 101 
i 846	 199 	 800 
i 557	 711 	 231 
i 85	 540 	 461 
i 347	 760 	 292 
i 922	 51 	 893 
i 100	 18 	 968 
i 979	 403 	 641 
i 915	 334 	 748 
i 602	 383 	 619 
i 270	 328 	 665 
i 973	 174 	 859 
i 471	 731 	 244 
i 687	 816 	 268 
i 196	 163 	 872 
i 961	 86 	 949 
i 262	 185 	 864 
i 998	 165 	 764 
i 724	 80 	 907 
i 639	 682 	 391 
i 155	 951 	 29 
i 626	 924 	 65 
i 297	 395 	 524 
i 678	 83 	 985 
i 599	 279 	 636 
i 281	 240 	 692 
i 13	 501 	 468 
i 762	 499 	 503 
i 915	 224 	 794 
i 402	 863 	 92 
i 272	 18 	 908 
i 470	 643 	 287 
i 842	 939 	 88 
i 945	 618 	 408 
i 865	 218 	 864 
i 947	 498 	 431 
i 116	 511 	 519 
i 468	 274 	 655 
i 984	 190 	 784 
i 581	 592 	 354 
i 859	 863 	 87 
i 90	 334 	 745 
i 245	 176 	 891 
i 795	 122 	 868 
i 428	 986 	 76 
i 339	 934 	 28 
i 490	 50 	 952 
i 142	 517 	 574 
i 293	 501 	 427 
i 668	 82 	 952 
i 906	 940 	 96 
i 162	 31 	 991 
i 60	 275 	 646 
i 898	 71 	 868 
i 355	 498 	 445 
i 30	 837 	 93 
i 202	 327 	 613 
i 885	 469 	 574 
i 843	 762 	 181 
i 990	 430 	 529 
i 729	 336 	 612 
i 332	 498 	 456 
i 269	 558 	 451 
i 381	 456 	 567 
i 615	 811 	 111 
i 835	 840 	 250 
i 990	 43 	 896 
i 195	 927 	 129 
i 915	 771 	 230 
i 138	 761 	 327 
i 441	 491 	 463 
i 685	 822 	 233 
i 959	 92 	 871 
i 509	 472 	 585 
i 129	 88 	 924 
i 246	 922 	 78 
i 201	 913 	 90 
i 483	 109 	 873 
i 233	 25 	 897 
i 745	 162 	 927 
i 687	 603 	 383 
i 965	 288 	 663 
i 742	 248 	 721 
i 77	 756 	 308 
i 867	 884 	 197 
i 469	 131 	 935 
i 911	 332 	 717 
i 397	 814 	 256 
i 810	 47 	 982 
i 994	 792 	 115 
i 940	 479 	 549 
i 377	 445 	 641 
i 635	 187 	 748 
i 985	 264 	 823 
i 808	 131 	 932 
i 718	 600 	 490 
i 551	 512 	 443 
i 298	 908 	 18 
i 152	 718 	 209 
i 32	 713 	 373 
i 73	 653 	 329 
i 716	 30 	 981 
i 648	 665 	 243 
i 827	 651 	 310 
i 763	 459 	 528 
i 583	 178 	 728 
i 533	 728 	 281 
i 815	 26 	 931 
i 911	 178 	 756 
i 54	 209 	 869 
i 988	 281 	 727 
i 403	 997 	 59 
i 261	 645 	 301 
i 307	 473 	 604 
i 616	 237 	 732 
i 57	 819 	 185 
i 96	 353 	 597 
i 646	 169 	 786 
i 106	 80 	 901 
i 284	 134 	 899 
i 176	 123 	 966 
i 719	 525 	 564 
i 293	 786 	 231 
i 531	 93 	 818 
i 421	 709 	 250 
i 769	 765 	 158 
i 295	 860 	 134 
i 549	 507 	 521 
i 830	 613 	 431 
i 289	 897 	 173 
i 955	 73 	 996 
i 904	 792 	 207 
i 850	 85 	 867 
i 442	 616 	 359 
i 506	 37 	 874 
i 807	 805 	 265 
i 928	 101 	 941 
i 402	 650 	 293 
i 44	 480 	 586 
i 765	 768 	 278 
i 621	 724 	 336 
i 598	 628 	 390 
i 101	 478 	 558 
i 389	 919 	 53 
i 769	 426 	 540 
i 859	 234 	 693 
i 714	 162 	 785 
i 430	 564 	 514 
i 653	 607 	 366 
i 489	 373 	 553 
i 221	 994 	 91 
i 27	 593 	 404 
i 623	 693 	 400 
i 305	 83 	 979 
i 603	 852 	 110 
i 938	 712 	 297 
i 79	 427 	 614 
i 320	 856 	 98 
i 210	 510 	 566 
i 581	 998 	 26 
i 719	 220 	 729 
i 582	 246 	 822 
i 73	 868 	 138 
i 42	 174 	 849 
i 930	 776 	 217 
i 245	 715 	 220 
i 793	 793 	 228 
i 504	 113 	 879 
i 778	 323 	 771 
i 659	 903 	 191 
i 914	 623 	 314 
i 164	 205 	 782 
i 6	 278 	 682 
i 541	 319 	 676 
i 160	 249 	 701 
i 629	 494 	 600 
i 811	 287 	 765 
i 420	 791 	 284 
i 885	 569 	 370 
i 860	 229 	 691 
i 834	 143 	 902 
i 27	 307 	 779 
i 465	 313 	 628 
i 772	 853 	 152 
i 254	 13 	 974 
i 511	 642 	 311 
i 483	 454 	 557 
i 249	 874 	 95 
i 128	 759 	 324 
i 329	 620 	 308 
i 433	 454 	 503 
i 161	 481 	 537 
i 93	 946 	 139 
i 303	 718 	 334 
i 830	 971 	 99 
i 608	 483 	 499 
i 878	 966 	 116 
i 436	 216 	 832 
i 784	 343 	 657 
i 701	 671 	 252 
i 847	 105 	 910 
i 136	 265 	 645 
i 731	 358 	 541 
i 639	 660 	 384 
i 401	 491 	 547 
i 175	 99 	 835 
i 592	 976 	 17 
i 463	 413 	 558 
i 208	 197 	 843 
i 711	 898 	 76 
i 835	 745 	 250 
i 413	 881 	 167 
i 472	 613 	 306 
i 477	 252 	 799 
i 200	 652 	 297 
i 894	 827 	 142 
i 73	 419 	 545 
i 217	 881 	 166 
i 577	 89 	 987 
i 280	 800 	 266 
i 653	 636 	 379 
i 132	 50 	 918 
i 874	 521 	 392 
i 974	 997 	 33 
i 735	 198 	 897 
i 986	 92 	 962 
i 337	 165 	 779 
i 664	 382 	 538 
i 403	 958 	 27 
i 339	 238 	 861 
i 173	 891 	 135 
i 752	 23 	 960 
i 213	 896 	 43 
i 287	 871 	 68 
i 612	 607 	 371 
i 589	 593 	 404 
i 395	 930 	 111 
i 620	 594 	 312 
i 726	 997 	 102 
i 922	 336 	 609 
c
c
W 103635
c end of file
