c Instance Type k
c
n 400
c w	 v1	 v2
i 654	 735 	 315 
i 643	 802 	 164 
i 101	 844 	 128 
i 10	 778 	 168 
i 577	 712 	 316 
i 796	 342 	 748 
i 146	 627 	 307 
i 631	 355 	 648 
i 853	 978 	 3 
i 817	 965 	 22 
i 486	 620 	 459 
i 241	 263 	 777 
i 576	 363 	 646 
i 940	 373 	 591 
i 175	 949 	 5 
i 818	 746 	 229 
i 772	 891 	 9 
i 949	 523 	 448 
i 467	 376 	 591 
i 496	 193 	 767 
i 660	 678 	 406 
i 561	 919 	 33 
i 264	 495 	 514 
i 811	 435 	 649 
i 138	 609 	 465 
i 176	 428 	 595 
i 556	 200 	 801 
i 562	 150 	 755 
i 924	 617 	 364 
i 264	 113 	 907 
i 569	 773 	 182 
i 494	 335 	 604 
i 681	 598 	 440 
i 232	 410 	 515 
i 156	 548 	 499 
i 30	 723 	 209 
i 649	 280 	 693 
i 160	 841 	 162 
i 194	 766 	 160 
i 604	 30 	 901 
i 207	 598 	 305 
i 488	 93 	 875 
i 688	 774 	 316 
i 384	 7 	 931 
i 514	 162 	 920 
i 254	 192 	 834 
i 423	 840 	 243 
i 791	 1 	 975 
i 309	 194 	 810 
i 445	 798 	 212 
i 693	 5 	 910 
i 715	 493 	 455 
i 72	 181 	 721 
i 27	 564 	 339 
i 391	 79 	 853 
i 304	 333 	 641 
i 940	 755 	 187 
i 856	 546 	 396 
i 615	 855 	 126 
i 139	 300 	 641 
i 691	 992 	 23 
i 842	 707 	 334 
i 87	 778 	 299 
i 105	 804 	 186 
i 129	 196 	 809 
i 315	 500 	 572 
i 693	 441 	 582 
i 910	 298 	 634 
i 129	 912 	 3 
i 540	 51 	 896 
i 750	 742 	 219 
i 965	 585 	 317 
i 673	 671 	 388 
i 561	 776 	 244 
i 15	 905 	 155 
i 546	 220 	 739 
i 410	 912 	 139 
i 30	 823 	 83 
i 195	 951 	 141 
i 216	 492 	 407 
i 535	 243 	 805 
i 847	 208 	 756 
i 867	 880 	 219 
i 665	 442 	 612 
i 269	 456 	 579 
i 68	 3 	 989 
i 367	 412 	 650 
i 107	 442 	 585 
i 145	 637 	 380 
i 96	 852 	 63 
i 97	 388 	 576 
i 839	 236 	 769 
i 168	 103 	 878 
i 167	 768 	 302 
i 942	 38 	 904 
i 624	 105 	 856 
i 525	 471 	 573 
i 339	 578 	 354 
i 976	 723 	 337 
i 565	 818 	 212 
i 646	 914 	 8 
i 969	 754 	 201 
i 501	 921 	 68 
i 912	 89 	 838 
i 765	 32 	 892 
i 75	 655 	 302 
i 387	 180 	 872 
i 111	 519 	 448 
i 277	 495 	 417 
i 81	 60 	 981 
i 736	 706 	 353 
i 780	 676 	 333 
i 60	 177 	 817 
i 443	 89 	 916 
i 594	 853 	 165 
i 783	 928 	 42 
i 77	 315 	 669 
i 840	 426 	 663 
i 184	 702 	 285 
i 249	 783 	 216 
i 133	 519 	 421 
i 930	 300 	 776 
i 483	 360 	 550 
i 955	 802 	 126 
i 517	 397 	 502 
i 111	 180 	 905 
i 358	 256 	 692 
i 785	 97 	 934 
i 732	 280 	 694 
i 174	 529 	 401 
i 674	 661 	 373 
i 882	 592 	 502 
i 765	 75 	 882 
i 825	 31 	 886 
i 972	 548 	 458 
i 974	 658 	 384 
i 904	 17 	 996 
i 150	 801 	 111 
i 820	 534 	 434 
i 194	 707 	 367 
i 350	 382 	 624 
i 26	 264 	 660 
i 1	 30 	 895 
i 335	 854 	 91 
i 472	 826 	 229 
i 5	 801 	 185 
i 717	 705 	 285 
i 686	 854 	 96 
i 750	 675 	 382 
i 95	 868 	 130 
i 967	 219 	 856 
i 502	 245 	 682 
i 628	 245 	 688 
i 828	 580 	 323 
i 60	 52 	 977 
i 837	 57 	 945 
i 275	 773 	 197 
i 727	 460 	 481 
i 982	 211 	 866 
i 771	 306 	 744 
i 267	 273 	 821 
i 145	 775 	 167 
i 286	 403 	 589 
i 457	 231 	 676 
i 481	 290 	 628 
i 333	 128 	 801 
i 985	 403 	 682 
i 344	 131 	 845 
i 556	 113 	 905 
i 444	 883 	 197 
i 200	 151 	 782 
i 174	 295 	 794 
i 393	 580 	 389 
i 856	 37 	 942 
i 900	 518 	 556 
i 996	 851 	 48 
i 148	 837 	 143 
i 74	 181 	 825 
i 458	 737 	 291 
i 54	 181 	 824 
i 954	 381 	 654 
i 128	 554 	 540 
i 77	 947 	 84 
i 429	 803 	 215 
i 12	 704 	 217 
i 884	 700 	 392 
i 886	 848 	 211 
i 290	 921 	 175 
i 824	 380 	 663 
i 471	 433 	 646 
i 2	 387 	 568 
i 681	 515 	 551 
i 656	 592 	 463 
i 212	 21 	 949 
i 803	 33 	 904 
i 914	 917 	 180 
i 876	 803 	 264 
i 675	 94 	 952 
i 655	 917 	 25 
i 372	 388 	 625 
i 270	 389 	 702 
i 549	 71 	 909 
i 382	 727 	 185 
i 162	 938 	 13 
i 745	 742 	 180 
i 34	 656 	 250 
i 23	 532 	 535 
i 859	 208 	 878 
i 618	 862 	 207 
i 755	 234 	 712 
i 327	 504 	 521 
i 285	 53 	 953 
i 758	 434 	 550 
i 823	 596 	 376 
i 909	 342 	 578 
i 28	 376 	 676 
i 64	 398 	 560 
i 903	 258 	 742 
i 836	 875 	 97 
i 686	 631 	 388 
i 924	 957 	 14 
i 552	 242 	 688 
i 251	 999 	 59 
i 676	 822 	 114 
i 41	 732 	 273 
i 148	 760 	 320 
i 910	 824 	 135 
