c Instance Type c
c
n 900
c w	 v1	 v2
i 504	 192 	 208 
i 669	 896 	 925 
i 402	 421 	 512 
i 615	 819 	 905 
i 636	 980 	 923 
i 930	 584 	 664 
i 776	 888 	 977 
i 704	 277 	 292 
i 672	 385 	 309 
i 805	 417 	 363 
i 897	 757 	 804 
i 781	 385 	 365 
i 131	 963 	 1024 
i 927	 924 	 908 
i 906	 865 	 776 
i 439	 168 	 265 
i 313	 969 	 1021 
i 501	 924 	 917 
i 810	 547 	 475 
i 155	 656 	 744 
i 882	 861 	 929 
i 191	 626 	 650 
i 150	 985 	 1035 
i 65	 813 	 849 
i 913	 298 	 315 
i 978	 350 	 255 
i 944	 339 	 306 
i 859	 130 	 198 
i 351	 546 	 576 
i 963	 671 	 732 
i 808	 622 	 659 
i 388	 481 	 556 
i 372	 146 	 51 
i 162	 815 	 733 
i 373	 532 	 433 
i 642	 165 	 262 
i 900	 189 	 275 
i 921	 491 	 549 
i 412	 349 	 277 
i 42	 927 	 847 
i 616	 755 	 837 
i 34	 477 	 437 
i 73	 370 	 404 
i 866	 396 	 462 
i 340	 479 	 420 
i 401	 486 	 555 
i 489	 473 	 523 
i 916	 412 	 446 
i 185	 225 	 141 
i 104	 350 	 274 
i 828	 443 	 491 
i 241	 366 	 420 
i 533	 633 	 702 
i 853	 342 	 384 
i 268	 195 	 105 
i 690	 379 	 369 
i 99	 246 	 334 
i 437	 913 	 985 
i 566	 621 	 530 
i 836	 695 	 624 
i 211	 805 	 900 
i 498	 575 	 518 
i 86	 375 	 425 
i 347	 240 	 260 
i 441	 874 	 948 
i 743	 922 	 934 
i 896	 437 	 469 
i 798	 387 	 306 
i 372	 263 	 295 
i 29	 303 	 303 
i 810	 435 	 477 
i 334	 415 	 356 
i 631	 608 	 567 
i 777	 386 	 414 
i 636	 924 	 840 
i 549	 810 	 875 
i 916	 421 	 465 
i 228	 119 	 123 
i 399	 206 	 284 
i 616	 797 	 881 
i 981	 353 	 399 
i 323	 985 	 898 
i 882	 282 	 321 
i 193	 545 	 539 
i 108	 226 	 148 
i 894	 300 	 332 
i 244	 146 	 161 
i 254	 789 	 850 
i 362	 363 	 303 
i 134	 268 	 332 
i 407	 199 	 259 
i 390	 850 	 774 
i 583	 909 	 810 
i 72	 641 	 580 
i 202	 174 	 135 
i 415	 273 	 213 
i 455	 860 	 849 
i 218	 484 	 524 
i 502	 311 	 223 
i 679	 492 	 431 
i 778	 333 	 353 
i 610	 156 	 254 
i 509	 266 	 281 
