c Instance Type k
c
n 200
c w	 v1	 v2
i 570	 200 	 897 
i 948	 552 	 417 
i 262	 302 	 791 
i 96	 734 	 224 
i 205	 507 	 436 
i 423	 914 	 134 
i 733	 241 	 731 
i 314	 670 	 415 
i 299	 60 	 897 
i 567	 203 	 728 
i 741	 773 	 198 
i 729	 721 	 361 
i 79	 983 	 25 
i 49	 79 	 990 
i 346	 284 	 706 
i 567	 706 	 267 
i 291	 439 	 582 
i 656	 753 	 202 
i 582	 52 	 899 
i 946	 618 	 390 
i 107	 360 	 602 
i 468	 90 	 816 
i 380	 168 	 735 
i 595	 217 	 701 
i 544	 562 	 413 
i 1	 130 	 786 
i 370	 421 	 583 
i 981	 78 	 871 
i 262	 659 	 306 
i 603	 605 	 484 
i 146	 712 	 249 
i 461	 180 	 799 
i 498	 560 	 452 
i 518	 156 	 900 
i 616	 699 	 269 
i 997	 699 	 295 
i 86	 70 	 982 
i 612	 51 	 995 
i 892	 313 	 713 
i 223	 915 	 44 
i 173	 62 	 991 
i 482	 523 	 402 
i 880	 21 	 962 
i 448	 539 	 530 
i 231	 156 	 852 
i 576	 154 	 794 
i 52	 239 	 723 
i 947	 851 	 121 
i 920	 743 	 292 
i 553	 966 	 79 
i 791	 139 	 891 
i 741	 621 	 313 
i 871	 502 	 436 
i 563	 949 	 111 
i 409	 180 	 898 
i 954	 756 	 152 
i 200	 808 	 148 
i 515	 756 	 170 
i 881	 677 	 398 
i 560	 230 	 839 
i 155	 22 	 998 
i 809	 762 	 258 
i 987	 634 	 286 
i 187	 197 	 713 
i 924	 606 	 340 
i 817	 560 	 538 
i 863	 760 	 300 
i 149	 276 	 735 
i 285	 157 	 789 
i 165	 716 	 276 
i 12	 870 	 126 
i 996	 680 	 269 
i 603	 668 	 408 
i 711	 854 	 61 
i 769	 778 	 258 
i 7	 596 	 352 
i 1	 460 	 440 
i 803	 608 	 347 
i 363	 893 	 94 
i 598	 58 	 865 
i 64	 70 	 833 
i 550	 66 	 950 
i 799	 668 	 306 
i 683	 380 	 564 
i 763	 149 	 751 
i 450	 156 	 864 
i 696	 156 	 755 
i 703	 959 	 94 
i 985	 323 	 689 
i 425	 920 	 112 
i 580	 984 	 80 
i 606	 535 	 516 
i 313	 335 	 649 
i 687	 18 	 976 
i 915	 781 	 309 
i 923	 231 	 689 
i 527	 927 	 45 
i 589	 630 	 314 
i 261	 616 	 392 
i 824	 41 	 924 
i 447	 620 	 369 
i 139	 227 	 870 
i 895	 539 	 424 
i 321	 226 	 741 
i 126	 142 	 781 
i 80	 65 	 892 
i 188	 591 	 363 
i 453	 181 	 900 
i 677	 442 	 562 
i 225	 267 	 745 
i 692	 713 	 223 
i 144	 851 	 130 
i 130	 747 	 342 
i 451	 68 	 860 
i 790	 193 	 769 
i 910	 272 	 703 
i 262	 460 	 634 
i 540	 912 	 29 
i 448	 590 	 428 
i 972	 814 	 258 
i 537	 506 	 508 
i 721	 649 	 336 
i 132	 779 	 155 
i 83	 231 	 716 
i 258	 21 	 931 
i 576	 931 	 119 
i 958	 193 	 739 
i 932	 732 	 183 
i 88	 180 	 853 
i 684	 152 	 844 
i 548	 688 	 410 
i 125	 410 	 617 
i 552	 542 	 441 
i 727	 624 	 405 
i 970	 882 	 151 
i 406	 458 	 561 
i 114	 417 	 641 
i 282	 349 	 655 
i 362	 437 	 603 
i 33	 122 	 949 
i 517	 669 	 339 
i 507	 793 	 298 
i 147	 346 	 653 
i 566	 74 	 846 
i 216	 44 	 855 
i 886	 450 	 541 
i 489	 563 	 512 
i 283	 845 	 99 
i 808	 207 	 825 
i 515	 239 	 818 
i 373	 755 	 235 
i 919	 263 	 686 
i 875	 409 	 609 
i 374	 974 	 84 
i 496	 191 	 851 
i 500	 78 	 849 
i 962	 566 	 478 
i 841	 849 	 164 
i 70	 658 	 397 
i 734	 173 	 729 
i 520	 545 	 509 
i 976	 464 	 442 
i 225	 339 	 649 
i 819	 712 	 271 
i 488	 208 	 813 
i 200	 708 	 329 
i 362	 670 	 279 
i 87	 512 	 407 
i 657	 581 	 470 
i 435	 315 	 771 
i 451	 835 	 160 
i 224	 811 	 277 
i 259	 36 	 901 
i 702	 855 	 243 
i 122	 344 	 595 
i 731	 544 	 537 
i 418	 905 	 113 
i 672	 992 	 9 
i 774	 649 	 385 
i 535	 85 	 997 
i 467	 535 	 529 
i 945	 759 	 267 
i 886	 18 	 960 
i 168	 720 	 284 
i 161	 841 	 232 
i 363	 572 	 409 
i 273	 990 	 34 
i 853	 662 	 299 
i 944	 437 	 654 
i 617	 971 	 5 
i 604	 439 	 576 
i 426	 384 	 582 
i 60	 271 	 699 
i 728	 438 	 476 
i 253	 599 	 484 
i 122	 962 	 67 
i 534	 235 	 760 
i 852	 88 	 838 
i 162	 33 	 943 
i 122	 649 	 360 
c
c
W 50655
c end of file
