c Instance Type k
c
n 200
c w	 v1	 v2
i 18	 510 	 552 
i 322	 719 	 252 
i 541	 275 	 699 
i 990	 873 	 128 
i 131	 872 	 183 
i 349	 465 	 549 
i 800	 988 	 55 
i 613	 220 	 786 
i 109	 288 	 730 
i 749	 37 	 999 
i 264	 55 	 923 
i 76	 376 	 568 
i 438	 917 	 91 
i 814	 908 	 72 
i 324	 39 	 894 
i 101	 387 	 655 
i 676	 188 	 851 
i 171	 801 	 282 
i 707	 910 	 39 
i 300	 659 	 289 
i 298	 922 	 53 
i 805	 998 	 68 
i 33	 436 	 582 
i 534	 251 	 748 
i 909	 575 	 432 
i 157	 675 	 410 
i 869	 352 	 570 
i 570	 522 	 561 
i 491	 230 	 835 
i 699	 530 	 466 
i 943	 827 	 154 
i 243	 633 	 347 
i 918	 665 	 403 
i 511	 199 	 718 
i 13	 109 	 924 
i 552	 265 	 703 
i 479	 135 	 903 
i 594	 705 	 237 
i 511	 196 	 792 
i 337	 894 	 201 
i 823	 838 	 222 
i 232	 82 	 897 
i 638	 999 	 10 
i 482	 511 	 448 
i 576	 523 	 458 
i 245	 76 	 942 
i 588	 555 	 506 
i 284	 149 	 853 
i 502	 660 	 381 
i 949	 996 	 63 
i 926	 819 	 169 
i 730	 52 	 927 
i 169	 690 	 314 
i 271	 172 	 734 
i 573	 747 	 264 
i 983	 991 	 69 
i 658	 580 	 356 
i 468	 864 	 102 
i 983	 366 	 733 
i 694	 315 	 783 
i 300	 241 	 821 
i 744	 971 	 111 
i 270	 140 	 870 
i 794	 411 	 634 
i 829	 983 	 55 
i 388	 966 	 62 
i 23	 625 	 283 
i 211	 94 	 982 
i 548	 77 	 871 
i 545	 771 	 246 
i 540	 72 	 970 
i 354	 815 	 245 
i 219	 85 	 989 
i 773	 879 	 91 
i 501	 709 	 257 
i 974	 98 	 861 
i 441	 120 	 965 
i 488	 330 	 573 
i 398	 878 	 41 
i 674	 423 	 651 
i 266	 962 	 129 
i 98	 317 	 734 
i 901	 535 	 533 
i 844	 309 	 735 
i 199	 809 	 176 
i 536	 784 	 221 
i 840	 226 	 803 
i 770	 713 	 382 
i 793	 112 	 958 
i 892	 786 	 168 
i 763	 52 	 883 
i 705	 150 	 861 
i 463	 51 	 862 
i 305	 895 	 84 
i 27	 94 	 846 
i 458	 629 	 470 
i 985	 470 	 473 
i 633	 240 	 846 
i 610	 34 	 871 
i 465	 926 	 144 
i 744	 690 	 386 
i 985	 395 	 510 
i 543	 858 	 57 
i 636	 164 	 931 
i 39	 190 	 723 
i 250	 647 	 392 
i 246	 633 	 300 
i 467	 266 	 715 
i 401	 876 	 112 
i 446	 342 	 631 
i 278	 86 	 824 
i 160	 71 	 906 
i 193	 613 	 349 
i 276	 250 	 744 
i 254	 288 	 745 
i 325	 538 	 424 
i 27	 783 	 306 
i 198	 250 	 691 
i 609	 650 	 267 
i 54	 97 	 887 
i 425	 374 	 628 
i 486	 534 	 482 
i 941	 726 	 213 
i 255	 2 	 943 
i 732	 256 	 791 
i 399	 581 	 373 
i 713	 607 	 303 
i 661	 805 	 156 
i 874	 414 	 677 
i 964	 468 	 442 
i 396	 893 	 92 
i 912	 379 	 713 
i 499	 320 	 717 
i 700	 575 	 463 
i 150	 307 	 782 
i 888	 705 	 300 
i 165	 419 	 507 
i 224	 81 	 989 
i 532	 954 	 51 
i 491	 919 	 149 
i 548	 315 	 728 
i 978	 228 	 690 
i 942	 726 	 256 
i 634	 426 	 672 
i 328	 576 	 382 
i 276	 465 	 434 
i 805	 629 	 354 
i 941	 852 	 147 
i 883	 384 	 606 
i 239	 875 	 99 
i 62	 423 	 614 
i 779	 401 	 682 
i 874	 344 	 684 
i 290	 978 	 8 
i 280	 306 	 723 
i 577	 581 	 340 
i 579	 387 	 660 
i 2	 329 	 689 
i 503	 212 	 883 
i 959	 450 	 620 
i 336	 512 	 442 
i 27	 291 	 744 
i 944	 165 	 738 
i 589	 454 	 645 
i 660	 734 	 226 
i 308	 311 	 766 
i 419	 890 	 63 
i 160	 891 	 128 
i 753	 395 	 667 
i 730	 355 	 596 
i 583	 690 	 364 
i 859	 716 	 195 
i 536	 661 	 284 
i 557	 251 	 785 
i 557	 910 	 79 
i 862	 218 	 827 
i 748	 637 	 386 
i 22	 797 	 204 
i 623	 550 	 531 
i 436	 280 	 671 
i 698	 863 	 227 
i 472	 722 	 311 
i 536	 258 	 706 
i 765	 815 	 200 
i 449	 373 	 624 
i 866	 235 	 806 
i 596	 982 	 40 
i 215	 4 	 909 
i 726	 627 	 410 
i 632	 63 	 995 
i 892	 760 	 306 
i 843	 233 	 777 
i 510	 768 	 294 
i 838	 534 	 491 
i 417	 983 	 0 
i 906	 850 	 96 
i 613	 446 	 497 
i 957	 661 	 282 
i 100	 387 	 682 
i 790	 19 	 989 
c
c
W 52924
c end of file
