@RELATION eval  
   
@ATTRIBUTE Type NUMERIC 
@ATTRIBUTE Size {100, 200} 
@ATTRIBUTE Instance NUMERIC  
@ATTRIBUTE Budget NUMERIC  
@ATTRIBUTE PopSize NUMERIC  
@ATTRIBUTE Info NUMERIC  
@ATTRIBUTE nb_evaluation NUMERIC  
@ATTRIBUTE AVG_dist NUMERIC  
@ATTRIBUTE MaxMin NUMERIC  
@ATTRIBUTE PR NUMERIC  
@ATTRIBUTE Diversification {1, 0}  

@DATA 
0,100,0.778,0.005,0.02,1.0,0,0.222,0.573,0.0,0
0,100,0.778,0.005,0.02,0.451,0,0.176,0.438,0.0,0
0,100,0.778,0.005,0.02,0.313,0,0.16,0.382,0.0,0
0,100,0.778,0.005,0.02,0.129,0,0.102,0.221,0.0,0
0,100,0.778,0.005,0.02,0.089,0,0.086,0.18,0.0,0
0,100,0.778,0.005,0.02,0.048,0,0.073,0.137,0.0,0
0,100,0.778,0.005,0.02,0.041,0,0.074,0.135,0.0,0
0,100,0.778,0.005,0.02,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.005,0.082,1.0,0,0.454,0.597,0.0,0
0,100,0.778,0.005,0.082,0.451,0,0.327,0.481,0.0,0
0,100,0.778,0.005,0.082,0.313,0,0.265,0.413,0.0,0
0,100,0.778,0.005,0.082,0.129,0,0.117,0.219,0.0,0
0,100,0.778,0.005,0.082,0.089,0,0.092,0.175,0.0,0
0,100,0.778,0.005,0.082,0.048,0,0.073,0.132,0.0,0
0,100,0.778,0.005,0.082,0.041,0,0.075,0.135,0.0,0
0,100,0.778,0.005,0.082,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.005,0.204,1.0,0,0.529,0.635,0.0,0
0,100,0.778,0.005,0.204,0.451,0,0.341,0.485,0.0,0
0,100,0.778,0.005,0.204,0.313,0,0.258,0.411,0.0,0
0,100,0.778,0.005,0.204,0.129,0,0.118,0.222,0.0,0
0,100,0.778,0.005,0.204,0.089,0,0.092,0.175,0.0,0
0,100,0.778,0.005,0.204,0.048,0,0.073,0.132,0.0,0
0,100,0.778,0.005,0.204,0.041,0,0.075,0.135,0.0,0
0,100,0.778,0.005,0.204,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.005,0.612,1.0,0,0.535,0.642,0.0,0
0,100,0.778,0.005,0.612,0.451,0,0.341,0.485,0.0,0
0,100,0.778,0.005,0.612,0.313,0,0.258,0.412,0.0,0
0,100,0.778,0.005,0.612,0.129,0,0.118,0.222,0.0,0
0,100,0.778,0.005,0.612,0.089,0,0.092,0.175,0.0,0
0,100,0.778,0.005,0.612,0.048,0,0.073,0.132,0.0,0
0,100,0.778,0.005,0.612,0.041,0,0.075,0.135,0.0,0
0,100,0.778,0.005,0.612,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.005,1.02,1.0,0,0.535,0.642,0.0,0
0,100,0.778,0.005,1.02,0.451,0,0.341,0.485,0.0,0
0,100,0.778,0.005,1.02,0.313,0,0.258,0.412,0.0,0
0,100,0.778,0.005,1.02,0.129,0,0.118,0.222,0.0,0
0,100,0.778,0.005,1.02,0.089,0,0.092,0.175,0.0,0
0,100,0.778,0.005,1.02,0.048,0,0.073,0.132,0.0,0
0,100,0.778,0.005,1.02,0.041,0,0.075,0.135,0.0,0
0,100,0.778,0.005,1.02,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.015,0.02,1.0,0,0.132,0.497,0.002,0
0,100,0.778,0.015,0.02,0.451,0,0.098,0.367,0.0,0
0,100,0.778,0.015,0.02,0.313,0,0.081,0.306,0.006,0
0,100,0.778,0.015,0.02,0.129,0,0.049,0.154,0.0,0
0,100,0.778,0.015,0.02,0.089,0,0.058,0.149,0.0,0
0,100,0.778,0.015,0.02,0.048,0,0.059,0.12,0.017,0
0,100,0.778,0.015,0.02,0.041,0,0.063,0.122,0.019,0
0,100,0.778,0.015,0.02,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.015,0.082,1.0,0,0.216,0.523,0.0,0
0,100,0.778,0.015,0.082,0.451,0,0.134,0.36,0.0,0
0,100,0.778,0.015,0.082,0.313,0,0.101,0.298,0.0,0
0,100,0.778,0.015,0.082,0.129,0,0.033,0.112,0.007,0
0,100,0.778,0.015,0.082,0.089,0,0.048,0.128,0.015,0
0,100,0.778,0.015,0.082,0.048,0,0.06,0.124,0.028,0
0,100,0.778,0.015,0.082,0.041,0,0.063,0.122,0.025,0
0,100,0.778,0.015,0.082,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.015,0.204,1.0,0,0.33,0.49,0.0,0
0,100,0.778,0.015,0.204,0.451,0,0.15,0.335,0.0,0
0,100,0.778,0.015,0.204,0.313,0,0.108,0.288,0.0,0
0,100,0.778,0.015,0.204,0.129,0,0.034,0.116,0.011,0
0,100,0.778,0.015,0.204,0.089,0,0.047,0.124,0.015,0
0,100,0.778,0.015,0.204,0.048,0,0.06,0.124,0.028,0
0,100,0.778,0.015,0.204,0.041,0,0.063,0.122,0.025,0
0,100,0.778,0.015,0.204,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.015,0.612,1.0,0,0.351,0.493,0.0,0
0,100,0.778,0.015,0.612,0.451,0,0.152,0.336,0.0,0
0,100,0.778,0.015,0.612,0.313,0,0.106,0.278,0.0,0
0,100,0.778,0.015,0.612,0.129,0,0.034,0.116,0.011,0
0,100,0.778,0.015,0.612,0.089,0,0.047,0.124,0.015,0
0,100,0.778,0.015,0.612,0.048,0,0.06,0.124,0.028,0
0,100,0.778,0.015,0.612,0.041,0,0.063,0.122,0.025,0
0,100,0.778,0.015,0.612,0.0,0,0.036,0.037,0.0,0
0,100,0.778,0.015,1.02,1.0,0,0.35,0.491,0.0,0
0,100,0.778,0.015,1.02,0.451,0,0.152,0.336,0.0,0
0,100,0.778,0.015,1.02,0.313,0,0.106,0.278,0.0,0
0,100,0.778,0.015,1.02,0.129,0,0.034,0.116,0.011,0
0,100,0.778,0.015,1.02,0.089,0,0.047,0.124,0.015,0
0,100,0.778,0.015,1.02,0.048,0,0.06,0.124,0.028,0
