@RELATION eval  
   
@ATTRIBUTE Type NUMERIC 
@ATTRIBUTE Size {100, 200} 
@ATTRIBUTE Instance NUMERIC  
@ATTRIBUTE Budget NUMERIC  
@ATTRIBUTE PopSize NUMERIC  
@ATTRIBUTE Info NUMERIC  
@ATTRIBUTE nb_evaluation NUMERIC  
@ATTRIBUTE AVG_dist NUMERIC  
@ATTRIBUTE MaxMin NUMERIC  
@ATTRIBUTE PR NUMERIC  
@ATTRIBUTE Diversification {1, 0}  

@DATA 
0,100,0.444,0.0,0.0,1.0,0,0.197,0.36,0.0,0
0,100,0.444,0.0,0.0,0.451,0,0.143,0.204,0.0,0
0,100,0.444,0.0,0.0,0.313,0,0.132,0.176,0.0,0
0,100,0.444,0.0,0.0,0.129,0,0.075,0.086,0.023,0
0,100,0.444,0.0,0.0,0.089,0,0.056,0.065,0.034,0
0,100,0.444,0.0,0.0,0.048,0,0.038,0.047,0.052,0
0,100,0.444,0.0,0.0,0.041,0,0.036,0.045,0.069,0
0,100,0.444,0.0,0.0,0.0,0,0.047,0.047,0.0,0
0,100,0.444,0.0,0.061,1.0,0,0.485,0.51,0.0,0
0,100,0.444,0.0,0.061,0.451,0,0.341,0.378,0.0,0
0,100,0.444,0.0,0.061,0.313,0,0.281,0.311,0.0,0
0,100,0.444,0.0,0.061,0.129,0,0.132,0.139,0.0,0
0,100,0.444,0.0,0.061,0.089,0,0.084,0.091,0.017,0
0,100,0.444,0.0,0.061,0.048,0,0.046,0.052,0.052,0
0,100,0.444,0.0,0.061,0.041,0,0.04,0.047,0.069,0
0,100,0.444,0.0,0.061,0.0,0,0.047,0.047,0.0,0
0,100,0.444,0.0,0.184,1.0,0,0.552,0.577,0.0,0
0,100,0.444,0.0,0.184,0.451,0,0.341,0.377,0.0,0
0,100,0.444,0.0,0.184,0.313,0,0.28,0.31,0.0,0
0,100,0.444,0.0,0.184,0.129,0,0.132,0.138,0.0,0
0,100,0.444,0.0,0.184,0.089,0,0.084,0.091,0.017,0
0,100,0.444,0.0,0.184,0.048,0,0.046,0.052,0.052,0
0,100,0.444,0.0,0.184,0.041,0,0.04,0.047,0.069,0
0,100,0.444,0.0,0.184,0.0,0,0.047,0.047,0.0,0
0,100,0.444,0.0,0.592,1.0,0,0.553,0.577,0.0,0
0,100,0.444,0.0,0.592,0.451,0,0.342,0.378,0.0,0
0,100,0.444,0.0,0.592,0.313,0,0.28,0.31,0.0,0
0,100,0.444,0.0,0.592,0.129,0,0.132,0.138,0.0,0
0,100,0.444,0.0,0.592,0.089,0,0.084,0.091,0.017,0
0,100,0.444,0.0,0.592,0.048,0,0.046,0.052,0.052,0
0,100,0.444,0.0,0.592,0.041,0,0.04,0.047,0.069,0
0,100,0.444,0.0,0.592,0.0,0,0.047,0.047,0.0,0
0,100,0.444,0.0,1.0,1.0,0,0.553,0.577,0.0,0
0,100,0.444,0.0,1.0,0.451,0,0.342,0.378,0.0,0
0,100,0.444,0.0,1.0,0.313,0,0.28,0.31,0.0,0
0,100,0.444,0.0,1.0,0.129,0,0.132,0.138,0.0,0
0,100,0.444,0.0,1.0,0.089,0,0.084,0.091,0.017,0
0,100,0.444,0.0,1.0,0.048,0,0.046,0.052,0.052,0
0,100,0.444,0.0,1.0,0.041,0,0.04,0.047,0.069,0
0,100,0.444,0.0,1.0,0.0,0,0.047,0.047,0.0,0
0,100,0.444,0.01,0.0,1.0,0,0.073,0.297,0.007,0
0,100,0.444,0.01,0.0,0.451,0,0.03,0.089,0.027,0
0,100,0.444,0.01,0.0,0.313,0,0.022,0.058,0.074,0
0,100,0.444,0.01,0.0,0.129,0,0.018,0.03,0.069,0
0,100,0.444,0.01,0.0,0.089,0,0.024,0.037,0.052,0
0,100,0.444,0.01,0.0,0.048,0,0.024,0.037,0.052,0
0,100,0.444,0.01,0.0,0.041,0,0.023,0.034,0.069,0
0,100,0.444,0.01,0.0,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.01,0.061,1.0,0,0.219,0.328,0.0,0
0,100,0.444,0.01,0.061,0.451,0,0.116,0.156,0.0,0
0,100,0.444,0.01,0.061,0.313,0,0.08,0.111,0.013,0
0,100,0.444,0.01,0.061,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.01,0.061,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.01,0.061,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.01,0.061,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.01,0.061,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.01,0.184,1.0,0,0.388,0.418,0.0,0
0,100,0.444,0.01,0.184,0.451,0,0.165,0.191,0.0,0
0,100,0.444,0.01,0.184,0.313,0,0.112,0.138,0.013,0
0,100,0.444,0.01,0.184,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.01,0.184,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.01,0.184,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.01,0.184,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.01,0.184,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.01,0.592,1.0,0,0.416,0.444,0.0,0
0,100,0.444,0.01,0.592,0.451,0,0.168,0.194,0.0,0
0,100,0.444,0.01,0.592,0.313,0,0.112,0.138,0.013,0
0,100,0.444,0.01,0.592,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.01,0.592,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.01,0.592,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.01,0.592,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.01,0.592,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.01,1.0,1.0,0,0.416,0.444,0.0,0
0,100,0.444,0.01,1.0,0.451,0,0.168,0.194,0.0,0
0,100,0.444,0.01,1.0,0.313,0,0.112,0.138,0.013,0
0,100,0.444,0.01,1.0,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.01,1.0,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.01,1.0,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.01,1.0,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.01,1.0,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.02,0.0,1.0,0,0.064,0.275,0.011,0
0,100,0.444,0.02,0.0,0.451,0,0.03,0.089,0.027,0
0,100,0.444,0.02,0.0,0.313,0,0.022,0.058,0.074,0
0,100,0.444,0.02,0.0,0.129,0,0.018,0.03,0.069,0
0,100,0.444,0.02,0.0,0.089,0,0.024,0.037,0.052,0
0,100,0.444,0.02,0.0,0.048,0,0.024,0.037,0.052,0
0,100,0.444,0.02,0.0,0.041,0,0.023,0.034,0.069,0
0,100,0.444,0.02,0.0,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.02,0.061,1.0,0,0.12,0.336,0.001,0
0,100,0.444,0.02,0.061,0.451,0,0.027,0.072,0.074,0
0,100,0.444,0.02,0.061,0.313,0,0.014,0.04,0.162,0
0,100,0.444,0.02,0.061,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.02,0.061,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.02,0.061,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.02,0.061,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.02,0.061,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.02,0.184,1.0,0,0.277,0.327,0.0,0
0,100,0.444,0.02,0.184,0.451,0,0.087,0.117,0.027,0
0,100,0.444,0.02,0.184,0.313,0,0.032,0.054,0.114,0
0,100,0.444,0.02,0.184,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.02,0.184,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.02,0.184,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.02,0.184,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.02,0.184,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.02,0.592,1.0,0,0.347,0.381,0.0,0
0,100,0.444,0.02,0.592,0.451,0,0.093,0.127,0.029,0
0,100,0.444,0.02,0.592,0.313,0,0.033,0.057,0.114,0
0,100,0.444,0.02,0.592,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.02,0.592,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.02,0.592,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.02,0.592,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.02,0.592,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.02,1.0,1.0,0,0.347,0.382,0.0,0
0,100,0.444,0.02,1.0,0.451,0,0.093,0.127,0.029,0
0,100,0.444,0.02,1.0,0.313,0,0.033,0.057,0.114,0
0,100,0.444,0.02,1.0,0.129,0,0.017,0.03,0.092,0
0,100,0.444,0.02,1.0,0.089,0,0.022,0.035,0.052,0
0,100,0.444,0.02,1.0,0.048,0,0.022,0.034,0.052,0
0,100,0.444,0.02,1.0,0.041,0,0.022,0.034,0.069,0
0,100,0.444,0.02,1.0,0.0,0,0.048,0.048,0.0,0
0,100,0.444,0.03,0.0,1.0,0,0.064,0.275,0.011,0
0,100,0.444,0.03,0.0,0.451,0,0.03,0.089,0.027,0
0,100,0.444,0.03,0.0,0.313,0,0.022,0.058,0.074,0
0,100,0.444,0.03,0.0,0.129,0,0.018,0.03,0.069,0
0,100,0.444,0.03,0.0,0.089,0,0.024,0.037,0.052,0
0,100,0.444,0.03,0.0,0.048,0,0.024,0.037,0.052,0
0,100,0.444,0.03,0.0,0.041,0,0.023,0.034,0.069,0
