@RELATION eval  
   
@ATTRIBUTE Type NUMERIC 
@ATTRIBUTE Size {100, 200} 
@ATTRIBUTE Instance NUMERIC  
@ATTRIBUTE Budget NUMERIC  
@ATTRIBUTE PopSize NUMERIC  
@ATTRIBUTE Info NUMERIC  
@ATTRIBUTE nb_evaluation NUMERIC  
@ATTRIBUTE AVG_dist NUMERIC  
@ATTRIBUTE MaxMin NUMERIC  
@ATTRIBUTE PR NUMERIC  
@ATTRIBUTE Diversification {1, 0}  

@DATA 
0,100,0.333,0.0,0.0,1.0,0,0.224,0.598,0.0,0
0,100,0.333,0.0,0.0,0.451,0,0.14,0.302,0.0,0
0,100,0.333,0.0,0.0,0.313,0,0.133,0.244,0.0,0
0,100,0.333,0.0,0.0,0.129,0,0.076,0.118,0.0,0
0,100,0.333,0.0,0.0,0.089,0,0.044,0.059,0.0,0
0,100,0.333,0.0,0.0,0.048,0,0.027,0.03,0.0,0
0,100,0.333,0.0,0.0,0.041,0,0.027,0.03,0.0,0
0,100,0.333,0.0,0.0,0.0,0,0.033,0.032,0.0,0
0,100,0.333,0.0,0.061,1.0,0,0.438,0.591,0.0,0
0,100,0.333,0.0,0.061,0.451,0,0.329,0.417,0.0,0
0,100,0.333,0.0,0.061,0.313,0,0.277,0.342,0.0,0
0,100,0.333,0.0,0.061,0.129,0,0.102,0.137,0.0,0
0,100,0.333,0.0,0.061,0.089,0,0.056,0.07,0.0,0
0,100,0.333,0.0,0.061,0.048,0,0.035,0.038,0.0,0
0,100,0.333,0.0,0.061,0.041,0,0.031,0.034,0.0,0
0,100,0.333,0.0,0.061,0.0,0,0.033,0.032,0.0,0
0,100,0.333,0.0,0.184,1.0,0,0.481,0.612,0.0,0
0,100,0.333,0.0,0.184,0.451,0,0.336,0.424,0.0,0
0,100,0.333,0.0,0.184,0.313,0,0.277,0.343,0.0,0
0,100,0.333,0.0,0.184,0.129,0,0.102,0.137,0.0,0
0,100,0.333,0.0,0.184,0.089,0,0.056,0.07,0.0,0
0,100,0.333,0.0,0.184,0.048,0,0.035,0.038,0.0,0
0,100,0.333,0.0,0.184,0.041,0,0.031,0.034,0.0,0
0,100,0.333,0.0,0.184,0.0,0,0.033,0.032,0.0,0
0,100,0.333,0.0,0.592,1.0,0,0.485,0.614,0.0,0
0,100,0.333,0.0,0.592,0.451,0,0.335,0.423,0.0,0
0,100,0.333,0.0,0.592,0.313,0,0.277,0.343,0.0,0
