c Instance Type k
c
n 100
c w	 v1	 v2
i 546	 854 	 125 
i 886	 135 	 936 
i 155	 288 	 746 
i 796	 553 	 477 
i 421	 939 	 40 
i 140	 439 	 590 
i 272	 115 	 970 
i 220	 945 	 35 
i 461	 426 	 669 
i 666	 622 	 342 
i 12	 168 	 767 
i 413	 55 	 893 
i 270	 209 	 811 
i 944	 5 	 910 
i 599	 426 	 492 
i 848	 566 	 440 
i 499	 838 	 191 
i 429	 59 	 935 
i 660	 519 	 384 
i 637	 186 	 842 
i 965	 197 	 865 
i 148	 610 	 463 
i 465	 880 	 34 
i 70	 824 	 91 
i 228	 423 	 578 
i 326	 271 	 642 
i 862	 769 	 313 
i 514	 199 	 895 
i 112	 858 	 139 
i 134	 496 	 538 
i 779	 461 	 613 
i 592	 609 	 386 
i 460	 75 	 887 
i 537	 144 	 792 
i 618	 372 	 649 
i 127	 698 	 377 
i 201	 561 	 468 
i 114	 75 	 973 
i 85	 187 	 854 
i 574	 321 	 618 
i 250	 100 	 932 
i 122	 692 	 261 
i 604	 152 	 816 
i 966	 688 	 309 
i 154	 307 	 765 
i 763	 433 	 578 
i 643	 633 	 290 
i 294	 747 	 191 
i 142	 831 	 145 
i 849	 406 	 634 
i 52	 655 	 405 
i 716	 777 	 221 
i 989	 381 	 648 
i 337	 348 	 618 
i 828	 502 	 526 
i 692	 265 	 649 
i 255	 908 	 136 
i 377	 202 	 788 
i 574	 344 	 612 
i 958	 193 	 845 
i 663	 245 	 724 
i 468	 961 	 17 
i 964	 950 	 76 
i 612	 288 	 782 
i 949	 117 	 853 
i 592	 809 	 214 
i 669	 64 	 922 
i 379	 440 	 606 
i 835	 15 	 892 
i 124	 973 	 34 
i 817	 636 	 366 
i 166	 105 	 889 
i 291	 69 	 902 
i 798	 681 	 361 
i 653	 630 	 435 
i 11	 223 	 804 
i 632	 891 	 149 
i 162	 270 	 657 
i 893	 106 	 824 
i 969	 229 	 696 
i 238	 46 	 965 
i 751	 211 	 863 
i 226	 502 	 586 
i 650	 300 	 723 
i 364	 953 	 37 
i 193	 963 	 65 
i 832	 595 	 377 
i 534	 757 	 270 
i 677	 651 	 397 
i 834	 620 	 474 
i 964	 858 	 44 
i 732	 609 	 335 
i 604	 834 	 211 
i 544	 485 	 420 
i 166	 848 	 248 
i 418	 42 	 992 
i 893	 873 	 134 
i 260	 408 	 551 
i 897	 85 	 990 
i 639	 918 	 103 
c
c
W 25707
c end of file
