c Instance Type k
c
n 100
c w	 v1	 v2
i 370	 740 	 234 
i 366	 830 	 208 
i 951	 285 	 730 
i 363	 161 	 893 
i 160	 585 	 500 
i 712	 116 	 842 
i 118	 741 	 249 
i 355	 872 	 128 
i 16	 49 	 928 
i 34	 97 	 813 
i 270	 467 	 592 
i 643	 833 	 192 
i 337	 784 	 298 
i 914	 147 	 766 
i 690	 307 	 724 
i 618	 19 	 972 
i 913	 137 	 865 
i 369	 492 	 484 
i 873	 507 	 479 
i 394	 540 	 465 
i 451	 810 	 289 
i 249	 453 	 613 
i 876	 790 	 232 
i 788	 704 	 348 
i 861	 394 	 518 
i 519	 12 	 896 
i 293	 925 	 39 
i 807	 295 	 747 
i 195	 168 	 775 
i 629	 562 	 490 
i 162	 13 	 951 
i 161	 262 	 642 
i 992	 138 	 924 
i 609	 925 	 90 
i 372	 786 	 296 
i 441	 306 	 778 
i 529	 599 	 470 
i 753	 406 	 522 
i 470	 600 	 361 
i 692	 230 	 844 
i 455	 392 	 685 
i 28	 552 	 376 
i 54	 544 	 412 
i 869	 154 	 787 
i 389	 525 	 574 
i 302	 966 	 40 
i 227	 496 	 584 
i 77	 250 	 710 
i 222	 719 	 362 
i 533	 412 	 514 
i 407	 866 	 139 
i 294	 894 	 21 
i 441	 948 	 95 
i 726	 817 	 238 
i 936	 206 	 754 
i 933	 508 	 445 
i 237	 735 	 318 
i 138	 812 	 90 
i 445	 34 	 964 
i 354	 567 	 361 
i 492	 973 	 1 
i 22	 267 	 814 
i 104	 708 	 363 
i 729	 434 	 600 
i 509	 371 	 704 
i 814	 305 	 672 
i 86	 541 	 382 
i 852	 678 	 409 
i 869	 124 	 969 
i 605	 477 	 529 
i 752	 968 	 67 
i 766	 990 	 85 
i 674	 94 	 899 
i 531	 823 	 260 
i 205	 332 	 625 
i 85	 146 	 872 
i 473	 232 	 694 
i 596	 84 	 965 
i 531	 953 	 137 
i 500	 558 	 424 
i 37	 310 	 666 
i 546	 77 	 888 
i 323	 750 	 242 
i 808	 282 	 675 
i 727	 486 	 538 
i 18	 571 	 482 
i 612	 44 	 999 
i 747	 640 	 275 
i 560	 172 	 734 
i 498	 672 	 346 
i 912	 708 	 372 
i 295	 255 	 841 
i 669	 578 	 467 
i 136	 386 	 515 
i 426	 113 	 886 
i 49	 131 	 782 
i 816	 742 	 179 
i 815	 489 	 561 
i 898	 50 	 988 
i 935	 547 	 472 
c
c
W 24702
c end of file
