c Instance Type k
c
n 100
c w	 v1	 v2
i 705	 545 	 481 
i 374	 230 	 723 
i 50	 283 	 740 
i 325	 103 	 989 
i 785	 257 	 658 
i 170	 272 	 770 
i 438	 920 	 123 
i 779	 150 	 871 
i 977	 976 	 60 
i 588	 846 	 139 
i 377	 552 	 542 
i 11	 925 	 35 
i 283	 974 	 61 
i 904	 300 	 717 
i 865	 86 	 971 
i 948	 256 	 666 
i 665	 693 	 213 
i 350	 472 	 464 
i 958	 450 	 481 
i 447	 38 	 862 
i 875	 414 	 598 
i 850	 425 	 572 
i 54	 708 	 284 
i 540	 613 	 439 
i 129	 478 	 591 
i 974	 427 	 492 
i 92	 92 	 960 
i 129	 442 	 510 
i 316	 401 	 642 
i 479	 847 	 203 
i 490	 723 	 210 
i 53	 573 	 445 
i 540	 627 	 332 
i 4	 167 	 916 
i 766	 295 	 683 
i 614	 269 	 794 
i 717	 361 	 721 
i 514	 489 	 481 
i 782	 805 	 245 
i 500	 285 	 735 
i 257	 774 	 190 
i 427	 826 	 253 
i 22	 367 	 637 
i 325	 370 	 668 
i 241	 136 	 961 
i 634	 749 	 201 
i 455	 467 	 555 
i 367	 980 	 12 
i 721	 762 	 319 
i 476	 263 	 675 
i 79	 519 	 574 
i 404	 945 	 123 
i 303	 967 	 21 
i 828	 292 	 713 
i 520	 532 	 500 
i 507	 167 	 815 
i 763	 621 	 455 
i 380	 987 	 97 
i 485	 709 	 315 
i 396	 186 	 891 
i 590	 265 	 715 
i 559	 668 	 301 
i 354	 971 	 41 
i 515	 799 	 222 
i 46	 320 	 607 
i 712	 827 	 134 
i 128	 591 	 495 
i 11	 970 	 119 
i 872	 456 	 569 
i 498	 851 	 211 
i 385	 442 	 472 
i 791	 1 	 974 
i 144	 355 	 688 
i 463	 869 	 133 
i 75	 915 	 154 
i 219	 627 	 405 
i 528	 755 	 195 
i 459	 766 	 178 
i 378	 638 	 398 
i 6	 137 	 869 
i 818	 521 	 573 
i 895	 313 	 782 
i 642	 457 	 508 
i 359	 920 	 36 
i 875	 994 	 12 
i 712	 214 	 834 
i 377	 741 	 258 
i 632	 201 	 751 
i 858	 578 	 502 
i 540	 583 	 323 
i 74	 401 	 610 
i 49	 297 	 777 
i 25	 938 	 53 
i 355	 298 	 651 
i 555	 174 	 774 
i 670	 885 	 106 
i 413	 263 	 676 
i 911	 895 	 84 
i 176	 753 	 342 
i 80	 293 	 718 
c
c
W 23378
c end of file
