c Instance Type o
c
n 200
c w	 v1	 v2
i 1056	 188 	 734 
i 910	 836 	 66 
i 1240	 238 	 815 
i 1207	 916 	 139 
i 977	 383 	 559 
i 1022	 766 	 288 
i 950	 442 	 526 
i 968	 964 	 105 
i 1039	 538 	 489 
i 904	 363 	 643 
i 1012	 983 	 84 
i 963	 820 	 191 
i 919	 341 	 718 
i 1205	 309 	 733 
i 767	 191 	 727 
i 1231	 780 	 292 
i 857	 201 	 759 
i 758	 658 	 294 
i 1125	 906 	 156 
i 809	 437 	 496 
i 1094	 682 	 247 
i 1032	 48 	 995 
i 869	 429 	 533 
i 1216	 581 	 443 
i 893	 489 	 573 
i 1193	 613 	 405 
i 955	 511 	 547 
i 993	 755 	 234 
i 897	 772 	 198 
i 1053	 430 	 628 
i 1051	 622 	 373 
i 1049	 536 	 468 
i 1175	 10 	 994 
i 1026	 280 	 726 
i 848	 262 	 641 
i 1209	 340 	 687 
i 1027	 280 	 648 
i 960	 524 	 556 
i 1014	 36 	 955 
i 862	 355 	 565 
i 1178	 843 	 202 
i 895	 485 	 467 
i 878	 100 	 854 
i 1109	 28 	 942 
i 1210	 577 	 485 
i 967	 940 	 24 
i 1049	 896 	 90 
i 1116	 646 	 445 
i 993	 848 	 250 
i 907	 408 	 561 
i 766	 763 	 174 
i 969	 596 	 439 
i 1111	 953 	 114 
i 925	 266 	 794 
i 1166	 114 	 861 
i 876	 985 	 37 
i 970	 496 	 446 
i 1083	 155 	 917 
i 1051	 717 	 325 
i 1122	 956 	 17 
i 902	 302 	 774 
i 1092	 375 	 620 
i 992	 712 	 273 
i 968	 323 	 716 
i 1144	 488 	 574 
i 869	 468 	 591 
i 855	 603 	 355 
i 832	 173 	 816 
i 1060	 702 	 230 
i 1099	 226 	 697 
i 1112	 99 	 884 
i 980	 164 	 895 
i 1099	 906 	 99 
i 1039	 426 	 640 
i 861	 749 	 214 
i 875	 454 	 603 
i 912	 481 	 496 
i 1126	 725 	 287 
i 1133	 834 	 118 
i 826	 656 	 341 
i 1016	 597 	 420 
i 968	 422 	 628 
i 1154	 725 	 306 
i 972	 461 	 455 
i 1251	 896 	 170 
i 1058	 143 	 814 
i 911	 189 	 864 
i 1082	 528 	 470 
i 1156	 315 	 650 
i 1085	 267 	 830 
i 840	 342 	 674 
i 1026	 840 	 60 
i 1035	 138 	 907 
i 998	 945 	 29 
i 874	 588 	 328 
i 1019	 551 	 394 
i 965	 305 	 678 
i 1269	 450 	 639 
i 863	 161 	 790 
i 911	 140 	 865 
i 1214	 610 	 464 
i 1184	 671 	 371 
i 1104	 486 	 583 
i 1182	 961 	 110 
i 1122	 522 	 453 
i 927	 918 	 170 
i 953	 604 	 342 
i 995	 59 	 950 
i 1084	 10 	 983 
i 999	 291 	 806 
i 869	 558 	 461 
i 1088	 409 	 544 
i 1125	 266 	 784 
i 1036	 853 	 190 
i 1093	 633 	 314 
i 1050	 501 	 429 
i 867	 600 	 452 
i 1154	 119 	 944 
i 1096	 584 	 481 
i 949	 312 	 611 
i 901	 568 	 467 
i 889	 695 	 221 
i 846	 535 	 435 
i 1102	 223 	 717 
i 925	 706 	 361 
i 888	 572 	 395 
i 914	 373 	 715 
i 1065	 412 	 499 
i 1113	 141 	 887 
i 1225	 718 	 373 
i 1009	 285 	 719 
i 983	 450 	 493 
i 1231	 884 	 166 
i 935	 75 	 996 
i 863	 981 	 81 
i 887	 128 	 822 
i 939	 432 	 593 
i 845	 497 	 410 
i 1131	 382 	 553 
i 1256	 97 	 980 
i 951	 932 	 31 
i 1102	 445 	 581 
i 953	 47 	 928 
i 928	 1 	 958 
i 857	 163 	 851 
i 985	 165 	 875 
i 1123	 510 	 416 
i 840	 796 	 230 
i 787	 143 	 758 
i 767	 134 	 787 
i 826	 82 	 824 
i 1171	 553 	 444 
i 988	 246 	 760 
i 826	 692 	 314 
i 1089	 117 	 922 
i 1003	 225 	 847 
i 959	 590 	 383 
i 770	 584 	 348 
i 805	 619 	 342 
i 876	 836 	 152 
i 935	 954 	 76 
i 1014	 256 	 658 
i 878	 193 	 771 
i 1030	 648 	 254 
i 932	 698 	 227 
i 923	 324 	 647 
i 1190	 654 	 435 
i 1174	 120 	 886 
i 821	 217 	 712 
i 1167	 328 	 769 
i 968	 550 	 538 
i 850	 814 	 124 
i 1019	 567 	 410 
i 955	 853 	 53 
i 1150	 674 	 373 
i 757	 194 	 717 
i 868	 575 	 467 
i 1105	 328 	 738 
i 1009	 250 	 659 
i 1070	 482 	 493 
i 1157	 158 	 927 
i 1200	 360 	 688 
i 869	 641 	 320 
i 855	 248 	 683 
i 886	 870 	 197 
i 748	 628 	 277 
i 1150	 746 	 274 
i 1150	 812 	 274 
i 1021	 411 	 525 
i 869	 163 	 869 
i 874	 902 	 163 
i 1041	 585 	 350 
i 894	 466 	 598 
i 809	 737 	 176 
i 871	 49 	 991 
i 856	 97 	 915 
i 1048	 207 	 755 
i 976	 33 	 883 
i 1141	 693 	 314 
i 1040	 407 	 633 
c
c
W 99910
c end of file
