n 500
c  w 
i 1349 	 1314 	 2307 	 894
i 8 	 598 	 4774 	 182
i 575 	 2905 	 3698 	 49
i 1644 	 3090 	 328 	 2580
i 517 	 3491 	 4840 	 1825
i 272 	 3166 	 3816 	 1877
i 596 	 3947 	 98 	 2070
i 1482 	 4427 	 4119 	 2082
i 295 	 1426 	 2966 	 759
i 804 	 2740 	 932 	 3446
i 256 	 4620 	 3486 	 4747
i 1083 	 3804 	 2327 	 3999
i 917 	 2168 	 824 	 2972
i 132 	 4631 	 4839 	 1821
i 1430 	 4928 	 3882 	 2286
i 1742 	 3001 	 4358 	 98
i 1767 	 2325 	 847 	 1433
i 24 	 1769 	 4869 	 701
i 554 	 3355 	 449 	 4090
i 862 	 2766 	 3089 	 4446
i 1970 	 3904 	 2419 	 261
i 1413 	 2259 	 2073 	 2115
i 873 	 955 	 4391 	 1543
i 1578 	 3749 	 1631 	 3365
i 428 	 2468 	 4789 	 1130
i 1690 	 4658 	 1822 	 618
i 1204 	 2261 	 4698 	 174
i 9 	 2788 	 4611 	 4944
i 676 	 2030 	 205 	 229
i 1711 	 2268 	 2335 	 1467
i 1285 	 1726 	 3000 	 2161
i 188 	 4621 	 527 	 1539
i 834 	 316 	 2660 	 1318
i 1986 	 4472 	 1926 	 2979
i 692 	 1625 	 3143 	 1752
i 1761 	 2754 	 1696 	 1098
i 1909 	 1892 	 1318 	 4054
i 1660 	 3643 	 521 	 2365
i 145 	 3511 	 4517 	 834
i 1252 	 44 	 2364 	 223
i 138 	 24 	 1532 	 317
i 1794 	 3448 	 3286 	 1221
i 27 	 1430 	 2964 	 4468
i 1669 	 4650 	 566 	 3950
i 615 	 1874 	 3004 	 694
i 205 	 3516 	 3049 	 876
i 810 	 2566 	 1701 	 162
i 1039 	 4056 	 375 	 2943
i 1628 	 1898 	 3250 	 3558
i 136 	 1537 	 4770 	 411
i 1182 	 2734 	 4869 	 2132
i 953 	 435 	 1082 	 3919
i 919 	 4077 	 4603 	 2808
i 1036 	 2653 	 3674 	 4612
i 86 	 376 	 4764 	 2811
i 1768 	 140 	 755 	 3493
i 810 	 3995 	 2052 	 2365
i 211 	 1823 	 2766 	 3480
i 1819 	 2636 	 613 	 1933
i 1224 	 1685 	 853 	 362
i 303 	 456 	 3160 	 3347
i 1238 	 1835 	 2960 	 3309
i 879 	 2724 	 1120 	 1624
i 1141 	 1865 	 118 	 4874
i 343 	 2160 	 2239 	 1384
i 1589 	 4996 	 4855 	 3522
i 1052 	 468 	 456 	 694
i 856 	 1299 	 1047 	 2898
i 697 	 4197 	 1245 	 4835
i 411 	 4195 	 3144 	 3224
i 767 	 4255 	 4839 	 4766
i 446 	 4947 	 4640 	 1972
i 842 	 1880 	 3347 	 1082
i 749 	 3203 	 4595 	 4499
i 1464 	 51 	 194 	 807
i 534 	 1231 	 3695 	 3076
i 169 	 4931 	 2911 	 1452
i 1650 	 1056 	 4666 	 1048
i 122 	 4506 	 814 	 1422
i 1781 	 454 	 3385 	 1562
i 929 	 1733 	 2635 	 4192
i 1970 	 2230 	 3691 	 3589
i 907 	 3875 	 4386 	 3602
i 40 	 3082 	 1679 	 525
i 1204 	 4581 	 1968 	 2140
i 253 	 1634 	 3179 	 939
i 454 	 3983 	 2351 	 594
i 1771 	 737 	 2147 	 1753
i 983 	 4772 	 945 	 2387
i 799 	 4627 	 977 	 4264
i 1400 	 363 	 2867 	 3600
i 1373 	 4536 	 4116 	 1450
i 1647 	 1084 	 3581 	 4746
i 1082 	 1760 	 685 	 3840
i 295 	 3027 	 4425 	 171
i 1501 	 1572 	 1915 	 1215
i 536 	 2851 	 3592 	 3337
i 990 	 4559 	 2601 	 981
i 1965 	 469 	 4571 	 3350
i 1998 	 3687 	 4790 	 4114
i 1904 	 3371 	 3860 	 2470
i 50 	 4536 	 1311 	 864
i 1024 	 736 	 1026 	 1318
i 918 	 2932 	 2523 	 3633
i 311 	 1116 	 1970 	 3252
i 268 	 4562 	 4224 	 590
i 10 	 3796 	 3930 	 27
i 992 	 3720 	 4132 	 2246
i 835 	 2993 	 4706 	 2213
i 1010 	 1018 	 3068 	 93
i 696 	 4085 	 1402 	 4032
i 805 	 3915 	 2665 	 2791
i 10 	 4626 	 1043 	 698
i 1675 	 267 	 1279 	 4210
i 1621 	 209 	 4228 	 1538
i 1567 	 3360 	 3774 	 1012
i 540 	 3481 	 3216 	 3873
i 1795 	 1284 	 3957 	 1233
i 146 	 359 	 265 	 2377
i 1705 	 2921 	 168 	 4287
i 1018 	 1202 	 4976 	 1737
i 582 	 1255 	 948 	 513
i 580 	 177 	 2041 	 376
i 1410 	 815 	 1379 	 4871
i 1714 	 4585 	 3745 	 3776
i 346 	 2702 	 4999 	 1230
i 1220 	 265 	 3597 	 2317
i 1270 	 3756 	 1605 	 726
i 1979 	 1582 	 2453 	 1408
i 1130 	 3392 	 1912 	 4273
