c Instance Type c
c
n 600
c w	 v1	 v2
i 463	 114 	 176 
i 910	 274 	 205 
i 350	 561 	 472 
i 62	 445 	 442 
i 919	 199 	 255 
i 487	 245 	 276 
i 373	 957 	 981 
i 500	 875 	 968 
i 230	 771 	 758 
i 15	 626 	 565 
i 20	 969 	 1001 
i 204	 800 	 814 
i 710	 942 	 1026 
i 87	 992 	 1088 
i 186	 539 	 619 
i 338	 347 	 325 
i 290	 933 	 985 
i 150	 598 	 550 
i 892	 568 	 566 
i 472	 955 	 956 
i 438	 244 	 249 
i 214	 833 	 879 
i 150	 453 	 441 
i 142	 384 	 389 
i 623	 370 	 412 
i 888	 284 	 194 
i 814	 632 	 600 
i 362	 421 	 419 
i 876	 655 	 631 
i 826	 205 	 275 
i 976	 656 	 614 
i 789	 236 	 237 
i 174	 885 	 916 
i 482	 388 	 447 
i 774	 856 	 840 
i 970	 601 	 562 
i 556	 647 	 571 
i 905	 950 	 946 
i 519	 497 	 469 
i 624	 837 	 774 
i 238	 708 	 640 
i 379	 968 	 1058 
i 251	 530 	 455 
i 562	 224 	 245 
i 402	 933 	 909 
i 953	 417 	 387 
i 557	 691 	 772 
i 501	 800 	 863 
i 935	 341 	 307 
i 753	 662 	 753 
i 425	 828 	 767 
i 390	 973 	 988 
i 861	 930 	 995 
i 988	 153 	 130 
i 913	 694 	 751 
i 259	 145 	 193 
i 911	 459 	 419 
i 687	 379 	 439 
i 947	 215 	 262 
i 567	 511 	 508 
i 374	 474 	 556 
i 345	 649 	 609 
i 267	 271 	 204 
i 315	 116 	 46 
i 971	 461 	 374 
i 11	 275 	 240 
i 403	 936 	 883 
i 704	 313 	 398 
i 821	 137 	 211 
i 273	 792 	 780 
i 681	 338 	 400 
i 287	 262 	 193 
i 468	 532 	 517 
i 474	 679 	 727 
i 869	 817 	 859 
i 54	 877 	 921 
i 981	 278 	 202 
i 210	 490 	 555 
i 240	 424 	 454 
i 6	 311 	 395 
i 262	 702 	 722 
i 431	 538 	 616 
i 905	 679 	 650 
i 546	 168 	 234 
i 340	 827 	 867 
i 202	 570 	 621 
i 391	 322 	 369 
i 817	 433 	 522 
i 170	 281 	 218 
i 395	 859 	 797 
i 61	 791 	 781 
i 541	 439 	 516 
i 181	 342 	 400 
i 246	 661 	 628 
i 51	 513 	 548 
i 568	 248 	 323 
i 806	 920 	 873 
i 169	 687 	 604 
i 361	 640 	 591 
i 204	 807 	 837 
i 968	 978 	 1020 
i 338	 492 	 442 
i 599	 390 	 376 
i 219	 205 	 240 
i 671	 504 	 549 
i 826	 217 	 176 
i 737	 998 	 918 
i 385	 348 	 302 
i 981	 425 	 451 
i 764	 653 	 720 
i 740	 342 	 402 
i 170	 974 	 902 
i 485	 309 	 357 
i 591	 693 	 784 
i 34	 407 	 432 
i 153	 165 	 156 
i 151	 428 	 366 
i 419	 519 	 534 
i 773	 760 	 771 
i 383	 432 	 396 
i 644	 286 	 198 
i 616	 111 	 57 
i 839	 237 	 280 
i 495	 896 	 857 
i 828	 859 	 827 
i 889	 530 	 529 
i 247	 935 	 964 
i 706	 217 	 129 
i 436	 731 	 798 
i 798	 339 	 283 
i 995	 627 	 699 
i 996	 683 	 679 
i 139	 891 	 854 
i 23	 641 	 703 
i 864	 916 	 944 
i 337	 331 	 337 
i 265	 771 	 826 
i 385	 457 	 453 
i 83	 515 	 599 
i 340	 370 	 413 
i 920	 567 	 609 
i 565	 446 	 488 
i 443	 873 	 942 
i 40	 268 	 342 
i 945	 992 	 1039 
i 194	 674 	 588 
i 937	 257 	 224 
i 327	 950 	 994 
i 781	 492 	 553 
i 75	 421 	 350 
i 587	 171 	 84 
i 964	 806 	 832 
i 822	 549 	 463 
i 999	 415 	 337 
i 990	 301 	 213 
i 624	 956 	 906 
i 789	 133 	 71 
i 733	 434 	 437 
i 162	 188 	 147 
i 511	 905 	 879 
i 579	 146 	 238 
i 362	 205 	 290 
i 855	 766 	 815 
i 198	 833 	 882 
i 412	 934 	 981 
i 363	 988 	 960 
i 388	 324 	 253 
i 751	 494 	 570 
i 838	 955 	 863 
i 731	 332 	 343 
i 771	 665 	 591 
i 877	 630 	 629 
i 614	 564 	 534 
i 427	 340 	 349 
i 354	 115 	 207 
i 340	 770 	 734 
i 581	 202 	 244 
i 13	 335 	 327 
i 962	 231 	 191 
i 212	 271 	 177 
i 835	 764 	 824 
i 420	 884 	 920 
i 930	 437 	 396 
i 189	 750 	 794 
i 194	 349 	 264 
i 935	 314 	 297 
i 39	 601 	 700 
i 292	 345 	 246 
i 427	 756 	 850 
i 607	 135 	 71 
i 343	 164 	 67 
i 213	 878 	 865 
i 580	 594 	 567 
i 300	 857 	 868 
i 567	 609 	 658 
i 796	 676 	 712 
i 348	 157 	 201 
i 611	 154 	 56 
i 338	 162 	 150 
i 365	 136 	 45 
i 424	 298 	 276 
i 288	 313 	 333 
i 831	 701 	 637 
i 671	 138 	 134 
i 232	 632 	 542 
i 868	 408 	 477 
i 921	 127 	 65 
i 969	 769 	 830 
i 28	 782 	 710 
i 56	 285 	 286 
i 266	 328 	 414 
i 494	 675 	 618 
i 158	 323 	 233 
i 190	 487 	 531 
i 775	 916 	 1006 
i 111	 962 	 1026 
i 129	 825 	 873 
i 870	 998 	 1040 
i 625	 825 	 873 
i 821	 953 	 1012 
i 66	 515 	 427 
i 700	 455 	 466 
i 939	 650 	 692 
i 362	 695 	 775 
i 269	 448 	 483 
i 226	 408 	 465 
i 30	 250 	 333 
i 29	 911 	 968 
i 832	 657 	 639 
i 779	 426 	 372 
i 235	 245 	 204 
i 621	 301 	 400 
i 228	 795 	 882 
i 886	 541 	 501 
i 266	 455 	 468 
i 600	 169 	 228 
i 757	 870 	 935 
i 658	 797 	 867 
i 273	 608 	 645 
i 628	 975 	 967 
i 780	 294 	 333 
i 993	 560 	 524 
i 764	 559 	 568 
i 248	 505 	 492 
i 635	 772 	 812 
i 700	 390 	 350 
i 555	 208 	 119 
i 327	 942 	 985 
i 886	 811 	 909 
i 858	 532 	 555 
i 65	 945 	 924 
i 570	 678 	 656 
i 75	 963 	 894 
i 518	 562 	 542 
i 263	 949 	 856 
i 577	 683 	 730 
i 687	 952 	 910 
i 622	 115 	 139 
i 410	 753 	 754 
i 884	 745 	 718 
i 823	 406 	 391 
i 461	 761 	 860 
i 420	 220 	 134 
i 928	 360 	 378 
i 871	 719 	 790 
i 515	 753 	 739 
i 462	 522 	 445 
i 467	 783 	 831 
i 191	 446 	 376 
i 904	 896 	 803 
i 237	 332 	 403 
i 967	 714 	 677 
i 92	 713 	 760 
i 372	 779 	 812 
i 56	 416 	 423 
i 779	 287 	 197 
i 242	 671 	 674 
i 998	 777 	 873 
i 375	 547 	 481 
i 260	 681 	 596 
i 509	 713 	 675 
i 188	 587 	 543 
i 865	 871 	 845 
i 616	 640 	 689 
