c Instance Type c
c
n 600
c w	 v1	 v2
i 620	 981 	 1025 
i 997	 220 	 253 
i 840	 464 	 416 
i 385	 623 	 692 
i 357	 835 	 898 
i 519	 437 	 455 
i 754	 546 	 484 
i 783	 345 	 401 
i 604	 913 	 925 
i 443	 713 	 689 
i 423	 763 	 663 
i 546	 518 	 617 
i 943	 223 	 290 
i 520	 456 	 400 
i 336	 322 	 338 
i 703	 159 	 79 
i 193	 684 	 754 
i 457	 857 	 884 
i 360	 662 	 610 
i 38	 271 	 307 
i 771	 609 	 530 
i 230	 611 	 641 
i 357	 610 	 629 
i 745	 467 	 390 
i 984	 666 	 656 
i 39	 295 	 226 
i 684	 384 	 353 
i 524	 255 	 316 
i 144	 822 	 755 
i 324	 148 	 88 
i 885	 756 	 850 
i 448	 851 	 791 
i 10	 543 	 555 
i 410	 184 	 145 
i 35	 289 	 246 
i 242	 691 	 656 
i 550	 830 	 732 
i 713	 251 	 258 
i 513	 967 	 1002 
i 555	 225 	 125 
i 281	 405 	 482 
i 115	 382 	 349 
i 601	 563 	 532 
i 684	 172 	 223 
i 885	 444 	 502 
i 538	 702 	 608 
i 347	 994 	 1010 
i 505	 116 	 75 
i 469	 593 	 654 
i 598	 309 	 281 
i 929	 312 	 340 
i 236	 213 	 264 
i 744	 513 	 485 
i 814	 820 	 729 
i 189	 603 	 688 
i 854	 416 	 409 
i 848	 445 	 508 
i 855	 963 	 927 
i 398	 336 	 393 
i 621	 165 	 142 
i 848	 488 	 451 
i 964	 172 	 182 
i 417	 847 	 806 
i 215	 279 	 201 
i 768	 319 	 279 
i 113	 257 	 188 
i 489	 673 	 573 
i 447	 509 	 580 
i 701	 794 	 745 
i 762	 607 	 682 
i 188	 952 	 997 
i 257	 345 	 383 
i 86	 837 	 758 
i 275	 213 	 177 
i 509	 312 	 230 
i 674	 579 	 519 
i 306	 717 	 755 
i 754	 720 	 647 
i 522	 595 	 663 
i 81	 823 	 843 
i 27	 716 	 774 
