c Instance Type c
c
n 3000
c w	 v1	 v2
i 437	 193 	 247 
i 688	 304 	 396 
i 925	 465 	 400 
i 154	 788 	 718 
i 112	 932 	 986 
i 586	 991 	 1017 
i 426	 374 	 309 
i 442	 962 	 894 
i 717	 921 	 837 
i 984	 806 	 859 
i 78	 626 	 567 
i 295	 426 	 505 
i 694	 391 	 455 
i 457	 547 	 641 
i 381	 683 	 600 
i 370	 482 	 516 
i 666	 157 	 76 
i 624	 316 	 324 
i 536	 458 	 409 
i 318	 533 	 481 
i 898	 328 	 291 
i 254	 512 	 534 
i 570	 419 	 380 
i 62	 260 	 313 
i 705	 238 	 167 
i 124	 314 	 317 
i 176	 913 	 849 
i 406	 111 	 172 
i 797	 591 	 559 
i 272	 820 	 852 
i 516	 147 	 158 
i 967	 431 	 493 
i 315	 978 	 954 
i 483	 364 	 352 
i 625	 156 	 85 
i 855	 286 	 240 
i 757	 746 	 735 
i 757	 908 	 978 
i 299	 737 	 767 
i 97	 153 	 237 
i 138	 740 	 727 
i 499	 349 	 330 
i 475	 183 	 227 
i 759	 524 	 464 
i 811	 919 	 984 
i 9	 163 	 199 
i 723	 406 	 394 
i 620	 804 	 743 
i 325	 675 	 674 
i 373	 365 	 383 
i 82	 296 	 342 
i 350	 686 	 632 
i 431	 158 	 198 
i 896	 799 	 791 
i 805	 980 	 935 
i 864	 827 	 783 
i 197	 546 	 447 
i 977	 938 	 963 
i 612	 225 	 315 
i 897	 666 	 630 
i 107	 305 	 286 
i 753	 955 	 1005 
i 807	 271 	 208 
i 582	 897 	 813 
i 559	 421 	 498 
i 365	 665 	 715 
i 855	 917 	 1006 
i 785	 923 	 1008 
i 913	 591 	 598 
i 539	 549 	 536 
i 757	 837 	 845 
i 707	 309 	 268 
i 887	 980 	 900 
i 772	 256 	 292 
i 121	 329 	 277 
i 745	 229 	 250 
i 652	 898 	 890 
i 566	 852 	 801 
i 108	 786 	 718 
i 600	 375 	 415 
i 417	 762 	 753 
i 640	 355 	 288 
i 618	 617 	 527 
i 781	 709 	 774 
i 28	 428 	 517 
i 161	 645 	 683 
i 47	 297 	 266 
i 880	 710 	 792 
i 640	 932 	 835 
i 937	 188 	 211 
i 670	 812 	 719 
i 944	 331 	 366 
i 515	 480 	 438 
i 188	 529 	 444 
i 545	 375 	 295 
i 147	 329 	 281 
i 357	 945 	 907 
i 32	 363 	 301 
i 954	 284 	 350 
i 42	 301 	 354 
i 830	 851 	 838 
i 79	 883 	 859 
i 494	 595 	 674 
i 964	 856 	 772 
i 262	 923 	 948 
i 508	 125 	 180 
i 446	 360 	 286 
i 730	 635 	 567 
i 925	 805 	 728 
i 140	 654 	 586 
i 972	 447 	 545 
i 841	 835 	 748 
i 386	 285 	 297 
i 225	 192 	 197 
i 139	 266 	 324 
i 155	 825 	 784 
i 435	 626 	 674 
i 26	 744 	 738 
i 806	 889 	 868 
i 418	 995 	 1002 
i 795	 248 	 250 
i 611	 239 	 209 
i 807	 301 	 348 
i 898	 801 	 893 
i 74	 382 	 302 
i 878	 196 	 147 
i 458	 460 	 498 
i 171	 233 	 276 
i 47	 654 	 658 
i 42	 120 	 208 
i 196	 599 	 646 
i 341	 165 	 134 
i 555	 478 	 408 
i 332	 246 	 156 
i 637	 213 	 138 
i 733	 304 	 205 
i 127	 532 	 524 
i 265	 258 	 284 
i 876	 896 	 932 
i 887	 473 	 517 
i 437	 421 	 504 
i 498	 188 	 139 
i 911	 497 	 559 
i 64	 635 	 564 
i 179	 683 	 739 
i 397	 796 	 799 
i 871	 801 	 829 
i 38	 324 	 405 
i 921	 888 	 944 
i 330	 604 	 638 
i 679	 356 	 277 
i 766	 283 	 304 
i 201	 513 	 516 
i 790	 347 	 362 
i 434	 477 	 528 
i 206	 284 	 215 
i 982	 743 	 648 
i 223	 426 	 338 
i 97	 344 	 441 
i 651	 152 	 115 
i 927	 749 	 847 
i 122	 845 	 897 
i 575	 494 	 586 
i 841	 953 	 1003 
i 254	 580 	 517 
i 449	 365 	 343 
i 161	 503 	 477 
i 516	 527 	 546 
i 779	 584 	 622 
i 826	 572 	 540 
i 545	 852 	 806 
i 371	 847 	 825 
i 802	 634 	 727 
i 751	 599 	 660 
i 279	 378 	 290 
i 565	 544 	 546 
i 7	 891 	 925 
i 476	 334 	 271 
i 9	 864 	 957 
i 528	 590 	 648 
i 362	 896 	 863 
i 191	 248 	 289 
i 779	 597 	 599 
i 329	 569 	 521 
i 630	 399 	 407 
i 118	 454 	 375 
i 995	 909 	 831 
i 248	 617 	 634 
i 95	 785 	 804 
i 634	 756 	 681 
i 517	 573 	 570 
i 672	 874 	 909 
i 220	 616 	 607 
i 735	 182 	 239 
i 60	 416 	 399 
i 446	 898 	 905 
i 344	 993 	 999 
i 914	 204 	 259 
i 672	 728 	 802 
i 398	 370 	 371 
i 918	 481 	 385 
i 776	 915 	 954 
i 345	 629 	 712 
i 426	 147 	 177 
i 770	 847 	 889 
i 656	 329 	 260 
i 648	 805 	 805 
i 753	 388 	 371 
i 448	 191 	 108 
i 740	 967 	 964 
i 158	 529 	 509 
i 63	 551 	 487 
i 645	 281 	 286 
i 686	 207 	 297 
i 515	 786 	 830 
i 760	 529 	 504 
i 541	 669 	 574 
i 852	 226 	 281 
i 942	 595 	 540 
i 906	 673 	 766 
i 377	 217 	 142 
i 872	 576 	 513 
i 65	 737 	 803 
i 173	 316 	 320 
i 932	 274 	 181 
i 404	 916 	 975 
i 32	 363 	 330 
i 161	 386 	 323 
i 706	 191 	 117 
i 339	 393 	 300 
i 458	 365 	 348 
i 981	 477 	 434 
i 686	 645 	 615 
