c Instance Type c
c
n 1000
c w	 v1	 v2
i 772	 323 	 227 
i 555	 412 	 375 
i 389	 501 	 552 
i 325	 934 	 967 
i 420	 510 	 422 
i 275	 262 	 197 
i 518	 162 	 259 
i 545	 509 	 430 
i 904	 916 	 953 
i 737	 612 	 545 
i 976	 311 	 398 
i 316	 329 	 327 
i 755	 612 	 688 
i 681	 396 	 337 
i 131	 990 	 1015 
i 301	 158 	 238 
i 360	 318 	 301 
i 807	 306 	 398 
i 713	 400 	 473 
i 277	 124 	 145 
i 502	 272 	 288 
i 747	 217 	 296 
i 312	 655 	 685 
i 633	 550 	 517 
i 622	 734 	 727 
i 675	 402 	 455 
i 908	 314 	 239 
i 128	 686 	 772 
i 453	 655 	 684 
i 469	 538 	 622 
i 650	 188 	 173 
i 770	 706 	 640 
i 383	 615 	 612 
i 877	 308 	 231 
i 579	 606 	 654 
i 907	 132 	 115 
i 137	 815 	 779 
i 784	 928 	 918 
i 397	 870 	 951 
i 877	 556 	 530 
i 964	 489 	 393 
i 633	 867 	 926 
i 202	 132 	 67 
i 424	 564 	 475 
i 981	 670 	 696 
i 6	 439 	 447 
i 797	 809 	 844 
i 717	 209 	 201 
i 571	 611 	 682 
i 72	 527 	 574 
i 497	 860 	 900 
i 349	 882 	 848 
i 373	 700 	 707 
i 883	 858 	 949 
i 512	 907 	 995 
i 882	 583 	 672 
i 668	 175 	 223 
i 778	 779 	 771 
i 342	 301 	 207 
i 809	 176 	 96 
i 653	 831 	 851 
i 521	 565 	 654 
i 184	 863 	 827 
i 25	 450 	 391 
i 920	 415 	 458 
i 452	 362 	 381 
i 525	 315 	 268 
i 276	 977 	 886 
i 490	 498 	 475 
i 564	 526 	 465 
i 375	 618 	 688 
i 886	 263 	 237 
i 733	 218 	 228 
i 116	 505 	 520 
i 458	 688 	 687 
i 741	 437 	 527 
i 970	 970 	 965 
i 945	 319 	 369 
i 381	 361 	 309 
i 848	 705 	 766 
i 419	 881 	 817 
i 591	 748 	 661 
i 712	 189 	 249 
i 157	 682 	 765 
i 805	 308 	 282 
i 173	 752 	 675 
i 140	 709 	 626 
i 375	 243 	 149 
i 656	 911 	 893 
i 325	 238 	 189 
i 192	 955 	 990 
i 909	 227 	 181 
i 997	 288 	 384 
i 641	 111 	 38 
i 862	 926 	 1014 
i 584	 370 	 293 
i 257	 472 	 423 
i 406	 549 	 575 
i 306	 577 	 534 
i 449	 943 	 965 
i 399	 285 	 346 
i 530	 889 	 932 
i 730	 240 	 282 
i 731	 225 	 195 
i 648	 348 	 291 
i 940	 299 	 359 
i 347	 404 	 315 
i 840	 633 	 625 
i 364	 306 	 359 
i 301	 563 	 506 
i 497	 219 	 242 
i 372	 935 	 864 
i 518	 682 	 757 
i 646	 427 	 448 
i 913	 742 	 693 
i 127	 934 	 873 
i 456	 757 	 765 
i 45	 808 	 784 
i 265	 330 	 379 
i 773	 125 	 34 
i 895	 319 	 328 
i 823	 868 	 951 
i 467	 999 	 986 
i 822	 890 	 806 
i 533	 542 	 641 
i 460	 770 	 694 
i 187	 945 	 960 
i 971	 540 	 564 
i 219	 881 	 958 
i 235	 657 	 689 
i 470	 701 	 712 
i 322	 297 	 272 
i 321	 224 	 293 
i 198	 611 	 644 
i 683	 684 	 624 
i 426	 680 	 712 
i 365	 788 	 857 
i 847	 413 	 476 
i 714	 967 	 874 
i 330	 866 	 820 
i 993	 564 	 612 
i 203	 169 	 81 
i 330	 506 	 482 
i 893	 369 	 385 
i 538	 963 	 916 
i 179	 253 	 291 
i 940	 840 	 751 
i 282	 705 	 785 
i 245	 544 	 567 
i 95	 577 	 666 
i 605	 818 	 906 
i 672	 589 	 517 
i 117	 645 	 639 
i 408	 987 	 960 
i 367	 615 	 696 
i 527	 852 	 768 
i 348	 578 	 482 
i 17	 628 	 589 
i 504	 543 	 553 
i 28	 204 	 233 
i 824	 158 	 108 
i 362	 995 	 1079 
i 963	 235 	 142 
i 948	 657 	 646 
i 517	 984 	 1046 
i 351	 900 	 868 
i 876	 974 	 1011 
i 458	 996 	 1037 
i 944	 379 	 320 
i 49	 869 	 816 
i 103	 554 	 466 
i 98	 777 	 761 
i 238	 709 	 686 
i 852	 744 	 711 
i 834	 253 	 323 
i 722	 977 	 917 
i 693	 392 	 308 
i 690	 116 	 123 
i 992	 743 	 739 
i 845	 929 	 935 
i 345	 252 	 278 
i 95	 306 	 352 
i 767	 683 	 776 
i 480	 138 	 202 
i 640	 437 	 467 
i 615	 306 	 281 
i 931	 488 	 402 
i 937	 559 	 611 
i 648	 149 	 199 
i 570	 578 	 597 
i 728	 162 	 250 
i 948	 725 	 632 
i 593	 487 	 548 
i 624	 459 	 416 
i 991	 300 	 385 
i 213	 882 	 890 
i 636	 328 	 322 
i 141	 391 	 372 
i 184	 178 	 89 
i 710	 848 	 873 
i 767	 491 	 462 
i 459	 441 	 401 
i 882	 475 	 554 
i 275	 302 	 306 
i 488	 556 	 558 
i 355	 490 	 535 
i 600	 971 	 943 
i 915	 501 	 501 
i 991	 865 	 902 
i 820	 917 	 896 
i 249	 586 	 519 
i 621	 902 	 926 
i 32	 284 	 285 
i 247	 194 	 250 
i 747	 658 	 611 
i 174	 226 	 250 
i 142	 872 	 816 
i 581	 305 	 232 
i 430	 754 	 680 
i 337	 476 	 566 
i 872	 830 	 770 
i 762	 976 	 1040 
i 958	 642 	 712 
i 52	 204 	 123 
i 667	 899 	 968 
i 797	 249 	 153 
i 654	 804 	 736 
i 873	 114 	 162 
i 596	 238 	 172 
i 8	 355 	 357 
i 816	 312 	 288 
i 790	 491 	 420 
i 389	 333 	 253 
i 494	 202 	 133 
i 381	 291 	 355 
i 536	 155 	 179 
i 316	 173 	 127 
i 319	 317 	 246 
i 463	 978 	 1026 
i 737	 243 	 293 
i 964	 697 	 710 
i 392	 148 	 119 
i 642	 277 	 326 
i 745	 369 	 317 
i 948	 507 	 531 
i 998	 349 	 280 
i 69	 901 	 895 
