c Instance Type o
c
n 100
c w	 v1	 v2
i 996	 370 	 677 
i 1142	 366 	 699 
i 1023	 951 	 42 
i 1041	 363 	 568 
i 1187	 160 	 856 
i 840	 712 	 210 
i 1029	 118 	 929 
i 1075	 355 	 719 
i 912	 16 	 888 
i 734	 34 	 878 
i 1110	 270 	 722 
i 1117	 643 	 423 
i 1220	 337 	 719 
i 770	 914 	 27 
i 1023	 690 	 270 
i 1011	 618 	 284 
i 943	 913 	 25 
i 951	 369 	 628 
i 974	 873 	 127 
i 1019	 394 	 613 
i 1260	 451 	 610 
i 1122	 249 	 741 
i 1103	 876 	 181 
i 1145	 788 	 252 
i 805	 861 	 117 
i 736	 519 	 382 
i 973	 293 	 791 
i 1044	 807 	 151 
i 821	 195 	 737 
i 1116	 629 	 382 
i 930	 162 	 739 
i 761	 161 	 790 
i 1132	 992 	 14 
i 1092	 609 	 476 
i 1222	 372 	 685 
i 1129	 441 	 519 
i 1159	 529 	 490 
i 837	 753 	 227 
i 943	 470 	 549 
i 1094	 692 	 253 
i 1131	 455 	 522 
i 829	 28 	 942 
i 897	 54 	 929 
i 813	 869 	 60 
i 1202	 389 	 615 
i 1014	 302 	 791 
i 1158	 227 	 771 
i 866	 77 	 866 
i 1206	 222 	 821 
i 836	 533 	 448 
i 1084	 407 	 666 
i 910	 294 	 784 
i 1139	 441 	 648 
i 1174	 726 	 337 
i 890	 936 	 33 
i 925	 933 	 84 
i 1152	 237 	 809 
i 868	 138 	 924 
i 999	 445 	 460 
i 870	 354 	 658 
i 899	 492 	 602 
i 1094	 22 	 909 
i 1183	 104 	 937 
i 1055	 729 	 257 
i 1125	 509 	 464 
i 915	 814 	 146 
i 849	 86 	 914 
i 1209	 852 	 183 
i 1110	 869 	 54 
i 1008	 605 	 389 
i 1096	 752 	 341 
i 1208	 766 	 332 
i 911	 674 	 243 
i 1231	 531 	 533 
i 881	 205 	 760 
i 963	 85 	 841 
i 799	 473 	 472 
i 1040	 596 	 319 
i 1264	 531 	 559 
i 976	 500 	 511 
i 894	 37 	 904 
i 863	 546 	 368 
i 1035	 323 	 726 
i 871	 808 	 147 
i 1044	 727 	 269 
i 1073	 18 	 948 
i 1106	 612 	 295 
i 860	 747 	 280 
i 747	 560 	 373 
i 1071	 498 	 536 
i 1206	 912 	 133 
i 1142	 295 	 655 
i 1107	 669 	 346 
i 781	 136 	 840 
i 920	 426 	 495 
i 745	 49 	 869 
i 893	 816 	 232 
i 1098	 815 	 182 
i 1078	 898 	 10 
i 1064	 935 	 90 
c
c
W 50459
c end of file
