c Instance Type o
c
n 100
c w	 v1	 v2
i 1030	 546 	 524 
i 1068	 886 	 40 
i 1025	 155 	 801 
i 1071	 796 	 214 
i 986	 421 	 666 
i 1047	 140 	 847 
i 1094	 272 	 650 
i 981	 220 	 869 
i 1175	 461 	 523 
i 955	 666 	 358 
i 790	 12 	 905 
i 836	 413 	 497 
i 982	 270 	 671 
i 807	 944 	 0 
i 823	 599 	 385 
i 1026	 848 	 164 
i 1127	 499 	 568 
i 948	 429 	 481 
i 812	 660 	 343 
i 994	 637 	 299 
i 1116	 965 	 26 
i 1168	 148 	 873 
i 905	 465 	 610 
i 871	 70 	 969 
i 986	 228 	 755 
i 782	 326 	 627 
i 1218	 862 	 191 
i 1126	 514 	 424 
i 1066	 112 	 959 
i 1068	 134 	 864 
i 1139	 779 	 212 
i 1014	 592 	 429 
i 858	 460 	 453 
i 801	 537 	 390 
i 1016	 618 	 355 
i 1191	 127 	 912 
i 1071	 201 	 810 
i 1053	 114 	 800 
i 1015	 85 	 848 
i 844	 574 	 389 
i 984	 250 	 669 
i 947	 122 	 916 
i 868	 604 	 325 
i 1054	 966 	 92 
i 1105	 154 	 806 
i 1010	 763 	 223 
i 874	 643 	 383 
i 928	 294 	 755 
i 1019	 142 	 924 
i 1061	 849 	 131 
i 1120	 52 	 947 
i 1053	 716 	 339 
i 1090	 989 	 42 
i 903	 337 	 632 
i 1056	 828 	 171 
i 782	 692 	 260 
i 1164	 255 	 826 
i 921	 377 	 562 
i 883	 574 	 394 
i 1062	 958 	 27 
i 887	 663 	 285 
i 942	 468 	 624 
i 1095	 964 	 129 
i 1098	 612 	 344 
i 908	 949 	 17 
i 1109	 592 	 469 
i 923	 669 	 242 
i 1079	 379 	 608 
i 731	 835 	 66 
i 1001	 124 	 970 
i 1031	 817 	 209 
i 908	 166 	 753 
i 882	 291 	 621 
i 1120	 798 	 237 
i 1156	 653 	 372 
i 978	 11 	 912 
i 1158	 632 	 446 
i 810	 162 	 791 
i 782	 893 	 27 
i 850	 969 	 29 
i 1014	 238 	 670 
i 1089	 751 	 190 
i 1175	 226 	 773 
i 1007	 650 	 309 
i 990	 364 	 726 
i 1082	 193 	 899 
i 964	 832 	 186 
i 1105	 534 	 517 
i 1125	 677 	 352 
i 1211	 834 	 189 
i 886	 964 	 116 
i 912	 732 	 289 
i 1157	 604 	 462 
i 808	 544 	 452 
i 1262	 166 	 903 
i 1085	 418 	 489 
i 1090	 893 	 181 
i 899	 260 	 720 
i 1095	 897 	 18 
i 1111	 639 	 444 
c
c
W 50142
c end of file
