c Instance Type o
c
n 100
c w	 v1	 v2
i 928	 530 	 556 
i 1027	 352 	 632 
i 764	 345 	 610 
i 872	 890 	 151 
i 913	 22 	 988 
i 1132	 740 	 249 
i 891	 281 	 727 
i 1065	 410 	 504 
i 1030	 527 	 492 
i 1126	 449 	 615 
i 1003	 627 	 342 
i 844	 732 	 308 
i 824	 340 	 568 
i 888	 363 	 724 
i 1253	 443 	 648 
i 980	 703 	 336 
i 1256	 562 	 534 
i 1168	 771 	 206 
i 1114	 650 	 433 
i 931	 180 	 792 
i 1199	 836 	 263 
i 1026	 423 	 622 
i 912	 436 	 476 
i 960	 727 	 258 
i 1033	 730 	 344 
i 854	 637 	 378 
i 838	 991 	 15 
i 1070	 892 	 190 
i 966	 871 	 140 
i 1150	 449 	 598 
i 1115	 848 	 166 
i 891	 599 	 300 
i 984	 52 	 913 
i 1122	 553 	 378 
i 1229	 992 	 96 
i 977	 392 	 613 
i 1031	 491 	 512 
i 974	 571 	 411 
i 757	 43 	 897 
i 1159	 433 	 613 
i 960	 191 	 825 
i 915	 943 	 28 
i 1064	 424 	 522 
i 1255	 972 	 100 
i 1208	 952 	 115 
i 887	 806 	 127 
i 1194	 238 	 793 
i 874	 808 	 137 
i 997	 291 	 663 
i 978	 334 	 707 
i 1249	 118 	 961 
i 911	 478 	 590 
i 889	 838 	 114 
i 798	 635 	 311 
i 1100	 595 	 342 
i 931	 449 	 650 
i 1041	 834 	 111 
i 1096	 742 	 165 
i 854	 65 	 889 
i 1215	 673 	 359 
i 1133	 17 	 974 
i 1063	 944 	 40 
i 1099	 54 	 860 
i 926	 398 	 648 
i 921	 528 	 437 
i 1009	 438 	 617 
i 1069	 518 	 504 
i 1034	 260 	 710 
i 1180	 235 	 748 
i 980	 484 	 433 
i 897	 442 	 479 
i 990	 299 	 610 
i 1128	 996 	 11 
i 1044	 959 	 71 
i 1051	 160 	 745 
i 1051	 550 	 443 
i 1001	 936 	 162 
i 994	 556 	 393 
i 809	 217 	 779 
i 943	 210 	 883 
i 875	 869 	 112 
i 956	 311 	 730 
i 939	 15 	 965 
i 1193	 817 	 215 
i 1238	 354 	 710 
i 937	 222 	 752 
i 920	 867 	 94 
i 1131	 127 	 946 
i 767	 740 	 175 
i 797	 773 	 185 
i 934	 899 	 32 
i 881	 136 	 858 
i 1166	 425 	 572 
i 995	 823 	 137 
i 996	 726 	 305 
i 1191	 663 	 413 
i 869	 73 	 956 
i 1261	 470 	 604 
i 842	 118 	 904 
i 915	 249 	 728 
c
c
W 50399
c end of file
