n 100
c  w 
i 48 	 4705 	 4082 	 2795
i 1503 	 890 	 4875 	 4021
i 366 	 3377 	 721 	 3931
i 197 	 1189 	 1530 	 2237
i 1764 	 2685 	 3164 	 970
i 463 	 3348 	 4158 	 1308
i 1765 	 4851 	 3357 	 4968
i 588 	 1254 	 884 	 1590
i 382 	 4956 	 4375 	 4708
i 337 	 4250 	 3729 	 1758
i 1050 	 4441 	 689 	 3116
i 250 	 2210 	 354 	 41
i 1954 	 3508 	 1001 	 1047
i 741 	 160 	 2345 	 1270
i 2 	 703 	 1238 	 1476
i 777 	 2112 	 3056 	 2897
i 826 	 2432 	 2605 	 2906
i 671 	 1335 	 4655 	 4301
i 308 	 344 	 2417 	 1397
i 1016 	 2761 	 1428 	 2430
i 506 	 2420 	 3468 	 3117
i 1027 	 814 	 4378 	 2572
i 601 	 617 	 4038 	 3445
i 1087 	 2095 	 1342 	 4780
i 1806 	 3938 	 2687 	 1200
i 107 	 2342 	 501 	 1040
i 1069 	 2909 	 2427 	 221
i 266 	 3846 	 2641 	 1931
i 505 	 1110 	 49 	 3827
i 764 	 4418 	 1399 	 3411
i 12 	 438 	 1857 	 2746
i 1008 	 3189 	 2526 	 2041
i 850 	 213 	 3231 	 2391
i 1017 	 3723 	 3422 	 222
i 651 	 850 	 433 	 2293
i 1874 	 3065 	 4215 	 953
i 1666 	 4255 	 4771 	 1079
i 1468 	 1170 	 4481 	 3699
i 638 	 1338 	 1445 	 4113
i 1807 	 3962 	 1154 	 1646
i 1665 	 4375 	 4028 	 1711
i 1238 	 2450 	 1924 	 4721
i 1315 	 2348 	 2015 	 2977
i 163 	 1231 	 3920 	 4570
i 193 	 3691 	 650 	 4151
i 1940 	 131 	 2850 	 1452
i 582 	 4286 	 565 	 978
i 1298 	 1709 	 2615 	 2413
i 432 	 1643 	 4115 	 4174
i 1633 	 1040 	 3896 	 2374
i 1350 	 912 	 351 	 3783
i 852 	 4262 	 3353 	 2611
i 1180 	 3993 	 1762 	 2806
i 1645 	 4602 	 4248 	 575
i 1555 	 4803 	 1544 	 2137
i 603 	 4150 	 4541 	 2588
i 315 	 3656 	 1763 	 4867
i 1874 	 659 	 2242 	 3066
i 623 	 2583 	 1849 	 3686
i 737 	 202 	 1297 	 4789
i 1674 	 3050 	 2596 	 3301
i 1060 	 1844 	 3867 	 1542
i 657 	 412 	 3669 	 3151
i 1820 	 3210 	 740 	 346
i 745 	 2493 	 213 	 1554
i 1256 	 2445 	 4611 	 4696
i 9 	 1460 	 3382 	 1865
i 660 	 4670 	 1655 	 840
i 1087 	 4241 	 4132 	 374
i 432 	 2999 	 1906 	 2724
i 1360 	 576 	 875 	 2955
i 1510 	 1605 	 3291 	 644
i 1635 	 3495 	 2189 	 2233
i 374 	 1800 	 1929 	 960
i 1299 	 312 	 2816 	 4894
i 1989 	 4461 	 734 	 2694
i 1480 	 4857 	 3058 	 4779
i 1141 	 4954 	 2503 	 1259
i 210 	 3368 	 4204 	 4297
i 1985 	 2496 	 4931 	 4054
i 395 	 2120 	 1288 	 1922
i 1564 	 3207 	 2873 	 2162
i 1403 	 690 	 2056 	 3483
i 58 	 2781 	 1177 	 3845
i 1054 	 4225 	 3624 	 495
i 1671 	 1127 	 1745 	 4701
i 1794 	 949 	 3999 	 4451
i 1373 	 3931 	 3506 	 4417
i 419 	 4784 	 1340 	 4953
i 1196 	 4204 	 2115 	 1502
i 1953 	 4162 	 4975 	 36
i 776 	 1153 	 3872 	 4572
i 149 	 2496 	 68 	 4549
i 1445 	 1803 	 4251 	 3101
i 1096 	 3250 	 2552 	 1179
i 871 	 1059 	 597 	 3223
i 335 	 1927 	 3177 	 3825
i 451 	 292 	 327 	 1016
i 1777 	 303 	 1043 	 1388
i 577 	 4905 	 961 	 1815
c c
W 976
c end of file

