n 100
c  w 
i 528 	 1862 	 369 	 2630
i 154 	 1233 	 3535 	 1967
i 332 	 1912 	 1916 	 2635
i 281 	 843 	 1622 	 1510
i 715 	 1892 	 4027 	 2529
i 1591 	 4525 	 3071 	 4471
i 318 	 1798 	 1963 	 3002
i 588 	 4747 	 787 	 2789
i 642 	 1146 	 420 	 1991
i 946 	 3946 	 3948 	 3196
i 341 	 865 	 832 	 1556
i 678 	 2444 	 3057 	 3479
i 1730 	 2084 	 1009 	 3305
i 642 	 4070 	 2777 	 2401
i 346 	 4730 	 404 	 2334
i 1791 	 1181 	 124 	 1089
i 926 	 535 	 3070 	 4678
i 1788 	 2019 	 2874 	 330
i 1148 	 3697 	 1876 	 4563
i 455 	 4923 	 3043 	 468
i 802 	 4042 	 3763 	 3609
i 1244 	 1541 	 1010 	 3972
i 507 	 1405 	 1307 	 750
i 1029 	 1422 	 1830 	 4884
i 777 	 4890 	 4562 	 1418
i 762 	 2437 	 1739 	 4774
i 452 	 3606 	 4337 	 2266
i 1411 	 2381 	 2724 	 538
i 568 	 1488 	 4138 	 4526
i 1207 	 148 	 3499 	 4282
i 616 	 4796 	 33 	 4110
i 485 	 1853 	 3995 	 3155
i 696 	 3557 	 4564 	 3644
i 396 	 1304 	 3418 	 2120
i 1960 	 2756 	 4376 	 3431
i 53 	 2100 	 3960 	 1551
i 1431 	 3098 	 1077 	 1598
i 1293 	 4567 	 881 	 4770
i 1745 	 904 	 3880 	 581
i 1098 	 2875 	 3727 	 4482
i 572 	 3292 	 3126 	 2419
i 1834 	 1545 	 4529 	 4487
i 1716 	 3905 	 2918 	 4419
i 400 	 1878 	 970 	 4575
i 1986 	 2038 	 1174 	 3203
i 640 	 2045 	 2973 	 969
i 1175 	 1854 	 1540 	 688
i 1888 	 268 	 170 	 1154
i 1419 	 3286 	 3563 	 3137
i 1928 	 3093 	 2624 	 4113
i 798 	 542 	 3532 	 2995
i 963 	 4493 	 2570 	 2377
i 611 	 3735 	 580 	 3128
i 310 	 3543 	 4087 	 3710
i 157 	 628 	 4388 	 118
i 352 	 4549 	 1263 	 4427
i 1133 	 4816 	 2564 	 2657
i 1163 	 188 	 1771 	 4899
i 286 	 304 	 2894 	 3122
i 1915 	 465 	 499 	 1320
i 1676 	 1069 	 4438 	 4961
i 1841 	 3525 	 3672 	 4991
i 1657 	 3061 	 109 	 30
i 1043 	 1362 	 4447 	 446
i 470 	 2011 	 3094 	 4079
i 875 	 4856 	 3979 	 2901
i 62 	 1873 	 1023 	 4938
i 930 	 1513 	 1259 	 1520
i 1027 	 697 	 1481 	 2175
i 1684 	 154 	 2166 	 3356
i 1281 	 2266 	 3376 	 816
i 1447 	 2824 	 1253 	 4789
i 1930 	 4338 	 3868 	 2016
i 1677 	 2848 	 4908 	 4345
i 1884 	 931 	 4284 	 2041
i 972 	 543 	 3551 	 4997
i 490 	 33 	 2172 	 444
i 69 	 4329 	 3790 	 3373
i 637 	 2167 	 4180 	 215
i 1992 	 433 	 4994 	 4807
i 1904 	 3863 	 1824 	 3956
i 683 	 1732 	 3302 	 1423
i 1060 	 2586 	 3454 	 89
i 1247 	 2005 	 86 	 4341
i 810 	 2249 	 4775 	 2197
i 630 	 3566 	 570 	 3165
i 291 	 4741 	 3371 	 716
i 68 	 3365 	 523 	 4927
i 890 	 2338 	 3884 	 3930
i 1623 	 2186 	 354 	 1715
i 1905 	 3798 	 1794 	 2883
i 320 	 1871 	 2225 	 2824
i 1644 	 2000 	 21 	 691
i 225 	 581 	 3846 	 1291
i 127 	 2217 	 1997 	 488
i 231 	 2511 	 415 	 2802
i 1935 	 4289 	 1733 	 3900
i 589 	 2077 	 615 	 1239
i 348 	 2400 	 4113 	 1671
i 1704 	 1338 	 4485 	 3373
c c
W 975
c end of file

