n 100
c  w 
i 1672 	 1053 	 2310 	 2837
i 176 	 1261 	 4800 	 543
i 1780 	 2085 	 2132 	 3332
i 208 	 172 	 812 	 1985
i 922 	 3799 	 4182 	 1342
i 1410 	 3703 	 4319 	 3119
i 441 	 4995 	 91 	 1776
i 1112 	 1324 	 30 	 1965
i 946 	 2331 	 4792 	 2804
i 1432 	 4592 	 3338 	 3035
i 670 	 470 	 1367 	 2194
i 251 	 2170 	 4170 	 2931
i 386 	 3353 	 4263 	 4488
i 821 	 3583 	 2608 	 3155
i 1431 	 2689 	 4921 	 1362
i 1601 	 4942 	 3317 	 1373
i 908 	 3109 	 4168 	 855
i 1080 	 2506 	 3880 	 4371
i 1185 	 248 	 1566 	 3589
i 962 	 736 	 1521 	 3369
i 1631 	 785 	 2858 	 1136
i 1743 	 467 	 4282 	 2937
i 1258 	 4204 	 4289 	 2152
i 1658 	 2607 	 3515 	 1419
i 285 	 2683 	 2264 	 3409
i 74 	 1145 	 2781 	 3146
i 552 	 4337 	 1736 	 3783
i 27 	 3247 	 2153 	 4144
i 1608 	 12 	 281 	 3381
i 186 	 4553 	 1318 	 3606
i 1502 	 608 	 759 	 2903
i 1281 	 4264 	 4312 	 3912
i 778 	 1577 	 2322 	 2128
i 1084 	 103 	 275 	 4087
i 1772 	 2001 	 2870 	 4495
i 97 	 24 	 3640 	 4262
i 8 	 3911 	 2643 	 486
i 1385 	 3952 	 4083 	 2222
i 1820 	 4832 	 126 	 2756
i 1638 	 4429 	 1669 	 1045
i 401 	 3981 	 3164 	 3709
i 1629 	 3430 	 2796 	 3506
i 171 	 667 	 3002 	 671
i 271 	 1642 	 4923 	 698
i 219 	 2567 	 1175 	 4008
i 606 	 258 	 1231 	 1070
i 34 	 1348 	 3817 	 4177
i 309 	 487 	 223 	 1773
i 1783 	 3378 	 483 	 3534
i 722 	 3270 	 2040 	 2231
i 1570 	 42 	 2892 	 4599
i 668 	 2816 	 298 	 2218
i 151 	 1463 	 1227 	 1893
i 683 	 2449 	 2953 	 1793
i 1514 	 1771 	 971 	 4554
i 898 	 1184 	 1328 	 1707
i 1821 	 1802 	 241 	 1363
i 26 	 2272 	 3584 	 3989
i 920 	 1477 	 3589 	 3969
i 1713 	 3878 	 1188 	 4657
i 134 	 2405 	 1550 	 2044
i 1937 	 4494 	 3827 	 3632
i 504 	 4788 	 3187 	 3504
i 387 	 4506 	 211 	 527
i 522 	 443 	 1880 	 1371
i 1081 	 464 	 360 	 10
i 771 	 3940 	 3970 	 1215
i 1126 	 158 	 872 	 3150
i 1020 	 2412 	 195 	 2399
i 761 	 4012 	 1032 	 3162
i 1519 	 4210 	 1666 	 4764
i 1486 	 1868 	 291 	 25
i 919 	 2162 	 1386 	 4998
i 1045 	 1737 	 4999 	 4539
i 269 	 3969 	 754 	 3486
i 1647 	 1617 	 1637 	 1673
i 1607 	 1822 	 4062 	 926
i 332 	 95 	 4078 	 4625
i 1717 	 745 	 4390 	 3011
i 1040 	 4672 	 3026 	 4896
i 732 	 4403 	 4894 	 4442
i 454 	 4894 	 3981 	 1808
i 1545 	 4725 	 294 	 2982
i 535 	 1921 	 4645 	 362
i 1492 	 3708 	 1279 	 4558
i 1516 	 358 	 4184 	 3088
i 436 	 3574 	 1100 	 3688
i 1298 	 4117 	 3584 	 82
i 1407 	 3479 	 4514 	 4650
i 1348 	 3495 	 1459 	 2237
i 1287 	 1743 	 219 	 4554
i 1461 	 4855 	 4907 	 2388
i 1424 	 1186 	 1946 	 2356
i 612 	 1131 	 445 	 2619
i 1878 	 1535 	 1307 	 2943
i 259 	 4882 	 3015 	 4163
i 1344 	 2529 	 3814 	 1735
i 408 	 273 	 3963 	 4236
i 801 	 4172 	 3790 	 661
i 1610 	 3698 	 3040 	 2591
c c
W 975
c end of file

