n 100
c  w 
i 1022 	 3541 	 4497 	 2522
i 761 	 4437 	 2510 	 691
i 495 	 1335 	 1820 	 2245
i 1711 	 4090 	 1496 	 3016
i 1341 	 2043 	 2648 	 3881
i 1611 	 4892 	 2584 	 3420
i 712 	 1583 	 1575 	 2180
i 861 	 2237 	 2907 	 4705
i 309 	 2405 	 2227 	 2676
i 735 	 4727 	 3357 	 3076
i 423 	 177 	 322 	 343
i 1703 	 1808 	 3350 	 2614
i 1536 	 999 	 1496 	 2871
i 355 	 4070 	 1291 	 2667
i 259 	 2857 	 4838 	 2801
i 35 	 2746 	 2507 	 863
i 58 	 4724 	 3530 	 1984
i 1780 	 1887 	 61 	 516
i 821 	 373 	 849 	 1313
i 867 	 4189 	 3918 	 1014
i 73 	 414 	 3875 	 1070
i 1789 	 166 	 3728 	 129
i 1204 	 3566 	 2920 	 3098
i 523 	 427 	 3952 	 1454
i 59 	 2482 	 3429 	 4595
i 1743 	 3480 	 111 	 1415
i 1536 	 950 	 2719 	 1015
i 54 	 1637 	 2019 	 319
i 815 	 894 	 1380 	 1516
i 419 	 108 	 1635 	 4055
i 1465 	 4546 	 2154 	 4967
i 1985 	 1106 	 1421 	 116
i 1430 	 4840 	 4702 	 2938
i 1327 	 4803 	 4344 	 2164
i 300 	 2063 	 3169 	 885
i 1475 	 189 	 1194 	 732
i 428 	 2564 	 2238 	 2116
i 1064 	 3864 	 1171 	 1327
i 1363 	 3316 	 1295 	 3374
i 1764 	 2706 	 3481 	 2991
i 1018 	 3183 	 929 	 868
i 1194 	 273 	 3023 	 3731
i 929 	 1193 	 4606 	 1017
i 547 	 801 	 1739 	 2437
i 1341 	 3968 	 4543 	 1019
i 1132 	 715 	 2337 	 1243
i 1608 	 3622 	 4608 	 3433
i 530 	 3089 	 1425 	 3866
i 507 	 2345 	 4725 	 4250
i 1042 	 2749 	 2981 	 4926
i 1572 	 2588 	 943 	 305
i 1351 	 2673 	 2732 	 1736
i 655 	 2275 	 2745 	 4464
i 1191 	 82 	 708 	 2001
i 1477 	 316 	 435 	 24
i 1357 	 1850 	 3881 	 4658
i 1673 	 3606 	 3909 	 1794
i 540 	 1891 	 1720 	 288
i 1787 	 2654 	 583 	 2850
i 129 	 3305 	 4576 	 1960
i 230 	 2322 	 1425 	 3550
i 957 	 2123 	 552 	 1090
i 970 	 977 	 1105 	 825
i 1126 	 4976 	 484 	 2003
i 1432 	 4383 	 3787 	 4928
i 508 	 508 	 216 	 744
i 1260 	 789 	 3585 	 3471
i 1633 	 3161 	 432 	 4655
i 192 	 1847 	 3206 	 2870
i 1583 	 3748 	 3951 	 1390
i 1886 	 56 	 2205 	 2533
i 11 	 2680 	 4527 	 3606
i 824 	 3314 	 3534 	 3328
i 1524 	 3741 	 4063 	 1966
i 1808 	 2648 	 438 	 3606
i 322 	 860 	 3262 	 1285
i 1078 	 1468 	 4145 	 1658
i 84 	 3097 	 3039 	 4922
i 1256 	 245 	 2456 	 3167
i 1165 	 1983 	 1773 	 4969
i 117 	 308 	 3297 	 4101
i 1615 	 2360 	 1068 	 3561
i 1999 	 1496 	 2167 	 809
i 937 	 429 	 2084 	 44
i 754 	 1230 	 1693 	 2095
i 1726 	 4723 	 2017 	 2462
i 1983 	 4464 	 629 	 2873
i 577 	 2392 	 2843 	 1736
i 1075 	 1140 	 837 	 1730
i 1395 	 1896 	 291 	 3490
i 1352 	 2449 	 4289 	 729
i 1146 	 1373 	 764 	 4747
i 1036 	 2448 	 1842 	 1911
i 867 	 3850 	 4363 	 2129
i 1325 	 4983 	 4993 	 4752
i 949 	 2836 	 1489 	 66
i 1586 	 2317 	 1787 	 2458
i 1680 	 2069 	 948 	 2585
i 1803 	 238 	 3305 	 2378
i 639 	 4059 	 2125 	 4186
c c
W 1042
c end of file

