n 100
c  w 
i 1663 	 3219 	 1835 	 1517
i 202 	 252 	 3907 	 4169
i 1910 	 1066 	 487 	 4117
i 1802 	 4585 	 1253 	 1541
i 292 	 1272 	 659 	 429
i 1926 	 3303 	 3666 	 2016
i 1677 	 3725 	 2871 	 4863
i 120 	 3974 	 4489 	 4455
i 876 	 1325 	 972 	 2693
i 625 	 4870 	 1862 	 1345
i 373 	 2340 	 463 	 443
i 769 	 1706 	 1974 	 2652
i 1187 	 2623 	 3071 	 2785
i 369 	 1738 	 4791 	 121
i 183 	 2662 	 4974 	 759
i 653 	 4464 	 214 	 3820
i 314 	 1177 	 1514 	 2347
i 417 	 3367 	 3683 	 1975
i 281 	 4136 	 2408 	 2623
i 335 	 4373 	 275 	 3802
i 797 	 3337 	 1588 	 2913
i 28 	 1379 	 3025 	 528
i 1612 	 3000 	 1277 	 669
i 984 	 1482 	 4480 	 3244
i 1059 	 994 	 592 	 3688
i 1740 	 4265 	 664 	 59
i 1360 	 3063 	 2673 	 4235
i 973 	 2938 	 3038 	 4423
i 508 	 4616 	 2336 	 1341
i 396 	 362 	 1860 	 28
i 1340 	 3127 	 688 	 816
i 1840 	 168 	 4050 	 2251
i 459 	 4633 	 939 	 505
i 1558 	 1594 	 555 	 2300
i 1858 	 3218 	 1536 	 2083
i 461 	 4564 	 1506 	 2423
i 1672 	 3833 	 3754 	 177
i 1673 	 614 	 195 	 2537
i 1492 	 873 	 3344 	 3333
i 411 	 2395 	 584 	 2175
i 810 	 1514 	 2671 	 926
i 1238 	 3216 	 3217 	 2745
i 572 	 4743 	 4819 	 2582
i 1723 	 1326 	 4995 	 3489
i 62 	 3750 	 3657 	 4335
i 1741 	 3843 	 1873 	 3087
i 1882 	 217 	 1421 	 739
i 1040 	 1995 	 2905 	 4621
i 1399 	 576 	 548 	 1598
i 1512 	 3756 	 4334 	 218
i 1399 	 4153 	 2790 	 2808
i 190 	 2786 	 1297 	 630
i 613 	 4945 	 4955 	 891
i 1514 	 1829 	 3969 	 3495
i 813 	 390 	 4224 	 4629
i 949 	 2130 	 4251 	 875
i 1077 	 4789 	 2464 	 1479
i 1417 	 1798 	 1688 	 2045
i 379 	 4468 	 4843 	 1422
i 900 	 1141 	 2042 	 3781
i 433 	 1998 	 4663 	 4864
i 1526 	 3632 	 3360 	 854
i 1604 	 2584 	 484 	 1388
i 1881 	 4725 	 2254 	 2401
i 1805 	 4709 	 3871 	 3060
i 601 	 559 	 105 	 2450
i 9 	 4938 	 3862 	 2273
i 430 	 905 	 1055 	 2157
i 1156 	 718 	 2021 	 1711
i 1736 	 381 	 2555 	 3353
i 1181 	 3029 	 4732 	 2661
i 1101 	 1987 	 63 	 2269
i 677 	 3925 	 329 	 3194
i 1789 	 424 	 644 	 4493
i 143 	 4496 	 1767 	 1434
i 159 	 2812 	 3581 	 3285
i 1407 	 603 	 4987 	 2861
i 388 	 2543 	 1215 	 3922
i 227 	 948 	 1584 	 3317
i 1169 	 1637 	 587 	 4612
i 223 	 906 	 2806 	 38
i 527 	 3440 	 4522 	 1675
i 1174 	 1289 	 3099 	 3329
i 1636 	 1681 	 1615 	 2613
i 908 	 1602 	 475 	 3239
i 1653 	 1681 	 2162 	 4698
i 1046 	 3736 	 3016 	 545
i 147 	 3593 	 158 	 926
i 1795 	 2954 	 955 	 811
i 556 	 477 	 2477 	 4322
i 701 	 577 	 2651 	 850
i 898 	 4257 	 3454 	 4513
i 342 	 3919 	 2753 	 4985
i 238 	 4905 	 4684 	 3211
i 1456 	 2700 	 3747 	 4005
i 515 	 3895 	 4922 	 783
i 738 	 877 	 1585 	 3235
i 536 	 4052 	 2557 	 3093
i 1847 	 209 	 3934 	 1868
i 1782 	 2388 	 1381 	 316
c c
W 48782
c end of file

