n 100
c  w 
i 1160 	 1922 	 3357 	 3220
i 515 	 4559 	 2376 	 922
i 1653 	 305 	 1514 	 929
i 1068 	 213 	 1971 	 2209
i 546 	 1950 	 541 	 1249
i 198 	 3479 	 4584 	 3035
i 1757 	 2479 	 1486 	 4811
i 1469 	 3734 	 4945 	 1577
i 261 	 3303 	 4787 	 1939
i 1144 	 2164 	 2851 	 1998
i 983 	 4356 	 2917 	 133
i 1824 	 4879 	 2333 	 930
i 730 	 2865 	 2169 	 2321
i 536 	 1753 	 356 	 739
i 1689 	 1833 	 550 	 2898
i 225 	 496 	 4465 	 1215
i 1515 	 4253 	 3145 	 1652
i 566 	 997 	 3640 	 3869
i 139 	 1558 	 3993 	 4904
i 574 	 1326 	 834 	 3258
i 1672 	 2994 	 580 	 525
i 1895 	 927 	 1255 	 3961
i 1099 	 1796 	 1859 	 3309
i 912 	 1325 	 4514 	 1072
i 229 	 2660 	 2715 	 1987
i 1458 	 1356 	 857 	 3992
i 1161 	 4840 	 3896 	 4334
i 465 	 4721 	 2593 	 348
i 1085 	 3163 	 864 	 2453
i 1631 	 2110 	 1415 	 1831
i 1558 	 3264 	 140 	 1179
i 1831 	 4645 	 2242 	 159
i 921 	 4948 	 2137 	 953
i 520 	 2984 	 4935 	 4201
i 1129 	 3832 	 3535 	 3982
i 1421 	 1128 	 4320 	 1270
i 1712 	 185 	 3713 	 3363
i 913 	 128 	 194 	 1182
i 1352 	 324 	 2352 	 2963
i 1984 	 4585 	 3113 	 2265
i 1813 	 250 	 3209 	 839
i 1289 	 3145 	 40 	 1050
i 790 	 3566 	 32 	 532
i 1873 	 4343 	 1793 	 3967
i 1807 	 507 	 2330 	 1805
i 248 	 2515 	 2978 	 3999
i 1131 	 330 	 1962 	 2789
i 1962 	 76 	 55 	 4440
i 124 	 3255 	 280 	 3531
i 558 	 311 	 4572 	 3369
i 1546 	 4594 	 3892 	 3552
i 1575 	 685 	 2520 	 3458
i 471 	 4841 	 263 	 1798
i 941 	 3231 	 797 	 185
i 1420 	 2750 	 2965 	 3459
i 1125 	 3011 	 2900 	 3123
i 505 	 3170 	 1654 	 2657
i 1388 	 1227 	 1027 	 2339
i 327 	 4909 	 892 	 4750
i 236 	 3403 	 3208 	 1767
i 1297 	 3462 	 3556 	 600
i 676 	 4344 	 776 	 246
i 836 	 3732 	 3696 	 4901
i 696 	 1596 	 3024 	 3000
i 1902 	 4669 	 658 	 3229
i 357 	 1675 	 568 	 1709
i 632 	 1451 	 1459 	 2170
i 1937 	 4658 	 3928 	 3089
i 1247 	 2484 	 3679 	 4805
i 730 	 4445 	 51 	 3913
i 1270 	 3737 	 3814 	 4912
i 131 	 1839 	 2912 	 91
i 602 	 3561 	 3310 	 2396
i 92 	 3869 	 4095 	 1812
i 126 	 555 	 3973 	 165
i 83 	 2901 	 3244 	 3325
i 152 	 1924 	 3130 	 2204
i 546 	 3172 	 1117 	 4538
i 762 	 4922 	 4450 	 2234
i 703 	 2363 	 2315 	 3262
i 368 	 625 	 659 	 1151
i 1793 	 4745 	 2954 	 4795
i 118 	 1927 	 4950 	 505
i 1927 	 3195 	 3820 	 204
i 45 	 1951 	 2398 	 1479
i 47 	 3506 	 1018 	 2023
i 1371 	 468 	 4248 	 191
i 1127 	 1563 	 3444 	 3736
i 870 	 4093 	 4877 	 1664
i 1535 	 2831 	 1459 	 4130
i 1899 	 1410 	 4625 	 4567
i 1838 	 3446 	 4762 	 4705
i 157 	 2161 	 1185 	 511
i 265 	 2193 	 2525 	 4087
i 1059 	 1773 	 4269 	 473
i 1330 	 2713 	 4199 	 506
i 721 	 4077 	 2160 	 646
i 762 	 3609 	 4766 	 1657
i 6 	 4392 	 1225 	 4606
i 1134 	 988 	 4312 	 3226
c c
W 977
c end of file

