c Instance Type c
c
n 900
c w	 v1	 v2
i 196	 521 	 606 
i 286	 187 	 270 
i 329	 187 	 209 
i 539	 260 	 214 
i 816	 478 	 543 
i 523	 968 	 927 
i 179	 996 	 990 
i 905	 956 	 941 
i 269	 525 	 446 
i 630	 517 	 557 
i 92	 863 	 943 
i 178	 799 	 736 
i 265	 727 	 729 
i 433	 382 	 292 
i 845	 625 	 699 
i 810	 471 	 449 
i 805	 737 	 751 
i 756	 266 	 261 
i 223	 645 	 694 
i 679	 743 	 718 
i 526	 480 	 473 
i 301	 391 	 420 
i 994	 556 	 638 
i 300	 125 	 93 
i 878	 173 	 110 
i 284	 948 	 1047 
i 987	 408 	 469 
i 164	 917 	 929 
i 765	 454 	 510 
i 476	 228 	 220 
i 892	 564 	 662 
i 208	 981 	 939 
i 709	 667 	 624 
i 726	 588 	 605 
i 797	 894 	 886 
i 738	 173 	 222 
i 74	 173 	 219 
i 981	 889 	 968 
i 367	 499 	 531 
i 500	 307 	 234 
i 10	 720 	 626 
i 988	 711 	 658 
i 614	 970 	 1059 
i 152	 335 	 370 
i 33	 855 	 849 
i 104	 378 	 320 
i 174	 153 	 109 
i 49	 807 	 760 
i 486	 716 	 742 
i 707	 416 	 342 
i 392	 540 	 468 
i 68	 568 	 494 
i 34	 780 	 828 
i 287	 735 	 814 
i 124	 446 	 531 
i 425	 866 	 772 
i 473	 164 	 105 
i 256	 417 	 367 
i 936	 653 	 700 
i 281	 327 	 316 
i 764	 445 	 512 
i 279	 571 	 652 
i 33	 688 	 775 
i 734	 461 	 406 
i 112	 369 	 338 
i 961	 305 	 359 
i 22	 334 	 283 
i 366	 516 	 516 
i 976	 742 	 730 
i 219	 510 	 554 
i 595	 906 	 903 
i 114	 762 	 814 
i 762	 678 	 737 
i 157	 624 	 630 
i 447	 825 	 853 
i 666	 246 	 266 
i 916	 935 	 960 
i 373	 266 	 364 
i 83	 713 	 806 
i 532	 215 	 152 
i 427	 856 	 912 
i 161	 399 	 478 
i 799	 190 	 221 
i 377	 898 	 961 
i 181	 481 	 433 
i 333	 164 	 249 
i 261	 702 	 770 
i 435	 370 	 313 
i 113	 364 	 323 
i 231	 336 	 402 
i 71	 503 	 454 
i 395	 310 	 293 
i 484	 218 	 161 
i 370	 804 	 823 
i 787	 639 	 694 
i 847	 872 	 793 
i 513	 808 	 781 
i 805	 669 	 730 
i 91	 862 	 945 
i 344	 240 	 169 
i 785	 979 	 922 
i 11	 320 	 342 
i 131	 694 	 613 
i 910	 888 	 881 
i 505	 529 	 479 
i 362	 330 	 250 
i 146	 427 	 450 
i 774	 756 	 740 
i 620	 583 	 585 
i 765	 510 	 580 
i 742	 643 	 670 
i 978	 838 	 867 
i 634	 495 	 551 
i 509	 582 	 620 
i 979	 998 	 937 
i 227	 335 	 346 
i 583	 425 	 465 
i 309	 972 	 967 
i 840	 457 	 376 
i 290	 911 	 983 
i 888	 781 	 802 
i 706	 461 	 477 
i 139	 150 	 93 
i 668	 844 	 889 
i 666	 569 	 610 
i 918	 744 	 830 
i 273	 351 	 354 
i 242	 977 	 1042 
i 632	 513 	 546 
i 532	 601 	 692 
i 286	 479 	 547 
i 680	 129 	 139 
i 724	 649 	 686 
i 549	 844 	 815 
i 65	 603 	 507 
i 777	 343 	 431 
i 48	 285 	 227 
i 23	 745 	 736 
i 476	 591 	 508 
i 28	 294 	 318 
i 442	 255 	 336 
i 463	 116 	 133 
i 70	 605 	 567 
i 894	 328 	 399 
i 448	 646 	 730 
i 709	 666 	 706 
i 906	 615 	 664 
i 620	 806 	 860 
i 160	 323 	 272 
i 367	 402 	 357 
i 529	 953 	 996 
i 535	 870 	 806 
i 92	 503 	 452 
i 336	 779 	 707 
i 938	 655 	 673 
i 563	 588 	 548 
i 131	 323 	 264 
i 913	 990 	 1055 
i 153	 788 	 885 
i 480	 119 	 89 
i 428	 364 	 440 
i 282	 113 	 96 
i 723	 273 	 274 
i 476	 495 	 563 
i 88	 623 	 679 
i 625	 260 	 229 
i 863	 528 	 523 
i 852	 712 	 690 
i 614	 559 	 567 
i 624	 547 	 451 
i 909	 862 	 851 
i 911	 758 	 804 
i 95	 240 	 231 
i 528	 692 	 778 
i 105	 554 	 457 
i 273	 361 	 389 
i 742	 669 	 670 
i 419	 204 	 176 
i 922	 551 	 645 
i 414	 144 	 163 
i 260	 163 	 164 
i 987	 563 	 547 
i 133	 325 	 328 
i 786	 730 	 638 
i 286	 669 	 598 
i 567	 686 	 669 
i 196	 370 	 302 
i 300	 821 	 837 
i 795	 253 	 253 
i 832	 230 	 313 
i 892	 763 	 698 
i 402	 326 	 258 
i 643	 699 	 658 
i 340	 268 	 184 
i 968	 307 	 280 
i 616	 437 	 524 
i 908	 811 	 737 
i 707	 954 	 940 
i 867	 581 	 526 
i 3	 139 	 50 
i 736	 955 	 1045 
i 978	 222 	 192 
i 641	 368 	 467 
i 818	 631 	 598 
i 40	 705 	 666 
i 407	 144 	 228 
i 195	 976 	 1041 
i 144	 204 	 211 
i 673	 588 	 568 
i 705	 789 	 770 
i 654	 842 	 770 
i 780	 799 	 723 
i 70	 224 	 276 
i 656	 220 	 235 
i 325	 519 	 542 
i 363	 791 	 696 
i 337	 721 	 664 
i 442	 569 	 541 
i 978	 157 	 64 
i 742	 517 	 565 
i 566	 878 	 857 
i 340	 115 	 50 
i 468	 222 	 171 
i 591	 898 	 978 
i 52	 525 	 470 
i 816	 186 	 203 
i 503	 209 	 294 
i 20	 404 	 377 
i 72	 727 	 696 
i 529	 759 	 677 
i 392	 528 	 559 
i 397	 880 	 979 
i 522	 147 	 139 
i 408	 366 	 276 
i 874	 279 	 200 
i 958	 481 	 565 
i 70	 116 	 101 
i 399	 940 	 928 
i 93	 378 	 381 
i 821	 687 	 596 
i 292	 767 	 754 
i 157	 461 	 527 
i 199	 458 	 429 
i 486	 870 	 922 
i 676	 919 	 946 
i 93	 124 	 143 
i 100	 944 	 977 
i 32	 433 	 346 
i 334	 828 	 759 
i 982	 398 	 493 
i 721	 439 	 393 
i 116	 827 	 812 
i 506	 679 	 704 
i 361	 995 	 917 
i 270	 784 	 841 
i 285	 462 	 538 
i 223	 993 	 1088 
i 585	 696 	 598 
i 393	 754 	 722 
i 716	 894 	 859 
i 86	 875 	 784 
i 891	 227 	 159 
i 531	 606 	 640 
i 525	 274 	 180 
i 284	 373 	 333 
i 679	 185 	 202 
i 672	 967 	 1028 
i 331	 949 	 927 
i 55	 959 	 1016 
i 935	 377 	 377 
i 796	 668 	 685 
i 926	 711 	 706 
i 485	 856 	 758 
i 668	 563 	 570 
i 963	 591 	 654 
i 47	 858 	 857 
i 11	 490 	 424 
i 953	 319 	 319 
i 908	 669 	 680 
i 209	 479 	 477 
i 835	 926 	 883 
i 510	 560 	 502 
i 349	 986 	 1025 
i 858	 995 	 968 
i 398	 582 	 548 
i 239	 421 	 396 
i 666	 864 	 841 
i 901	 126 	 94 
i 530	 571 	 521 
i 944	 176 	 167 
i 862	 612 	 570 
i 368	 867 	 928 
i 353	 168 	 98 
i 347	 789 	 691 
i 877	 226 	 208 
i 227	 520 	 550 
i 74	 856 	 819 
i 92	 312 	 255 
i 609	 616 	 665 
i 683	 839 	 877 
i 247	 359 	 369 
i 99	 621 	 705 
i 164	 448 	 402 
i 926	 585 	 609 
i 57	 596 	 595 
i 518	 961 	 1005 
i 356	 650 	 709 
i 583	 931 	 1009 
i 152	 235 	 234 
i 971	 899 	 835 
i 250	 624 	 609 
i 824	 227 	 232 
i 203	 157 	 195 
i 736	 400 	 423 
i 283	 951 	 985 
i 240	 505 	 443 
i 846	 261 	 270 
i 769	 971 	 897 
i 908	 873 	 829 
i 795	 428 	 378 
i 374	 590 	 590 
i 505	 972 	 937 
i 557	 552 	 558 
i 882	 277 	 230 
i 828	 826 	 835 
i 273	 537 	 594 
i 441	 708 	 734 
i 409	 306 	 286 
i 266	 422 	 384 
i 623	 673 	 594 
i 163	 899 	 895 
i 132	 457 	 554 
i 629	 748 	 756 
i 816	 331 	 316 
i 621	 568 	 518 
i 101	 168 	 173 
i 772	 869 	 962 
i 992	 544 	 519 
i 343	 903 	 931 
i 976	 292 	 245 
i 863	 388 	 373 
i 253	 816 	 828 
i 970	 804 	 741 
i 219	 398 	 299 
i 733	 776 	 801 
i 798	 113 	 158 
i 651	 582 	 582 
i 139	 553 	 551 
i 31	 887 	 954 
i 235	 570 	 632 
i 546	 806 	 841 
i 340	 298 	 383 
i 120	 797 	 876 
i 442	 966 	 889 
i 191	 972 	 1042 
i 195	 640 	 669 
i 724	 399 	 359 
i 222	 844 	 831 
i 96	 393 	 387 
i 612	 248 	 288 
i 395	 970 	 920 
i 606	 681 	 699 
i 379	 618 	 659 
i 341	 528 	 458 
i 310	 633 	 601 
i 905	 501 	 508 
i 230	 190 	 142 
i 56	 457 	 453 
i 373	 848 	 863 
i 527	 377 	 315 
i 494	 115 	 132 
i 136	 338 	 276 
i 707	 863 	 877 
i 177	 605 	 687 
i 764	 740 	 684 
i 204	 156 	 81 
i 293	 634 	 605 
i 682	 867 	 849 
i 512	 408 	 465 
i 812	 923 	 885 
i 817	 205 	 266 
i 73	 726 	 814 
i 919	 897 	 926 
i 476	 516 	 581 
i 184	 438 	 456 
i 236	 635 	 693 
i 825	 748 	 665 
i 676	 176 	 229 
i 12	 543 	 499 
