c Instance Type c
c
n 900
c w	 v1	 v2
i 732	 596 	 634 
i 39	 361 	 341 
i 874	 933 	 933 
i 87	 185 	 226 
i 26	 364 	 413 
i 955	 411 	 416 
i 71	 918 	 874 
i 597	 348 	 251 
i 195	 127 	 181 
i 902	 736 	 677 
i 449	 632 	 720 
i 731	 360 	 455 
i 656	 718 	 788 
i 740	 277 	 365 
i 26	 907 	 1000 
i 363	 682 	 766 
i 271	 262 	 360 
i 538	 512 	 529 
i 557	 527 	 583 
i 261	 325 	 362 
i 847	 511 	 437 
i 128	 459 	 531 
i 810	 441 	 445 
i 997	 311 	 263 
i 894	 258 	 215 
i 537	 227 	 256 
i 707	 156 	 240 
i 159	 148 	 139 
i 627	 671 	 574 
i 869	 478 	 433 
i 320	 198 	 122 
i 712	 317 	 267 
i 84	 197 	 109 
i 309	 660 	 571 
i 475	 892 	 982 
i 605	 257 	 255 
i 656	 835 	 774 
i 699	 764 	 735 
i 330	 283 	 380 
i 743	 297 	 367 
i 841	 543 	 477 
i 74	 653 	 730 
i 171	 877 	 971 
i 789	 932 	 887 
i 668	 985 	 1035 
i 833	 944 	 915 
i 647	 492 	 395 
i 383	 668 	 710 
i 576	 986 	 894 
i 786	 973 	 1030 
i 273	 844 	 869 
i 883	 999 	 1039 
i 746	 898 	 972 
i 670	 872 	 904 
i 653	 231 	 197 
i 591	 902 	 834 
i 20	 332 	 394 
i 647	 346 	 284 
i 631	 981 	 1034 
i 602	 131 	 142 
i 426	 830 	 895 
i 425	 499 	 541 
i 312	 234 	 225 
i 168	 122 	 47 
i 304	 711 	 767 
i 194	 115 	 89 
i 443	 261 	 239 
i 707	 981 	 888 
i 686	 264 	 298 
i 708	 948 	 902 
i 517	 553 	 592 
i 954	 401 	 325 
i 95	 146 	 133 
i 107	 554 	 574 
i 782	 668 	 749 
i 787	 474 	 393 
i 956	 805 	 813 
i 935	 265 	 214 
i 109	 299 	 386 
i 51	 895 	 923 
i 548	 248 	 180 
i 875	 869 	 792 
i 915	 979 	 920 
i 414	 477 	 440 
i 42	 123 	 42 
i 451	 929 	 1006 
i 232	 129 	 197 
i 406	 611 	 666 
i 618	 833 	 910 
i 501	 775 	 862 
i 655	 458 	 454 
i 508	 601 	 573 
i 485	 704 	 659 
i 896	 890 	 927 
i 911	 283 	 329 
i 832	 371 	 307 
i 853	 269 	 251 
i 416	 129 	 192 
i 229	 821 	 808 
i 975	 720 	 807 
i 367	 663 	 681 
i 918	 205 	 125 
i 586	 525 	 542 
i 463	 770 	 766 
i 657	 494 	 472 
i 949	 255 	 200 
i 129	 417 	 333 
i 150	 785 	 784 
i 948	 625 	 669 
i 633	 125 	 165 
i 255	 959 	 872 
i 361	 597 	 694 
i 827	 688 	 702 
i 568	 320 	 226 
i 999	 750 	 788 
i 163	 212 	 240 
i 508	 414 	 467 
i 267	 485 	 568 
i 845	 926 	 999 
i 861	 681 	 681 
i 816	 415 	 466 
i 364	 474 	 397 
i 14	 461 	 549 
i 249	 968 	 970 
i 968	 999 	 1001 
i 82	 724 	 758 
i 423	 404 	 340 
i 844	 198 	 187 
i 762	 126 	 84 
i 405	 896 	 827 
