c Instance Type c
c
n 900
c w	 v1	 v2
i 663	 451 	 484 
i 539	 463 	 450 
i 292	 337 	 381 
i 2	 788 	 857 
i 619	 601 	 683 
i 104	 647 	 663 
i 804	 642 	 676 
i 735	 245 	 214 
i 866	 495 	 487 
i 887	 761 	 805 
i 271	 228 	 204 
i 667	 820 	 904 
i 922	 321 	 263 
i 685	 965 	 908 
i 237	 828 	 894 
i 839	 750 	 837 
i 437	 377 	 425 
i 588	 974 	 969 
i 22	 395 	 363 
i 753	 806 	 752 
i 885	 558 	 558 
i 683	 899 	 833 
i 920	 830 	 748 
i 881	 131 	 186 
i 688	 323 	 225 
i 407	 176 	 246 
i 707	 122 	 80 
i 678	 782 	 857 
i 998	 317 	 397 
i 780	 623 	 653 
i 284	 829 	 836 
i 171	 387 	 331 
i 979	 538 	 466 
i 4	 621 	 525 
i 243	 424 	 466 
i 317	 436 	 359 
i 330	 306 	 371 
i 85	 565 	 565 
i 317	 457 	 457 
i 894	 369 	 325 
i 703	 950 	 963 
i 15	 541 	 588 
i 495	 738 	 781 
i 70	 865 	 909 
i 422	 887 	 979 
i 788	 631 	 587 
i 9	 737 	 758 
i 519	 582 	 620 
i 909	 141 	 43 
i 200	 588 	 669 
i 145	 839 	 860 
i 628	 454 	 478 
i 335	 220 	 143 
i 184	 857 	 794 
i 57	 608 	 629 
i 642	 575 	 554 
i 347	 824 	 805 
i 877	 477 	 561 
i 911	 205 	 271 
i 449	 215 	 121 
i 269	 131 	 66 
i 655	 672 	 733 
i 778	 336 	 264 
i 618	 441 	 406 
i 178	 608 	 584 
i 701	 261 	 166 
i 504	 615 	 589 
i 916	 976 	 925 
i 24	 909 	 841 
i 141	 761 	 782 
i 165	 791 	 866 
i 796	 950 	 956 
i 51	 778 	 740 
i 422	 904 	 989 
i 981	 305 	 226 
i 151	 645 	 706 
i 718	 668 	 630 
i 691	 998 	 943 
i 589	 330 	 280 
i 321	 472 	 450 
i 86	 125 	 136 
i 30	 905 	 875 
i 780	 489 	 469 
i 673	 765 	 829 
i 892	 701 	 762 
i 494	 796 	 887 
i 121	 624 	 659 
i 119	 901 	 874 
i 366	 215 	 305 
i 772	 438 	 393 
i 788	 787 	 759 
i 681	 392 	 370 
i 107	 706 	 640 
i 842	 175 	 243 
i 507	 908 	 955 
i 278	 736 	 682 
i 855	 698 	 668 
i 745	 409 	 402 
i 863	 735 	 801 
i 232	 694 	 715 
i 992	 939 	 918 
i 309	 371 	 286 
i 978	 718 	 654 
i 52	 870 	 775 
i 948	 732 	 738 
i 653	 497 	 559 
i 314	 702 	 735 
i 650	 124 	 106 
i 353	 541 	 496 
i 10	 394 	 395 
i 941	 934 	 933 
i 234	 396 	 457 
i 917	 465 	 522 
i 771	 628 	 695 
i 470	 652 	 709 
i 904	 237 	 225 
i 570	 959 	 1009 
i 585	 663 	 643 
i 70	 141 	 192 
i 389	 386 	 439 
i 315	 837 	 878 
i 636	 392 	 480 
i 35	 222 	 293 
i 617	 922 	 947 
i 226	 779 	 698 
i 369	 591 	 491 
i 323	 982 	 996 
i 944	 764 	 695 
i 978	 235 	 180 
i 289	 908 	 931 
i 107	 700 	 786 
i 423	 440 	 453 
i 549	 388 	 408 
i 462	 262 	 206 
i 214	 821 	 810 
i 754	 909 	 972 
i 735	 913 	 840 
i 470	 533 	 449 
i 610	 675 	 587 
i 507	 878 	 848 
i 171	 539 	 530 
i 541	 479 	 555 
i 853	 985 	 970 
i 24	 632 	 710 
i 823	 829 	 750 
i 722	 337 	 408 
i 624	 172 	 190 
i 100	 295 	 207 
i 734	 369 	 403 
i 598	 424 	 360 
i 80	 736 	 706 
i 494	 253 	 331 
i 477	 147 	 196 
i 65	 528 	 582 
i 872	 431 	 449 
i 127	 525 	 488 
i 196	 400 	 487 
i 404	 929 	 836 
i 695	 986 	 1040 
i 48	 697 	 671 
i 751	 858 	 848 
i 912	 282 	 370 
i 953	 188 	 172 
i 423	 851 	 848 
i 784	 647 	 618 
i 251	 286 	 282 
i 576	 566 	 602 
i 496	 512 	 428 
i 481	 547 	 602 
i 141	 346 	 411 
i 981	 676 	 691 
i 176	 188 	 186 
i 262	 139 	 127 
i 96	 514 	 587 
i 699	 947 	 977 
i 896	 376 	 456 
i 409	 807 	 802 
i 861	 523 	 617 
i 353	 599 	 590 
i 618	 403 	 422 
i 255	 250 	 265 
i 342	 764 	 814 
i 375	 312 	 215 
i 828	 706 	 628 
i 769	 588 	 650 
i 69	 278 	 319 
i 851	 191 	 114 
i 316	 615 	 710 
i 865	 592 	 557 
i 194	 997 	 1086 
i 350	 638 	 578 
i 86	 263 	 271 
i 312	 933 	 1016 
i 982	 946 	 995 
i 520	 156 	 159 
i 708	 876 	 892 
i 798	 616 	 603 
i 367	 718 	 768 
i 908	 698 	 721 
i 905	 991 	 1053 
i 499	 944 	 876 
i 671	 234 	 183 
i 596	 717 	 728 
i 536	 644 	 652 
i 587	 419 	 331 
i 449	 878 	 931 
i 17	 508 	 521 
i 700	 896 	 982 
i 361	 676 	 744 
i 351	 335 	 384 
i 289	 167 	 116 
i 427	 311 	 394 
i 110	 530 	 532 
i 710	 138 	 48 
i 58	 619 	 646 
i 920	 673 	 590 
i 368	 468 	 388 
i 252	 973 	 1033 
i 887	 914 	 846 
i 140	 774 	 777 
i 204	 551 	 611 
i 429	 771 	 717 
i 900	 698 	 666 
i 931	 266 	 176 
i 504	 311 	 232 
i 137	 877 	 782 
i 538	 954 	 933 
i 508	 157 	 186 
i 412	 871 	 878 
i 159	 129 	 164 
i 654	 587 	 662 
i 397	 413 	 374 
i 58	 620 	 561 
i 233	 923 	 851 
i 458	 970 	 998 
i 321	 178 	 234 
i 270	 205 	 168 
i 322	 558 	 623 
i 177	 246 	 194 
i 198	 722 	 701 
i 733	 434 	 344 
i 75	 327 	 316 
i 647	 601 	 602 
i 562	 787 	 834 
i 528	 912 	 851 
i 604	 596 	 599 
i 710	 401 	 458 
i 214	 685 	 606 
i 366	 532 	 489 
i 54	 745 	 741 
i 418	 211 	 154 
i 661	 257 	 215 
i 213	 657 	 744 
i 973	 218 	 218 
i 874	 875 	 780 
i 420	 162 	 188 
i 747	 623 	 591 
i 393	 435 	 446 
i 867	 533 	 617 
i 581	 788 	 883 
i 694	 330 	 308 
i 859	 524 	 435 
i 474	 784 	 737 
i 594	 730 	 678 
i 455	 287 	 210 
i 513	 314 	 321 
i 90	 877 	 833 
i 455	 294 	 329 
i 929	 789 	 797 
i 691	 721 	 645 
i 938	 700 	 763 
i 403	 162 	 197 
i 161	 211 	 141 
i 857	 450 	 498 
i 57	 664 	 603 
i 286	 767 	 809 
i 148	 354 	 414 
i 355	 605 	 556 
i 118	 317 	 254 
i 804	 799 	 874 
i 467	 909 	 972 
i 525	 746 	 689 
i 638	 459 	 434 
i 20	 592 	 539 
i 642	 365 	 323 
i 381	 542 	 557 
i 655	 286 	 331 
i 212	 999 	 915 
i 444	 338 	 277 
i 219	 503 	 403 
i 117	 394 	 388 
i 832	 230 	 329 
i 224	 424 	 450 
i 765	 761 	 791 
i 52	 971 	 930 
i 538	 343 	 378 
i 735	 857 	 823 
i 735	 614 	 622 
i 991	 687 	 784 
i 433	 864 	 805 
i 751	 867 	 831 
i 885	 397 	 328 
i 239	 393 	 369 
i 969	 957 	 886 
i 937	 649 	 588 
i 199	 912 	 959 
i 38	 625 	 619 
i 604	 921 	 862 
i 253	 516 	 455 
i 100	 507 	 533 
i 951	 692 	 668 
i 274	 980 	 933 
i 591	 230 	 231 
i 543	 568 	 563 
i 149	 698 	 680 
i 50	 874 	 896 
i 628	 639 	 668 
i 540	 169 	 119 
i 996	 353 	 354 
i 443	 528 	 549 
i 97	 199 	 210 
i 75	 539 	 605 
i 210	 776 	 760 
i 724	 337 	 429 
i 386	 759 	 681 
i 245	 236 	 168 
i 839	 779 	 837 
i 905	 467 	 433 
i 179	 692 	 657 
i 648	 252 	 306 
i 748	 791 	 864 
i 230	 397 	 485 
i 978	 246 	 176 
i 234	 621 	 696 
i 962	 589 	 541 
i 105	 689 	 690 
i 856	 834 	 803 
i 258	 648 	 598 
i 911	 942 	 928 
i 71	 344 	 259 
i 836	 140 	 205 
i 159	 911 	 822 
i 312	 858 	 765 
i 885	 992 	 945 
i 424	 882 	 828 
i 76	 225 	 192 
i 888	 674 	 612 
i 493	 982 	 972 
i 428	 316 	 288 
i 691	 699 	 685 
i 724	 768 	 721 
i 624	 615 	 600 
i 466	 666 	 714 
i 458	 698 	 723 
i 325	 938 	 847 
i 453	 255 	 179 
i 88	 554 	 456 
i 68	 726 	 727 
i 299	 238 	 324 
i 960	 561 	 586 
i 701	 946 	 915 
i 268	 297 	 391 
i 892	 678 	 666 
i 553	 447 	 526 
i 484	 114 	 58 
i 646	 159 	 194 
i 146	 270 	 322 
i 838	 282 	 348 
i 982	 732 	 658 
i 489	 674 	 592 
i 428	 341 	 399 
i 638	 652 	 564 
i 277	 629 	 719 
i 655	 131 	 132 
i 659	 929 	 1026 
i 713	 239 	 266 
i 892	 840 	 896 
i 86	 630 	 654 
i 784	 481 	 501 
i 418	 597 	 515 
i 676	 678 	 681 
i 285	 494 	 425 
i 868	 548 	 534 
i 891	 506 	 423 
i 812	 956 	 1005 
i 957	 947 	 939 
i 777	 623 	 593 
i 363	 429 	 416 
i 779	 981 	 925 
i 327	 628 	 656 
i 965	 709 	 672 
i 397	 282 	 302 
i 888	 422 	 416 
i 333	 808 	 780 
i 284	 887 	 822 
i 225	 663 	 589 
i 801	 184 	 266 
i 160	 499 	 453 
i 140	 890 	 800 
i 721	 200 	 175 
i 394	 770 	 738 
i 587	 165 	 213 
i 937	 701 	 726 
i 721	 232 	 324 
i 594	 555 	 504 
i 216	 712 	 706 
i 298	 831 	 785 
i 734	 752 	 738 
i 611	 995 	 1009 
i 711	 153 	 111 
i 454	 490 	 527 
i 514	 797 	 751 
i 179	 567 	 509 
i 316	 238 	 324 
i 816	 204 	 209 
i 493	 423 	 471 
i 303	 841 	 749 
i 25	 194 	 248 
i 20	 578 	 555 
i 67	 196 	 115 
i 494	 456 	 466 
i 266	 177 	 89 
i 779	 420 	 368 
i 922	 607 	 618 
i 28	 547 	 522 
i 379	 126 	 199 
i 202	 786 	 720 
i 295	 822 	 761 
i 820	 621 	 563 
i 917	 964 	 920 
i 306	 161 	 216 
i 381	 650 	 558 
i 728	 707 	 771 
i 288	 924 	 972 
i 779	 532 	 586 
i 797	 866 	 796 
i 557	 749 	 719 
i 357	 901 	 930 
i 931	 185 	 178 
i 891	 376 	 352 
i 948	 626 	 663 
i 555	 426 	 340 
i 227	 463 	 522 
i 142	 303 	 220 
i 616	 964 	 1037 
i 465	 760 	 792 
i 183	 894 	 837 
i 72	 318 	 333 
i 156	 892 	 893 
i 454	 419 	 398 
i 34	 760 	 729 
i 388	 485 	 565 
i 784	 547 	 473 
i 1	 368 	 322 
i 960	 445 	 522 
i 691	 326 	 296 
i 573	 915 	 922 
i 805	 220 	 241 
i 685	 733 	 785 
i 33	 295 	 238 
i 763	 651 	 601 
i 184	 961 	 988 
i 675	 875 	 859 
i 965	 991 	 975 
i 342	 344 	 321 
i 584	 244 	 159 
i 489	 558 	 587 
i 612	 146 	 137 
i 313	 686 	 614 
i 520	 476 	 410 
i 129	 670 	 757 
i 85	 893 	 816 
i 945	 572 	 631 
i 935	 949 	 1001 
i 199	 437 	 357 
i 349	 779 	 816 
i 853	 847 	 782 
i 892	 536 	 593 
i 540	 940 	 859 
i 952	 176 	 200 
i 581	 329 	 378 
i 461	 272 	 338 
i 981	 379 	 434 
i 924	 196 	 238 
i 291	 872 	 954 
i 44	 963 	 915 
i 872	 685 	 607 
i 351	 841 	 742 
i 284	 652 	 661 
i 358	 740 	 740 
i 604	 403 	 319 
i 786	 180 	 188 
i 88	 921 	 925 
i 184	 724 	 713 
i 41	 470 	 517 
i 1	 392 	 448 
i 646	 625 	 655 
i 467	 727 	 628 
i 76	 734 	 691 
i 784	 332 	 361 
i 114	 777 	 727 
i 191	 849 	 756 
i 103	 442 	 367 
i 792	 908 	 869 
i 196	 417 	 386 
i 513	 184 	 153 
i 92	 880 	 979 
i 785	 573 	 565 
i 486	 577 	 584 
i 735	 835 	 799 
i 484	 522 	 509 
i 315	 746 	 771 
i 688	 779 	 825 
i 585	 890 	 894 
i 929	 276 	 319 
i 12	 587 	 533 
i 877	 898 	 862 
i 397	 894 	 815 
i 922	 417 	 435 
i 737	 895 	 860 
i 200	 294 	 356 
i 914	 682 	 607 
i 666	 351 	 414 
i 544	 111 	 91 
i 730	 575 	 540 
i 266	 325 	 293 
i 152	 530 	 473 
i 34	 817 	 840 
i 378	 912 	 919 
i 261	 550 	 504 
i 466	 842 	 836 
i 109	 675 	 652 
i 379	 789 	 700 
i 379	 625 	 644 
i 902	 981 	 946 
i 143	 385 	 404 
i 615	 688 	 737 
i 409	 882 	 938 
i 310	 541 	 472 
i 804	 130 	 113 
i 627	 374 	 450 
i 263	 796 	 894 
i 26	 253 	 227 
i 604	 302 	 352 
i 583	 835 	 865 
i 891	 239 	 298 
i 541	 768 	 750 
i 409	 543 	 606 
i 892	 347 	 273 
i 914	 488 	 574 
i 211	 859 	 871 
i 982	 756 	 821 
i 143	 750 	 820 
i 359	 192 	 182 
i 174	 860 	 767 
i 318	 552 	 637 
i 57	 371 	 364 
i 543	 736 	 811 
i 809	 576 	 630 
i 234	 692 	 729 
i 76	 634 	 713 
i 802	 245 	 320 
i 521	 978 	 882 
i 613	 845 	 821 
i 457	 361 	 371 
i 953	 394 	 468 
i 246	 331 	 416 
i 950	 749 	 743 
i 474	 641 	 596 
i 128	 438 	 440 
i 716	 159 	 176 
i 866	 956 	 934 
i 842	 849 	 931 
i 669	 869 	 874 
i 950	 319 	 415 
i 270	 811 	 898 
i 517	 697 	 633 
i 235	 632 	 558 
i 831	 162 	 182 
i 200	 411 	 457 
i 255	 867 	 856 
i 206	 501 	 463 
i 38	 848 	 779 
i 890	 770 	 835 
i 125	 348 	 403 
i 912	 332 	 241 
i 572	 275 	 287 
i 159	 436 	 495 
i 217	 552 	 578 
i 554	 201 	 267 
i 405	 852 	 768 
i 844	 362 	 320 
i 675	 642 	 607 
i 417	 782 	 725 
i 684	 628 	 596 
i 933	 430 	 381 
i 119	 471 	 536 
i 484	 972 	 1069 
i 981	 794 	 734 
i 84	 465 	 516 
i 917	 314 	 246 
i 200	 390 	 291 
i 797	 648 	 684 
i 552	 939 	 858 
i 134	 245 	 301 
i 493	 549 	 592 
i 898	 776 	 843 
i 867	 623 	 587 
i 636	 611 	 571 
i 35	 791 	 768 
i 264	 576 	 536 
i 578	 721 	 721 
i 183	 728 	 688 
i 116	 446 	 516 
i 266	 534 	 631 
i 760	 343 	 338 
i 509	 981 	 956 
i 86	 836 	 785 
i 648	 232 	 308 
i 414	 500 	 583 
i 937	 843 	 779 
i 624	 223 	 274 
i 318	 670 	 758 
i 695	 936 	 847 
i 172	 805 	 769 
i 433	 793 	 709 
i 412	 331 	 349 
i 228	 667 	 702 
i 364	 885 	 850 
i 802	 780 	 827 
i 626	 706 	 741 
i 752	 867 	 827 
i 381	 653 	 676 
i 310	 601 	 563 
i 92	 653 	 649 
i 859	 941 	 1024 
i 107	 126 	 91 
i 733	 653 	 664 
i 604	 366 	 450 
i 358	 656 	 700 
i 28	 424 	 393 
i 878	 137 	 57 
i 488	 404 	 400 
i 40	 954 	 1012 
i 649	 343 	 419 
i 583	 774 	 822 
i 600	 701 	 770 
i 211	 994 	 1010 
i 499	 601 	 538 
i 112	 530 	 538 
i 465	 285 	 299 
i 495	 595 	 584 
i 824	 685 	 772 
i 773	 224 	 319 
i 35	 927 	 952 
i 781	 822 	 763 
i 445	 592 	 653 
i 439	 458 	 361 
i 990	 975 	 978 
i 463	 251 	 277 
i 658	 734 	 653 
i 204	 352 	 370 
i 849	 750 	 732 
i 976	 694 	 631 
i 894	 672 	 616 
i 695	 339 	 239 
i 238	 525 	 514 
i 628	 355 	 432 
i 600	 372 	 447 
i 758	 833 	 801 
i 459	 504 	 603 
i 730	 589 	 529 
i 450	 225 	 135 
i 106	 594 	 499 
i 737	 761 	 845 
i 994	 958 	 981 
i 461	 961 	 1032 
i 735	 471 	 467 
i 31	 371 	 287 
i 843	 262 	 330 
i 286	 565 	 525 
i 824	 564 	 470 
i 953	 745 	 741 
i 497	 791 	 808 
i 228	 816 	 780 
i 182	 747 	 710 
i 139	 407 	 463 
i 543	 279 	 282 
i 836	 708 	 717 
i 7	 782 	 759 
i 518	 642 	 677 
i 29	 909 	 909 
i 741	 937 	 927 
i 507	 475 	 565 
i 300	 997 	 932 
i 16	 397 	 369 
i 350	 681 	 680 
i 538	 486 	 394 
i 211	 945 	 1020 
i 966	 542 	 618 
i 564	 888 	 868 
i 462	 599 	 585 
i 392	 155 	 89 
i 802	 559 	 594 
i 799	 515 	 610 
i 122	 674 	 773 
i 764	 994 	 962 
i 187	 548 	 624 
i 125	 586 	 504 
i 610	 477 	 389 
i 484	 375 	 399 
i 35	 733 	 650 
i 85	 228 	 223 
i 589	 382 	 337 
i 44	 986 	 901 
i 676	 968 	 908 
i 670	 964 	 1056 
i 163	 381 	 311 
i 697	 277 	 232 
i 110	 360 	 437 
i 407	 414 	 388 
i 108	 968 	 949 
i 239	 156 	 153 
i 544	 581 	 496 
i 529	 829 	 753 
i 493	 899 	 958 
i 453	 189 	 182 
i 757	 157 	 183 
i 944	 291 	 256 
i 226	 537 	 524 
i 566	 435 	 503 
i 531	 765 	 855 
i 582	 236 	 174 
i 111	 671 	 717 
i 919	 741 	 693 
i 806	 849 	 900 
i 894	 669 	 610 
i 946	 196 	 289 
i 150	 757 	 839 
i 629	 159 	 86 
i 994	 548 	 588 
i 730	 409 	 355 
i 871	 366 	 429 
i 502	 535 	 620 
i 212	 299 	 368 
i 42	 534 	 564 
i 670	 318 	 327 
i 767	 504 	 502 
i 494	 475 	 503 
i 549	 396 	 350 
i 42	 518 	 471 
i 377	 254 	 353 
i 664	 462 	 536 
i 142	 299 	 273 
i 354	 234 	 250 
i 830	 987 	 1012 
i 64	 678 	 637 
i 506	 276 	 188 
i 916	 716 	 727 
i 238	 400 	 321 
i 696	 643 	 572 
i 857	 881 	 885 
i 253	 880 	 817 
i 464	 765 	 731 
i 603	 207 	 244 
i 589	 727 	 730 
i 228	 394 	 409 
i 414	 658 	 574 
i 95	 714 	 614 
i 420	 321 	 268 
i 19	 416 	 502 
i 885	 548 	 606 
i 751	 125 	 33 
i 487	 293 	 294 
i 596	 588 	 510 
i 289	 308 	 348 
i 608	 766 	 851 
i 224	 392 	 360 
i 902	 467 	 454 
i 140	 467 	 538 
i 483	 679 	 754 
i 974	 620 	 672 
i 991	 435 	 437 
i 197	 474 	 374 
i 734	 926 	 945 
i 955	 136 	 213 
i 693	 758 	 756 
i 10	 694 	 737 
i 410	 998 	 1021 
i 811	 497 	 548 
i 451	 370 	 318 
i 24	 260 	 203 
i 389	 937 	 878 
i 797	 504 	 484 
i 714	 505 	 432 
i 742	 146 	 64 
i 471	 933 	 990 
i 127	 482 	 541 
i 125	 231 	 172 
i 559	 781 	 684 
i 851	 567 	 560 
i 19	 782 	 780 
i 948	 974 	 1050 
i 392	 270 	 305 
i 835	 630 	 608 
i 874	 753 	 680 
i 800	 837 	 858 
i 219	 648 	 694 
i 354	 468 	 539 
i 109	 653 	 636 
i 621	 669 	 622 
i 377	 198 	 155 
i 348	 636 	 582 
i 527	 531 	 556 
i 112	 245 	 237 
i 834	 594 	 561 
i 651	 715 	 642 
i 256	 364 	 334 
i 658	 126 	 167 
i 268	 888 	 951 
i 897	 369 	 356 
i 995	 607 	 669 
i 586	 862 	 794 
i 59	 181 	 218 
i 211	 738 	 798 
i 754	 260 	 286 
i 434	 558 	 515 
i 719	 679 	 687 
i 737	 994 	 933 
i 612	 735 	 728 
i 903	 571 	 543 
i 462	 960 	 931 
i 307	 795 	 884 
i 386	 939 	 839 
i 93	 663 	 606 
i 260	 486 	 580 
i 764	 162 	 142 
i 404	 416 	 340 
i 398	 897 	 969 
i 100	 186 	 180 
i 618	 602 	 577 
i 573	 926 	 993 
i 343	 357 	 285 
i 276	 309 	 314 
i 897	 314 	 338 
i 320	 505 	 581 
i 378	 479 	 508 
i 720	 838 	 747 
i 605	 948 	 937 
i 690	 824 	 833 
i 243	 356 	 288 
i 161	 690 	 737 
i 438	 545 	 461 
i 661	 673 	 644 
i 889	 255 	 205 
i 334	 808 	 822 
i 748	 703 	 793 
i 566	 388 	 422 
i 508	 432 	 387 
i 311	 830 	 923 
i 587	 427 	 369 
i 239	 574 	 548 
i 727	 341 	 402 
i 360	 414 	 408 
i 522	 731 	 702 
i 306	 957 	 995 
i 972	 579 	 567 
i 285	 536 	 437 
i 646	 245 	 248 
i 456	 492 	 557 
i 812	 463 	 445 
i 333	 651 	 681 
i 592	 981 	 957 
i 933	 811 	 858 
i 632	 339 	 291 
i 584	 659 	 672 
i 111	 387 	 394 
i 589	 780 	 844 
i 740	 787 	 781 
i 169	 357 	 442 
i 566	 204 	 251 
i 174	 572 	 486 
i 153	 264 	 296 
i 939	 602 	 621 
i 198	 371 	 316 
i 815	 603 	 665 
i 126	 218 	 302 
i 878	 698 	 700 
i 640	 542 	 492 
i 916	 960 	 944 
i 22	 895 	 992 
i 541	 663 	 595 
i 714	 726 	 688 
i 267	 428 	 378 
i 559	 959 	 949 
i 113	 275 	 228 
i 234	 998 	 976 
i 895	 931 	 885 
i 380	 498 	 580 
i 336	 723 	 788 
c
c
W 224583
c end of file
