c Instance Type o
c
n 150
c w	 v1	 v2
i 1046	 126 	 813 
i 1112	 381 	 605 
i 965	 102 	 904 
i 734	 61 	 850 
i 836	 854 	 115 
i 1245	 656 	 415 
i 1127	 606 	 397 
i 1049	 1 	 979 
i 985	 471 	 519 
i 950	 879 	 218 
i 855	 198 	 723 
i 1139	 966 	 66 
i 940	 782 	 236 
i 983	 182 	 848 
i 1094	 241 	 760 
i 968	 410 	 522 
i 898	 346 	 708 
i 1218	 158 	 896 
i 892	 831 	 116 
i 863	 320 	 603 
i 948	 454 	 509 
i 1138	 789 	 167 
i 932	 558 	 354 
i 832	 863 	 86 
i 1084	 248 	 749 
i 1241	 982 	 106 
i 1010	 574 	 374 
i 951	 685 	 295 
i 1014	 595 	 351 
i 1154	 959 	 78 
i 745	 311 	 589 
i 1019	 774 	 285 
i 957	 731 	 239 
i 1030	 283 	 660 
i 876	 492 	 501 
i 833	 210 	 779 
i 845	 94 	 809 
i 1145	 750 	 291 
i 1158	 178 	 782 
i 971	 850 	 101 
i 1038	 645 	 369 
i 912	 759 	 209 
i 1000	 161 	 753 
i 1145	 630 	 341 
i 1032	 350 	 720 
i 1053	 559 	 352 
i 1081	 669 	 261 
i 1050	 27 	 988 
i 1073	 787 	 129 
i 949	 784 	 303 
i 1106	 337 	 678 
i 798	 898 	 69 
i 861	 259 	 740 
i 999	 976 	 16 
i 951	 913 	 89 
i 880	 320 	 586 
i 1078	 175 	 866 
i 1013	 55 	 958 
i 1039	 643 	 361 
i 969	 536 	 424 
i 869	 692 	 336 
i 985	 422 	 586 
i 1238	 500 	 560 
i 885	 657 	 398 
i 1060	 177 	 861 
i 939	 549 	 352 
i 929	 986 	 21 
i 763	 581 	 366 
i 1087	 84 	 978 
i 1131	 671 	 312 
i 927	 195 	 726 
i 830	 299 	 707 
i 1051	 743 	 163 
i 1095	 688 	 350 
i 1007	 764 	 309 
i 922	 322 	 661 
i 1005	 918 	 73 
i 1207	 224 	 873 
i 977	 266 	 646 
i 880	 830 	 217 
i 965	 702 	 384 
i 1038	 220 	 725 
i 1202	 281 	 814 
i 1016	 144 	 888 
i 917	 786 	 199 
i 1149	 122 	 928 
i 894	 470 	 563 
i 848	 5 	 988 
i 814	 782 	 149 
i 1275	 445 	 652 
i 1189	 530 	 507 
i 928	 728 	 354 
i 773	 462 	 475 
i 1068	 232 	 734 
i 797	 693 	 230 
i 1104	 25 	 904 
i 1085	 773 	 269 
i 1051	 927 	 124 
i 1046	 66 	 916 
i 1149	 274 	 815 
i 930	 221 	 773 
i 839	 103 	 836 
i 1009	 218 	 814 
i 1190	 311 	 768 
i 1157	 68 	 930 
i 879	 255 	 767 
i 1119	 193 	 784 
i 991	 800 	 162 
i 804	 303 	 672 
i 859	 963 	 89 
i 1073	 613 	 462 
i 1175	 954 	 142 
i 883	 207 	 731 
i 904	 649 	 351 
i 1154	 428 	 586 
i 1051	 327 	 738 
i 1045	 470 	 433 
i 932	 326 	 738 
i 944	 899 	 25 
i 866	 973 	 11 
i 901	 993 	 75 
i 854	 489 	 541 
i 975	 189 	 883 
i 1107	 553 	 449 
i 1022	 814 	 273 
i 819	 667 	 285 
i 922	 134 	 913 
i 800	 989 	 6 
i 947	 161 	 931 
i 977	 713 	 374 
i 1258	 920 	 167 
i 976	 4 	 939 
i 978	 65 	 934 
i 1115	 323 	 608 
i 1242	 87 	 995 
i 894	 426 	 601 
i 1215	 594 	 460 
i 1238	 784 	 268 
i 1256	 796 	 289 
i 1186	 934 	 106 
i 1129	 161 	 850 
i 891	 89 	 916 
i 1154	 673 	 352 
i 1282	 122 	 967 
i 1088	 82 	 823 
i 1075	 981 	 55 
i 860	 150 	 760 
i 885	 54 	 975 
i 803	 22 	 955 
i 1117	 951 	 85 
c
c
W 75337
c end of file
