c Instance Type o
c
n 150
c w	 v1	 v2
i 1242	 108 	 946 
i 1069	 843 	 200 
i 1102	 291 	 713 
i 938	 652 	 293 
i 1030	 452 	 508 
i 827	 253 	 718 
i 822	 112 	 876 
i 1210	 687 	 397 
i 994	 34 	 948 
i 1015	 657 	 377 
i 947	 807 	 249 
i 1203	 779 	 245 
i 1072	 344 	 739 
i 1090	 92 	 916 
i 708	 574 	 329 
i 902	 251 	 702 
i 1102	 392 	 584 
i 1008	 477 	 436 
i 862	 293 	 627 
i 863	 825 	 227 
i 1137	 279 	 734 
i 943	 506 	 463 
i 978	 455 	 583 
i 1230	 927 	 135 
i 1146	 633 	 337 
i 906	 646 	 375 
i 937	 20 	 879 
i 1062	 836 	 159 
i 1162	 575 	 478 
i 1045	 931 	 100 
i 923	 960 	 122 
i 956	 772 	 203 
i 925	 209 	 858 
i 1224	 560 	 492 
i 893	 481 	 497 
i 1065	 422 	 485 
i 1070	 634 	 277 
i 1029	 232 	 847 
i 852	 900 	 94 
i 1076	 673 	 307 
i 1018	 209 	 763 
i 1125	 314 	 612 
i 1101	 767 	 201 
i 1121	 913 	 169 
i 1174	 843 	 133 
i 876	 133 	 928 
i 797	 30 	 927 
i 1242	 926 	 117 
i 1003	 302 	 712 
i 1099	 448 	 500 
i 888	 191 	 799 
i 1006	 807 	 246 
i 1097	 806 	 200 
i 1043	 641 	 348 
i 768	 239 	 719 
i 1117	 235 	 749 
i 901	 273 	 717 
i 1156	 373 	 602 
i 1047	 373 	 663 
i 1036	 846 	 79 
i 857	 725 	 238 
i 789	 970 	 17 
i 1104	 354 	 733 
i 1202	 84 	 921 
i 978	 721 	 342 
i 994	 746 	 163 
i 831	 580 	 384 
i 1059	 859 	 180 
i 806	 813 	 99 
i 1030	 343 	 740 
i 1103	 121 	 906 
i 1150	 356 	 665 
i 1196	 362 	 731 
i 849	 905 	 9 
i 914	 898 	 155 
i 884	 187 	 815 
i 930	 900 	 19 
i 953	 71 	 992 
i 971	 623 	 430 
i 805	 859 	 62 
i 1086	 229 	 716 
i 1010	 920 	 105 
i 1062	 743 	 347 
i 1061	 504 	 566 
i 950	 841 	 209 
i 1199	 996 	 97 
i 1213	 202 	 866 
i 1209	 731 	 351 
i 1068	 957 	 76 
i 1058	 253 	 725 
i 1196	 464 	 560 
i 1016	 317 	 691 
i 944	 781 	 175 
i 988	 212 	 846 
i 858	 691 	 335 
i 849	 941 	 99 
i 1210	 708 	 357 
i 1121	 571 	 440 
i 927	 391 	 612 
i 1154	 979 	 93 
i 877	 679 	 267 
i 1159	 611 	 399 
i 830	 133 	 833 
i 1189	 604 	 404 
i 1005	 931 	 40 
i 804	 14 	 905 
i 837	 36 	 984 
i 1033	 900 	 91 
i 918	 677 	 392 
i 1238	 989 	 91 
i 852	 696 	 304 
i 987	 26 	 888 
i 756	 899 	 50 
i 1062	 61 	 976 
i 1108	 13 	 975 
i 1250	 598 	 461 
i 1212	 812 	 254 
i 976	 856 	 191 
i 851	 463 	 519 
i 780	 587 	 393 
i 921	 483 	 435 
i 974	 615 	 309 
i 1053	 299 	 604 
i 1008	 317 	 599 
i 925	 881 	 37 
i 965	 682 	 356 
i 862	 662 	 339 
i 1128	 528 	 444 
i 986	 853 	 212 
i 1035	 27 	 925 
i 1136	 28 	 986 
i 1174	 535 	 467 
i 1244	 162 	 900 
i 733	 40 	 877 
i 755	 771 	 129 
i 1171	 291 	 747 
i 906	 609 	 361 
i 1158	 764 	 312 
i 1059	 655 	 391 
i 1245	 959 	 107 
i 1195	 667 	 390 
i 907	 475 	 489 
i 864	 407 	 589 
i 924	 363 	 641 
i 881	 403 	 555 
i 816	 541 	 475 
i 879	 376 	 562 
i 985	 717 	 374 
i 1210	 424 	 598 
i 1131	 958 	 81 
c
c
W 75859
c end of file
