c Instance Type c
c
n 800
c w	 v1	 v2
i 854	 596 	 576 
i 135	 899 	 970 
i 288	 248 	 282 
i 553	 818 	 848 
i 939	 485 	 434 
i 439	 235 	 265 
i 115	 352 	 438 
i 945	 306 	 252 
i 426	 520 	 615 
i 622	 703 	 668 
i 168	 121 	 57 
i 55	 478 	 441 
i 209	 350 	 370 
i 5	 950 	 881 
i 426	 643 	 562 
i 566	 865 	 872 
i 838	 554 	 584 
i 59	 492 	 511 
i 519	 697 	 601 
i 186	 677 	 706 
i 197	 969 	 1031 
i 610	 242 	 315 
i 880	 524 	 439 
i 824	 173 	 89 
i 423	 313 	 314 
i 271	 400 	 314 
i 769	 877 	 959 
i 199	 568 	 662 
i 858	 210 	 207 
i 496	 230 	 265 
i 461	 803 	 877 
i 609	 637 	 633 
i 75	 519 	 491 
i 144	 588 	 525 
i 372	 660 	 681 
i 698	 223 	 299 
i 561	 289 	 319 
i 75	 211 	 280 
i 187	 185 	 226 
i 321	 621 	 561 
i 100	 332 	 364 
i 692	 219 	 173 
i 152	 648 	 617 
i 688	 970 	 968 
i 307	 247 	 319 
i 433	 789 	 801 
i 633	 682 	 606 
i 747	 371 	 310 
i 831	 237 	 213 
i 406	 865 	 905 
i 655	 157 	 217 
i 777	 747 	 746 
i 381	 990 	 1019 
i 348	 410 	 377 
i 502	 847 	 875 
i 265	 726 	 641 
i 908	 337 	 378 
i 202	 446 	 437 
i 344	 621 	 578 
i 193	 963 	 1001 
i 245	 700 	 669 
i 961	 526 	 451 
i 950	 968 	 969 
i 288	 655 	 726 
i 117	 954 	 925 
i 809	 637 	 661 
i 64	 705 	 711 
i 440	 447 	 493 
i 15	 853 	 768 
i 973	 220 	 173 
i 636	 837 	 839 
i 105	 258 	 252 
i 69	 369 	 354 
i 681	 820 	 862 
i 630	 691 	 756 
i 223	 120 	 147 
i 891	 672 	 712 
i 270	 255 	 183 
i 106	 905 	 836 
i 229	 972 	 898 
i 46	 322 	 375 
i 211	 778 	 852 
i 502	 311 	 399 
i 300	 689 	 713 
i 953	 434 	 384 
i 963	 282 	 277 
i 595	 850 	 823 
i 757	 585 	 612 
i 651	 712 	 760 
i 620	 852 	 946 
i 858	 968 	 871 
i 609	 761 	 706 
i 834	 647 	 692 
i 485	 594 	 500 
i 848	 258 	 354 
i 42	 482 	 571 
i 873	 905 	 913 
i 408	 342 	 301 
i 85	 908 	 998 
i 918	 679 	 693 
i 883	 653 	 638 
i 615	 668 	 575 
i 219	 871 	 945 
i 763	 631 	 602 
i 928	 657 	 598 
i 347	 642 	 591 
i 240	 595 	 519 
