c Instance Type o
c
n 100
c w	 v1	 v2
i 1083	 18 	 941 
i 987	 322 	 721 
i 904	 541 	 413 
i 1089	 990 	 96 
i 1184	 131 	 943 
i 1022	 349 	 643 
i 1094	 800 	 297 
i 957	 613 	 330 
i 993	 109 	 847 
i 1104	 749 	 157 
i 912	 264 	 645 
i 855	 76 	 889 
i 1083	 438 	 645 
i 1031	 814 	 267 
i 805	 324 	 582 
i 1061	 101 	 875 
i 1016	 676 	 260 
i 1228	 171 	 889 
i 964	 707 	 374 
i 928	 300 	 731 
i 1003	 298 	 786 
i 1169	 805 	 294 
i 994	 33 	 924 
i 949	 534 	 415 
i 1033	 909 	 109 
i 1204	 157 	 877 
i 814	 869 	 100 
i 1169	 570 	 433 
i 1075	 491 	 454 
i 999	 699 	 306 
i 1035	 943 	 129 
i 988	 243 	 783 
i 1176	 918 	 121 
i 776	 511 	 428 
i 978	 13 	 898 
i 889	 552 	 400 
i 1004	 479 	 447 
i 927	 594 	 446 
i 916	 511 	 427 
i 1268	 337 	 741 
i 1188	 823 	 244 
i 890	 232 	 683 
i 940	 638 	 461 
i 921	 482 	 519 
i 968	 576 	 428 
i 984	 245 	 669 
i 1133	 588 	 422 
i 934	 284 	 644 
i 1115	 502 	 529 
i 1141	 949 	 150 
i 1045	 926 	 142 
i 919	 730 	 179 
i 1046	 169 	 868 
i 747	 271 	 662 
i 1072	 573 	 476 
i 1152	 983 	 116 
i 890	 658 	 357 
i 1007	 468 	 604 
i 1223	 983 	 42 
i 1159	 694 	 268 
i 1072	 300 	 647 
i 1240	 744 	 350 
i 949	 270 	 657 
i 1071	 794 	 187 
i 1085	 829 	 267 
i 1079	 388 	 705 
i 794	 23 	 953 
i 1081	 211 	 706 
i 824	 548 	 366 
i 1089	 545 	 508 
i 1045	 540 	 373 
i 1183	 354 	 708 
i 1093	 219 	 697 
i 1016	 773 	 302 
i 976	 501 	 540 
i 907	 974 	 12 
i 1093	 441 	 481 
i 774	 488 	 477 
i 914	 398 	 677 
i 1132	 674 	 310 
i 1268	 266 	 826 
i 1063	 98 	 863 
i 1143	 901 	 106 
i 1049	 844 	 117 
i 1033	 199 	 862 
i 1067	 536 	 520 
i 1002	 840 	 104 
i 1232	 770 	 272 
i 1063	 793 	 128 
i 967	 892 	 164 
i 805	 763 	 146 
i 952	 705 	 224 
i 746	 463 	 446 
i 1038	 305 	 773 
i 794	 27 	 883 
i 1223	 458 	 567 
i 927	 985 	 54 
i 1120	 633 	 314 
i 723	 610 	 295 
i 1217	 465 	 620 
c
c
W 50995
c end of file
