c Instance Type o
c
n 100
c w	 v1	 v2
i 1061	 705 	 303 
i 853	 374 	 571 
i 989	 50 	 891 
i 1103	 325 	 594 
i 783	 785 	 165 
i 1039	 170 	 783 
i 1157	 438 	 645 
i 972	 779 	 150 
i 1092	 977 	 120 
i 1040	 588 	 481 
i 1198	 377 	 632 
i 883	 11 	 991 
i 1088	 283 	 811 
i 997	 904 	 58 
i 1054	 865 	 51 
i 832	 948 	 38 
i 852	 665 	 373 
i 867	 350 	 643 
i 886	 958 	 63 
i 710	 447 	 459 
i 1006	 875 	 107 
i 979	 850 	 134 
i 993	 54 	 954 
i 1127	 540 	 482 
i 1134	 129 	 866 
i 868	 974 	 53 
i 1034	 92 	 824 
i 894	 129 	 858 
i 1066	 316 	 663 
i 1171	 479 	 590 
i 912	 490 	 554 
i 1025	 53 	 934 
i 946	 540 	 485 
i 1082	 4 	 912 
i 915	 766 	 192 
i 1081	 614 	 339 
i 1135	 717 	 254 
i 938	 514 	 483 
i 1162	 782 	 278 
i 996	 500 	 456 
i 984	 257 	 797 
i 1224	 427 	 638 
i 954	 22 	 922 
i 1049	 325 	 648 
i 1120	 241 	 685 
i 951	 634 	 415 
i 1038	 455 	 537 
i 938	 367 	 729 
i 1216	 721 	 331 
i 828	 476 	 475 
i 1179	 79 	 913 
i 1206	 404 	 685 
i 957	 303 	 790 
i 969	 828 	 129 
i 1071	 520 	 485 
i 898	 507 	 425 
i 1175	 763 	 260 
i 1242	 380 	 717 
i 1090	 485 	 556 
i 1090	 396 	 540 
i 914	 590 	 362 
i 973	 559 	 474 
i 1021	 354 	 740 
i 1103	 515 	 544 
i 803	 46 	 900 
i 988	 712 	 353 
i 1189	 128 	 889 
i 1174	 11 	 996 
i 1041	 872 	 118 
i 1195	 498 	 572 
i 818	 385 	 602 
i 997	 791 	 108 
i 1056	 144 	 826 
i 1079	 463 	 610 
i 1194	 75 	 985 
i 1090	 219 	 806 
i 952	 528 	 522 
i 942	 459 	 593 
i 1099	 378 	 649 
i 926	 6 	 907 
i 1193	 818 	 185 
i 1151	 895 	 66 
i 922	 642 	 348 
i 963	 359 	 724 
i 944	 875 	 223 
i 1038	 712 	 229 
i 1047	 377 	 671 
i 844	 632 	 307 
i 1176	 858 	 157 
i 831	 540 	 476 
i 993	 74 	 895 
i 1092	 49 	 894 
i 949	 25 	 992 
i 858	 355 	 603 
i 830	 555 	 378 
i 1060	 670 	 407 
i 830	 413 	 538 
i 1040	 911 	 169 
i 1241	 176 	 874 
i 976	 80 	 872 
c
c
W 50816
c end of file
