c Instance Type o
c
n 150
c w	 v1	 v2
i 842	 99 	 871 
i 930	 817 	 185 
i 887	 990 	 57 
i 944	 758 	 221 
i 823	 66 	 880 
i 1019	 368 	 708 
i 1227	 638 	 440 
i 1004	 898 	 116 
i 902	 124 	 939 
i 1139	 967 	 53 
i 862	 454 	 546 
i 1031	 634 	 329 
i 877	 955 	 45 
i 946	 57 	 852 
i 1076	 471 	 455 
i 1102	 666 	 333 
i 976	 26 	 890 
i 795	 899 	 7 
i 747	 376 	 555 
i 902	 476 	 448 
i 1195	 276 	 740 
i 848	 432 	 510 
i 964	 104 	 829 
i 1003	 298 	 647 
i 1151	 891 	 148 
i 885	 767 	 205 
i 946	 525 	 452 
i 941	 176 	 781 
i 1082	 401 	 632 
i 1028	 442 	 486 
i 917	 887 	 96 
i 1091	 835 	 235 
i 1181	 103 	 988 
i 1132	 680 	 270 
i 990	 327 	 601 
i 891	 108 	 974 
i 953	 390 	 597 
i 1104	 812 	 210 
i 852	 274 	 628 
i 999	 897 	 94 
i 1144	 649 	 319 
i 1122	 985 	 20 
i 1054	 539 	 416 
i 893	 265 	 827 
i 816	 221 	 736 
i 802	 876 	 102 
i 1057	 899 	 158 
i 865	 315 	 704 
i 858	 22 	 984 
i 1088	 397 	 656 
i 1166	 917 	 76 
i 825	 858 	 122 
i 1046	 651 	 437 
i 883	 400 	 540 
i 1044	 402 	 583 
i 778	 551 	 409 
i 1072	 613 	 327 
i 975	 114 	 889 
i 928	 230 	 777 
i 916	 361 	 726 
i 1075	 950 	 128 
i 1201	 885 	 157 
i 1072	 1 	 935 
i 872	 398 	 654 
i 923	 757 	 175 
i 1157	 406 	 637 
i 1161	 451 	 514 
i 992	 283 	 705 
i 855	 714 	 320 
i 1100	 18 	 885 
i 1228	 92 	 997 
i 1099	 585 	 489 
i 1245	 484 	 590 
i 1030	 326 	 627 
i 1048	 376 	 528 
i 1018	 855 	 131 
i 1240	 640 	 436 
i 874	 631 	 301 
i 888	 143 	 933 
i 906	 196 	 883 
i 920	 189 	 909 
i 1150	 38 	 941 
i 1031	 602 	 309 
i 804	 531 	 445 
i 891	 226 	 826 
i 1027	 88 	 927 
i 916	 667 	 283 
i 1110	 579 	 498 
i 927	 936 	 5 
i 943	 968 	 29 
i 898	 37 	 919 
i 1159	 93 	 893 
i 1102	 21 	 884 
i 968	 821 	 195 
i 918	 891 	 171 
i 1191	 989 	 99 
i 818	 521 	 491 
i 1122	 937 	 23 
i 1090	 521 	 394 
i 858	 987 	 5 
i 948	 353 	 563 
i 748	 709 	 226 
i 774	 643 	 296 
i 972	 637 	 266 
i 1001	 18 	 989 
i 1033	 160 	 920 
i 1175	 919 	 76 
i 832	 936 	 58 
i 947	 842 	 234 
i 964	 780 	 293 
i 905	 945 	 34 
i 1083	 526 	 560 
i 1091	 559 	 455 
i 1026	 647 	 294 
i 994	 321 	 623 
i 987	 805 	 172 
i 1139	 190 	 770 
i 870	 141 	 806 
i 791	 238 	 678 
i 896	 416 	 657 
i 973	 644 	 418 
i 889	 959 	 47 
i 1192	 454 	 625 
i 1205	 148 	 860 
i 961	 861 	 211 
i 1077	 488 	 545 
i 1166	 16 	 983 
i 828	 964 	 0 
i 846	 274 	 673 
i 876	 463 	 567 
i 1130	 521 	 438 
i 856	 800 	 150 
i 843	 11 	 967 
i 1154	 793 	 278 
i 1072	 788 	 255 
i 819	 12 	 910 
i 784	 622 	 321 
i 778	 541 	 395 
i 929	 702 	 289 
i 888	 950 	 138 
i 892	 66 	 907 
i 1041	 993 	 26 
i 857	 260 	 690 
i 759	 424 	 485 
i 1206	 133 	 934 
i 891	 705 	 364 
i 931	 949 	 71 
i 886	 54 	 846 
i 1213	 160 	 882 
i 1173	 505 	 527 
c
c
W 73817
c end of file
