c Instance Type o
c
n 150
c w	 v1	 v2
i 1048	 648 	 259 
i 989	 439 	 629 
i 1084	 707 	 301 
i 928	 857 	 193 
i 834	 134 	 847 
i 1064	 434 	 630 
i 820	 562 	 364 
i 943	 589 	 412 
i 1055	 801 	 112 
i 1187	 771 	 238 
i 1147	 916 	 36 
i 1160	 769 	 258 
i 910	 74 	 885 
i 791	 764 	 175 
i 1023	 961 	 46 
i 993	 95 	 954 
i 963	 596 	 369 
i 887	 831 	 253 
i 876	 187 	 857 
i 1022	 44 	 926 
i 1166	 990 	 45 
i 986	 979 	 21 
i 1073	 813 	 136 
i 707	 192 	 710 
i 1035	 323 	 772 
i 761	 862 	 51 
i 1014	 225 	 808 
i 948	 721 	 278 
i 875	 729 	 308 
i 1080	 809 	 236 
i 1242	 440 	 603 
i 909	 270 	 769 
i 973	 737 	 265 
i 1018	 549 	 491 
i 873	 564 	 340 
i 1077	 914 	 165 
i 780	 35 	 879 
i 1133	 487 	 580 
i 952	 860 	 152 
i 843	 956 	 54 
i 1183	 546 	 516 
i 917	 545 	 371 
i 871	 722 	 342 
i 1062	 152 	 821 
i 1187	 598 	 489 
i 1059	 22 	 981 
i 1179	 519 	 557 
i 1010	 684 	 289 
i 809	 350 	 595 
i 950	 701 	 235 
i 986	 784 	 262 
i 929	 588 	 367 
i 802	 93 	 806 
i 981	 112 	 817 
i 1075	 835 	 214 
i 1020	 587 	 467 
i 877	 230 	 727 
i 1166	 986 	 111 
i 1126	 581 	 383 
i 741	 741 	 163 
i 1192	 277 	 784 
i 821	 628 	 350 
i 823	 65 	 915 
i 923	 324 	 695 
i 821	 954 	 63 
i 1016	 521 	 382 
i 807	 937 	 41 
i 766	 239 	 708 
i 1015	 911 	 155 
i 971	 816 	 196 
i 952	 910 	 159 
i 1034	 739 	 253 
i 843	 847 	 158 
i 1158	 956 	 123 
i 914	 218 	 843 
i 828	 230 	 735 
i 894	 15 	 915 
i 1056	 90 	 906 
i 971	 139 	 844 
i 759	 513 	 433 
i 1088	 912 	 27 
i 1013	 122 	 955 
i 1195	 727 	 319 
i 1128	 823 	 214 
i 1096	 521 	 560 
i 1074	 656 	 270 
i 785	 814 	 115 
i 1006	 225 	 722 
i 802	 876 	 99 
i 999	 348 	 730 
i 1040	 383 	 677 
i 1019	 257 	 828 
i 858	 598 	 432 
i 1099	 470 	 525 
i 1166	 199 	 900 
i 1152	 738 	 292 
i 1176	 608 	 385 
i 918	 748 	 290 
i 1045	 397 	 616 
i 1072	 464 	 619 
i 870	 768 	 191 
i 893	 219 	 792 
i 1073	 555 	 375 
i 959	 626 	 398 
i 998	 386 	 678 
i 1182	 55 	 931 
i 917	 861 	 72 
i 944	 820 	 263 
i 1026	 21 	 916 
i 1111	 601 	 454 
i 1172	 75 	 920 
i 1053	 354 	 699 
i 1025	 560 	 403 
i 1001	 420 	 669 
i 808	 757 	 209 
i 1042	 95 	 880 
i 1082	 87 	 859 
i 1017	 547 	 366 
i 747	 701 	 216 
i 1180	 425 	 613 
i 990	 68 	 960 
i 781	 12 	 900 
i 1033	 512 	 523 
i 896	 169 	 750 
i 1182	 451 	 620 
i 957	 558 	 532 
i 873	 228 	 678 
i 992	 68 	 929 
i 988	 828 	 128 
i 951	 904 	 139 
i 870	 761 	 294 
i 920	 168 	 889 
i 1094	 341 	 618 
i 1169	 836 	 157 
i 1203	 281 	 803 
i 1076	 61 	 915 
i 1157	 229 	 812 
i 1004	 648 	 406 
i 1085	 138 	 882 
i 951	 718 	 283 
i 880	 989 	 29 
i 1133	 28 	 927 
i 954	 187 	 868 
i 1065	 27 	 950 
i 1142	 967 	 118 
i 939	 766 	 324 
i 1068	 518 	 417 
i 1109	 309 	 757 
i 977	 685 	 408 
i 1125	 348 	 689 
c
c
W 74529
c end of file
