c Instance Type c
c
n 700
c w	 v1	 v2
i 659	 706 	 715 
i 512	 268 	 284 
i 354	 474 	 476 
i 121	 479 	 440 
i 249	 977 	 903 
i 334	 728 	 676 
i 695	 674 	 753 
i 724	 499 	 572 
i 804	 360 	 354 
i 767	 580 	 646 
i 437	 877 	 875 
i 614	 476 	 376 
i 23	 994 	 965 
i 437	 561 	 556 
i 411	 834 	 879 
i 106	 950 	 862 
i 738	 276 	 327 
i 176	 183 	 179 
i 457	 954 	 910 
i 984	 485 	 395 
i 846	 336 	 333 
i 258	 774 	 694 
i 251	 778 	 702 
i 758	 207 	 219 
i 572	 632 	 726 
i 516	 390 	 305 
i 702	 444 	 507 
i 784	 227 	 325 
i 732	 654 	 643 
i 154	 907 	 893 
i 408	 953 	 908 
i 155	 498 	 505 
i 904	 589 	 646 
i 14	 699 	 708 
i 600	 309 	 232 
i 914	 285 	 311 
i 290	 354 	 321 
i 421	 191 	 114 
i 32	 184 	 254 
i 927	 582 	 483 
i 874	 967 	 949 
i 311	 325 	 338 
i 848	 802 	 796 
i 511	 612 	 609 
i 734	 208 	 125 
i 931	 312 	 212 
i 206	 875 	 832 
i 296	 283 	 324 
i 379	 389 	 437 
i 909	 258 	 291 
i 872	 263 	 271 
i 115	 630 	 700 
i 892	 246 	 286 
i 456	 666 	 608 
i 566	 209 	 298 
i 792	 285 	 360 
i 652	 285 	 201 
i 846	 542 	 518 
i 160	 284 	 335 
i 326	 943 	 976 
i 497	 649 	 657 
i 82	 243 	 274 
i 234	 114 	 123 
i 858	 738 	 638 
i 968	 928 	 942 
i 165	 882 	 854 
i 361	 774 	 676 
i 846	 849 	 921 
i 42	 298 	 202 
i 978	 972 	 941 
i 584	 677 	 745 
i 733	 269 	 353 
i 737	 852 	 783 
i 444	 450 	 353 
i 363	 454 	 551 
i 231	 961 	 891 
i 976	 394 	 396 
i 807	 406 	 377 
i 18	 282 	 261 
i 987	 301 	 276 
i 624	 609 	 701 
i 803	 469 	 507 
i 637	 403 	 389 
i 20	 544 	 619 
i 405	 559 	 506 
i 362	 546 	 539 
i 680	 680 	 669 
i 13	 246 	 196 
i 206	 563 	 517 
i 420	 918 	 869 
i 980	 364 	 440 
i 384	 330 	 367 
i 712	 948 	 912 
i 200	 443 	 411 
i 704	 333 	 382 
i 194	 545 	 466 
i 835	 963 	 1020 
i 986	 471 	 531 
i 496	 696 	 597 
i 405	 938 	 923 
i 690	 278 	 259 
i 936	 175 	 233 
i 878	 784 	 784 
i 252	 183 	 223 
i 502	 487 	 468 
i 990	 263 	 283 
i 949	 360 	 347 
i 354	 173 	 157 
i 14	 886 	 969 
i 943	 893 	 857 
i 133	 385 	 287 
i 205	 748 	 838 
i 962	 563 	 628 
i 44	 122 	 38 
i 468	 748 	 764 
i 639	 222 	 236 
i 919	 757 	 761 
i 989	 256 	 331 
i 862	 633 	 710 
i 742	 562 	 628 
i 51	 850 	 943 
i 767	 863 	 797 
i 276	 819 	 745 
i 289	 667 	 602 
i 7	 739 	 767 
i 132	 367 	 323 
i 859	 876 	 816 
i 24	 451 	 389 
i 611	 342 	 253 
i 119	 243 	 302 
i 951	 984 	 1053 
i 798	 954 	 976 
i 595	 216 	 294 
i 222	 335 	 270 
i 927	 492 	 429 
i 217	 176 	 139 
i 79	 428 	 363 
i 462	 609 	 549 
i 721	 781 	 843 
i 871	 830 	 916 
i 854	 650 	 726 
i 802	 514 	 549 
i 921	 172 	 126 
i 174	 964 	 963 
i 603	 235 	 219 
i 676	 400 	 428 
i 34	 683 	 726 
i 594	 840 	 776 
i 349	 129 	 209 
i 158	 850 	 904 
i 764	 788 	 813 
i 219	 682 	 668 
i 288	 397 	 367 
i 247	 641 	 646 
i 387	 193 	 118 
