c Instance Type c
c
n 700
c w	 v1	 v2
i 118	 793 	 715 
i 972	 471 	 434 
i 904	 603 	 514 
i 7	 762 	 725 
i 989	 326 	 234 
i 252	 967 	 1018 
i 648	 584 	 669 
i 276	 606 	 567 
i 47	 343 	 259 
i 329	 543 	 444 
i 97	 538 	 462 
i 501	 637 	 556 
i 56	 917 	 817 
i 787	 968 	 869 
i 30	 360 	 459 
i 993	 397 	 347 
i 526	 183 	 262 
i 84	 120 	 55 
i 346	 393 	 337 
i 832	 467 	 477 
i 313	 473 	 502 
i 904	 584 	 513 
i 812	 671 	 611 
i 777	 673 	 771 
i 58	 681 	 585 
i 380	 680 	 582 
i 462	 903 	 911 
i 472	 813 	 837 
i 790	 969 	 1062 
i 192	 277 	 337 
i 600	 766 	 688 
i 133	 452 	 355 
i 763	 583 	 649 
i 397	 764 	 785 
i 39	 756 	 789 
i 678	 774 	 683 
i 570	 787 	 788 
i 360	 378 	 473 
i 325	 932 	 985 
i 512	 905 	 997 
i 249	 729 	 741 
i 633	 830 	 869 
i 165	 846 	 837 
i 899	 695 	 766 
i 625	 346 	 424 
i 371	 937 	 951 
i 132	 977 	 905 
i 432	 539 	 539 
i 357	 521 	 586 
i 251	 316 	 283 
i 945	 283 	 300 
i 755	 782 	 726 
i 582	 511 	 488 
i 240	 919 	 875 
i 505	 790 	 871 
i 435	 695 	 651 
i 410	 314 	 296 
i 891	 440 	 508 
i 354	 886 	 826 
i 585	 732 	 722 
i 778	 144 	 123 
i 534	 667 	 597 
i 984	 864 	 910 
i 893	 317 	 411 
i 658	 570 	 565 
i 316	 489 	 571 
i 545	 739 	 703 
i 915	 216 	 158 
i 788	 966 	 979 
i 487	 256 	 186 
i 525	 658 	 744 
i 152	 122 	 115 
i 998	 258 	 248 
i 232	 911 	 879 
i 748	 889 	 789 
i 175	 426 	 389 
i 881	 349 	 421 
i 999	 636 	 691 
i 962	 827 	 840 
i 126	 443 	 353 
i 741	 580 	 595 
i 755	 520 	 566 
i 921	 935 	 980 
i 822	 447 	 539 
i 697	 753 	 794 
i 52	 756 	 832 
i 320	 150 	 203 
i 911	 917 	 969 
i 717	 720 	 765 
i 92	 334 	 404 
i 620	 381 	 399 
i 81	 895 	 864 
i 8	 655 	 609 
i 386	 414 	 332 
i 109	 379 	 436 
i 834	 120 	 188 
i 878	 906 	 838 
i 785	 697 	 611 
i 471	 488 	 546 
i 722	 245 	 321 
i 27	 115 	 115 
i 909	 643 	 659 
i 522	 953 	 971 
i 863	 304 	 399 
i 166	 386 	 303 
i 177	 199 	 283 
i 72	 947 	 1006 
i 731	 201 	 218 
i 157	 266 	 177 
i 308	 968 	 1023 
i 313	 864 	 924 
i 911	 422 	 464 
i 859	 940 	 886 
i 78	 577 	 496 
i 388	 556 	 508 
i 487	 633 	 620 
i 428	 562 	 564 
i 530	 384 	 332 
i 705	 904 	 883 
i 670	 954 	 995 
i 518	 756 	 659 
i 867	 582 	 668 
i 801	 327 	 385 
i 326	 535 	 608 
i 827	 622 	 573 
i 415	 856 	 904 
i 923	 357 	 291 
i 231	 812 	 852 
i 124	 138 	 119 
i 73	 492 	 407 
i 798	 231 	 250 
i 329	 248 	 240 
i 572	 187 	 139 
i 50	 889 	 906 
i 625	 772 	 755 
i 463	 999 	 1065 
i 741	 770 	 820 
i 529	 923 	 1019 
i 560	 657 	 578 
i 989	 130 	 66 
i 126	 199 	 294 
i 281	 728 	 689 
i 367	 250 	 325 
i 243	 485 	 570 
i 986	 119 	 129 
i 985	 489 	 392 
i 727	 339 	 390 
i 641	 120 	 77 
i 257	 995 	 1064 
i 279	 202 	 269 
i 378	 363 	 455 
i 73	 344 	 292 
i 230	 617 	 639 
i 651	 510 	 580 
i 660	 446 	 514 
i 87	 938 	 1003 
i 343	 953 	 963 
i 354	 737 	 675 
i 349	 992 	 982 
i 452	 856 	 902 
i 735	 711 	 632 
i 997	 679 	 615 
i 567	 896 	 878 
i 17	 550 	 462 
i 394	 421 	 465 
i 325	 279 	 340 
i 273	 124 	 54 
i 977	 616 	 617 
i 969	 790 	 860 
i 808	 302 	 263 
i 484	 951 	 859 
i 124	 158 	 65 
i 7	 319 	 340 
i 502	 685 	 709 
i 850	 740 	 643 
i 40	 494 	 462 
i 56	 324 	 347 
i 624	 460 	 478 
i 388	 909 	 921 
i 604	 780 	 754 
i 549	 164 	 235 
i 603	 201 	 296 
i 838	 236 	 333 
i 484	 776 	 773 
i 193	 441 	 408 
i 624	 457 	 432 
i 864	 762 	 748 
i 257	 420 	 331 
i 156	 948 	 937 
i 909	 559 	 468 
i 968	 889 	 908 
i 71	 761 	 701 
i 212	 742 	 649 
i 960	 729 	 733 
i 332	 273 	 316 
i 721	 573 	 541 
i 454	 909 	 849 
i 802	 404 	 396 
i 744	 455 	 478 
i 249	 851 	 856 
i 125	 895 	 894 
i 856	 538 	 551 
i 566	 717 	 772 
i 262	 752 	 799 
i 444	 328 	 242 
i 964	 965 	 1023 
i 861	 379 	 328 
i 193	 561 	 470 
i 580	 971 	 1029 
i 414	 632 	 540 
