c Instance Type k
c
n 300
c w	 v1	 v2
i 391	 80 	 991 
i 423	 740 	 195 
i 553	 290 	 682 
i 655	 832 	 249 
i 935	 641 	 436 
i 985	 577 	 493 
i 68	 351 	 723 
i 435	 79 	 941 
i 336	 162 	 813 
i 912	 152 	 919 
i 474	 543 	 544 
i 428	 965 	 91 
i 607	 519 	 574 
i 971	 175 	 884 
i 879	 110 	 877 
i 766	 95 	 807 
i 619	 162 	 811 
i 492	 597 	 391 
i 168	 932 	 102 
i 548	 845 	 206 
i 405	 319 	 641 
i 342	 746 	 207 
i 19	 354 	 703 
i 985	 325 	 767 
i 785	 204 	 709 
i 225	 969 	 22 
i 242	 589 	 376 
i 610	 81 	 986 
i 57	 249 	 822 
i 664	 796 	 244 
i 425	 202 	 701 
i 728	 543 	 510 
i 997	 562 	 361 
i 786	 548 	 441 
i 750	 333 	 697 
i 823	 558 	 465 
i 991	 800 	 141 
i 322	 410 	 547 
i 249	 467 	 540 
i 109	 132 	 834 
i 813	 556 	 450 
i 836	 285 	 630 
i 607	 283 	 745 
i 730	 70 	 861 
i 179	 819 	 185 
i 830	 643 	 272 
i 452	 634 	 442 
i 662	 955 	 42 
i 953	 205 	 846 
i 492	 313 	 764 
i 828	 126 	 862 
i 365	 961 	 101 
i 445	 568 	 333 
i 88	 299 	 616 
i 278	 478 	 602 
i 801	 308 	 700 
i 883	 760 	 174 
i 766	 422 	 504 
i 59	 375 	 592 
i 817	 867 	 162 
i 707	 695 	 360 
i 154	 60 	 957 
i 885	 505 	 455 
i 898	 592 	 428 
i 981	 869 	 46 
i 883	 671 	 306 
i 428	 555 	 374 
i 606	 321 	 693 
i 741	 380 	 709 
i 80	 197 	 866 
i 731	 904 	 100 
i 508	 59 	 931 
i 247	 943 	 11 
i 554	 842 	 191 
i 160	 823 	 184 
i 243	 706 	 234 
i 634	 134 	 918 
i 786	 740 	 176 
i 360	 481 	 511 
i 308	 561 	 471 
i 124	 292 	 720 
i 635	 800 	 224 
i 207	 47 	 936 
i 283	 600 	 381 
i 950	 760 	 185 
i 488	 4 	 993 
i 697	 638 	 275 
i 461	 424 	 638 
i 547	 783 	 175 
i 12	 92 	 971 
i 673	 216 	 712 
i 240	 850 	 239 
i 864	 58 	 998 
i 432	 341 	 677 
i 842	 292 	 678 
i 75	 779 	 191 
i 14	 477 	 622 
i 87	 938 	 67 
i 898	 485 	 454 
i 193	 497 	 460 
i 48	 171 	 830 
i 194	 410 	 561 
i 142	 275 	 707 
i 135	 706 	 345 
i 729	 549 	 359 
i 83	 623 	 442 
i 440	 637 	 323 
i 436	 723 	 225 
i 854	 622 	 423 
i 57	 814 	 130 
i 350	 861 	 117 
i 859	 56 	 969 
i 219	 197 	 718 
i 636	 332 	 725 
i 394	 61 	 892 
i 443	 144 	 948 
i 272	 584 	 435 
i 578	 20 	 917 
i 822	 874 	 214 
i 551	 930 	 128 
i 777	 281 	 742 
i 175	 140 	 894 
i 981	 358 	 716 
i 64	 994 	 21 
