c Instance Type c
c
n 1000
c w	 v1	 v2
i 849	 216 	 149 
i 585	 953 	 881 
i 915	 520 	 570 
i 296	 644 	 559 
i 204	 792 	 830 
i 904	 396 	 491 
i 902	 415 	 392 
i 430	 369 	 323 
i 807	 695 	 596 
i 388	 340 	 253 
i 507	 530 	 612 
i 454	 681 	 680 
i 915	 809 	 792 
i 516	 592 	 634 
i 283	 661 	 743 
i 604	 386 	 449 
i 946	 366 	 410 
i 237	 709 	 639 
i 894	 952 	 1043 
i 152	 961 	 930 
i 623	 130 	 200 
i 265	 943 	 904 
i 51	 498 	 442 
i 592	 867 	 914 
i 212	 610 	 514 
i 521	 534 	 559 
i 808	 373 	 387 
i 482	 125 	 186 
i 428	 259 	 299 
i 385	 223 	 293 
i 407	 531 	 526 
i 343	 401 	 449 
i 778	 675 	 733 
i 629	 873 	 849 
i 190	 640 	 659 
i 666	 659 	 582 
i 961	 326 	 411 
i 977	 834 	 815 
i 146	 663 	 730 
i 272	 398 	 342 
i 744	 268 	 293 
i 71	 692 	 785 
i 705	 462 	 511 
i 563	 277 	 252 
i 160	 618 	 631 
i 776	 258 	 204 
i 19	 362 	 300 
i 832	 295 	 229 
i 454	 657 	 620 
i 777	 510 	 527 
i 954	 706 	 672 
i 608	 374 	 354 
i 3	 347 	 268 
i 190	 122 	 156 
i 761	 456 	 522 
i 926	 959 	 980 
i 210	 277 	 302 
i 417	 449 	 440 
i 32	 601 	 683 
i 481	 882 	 919 
i 151	 515 	 543 
i 447	 811 	 761 
i 713	 280 	 230 
i 726	 377 	 365 
i 115	 974 	 914 
i 70	 824 	 750 
i 256	 475 	 443 
i 636	 142 	 193 
i 188	 550 	 607 
i 56	 471 	 424 
i 511	 194 	 178 
i 299	 766 	 839 
i 489	 989 	 1005 
i 788	 325 	 286 
i 760	 719 	 703 
i 562	 901 	 899 
i 972	 129 	 178 
i 8	 432 	 408 
i 502	 216 	 230 
i 907	 917 	 942 
i 2	 268 	 195 
i 739	 642 	 629 
i 727	 525 	 610 
i 968	 153 	 195 
i 653	 426 	 420 
i 543	 801 	 708 
i 563	 349 	 250 
i 925	 124 	 27 
i 44	 465 	 468 
i 951	 973 	 958 
i 129	 642 	 627 
i 727	 764 	 697 
i 193	 263 	 341 
i 241	 196 	 268 
i 595	 831 	 834 
i 372	 364 	 275 
i 639	 396 	 420 
i 654	 404 	 413 
i 54	 419 	 437 
i 24	 880 	 888 
i 621	 370 	 404 
i 356	 750 	 729 
i 528	 899 	 917 
i 624	 805 	 871 
i 435	 683 	 668 
i 720	 252 	 311 
i 42	 304 	 291 
i 371	 857 	 775 
i 718	 454 	 383 
i 583	 979 	 912 
i 874	 572 	 630 
i 594	 280 	 209 
i 481	 634 	 668 
i 263	 271 	 230 
i 905	 122 	 168 
i 65	 502 	 492 
i 283	 323 	 321 
i 122	 712 	 785 
i 508	 795 	 811 
i 485	 925 	 858 
i 5	 187 	 95 
i 196	 890 	 917 
i 784	 131 	 54 
i 965	 731 	 706 
i 977	 996 	 952 
i 418	 760 	 729 
