c Instance Type k
c
n 300
c w	 v1	 v2
i 383	 663 	 369 
i 397	 539 	 448 
i 255	 292 	 752 
i 762	 2 	 984 
i 551	 619 	 463 
i 603	 104 	 911 
i 598	 804 	 229 
i 151	 735 	 234 
i 433	 866 	 125 
i 732	 887 	 156 
i 133	 271 	 705 
i 798	 667 	 417 
i 237	 922 	 38 
i 960	 685 	 257 
i 806	 237 	 829 
i 719	 839 	 248 
i 300	 437 	 611 
i 971	 588 	 406 
i 321	 22 	 919 
i 782	 753 	 192 
i 503	 885 	 115 
i 887	 683 	 250 
i 809	 920 	 16 
i 24	 881 	 174 
i 240	 688 	 213 
i 75	 407 	 663 
i 13	 707 	 250 
i 755	 678 	 397 
i 233	 998 	 91 
i 577	 780 	 250 
i 808	 284 	 723 
i 311	 171 	 772 
i 481	 979 	 17 
i 574	 4 	 897 
i 352	 243 	 799 
i 366	 317 	 605 
i 220	 330 	 735 
i 511	 85 	 907 
i 390	 317 	 682 
i 291	 894 	 61 
i 944	 703 	 309 
i 484	 15 	 969 
i 706	 495 	 548 
i 849	 70 	 952 
i 873	 422 	 670 
i 585	 788 	 167 
i 704	 9 	 957 
i 530	 519 	 519 
i 35	 909 	 2 
i 537	 200 	 881 
i 820	 145 	 876 
i 387	 628 	 396 
i 124	 335 	 587 
i 840	 184 	 752 
i 560	 57 	 938 
i 523	 642 	 336 
i 803	 347 	 633 
i 413	 877 	 207 
i 107	 911 	 157 
i 118	 449 	 456 
i 24	 269 	 665 
i 632	 655 	 406 
i 254	 778 	 149 
i 372	 618 	 346 
i 559	 178 	 797 
i 169	 701 	 203 
i 567	 504 	 469 
i 973	 916 	 45 
i 897	 24 	 895 
i 731	 141 	 880 
i 765	 165 	 910 
i 943	 796 	 209 
i 751	 51 	 895 
i 892	 422 	 663 
i 219	 981 	 12 
i 601	 151 	 910 
i 627	 718 	 243 
i 998	 691 	 253 
i 247	 589 	 360 
i 407	 321 	 656 
i 16	 86 	 917 
i 893	 30 	 915 
i 425	 780 	 199 
i 736	 673 	 391 
i 664	 892 	 169 
i 770	 494 	 597 
i 578	 121 	 913 
i 889	 119 	 853 
i 118	 366 	 724 
i 369	 772 	 182 
i 760	 788 	 183 
i 317	 681 	 296 
i 670	 107 	 826 
i 73	 842 	 226 
i 897	 507 	 540 
i 704	 278 	 667 
i 661	 855 	 114 
i 336	 745 	 248 
i 702	 863 	 203 
i 657	 232 	 789 
i 931	 992 	 42 
i 293	 309 	 605 
i 683	 978 	 22 
i 854	 52 	 851 
i 698	 948 	 81 
i 435	 653 	 409 
i 665	 314 	 719 
i 16	 650 	 331 
i 485	 353 	 601 
i 319	 10 	 945 
i 926	 941 	 79 
i 322	 234 	 827 
i 398	 917 	 144 
i 582	 771 	 296 
i 609	 470 	 587 
i 143	 904 	 86 
i 954	 570 	 480 
i 621	 585 	 395 
i 35	 70 	 958 
i 310	 389 	 664 
i 817	 315 	 726 
i 317	 636 	 452 
i 126	 35 	 980 
i 913	 617 	 408 
i 752	 226 	 692 
i 540	 369 	 530 
i 980	 323 	 691 
i 735	 944 	 24 
i 140	 978 	 27 
i 897	 289 	 734 
i 663	 107 	 979 
i 371	 423 	 590 
i 312	 549 	 471 
i 171	 462 	 481 
i 799	 214 	 774 
i 898	 754 	 308 
i 902	 735 	 191 
i 476	 470 	 445 
i 634	 610 	 301 
i 863	 507 	 462 
i 482	 171 	 819 
i 414	 541 	 534 
i 983	 853 	 132 
i 587	 24 	 986 
i 807	 823 	 97 
i 255	 722 	 349 
i 70	 624 	 394 
i 208	 100 	 811 
i 291	 734 	 300 
i 353	 598 	 337 
i 703	 80 	 882 
i 161	 494 	 584 
i 41	 477 	 572 
i 470	 65 	 961 
i 361	 872 	 146 
i 466	 127 	 835 
i 326	 196 	 891 
i 920	 404 	 502 
i 984	 695 	 359 
i 659	 48 	 906 
i 841	 751 	 238 
i 194	 912 	 177 
i 87	 953 	 62 
i 833	 423 	 573 
i 604	 784 	 187 
i 198	 251 	 745 
i 513	 576 	 459 
i 452	 496 	 420 
i 491	 481 	 574 
i 265	 141 	 924 
i 636	 981 	 68 
i 88	 176 	 821 
i 33	 262 	 726 
i 454	 96 	 973 
i 940	 699 	 330 
i 299	 896 	 184 
i 783	 409 	 586 
i 464	 861 	 233 
i 549	 353 	 637 
i 329	 618 	 400 
i 157	 255 	 760 
i 735	 342 	 708 
i 227	 375 	 527 
i 670	 828 	 93 
i 537	 769 	 292 
i 189	 69 	 950 
i 91	 851 	 71 
i 568	 316 	 779 
i 542	 865 	 100 
i 997	 194 	 895 
i 593	 350 	 589 
i 172	 86 	 914 
i 924	 312 	 771 
i 940	 982 	 88 
i 52	 520 	 482 
i 861	 708 	 308 
i 568	 798 	 188 
