c Instance Type o
c
n 250
c w	 v1	 v2
i 1158	 693 	 369 
i 1014	 540 	 454 
i 870	 131 	 882 
i 1123	 569 	 386 
i 743	 825 	 77 
i 1008	 128 	 930 
i 1167	 27 	 979 
i 887	 508 	 414 
i 1086	 92 	 912 
i 1077	 911 	 179 
i 939	 556 	 471 
i 1037	 297 	 638 
i 892	 848 	 113 
i 1130	 992 	 95 
i 1096	 914 	 131 
i 966	 18 	 980 
i 975	 393 	 679 
i 923	 296 	 677 
i 1159	 711 	 280 
i 1120	 417 	 556 
i 1088	 885 	 200 
i 1019	 168 	 775 
i 737	 924 	 12 
i 1064	 253 	 658 
i 1130	 862 	 233 
i 1067	 490 	 608 
i 898	 912 	 72 
i 1097	 172 	 864 
i 823	 547 	 431 
i 1055	 468 	 594 
i 1003	 337 	 702 
i 1125	 846 	 226 
i 1139	 538 	 519 
i 1014	 540 	 367 
i 1178	 424 	 656 
i 1040	 14 	 930 
i 811	 438 	 522 
i 1120	 723 	 272 
i 786	 377 	 527 
i 805	 490 	 508 
i 1164	 973 	 105 
i 1066	 384 	 650 
i 872	 19 	 905 
i 1015	 723 	 327 
i 861	 493 	 441 
i 1021	 240 	 697 
i 862	 981 	 74 
i 967	 112 	 857 
i 1061	 924 	 128 
i 748	 132 	 810 
i 1075	 151 	 786 
i 1022	 867 	 147 
i 1112	 448 	 570 
i 958	 818 	 144 
i 1128	 232 	 829 
i 1053	 549 	 360 
i 901	 262 	 643 
i 1064	 281 	 646 
i 940	 777 	 135 
i 1055	 301 	 638 
i 1161	 317 	 652 
i 965	 163 	 779 
i 893	 684 	 348 
i 984	 421 	 575 
i 958	 911 	 135 
i 885	 580 	 372 
i 951	 441 	 564 
i 1070	 931 	 136 
i 1047	 775 	 241 
i 1188	 347 	 730 
i 791	 137 	 802 
i 911	 120 	 852 
i 714	 678 	 230 
i 993	 832 	 161 
i 862	 304 	 671 
i 1085	 586 	 506 
i 796	 918 	 73 
i 1094	 284 	 682 
i 883	 793 	 128 
i 907	 371 	 619 
i 1016	 150 	 868 
i 1186	 280 	 762 
i 1141	 629 	 348 
i 895	 645 	 298 
i 1109	 146 	 858 
i 1011	 364 	 557 
i 756	 848 	 57 
i 948	 861 	 101 
i 950	 682 	 238 
i 802	 89 	 900 
i 1075	 382 	 643 
i 1017	 877 	 204 
i 1099	 739 	 268 
i 1117	 649 	 286 
i 935	 31 	 911 
i 1076	 794 	 244 
i 1057	 520 	 487 
i 1155	 649 	 330 
i 735	 115 	 801 
i 944	 690 	 243 
i 872	 723 	 287 
i 811	 351 	 635 
i 974	 691 	 242 
i 1178	 424 	 640 
i 916	 380 	 690 
i 1151	 862 	 166 
i 872	 457 	 475 
i 1150	 84 	 965 
i 1151	 25 	 991 
i 811	 74 	 933 
i 993	 601 	 366 
i 1237	 757 	 281 
i 844	 822 	 154 
i 1258	 426 	 635 
i 1074	 212 	 724 
i 905	 328 	 581 
i 1063	 137 	 864 
i 1005	 487 	 530 
i 982	 241 	 781 
i 830	 80 	 943 
i 900	 92 	 863 
i 730	 658 	 250 
i 1050	 658 	 416 
i 858	 830 	 128 
i 976	 823 	 178 
i 1062	 668 	 399 
i 1293	 160 	 934 
i 1026	 816 	 175 
i 921	 287 	 752 
i 1213	 687 	 368 
i 948	 707 	 367 
i 884	 71 	 919 
i 778	 127 	 809 
i 863	 569 	 333 
i 1233	 820 	 248 
i 1100	 260 	 741 
i 1121	 749 	 284 
i 868	 747 	 249 
i 1207	 336 	 718 
i 1056	 541 	 450 
i 946	 437 	 495 
i 772	 624 	 322 
i 872	 859 	 112 
i 998	 967 	 123 
i 895	 372 	 678 
i 949	 285 	 616 
i 917	 34 	 967 
i 1109	 755 	 245 
i 1092	 936 	 138 
i 777	 819 	 157 
i 932	 482 	 582 
i 913	 18 	 933 
i 1062	 83 	 872 
i 1033	 336 	 617 
i 1009	 607 	 421 
i 1070	 720 	 365 
i 982	 342 	 750 
i 1134	 632 	 410 
i 1060	 406 	 624 
