c Instance Type k
c
n 200
c w	 v1	 v2
i 546	 854 	 125 
i 886	 135 	 936 
i 155	 288 	 746 
i 796	 553 	 477 
i 421	 939 	 40 
i 140	 439 	 590 
i 272	 115 	 970 
i 220	 945 	 35 
i 461	 426 	 669 
i 666	 622 	 342 
i 12	 168 	 767 
i 413	 55 	 893 
i 270	 209 	 811 
i 944	 5 	 910 
i 599	 426 	 492 
i 848	 566 	 440 
i 499	 838 	 191 
i 429	 59 	 935 
i 660	 519 	 384 
i 637	 186 	 842 
i 965	 197 	 865 
i 148	 610 	 463 
i 465	 880 	 34 
i 70	 824 	 91 
i 228	 423 	 578 
i 326	 271 	 642 
i 862	 769 	 313 
i 514	 199 	 895 
i 112	 858 	 139 
i 134	 496 	 538 
i 779	 461 	 613 
i 592	 609 	 386 
i 460	 75 	 887 
i 537	 144 	 792 
i 618	 372 	 649 
i 127	 698 	 377 
i 201	 561 	 468 
i 114	 75 	 973 
i 85	 187 	 854 
i 574	 321 	 618 
i 250	 100 	 932 
i 122	 692 	 261 
i 604	 152 	 816 
i 966	 688 	 309 
i 154	 307 	 765 
i 763	 433 	 578 
i 643	 633 	 290 
i 294	 747 	 191 
i 142	 831 	 145 
i 849	 406 	 634 
i 52	 655 	 405 
i 716	 777 	 221 
i 989	 381 	 648 
i 337	 348 	 618 
i 828	 502 	 526 
i 692	 265 	 649 
i 255	 908 	 136 
i 377	 202 	 788 
i 574	 344 	 612 
i 958	 193 	 845 
i 663	 245 	 724 
i 468	 961 	 17 
i 964	 950 	 76 
i 612	 288 	 782 
i 949	 117 	 853 
i 592	 809 	 214 
i 669	 64 	 922 
i 379	 440 	 606 
i 835	 15 	 892 
i 124	 973 	 34 
i 817	 636 	 366 
i 166	 105 	 889 
i 291	 69 	 902 
i 798	 681 	 361 
i 653	 630 	 435 
i 11	 223 	 804 
i 632	 891 	 149 
i 162	 270 	 657 
i 893	 106 	 824 
i 969	 229 	 696 
i 238	 46 	 965 
i 751	 211 	 863 
i 226	 502 	 586 
i 650	 300 	 723 
i 364	 953 	 37 
i 193	 963 	 65 
i 832	 595 	 377 
i 534	 757 	 270 
i 677	 651 	 397 
i 834	 620 	 474 
i 964	 858 	 44 
i 732	 609 	 335 
i 604	 834 	 211 
i 544	 485 	 420 
i 166	 848 	 248 
i 418	 42 	 992 
i 893	 873 	 134 
i 260	 408 	 551 
i 897	 85 	 990 
i 639	 918 	 103 
i 610	 883 	 102 
i 627	 615 	 291 
i 855	 219 	 855 
i 585	 763 	 207 
i 615	 928 	 35 
i 598	 347 	 601 
i 545	 240 	 683 
i 87	 500 	 505 
i 386	 397 	 625 
i 337	 37 	 935 
i 907	 647 	 335 
i 336	 274 	 630 
i 374	 129 	 819 
i 246	 714 	 187 
i 603	 329 	 758 
i 808	 927 	 49 
i 56	 472 	 532 
i 177	 559 	 345 
i 705	 945 	 65 
i 318	 282 	 709 
i 849	 190 	 730 
i 264	 526 	 449 
i 293	 899 	 102 
i 541	 145 	 798 
i 552	 748 	 261 
i 492	 556 	 439 
i 778	 612 	 478 
i 305	 788 	 213 
i 330	 494 	 496 
i 752	 811 	 236 
i 212	 661 	 424 
i 317	 924 	 79 
i 696	 217 	 752 
i 205	 758 	 240 
i 427	 311 	 637 
i 978	 802 	 258 
i 456	 581 	 401 
i 407	 885 	 54 
i 916	 216 	 822 
i 372	 968 	 67 
i 110	 180 	 752 
i 37	 496 	 421 
i 489	 193 	 768 
i 841	 398 	 514 
i 339	 824 	 151 
i 584	 802 	 133 
i 385	 259 	 793 
i 798	 666 	 363 
i 1	 582 	 490 
i 697	 954 	 121 
i 205	 64 	 836 
i 374	 100 	 901 
i 467	 589 	 450 
i 777	 431 	 487 
i 845	 769 	 315 
i 225	 353 	 691 
i 407	 738 	 358 
i 170	 537 	 492 
i 818	 538 	 407 
i 682	 235 	 701 
i 514	 440 	 509 
i 526	 813 	 156 
i 34	 280 	 807 
i 734	 57 	 900 
i 832	 902 	 27 
i 754	 127 	 870 
i 480	 533 	 412 
i 464	 703 	 349 
i 114	 521 	 438 
i 346	 203 	 804 
i 532	 717 	 378 
i 782	 243 	 814 
i 132	 276 	 637 
i 71	 10 	 903 
i 440	 842 	 62 
i 578	 596 	 334 
i 70	 77 	 944 
i 299	 540 	 437 
i 65	 654 	 428 
i 368	 1 	 909 
i 906	 532 	 534 
i 883	 314 	 600 
i 674	 446 	 523 
i 745	 516 	 455 
i 872	 956 	 29 
i 902	 534 	 525 
i 59	 604 	 471 
i 747	 903 	 82 
i 140	 967 	 9 
i 53	 336 	 577 
i 169	 243 	 777 
i 2	 127 	 956 
i 78	 801 	 171 
i 430	 546 	 529 
i 792	 419 	 647 
i 996	 321 	 652 
i 797	 379 	 715 
i 674	 127 	 948 
i 92	 266 	 802 
i 163	 318 	 617 
c
c
W 49445
c end of file
