c Instance Type k
c
n 200
c w	 v1	 v2
i 840	 394 	 662 
i 798	 911 	 37 
i 335	 768 	 186 
i 554	 477 	 548 
i 365	 513 	 577 
i 916	 636 	 407 
i 142	 607 	 295 
i 243	 138 	 922 
i 157	 401 	 524 
i 109	 998 	 22 
i 513	 839 	 183 
i 296	 637 	 367 
i 494	 972 	 37 
i 771	 527 	 526 
i 400	 891 	 64 
i 353	 807 	 276 
i 70	 949 	 79 
i 86	 193 	 839 
i 890	 349 	 562 
i 21	 458 	 453 
i 239	 970 	 117 
i 851	 267 	 740 
i 375	 760 	 242 
i 668	 532 	 374 
i 438	 931 	 157 
i 721	 285 	 762 
i 640	 354 	 683 
i 166	 440 	 635 
i 829	 331 	 614 
i 893	 351 	 686 
i 956	 589 	 442 
i 858	 440 	 644 
i 399	 814 	 222 
i 911	 483 	 459 
i 950	 920 	 26 
i 881	 641 	 344 
i 619	 281 	 775 
i 308	 447 	 497 
i 188	 276 	 734 
i 417	 170 	 911 
i 104	 126 	 872 
i 760	 984 	 108 
i 684	 383 	 666 
i 369	 294 	 651 
i 584	 245 	 684 
i 732	 126 	 932 
i 164	 745 	 168 
i 950	 53 	 926 
i 177	 240 	 819 
i 732	 656 	 437 
i 639	 759 	 158 
i 135	 520 	 394 
i 70	 205 	 786 
i 819	 573 	 477 
i 52	 158 	 941 
i 205	 890 	 34 
i 997	 55 	 979 
i 73	 5 	 991 
i 594	 181 	 750 
i 392	 913 	 153 
i 359	 552 	 463 
i 453	 687 	 232 
i 531	 757 	 203 
i 992	 577 	 498 
i 748	 629 	 277 
i 748	 833 	 252 
i 873	 831 	 264 
i 744	 903 	 193 
i 667	 497 	 434 
i 830	 889 	 25 
i 650	 248 	 777 
i 229	 700 	 262 
i 329	 232 	 681 
i 633	 224 	 805 
i 511	 971 	 36 
i 546	 719 	 202 
i 472	 592 	 496 
i 451	 337 	 732 
i 435	 4 	 931 
i 598	 833 	 113 
i 675	 483 	 512 
i 305	 712 	 223 
i 622	 41 	 916 
i 696	 674 	 353 
i 347	 185 	 836 
i 627	 730 	 235 
i 740	 203 	 881 
i 685	 653 	 297 
i 532	 88 	 860 
i 877	 686 	 231 
i 112	 362 	 652 
i 593	 666 	 291 
i 775	 289 	 676 
i 190	 984 	 0 
i 827	 332 	 604 
i 437	 958 	 130 
i 765	 699 	 224 
i 686	 384 	 670 
i 943	 916 	 158 
i 204	 793 	 216 
i 297	 905 	 177 
i 874	 498 	 516 
i 163	 274 	 798 
i 492	 464 	 605 
i 496	 291 	 644 
i 684	 727 	 199 
i 603	 492 	 575 
i 724	 179 	 764 
i 499	 122 	 804 
i 361	 325 	 761 
i 908	 622 	 445 
i 818	 496 	 470 
i 394	 659 	 362 
i 259	 152 	 761 
i 108	 647 	 325 
i 288	 332 	 585 
i 427	 934 	 96 
i 266	 659 	 393 
i 487	 158 	 918 
i 626	 518 	 422 
i 558	 426 	 639 
i 394	 245 	 719 
i 729	 639 	 457 
i 338	 897 	 29 
i 411	 6 	 976 
i 774	 294 	 628 
i 865	 721 	 187 
i 449	 986 	 80 
i 211	 474 	 598 
i 94	 100 	 875 
i 302	 657 	 404 
i 132	 52 	 855 
i 458	 781 	 257 
i 443	 119 	 898 
i 579	 530 	 488 
i 362	 304 	 773 
i 477	 170 	 851 
i 526	 619 	 399 
i 234	 829 	 84 
i 99	 923 	 30 
i 482	 226 	 839 
i 291	 357 	 718 
i 344	 815 	 216 
i 37	 258 	 797 
i 626	 836 	 124 
i 221	 198 	 824 
i 110	 674 	 382 
i 719	 201 	 778 
i 316	 434 	 511 
i 386	 533 	 397 
i 555	 15 	 928 
i 382	 306 	 741 
i 261	 650 	 360 
i 919	 686 	 375 
i 698	 312 	 716 
i 6	 533 	 535 
i 618	 643 	 360 
i 401	 362 	 681 
i 802	 678 	 251 
i 33	 64 	 948 
i 188	 619 	 420 
i 568	 2 	 897 
i 305	 262 	 768 
i 857	 181 	 786 
i 667	 879 	 151 
i 313	 885 	 51 
i 157	 503 	 562 
i 675	 904 	 37 
i 395	 706 	 367 
i 547	 739 	 347 
i 233	 926 	 95 
i 933	 494 	 516 
i 939	 799 	 263 
i 594	 657 	 442 
i 935	 325 	 749 
i 589	 638 	 413 
i 775	 795 	 156 
i 604	 471 	 461 
i 795	 865 	 209 
i 664	 413 	 609 
i 597	 645 	 362 
i 149	 579 	 326 
i 701	 518 	 548 
i 515	 113 	 884 
i 510	 49 	 972 
i 385	 638 	 351 
i 144	 413 	 535 
i 407	 18 	 966 
i 574	 813 	 203 
i 447	 477 	 622 
i 59	 75 	 936 
i 597	 223 	 720 
i 630	 923 	 130 
i 463	 439 	 630 
i 952	 948 	 136 
i 767	 334 	 672 
i 219	 478 	 611 
i 466	 884 	 209 
i 184	 458 	 597 
i 766	 904 	 50 
c
c
W 50505
c end of file
