c Instance Type k
c
n 200
c w	 v1	 v2
i 219	 967 	 56 
i 904	 438 	 564 
i 354	 290 	 662 
i 225	 444 	 460 
i 178	 791 	 221 
i 562	 260 	 639 
i 918	 985 	 103 
i 575	 514 	 475 
i 396	 796 	 289 
i 286	 141 	 776 
i 738	 359 	 551 
i 165	 264 	 734 
i 681	 617 	 440 
i 949	 842 	 103 
i 979	 21 	 880 
i 546	 582 	 373 
i 546	 500 	 452 
i 446	 76 	 961 
i 897	 471 	 544 
i 825	 757 	 286 
i 917	 495 	 419 
i 976	 660 	 307 
i 474	 341 	 750 
i 261	 291 	 768 
i 492	 270 	 793 
i 515	 815 	 164 
i 797	 362 	 718 
i 65	 807 	 288 
i 846	 705 	 284 
i 424	 530 	 410 
i 143	 447 	 592 
i 220	 424 	 547 
i 560	 897 	 142 
i 517	 159 	 939 
i 317	 650 	 301 
i 138	 165 	 749 
i 539	 962 	 60 
i 441	 27 	 903 
i 419	 873 	 216 
i 866	 298 	 697 
i 71	 440 	 645 
i 770	 659 	 310 
i 130	 220 	 729 
i 830	 736 	 244 
i 821	 54 	 853 
i 83	 191 	 752 
i 159	 730 	 206 
i 596	 172 	 769 
i 840	 590 	 326 
i 790	 457 	 518 
i 270	 528 	 536 
i 198	 299 	 696 
i 549	 428 	 612 
i 798	 259 	 728 
i 206	 81 	 907 
i 263	 163 	 873 
i 486	 321 	 661 
i 671	 916 	 107 
i 883	 757 	 177 
i 967	 547 	 479 
i 351	 817 	 114 
i 174	 15 	 937 
i 656	 564 	 513 
i 358	 362 	 566 
i 795	 567 	 377 
i 288	 830 	 147 
i 970	 316 	 725 
i 384	 987 	 70 
i 969	 870 	 105 
i 146	 838 	 247 
i 778	 189 	 860 
i 938	 363 	 689 
i 397	 19 	 918 
i 285	 376 	 661 
i 431	 172 	 777 
i 657	 459 	 456 
i 46	 430 	 549 
i 755	 813 	 163 
i 381	 783 	 167 
i 764	 928 	 16 
i 693	 706 	 250 
i 440	 645 	 384 
i 202	 43 	 951 
i 527	 327 	 580 
i 213	 757 	 184 
i 467	 414 	 620 
i 550	 460 	 459 
i 950	 216 	 867 
i 338	 596 	 443 
i 595	 361 	 664 
i 691	 55 	 896 
i 975	 494 	 601 
i 623	 696 	 207 
i 289	 223 	 745 
i 330	 436 	 484 
i 543	 902 	 102 
i 215	 453 	 642 
i 317	 403 	 535 
i 233	 741 	 317 
i 931	 336 	 593 
i 559	 28 	 897 
i 893	 4 	 968 
i 872	 626 	 352 
i 894	 914 	 115 
i 243	 244 	 666 
i 348	 786 	 305 
i 867	 2 	 939 
i 847	 318 	 744 
i 43	 550 	 460 
i 834	 482 	 596 
i 986	 41 	 988 
i 193	 934 	 152 
i 893	 806 	 202 
i 291	 700 	 291 
i 910	 943 	 110 
i 965	 291 	 706 
i 923	 159 	 839 
i 334	 7 	 979 
i 148	 49 	 904 
i 703	 883 	 185 
i 594	 870 	 206 
i 512	 64 	 970 
i 434	 957 	 89 
i 980	 248 	 716 
i 442	 158 	 794 
i 148	 124 	 887 
i 640	 47 	 958 
i 134	 380 	 664 
i 944	 528 	 526 
i 307	 231 	 800 
i 151	 825 	 179 
i 35	 337 	 680 
i 853	 770 	 239 
i 478	 751 	 307 
i 803	 194 	 896 
i 73	 341 	 573 
i 632	 980 	 14 
i 350	 114 	 886 
i 75	 59 	 845 
i 847	 365 	 586 
i 504	 516 	 400 
i 32	 550 	 434 
i 622	 403 	 535 
i 170	 881 	 208 
i 966	 685 	 242 
i 919	 757 	 238 
i 996	 389 	 602 
i 120	 738 	 276 
i 623	 812 	 214 
i 655	 660 	 439 
i 917	 165 	 837 
i 5	 196 	 716 
i 429	 818 	 175 
i 624	 988 	 39 
i 570	 954 	 5 
i 709	 874 	 184 
i 190	 870 	 65 
i 651	 990 	 101 
i 227	 614 	 432 
i 860	 269 	 708 
i 859	 187 	 823 
i 375	 192 	 858 
i 440	 620 	 393 
i 908	 245 	 766 
i 258	 815 	 187 
i 292	 524 	 452 
i 84	 714 	 236 
i 264	 366 	 583 
i 183	 592 	 480 
i 914	 452 	 473 
i 307	 312 	 650 
i 863	 686 	 315 
i 615	 126 	 799 
i 187	 35 	 914 
i 745	 292 	 645 
i 259	 584 	 458 
i 647	 667 	 318 
i 905	 931 	 134 
i 155	 115 	 861 
i 18	 29 	 979 
i 149	 336 	 593 
i 467	 199 	 868 
i 976	 814 	 278 
i 107	 1 	 999 
i 481	 745 	 212 
i 670	 5 	 986 
i 385	 651 	 356 
i 813	 556 	 437 
i 607	 710 	 306 
i 993	 728 	 294 
i 832	 877 	 213 
i 982	 344 	 584 
i 819	 321 	 771 
i 782	 427 	 665 
i 779	 908 	 135 
i 69	 579 	 463 
i 941	 963 	 49 
i 481	 777 	 307 
i 952	 385 	 640 
i 538	 378 	 593 
c
c
W 53705
c end of file
