c Instance Type k
c
n 400
c w	 v1	 v2
i 546	 854 	 125 
i 886	 135 	 936 
i 155	 288 	 746 
i 796	 553 	 477 
i 421	 939 	 40 
i 140	 439 	 590 
i 272	 115 	 970 
i 220	 945 	 35 
i 461	 426 	 669 
i 666	 622 	 342 
i 12	 168 	 767 
i 413	 55 	 893 
i 270	 209 	 811 
i 944	 5 	 910 
i 599	 426 	 492 
i 848	 566 	 440 
i 499	 838 	 191 
i 429	 59 	 935 
i 660	 519 	 384 
i 637	 186 	 842 
i 965	 197 	 865 
i 148	 610 	 463 
i 465	 880 	 34 
i 70	 824 	 91 
i 228	 423 	 578 
i 326	 271 	 642 
i 862	 769 	 313 
i 514	 199 	 895 
i 112	 858 	 139 
i 134	 496 	 538 
i 779	 461 	 613 
i 592	 609 	 386 
i 460	 75 	 887 
i 537	 144 	 792 
i 618	 372 	 649 
i 127	 698 	 377 
i 201	 561 	 468 
i 114	 75 	 973 
i 85	 187 	 854 
i 574	 321 	 618 
i 250	 100 	 932 
i 122	 692 	 261 
i 604	 152 	 816 
i 966	 688 	 309 
i 154	 307 	 765 
i 763	 433 	 578 
i 643	 633 	 290 
i 294	 747 	 191 
i 142	 831 	 145 
i 849	 406 	 634 
i 52	 655 	 405 
i 716	 777 	 221 
i 989	 381 	 648 
i 337	 348 	 618 
i 828	 502 	 526 
i 692	 265 	 649 
i 255	 908 	 136 
i 377	 202 	 788 
i 574	 344 	 612 
i 958	 193 	 845 
i 663	 245 	 724 
i 468	 961 	 17 
i 964	 950 	 76 
i 612	 288 	 782 
i 949	 117 	 853 
i 592	 809 	 214 
i 669	 64 	 922 
i 379	 440 	 606 
i 835	 15 	 892 
i 124	 973 	 34 
i 817	 636 	 366 
i 166	 105 	 889 
i 291	 69 	 902 
i 798	 681 	 361 
i 653	 630 	 435 
i 11	 223 	 804 
i 632	 891 	 149 
i 162	 270 	 657 
i 893	 106 	 824 
i 969	 229 	 696 
i 238	 46 	 965 
i 751	 211 	 863 
i 226	 502 	 586 
i 650	 300 	 723 
i 364	 953 	 37 
i 193	 963 	 65 
i 832	 595 	 377 
i 534	 757 	 270 
i 677	 651 	 397 
i 834	 620 	 474 
i 964	 858 	 44 
i 732	 609 	 335 
i 604	 834 	 211 
i 544	 485 	 420 
i 166	 848 	 248 
i 418	 42 	 992 
i 893	 873 	 134 
i 260	 408 	 551 
i 897	 85 	 990 
i 639	 918 	 103 
i 610	 883 	 102 
i 627	 615 	 291 
i 855	 219 	 855 
i 585	 763 	 207 
i 615	 928 	 35 
i 598	 347 	 601 
i 545	 240 	 683 
i 87	 500 	 505 
i 386	 397 	 625 
i 337	 37 	 935 
i 907	 647 	 335 
i 336	 274 	 630 
i 374	 129 	 819 
i 246	 714 	 187 
i 603	 329 	 758 
i 808	 927 	 49 
i 56	 472 	 532 
i 177	 559 	 345 
i 705	 945 	 65 
i 318	 282 	 709 
i 849	 190 	 730 
i 264	 526 	 449 
i 293	 899 	 102 
i 541	 145 	 798 
i 552	 748 	 261 
i 492	 556 	 439 
i 778	 612 	 478 
i 305	 788 	 213 
i 330	 494 	 496 
i 752	 811 	 236 
i 212	 661 	 424 
i 317	 924 	 79 
i 696	 217 	 752 
i 205	 758 	 240 
i 427	 311 	 637 
i 978	 802 	 258 
i 456	 581 	 401 
i 407	 885 	 54 
i 916	 216 	 822 
i 372	 968 	 67 
i 110	 180 	 752 
i 37	 496 	 421 
i 489	 193 	 768 
i 841	 398 	 514 
i 339	 824 	 151 
i 584	 802 	 133 
i 385	 259 	 793 
i 798	 666 	 363 
i 1	 582 	 490 
i 697	 954 	 121 
i 205	 64 	 836 
i 374	 100 	 901 
i 467	 589 	 450 
i 777	 431 	 487 
i 845	 769 	 315 
i 225	 353 	 691 
i 407	 738 	 358 
i 170	 537 	 492 
i 818	 538 	 407 
i 682	 235 	 701 
i 514	 440 	 509 
i 526	 813 	 156 
i 34	 280 	 807 
i 734	 57 	 900 
i 832	 902 	 27 
i 754	 127 	 870 
i 480	 533 	 412 
i 464	 703 	 349 
i 114	 521 	 438 
i 346	 203 	 804 
i 532	 717 	 378 
i 782	 243 	 814 
i 132	 276 	 637 
i 71	 10 	 903 
i 440	 842 	 62 
i 578	 596 	 334 
i 70	 77 	 944 
i 299	 540 	 437 
i 65	 654 	 428 
i 368	 1 	 909 
i 906	 532 	 534 
i 883	 314 	 600 
i 674	 446 	 523 
i 745	 516 	 455 
i 872	 956 	 29 
i 902	 534 	 525 
i 59	 604 	 471 
i 747	 903 	 82 
i 140	 967 	 9 
i 53	 336 	 577 
i 169	 243 	 777 
i 2	 127 	 956 
i 78	 801 	 171 
i 430	 546 	 529 
i 792	 419 	 647 
i 996	 321 	 652 
i 797	 379 	 715 
i 674	 127 	 948 
i 92	 266 	 802 
i 163	 318 	 617 
i 234	 486 	 498 
i 836	 488 	 521 
i 754	 566 	 403 
i 118	 996 	 93 
i 997	 789 	 173 
i 832	 786 	 241 
i 203	 583 	 319 
i 177	 258 	 669 
i 55	 349 	 631 
i 899	 512 	 532 
i 81	 745 	 196 
i 504	 582 	 457 
i 54	 336 	 616 
i 405	 454 	 497 
i 302	 451 	 458 
i 618	 284 	 783 
i 255	 486 	 497 
i 271	 663 	 372 
i 413	 717 	 187 
i 821	 616 	 391 
i 546	 697 	 259 
i 758	 201 	 872 
i 458	 255 	 684 
i 724	 660 	 370 
i 986	 962 	 14 
i 39	 580 	 397 
i 876	 835 	 240 
i 297	 107 	 900 
i 975	 520 	 430 
i 4	 341 	 733 
i 544	 887 	 126 
i 828	 645 	 409 
i 695	 104 	 800 
i 897	 828 	 209 
i 554	 815 	 214 
i 660	 853 	 92 
i 51	 729 	 183 
i 926	 27 	 893 
i 467	 3 	 967 
i 723	 7 	 895 
i 597	 550 	 533 
i 168	 378 	 634 
i 939	 74 	 942 
i 966	 971 	 64 
i 653	 525 	 436 
i 303	 186 	 746 
i 532	 236 	 843 
i 597	 163 	 921 
i 769	 629 	 455 
i 460	 353 	 732 
i 492	 950 	 72 
i 412	 119 	 952 
i 976	 58 	 989 
i 645	 25 	 987 
i 143	 678 	 307 
i 455	 980 	 73 
i 620	 513 	 556 
i 516	 111 	 790 
i 438	 879 	 149 
i 362	 340 	 759 
i 293	 832 	 257 
i 772	 244 	 667 
i 631	 220 	 703 
i 563	 865 	 63 
i 467	 8 	 980 
i 895	 462 	 598 
i 510	 83 	 874 
i 360	 599 	 386 
i 374	 37 	 904 
i 17	 399 	 630 
i 13	 692 	 303 
i 958	 465 	 579 
i 24	 96 	 988 
i 146	 659 	 402 
i 293	 126 	 937 
i 119	 21 	 911 
i 924	 531 	 440 
i 243	 890 	 202 
i 672	 264 	 835 
i 979	 281 	 697 
i 627	 293 	 623 
i 107	 252 	 758 
i 829	 275 	 754 
i 772	 421 	 539 
i 581	 713 	 273 
i 397	 831 	 159 
i 675	 755 	 341 
i 37	 998 	 89 
i 997	 670 	 257 
i 994	 650 	 333 
i 391	 278 	 764 
i 479	 384 	 708 
i 32	 214 	 733 
i 680	 985 	 75 
i 987	 566 	 408 
i 420	 963 	 28 
i 874	 639 	 453 
i 858	 676 	 415 
i 734	 673 	 352 
i 873	 668 	 287 
i 294	 59 	 929 
i 7	 538 	 550 
i 971	 569 	 361 
i 211	 250 	 677 
i 870	 237 	 804 
i 244	 657 	 376 
i 448	 531 	 430 
i 409	 390 	 707 
i 368	 124 	 907 
i 997	 997 	 33 
i 277	 291 	 685 
i 834	 298 	 786 
i 775	 269 	 729 
i 929	 480 	 568 
i 70	 350 	 745 
i 776	 593 	 433 
i 446	 42 	 880 
i 755	 450 	 561 
i 740	 818 	 218 
i 399	 815 	 220 
i 726	 93 	 994 
i 112	 926 	 46 
i 35	 702 	 304 
i 527	 631 	 271 
i 270	 701 	 271 
i 249	 477 	 614 
i 885	 923 	 0 
i 54	 678 	 311 
i 611	 419 	 534 
i 293	 818 	 98 
i 971	 544 	 390 
i 941	 656 	 263 
i 210	 690 	 371 
i 746	 218 	 768 
i 763	 488 	 438 
i 130	 737 	 285 
i 89	 622 	 385 
i 90	 676 	 266 
i 541	 287 	 739 
i 811	 579 	 411 
i 896	 550 	 549 
i 75	 492 	 538 
i 179	 702 	 266 
i 984	 448 	 564 
i 422	 212 	 697 
i 560	 341 	 716 
i 176	 429 	 552 
i 714	 519 	 397 
i 930	 61 	 898 
i 566	 871 	 219 
i 21	 768 	 231 
i 19	 842 	 256 
i 673	 21 	 962 
i 18	 6 	 908 
i 580	 428 	 542 
i 631	 988 	 77 
i 419	 164 	 760 
i 829	 877 	 151 
i 914	 808 	 232 
i 287	 375 	 639 
i 239	 396 	 572 
i 740	 415 	 521 
i 734	 88 	 850 
i 430	 106 	 835 
i 573	 686 	 341 
i 928	 317 	 708 
i 624	 736 	 322 
i 749	 565 	 468 
i 394	 480 	 515 
i 99	 767 	 303 
i 675	 6 	 919 
i 21	 745 	 287 
i 208	 480 	 570 
i 415	 909 	 163 
i 629	 483 	 525 
i 270	 411 	 660 
i 899	 36 	 944 
i 692	 785 	 146 
i 362	 180 	 847 
i 841	 279 	 702 
i 695	 953 	 60 
i 944	 974 	 20 
i 608	 182 	 845 
i 360	 597 	 412 
i 217	 226 	 679 
i 760	 496 	 491 
i 621	 395 	 599 
i 218	 87 	 861 
i 379	 449 	 538 
i 21	 290 	 753 
i 428	 984 	 78 
i 841	 928 	 111 
i 1	 537 	 528 
i 640	 896 	 88 
i 188	 113 	 917 
i 219	 873 	 56 
i 661	 494 	 514 
i 139	 711 	 314 
i 401	 90 	 824 
i 843	 110 	 863 
c
c
W 100920
c end of file
