c Instance Type k
c
n 400
c w	 v1	 v2
i 301	 504 	 534 
i 99	 189 	 710 
i 690	 333 	 699 
i 638	 488 	 504 
i 548	 496 	 602 
i 933	 687 	 258 
i 329	 870 	 71 
i 391	 198 	 810 
i 947	 713 	 305 
i 534	 401 	 517 
i 480	 702 	 317 
i 175	 800 	 257 
i 178	 491 	 432 
i 840	 130 	 891 
i 308	 677 	 243 
i 299	 611 	 447 
i 530	 940 	 106 
i 743	 331 	 741 
i 289	 279 	 735 
i 883	 812 	 283 
i 981	 293 	 742 
i 583	 467 	 528 
i 375	 645 	 448 
i 498	 485 	 433 
i 110	 793 	 262 
i 217	 92 	 881 
i 12	 621 	 343 
i 677	 364 	 667 
i 540	 653 	 434 
i 116	 536 	 513 
i 92	 518 	 389 
i 769	 102 	 899 
i 248	 476 	 454 
i 218	 974 	 80 
i 317	 84 	 895 
i 94	 300 	 704 
i 482	 312 	 616 
i 810	 989 	 56 
i 469	 529 	 402 
i 406	 644 	 395 
i 156	 735 	 207 
i 199	 505 	 458 
i 708	 752 	 306 
i 863	 970 	 99 
i 504	 287 	 783 
i 937	 381 	 548 
i 462	 862 	 130 
i 607	 672 	 318 
i 118	 141 	 955 
i 280	 547 	 478 
i 978	 702 	 269 
i 197	 900 	 173 
i 515	 609 	 414 
i 310	 473 	 544 
i 80	 976 	 108 
i 931	 913 	 48 
i 84	 376 	 547 
i 549	 982 	 93 
i 3	 100 	 986 
i 985	 380 	 615 
i 613	 359 	 576 
i 975	 555 	 360 
i 843	 71 	 947 
i 463	 380 	 552 
i 54	 459 	 468 
i 930	 391 	 519 
i 188	 475 	 510 
i 308	 24 	 926 
i 101	 26 	 938 
i 35	 12 	 988 
i 515	 624 	 325 
i 698	 600 	 461 
i 781	 444 	 631 
i 475	 907 	 49 
i 640	 960 	 100 
i 782	 891 	 29 
i 838	 79 	 925 
i 270	 387 	 633 
i 684	 488 	 538 
i 198	 522 	 506 
i 93	 38 	 898 
i 345	 735 	 338 
i 153	 517 	 444 
i 32	 991 	 23 
i 290	 632 	 303 
i 8	 415 	 498 
i 117	 253 	 676 
i 700	 523 	 483 
i 307	 207 	 697 
i 939	 405 	 604 
i 584	 497 	 519 
i 853	 841 	 122 
i 722	 994 	 88 
i 35	 26 	 978 
i 255	 316 	 675 
i 435	 323 	 751 
i 506	 440 	 484 
i 655	 140 	 889 
i 193	 447 	 624 
i 218	 387 	 564 
i 765	 971 	 97 
i 351	 824 	 195 
i 670	 547 	 471 
i 507	 582 	 441 
i 335	 836 	 250 
i 794	 271 	 679 
i 669	 776 	 263 
i 796	 432 	 635 
i 446	 625 	 331 
i 302	 843 	 190 
i 562	 609 	 419 
i 319	 959 	 65 
i 918	 629 	 272 
i 511	 137 	 881 
i 131	 471 	 514 
i 65	 266 	 774 
i 322	 934 	 79 
i 20	 730 	 352 
i 857	 176 	 831 
i 142	 477 	 498 
i 813	 40 	 998 
i 456	 359 	 730 
i 923	 277 	 738 
i 938	 787 	 255 
i 534	 918 	 33 
i 967	 982 	 53 
i 671	 305 	 671 
i 152	 325 	 597 
i 65	 182 	 775 
i 602	 324 	 729 
i 983	 138 	 923 
i 974	 594 	 338 
i 923	 517 	 471 
i 503	 455 	 490 
i 219	 989 	 16 
i 405	 956 	 19 
i 857	 627 	 359 
i 244	 778 	 274 
i 361	 842 	 246 
i 653	 445 	 507 
i 423	 429 	 551 
i 232	 403 	 696 
i 400	 326 	 676 
i 844	 829 	 265 
i 76	 48 	 994 
i 226	 453 	 630 
i 359	 311 	 697 
i 796	 555 	 409 
i 558	 915 	 30 
i 503	 569 	 453 
i 771	 992 	 4 
i 177	 225 	 763 
i 176	 624 	 429 
i 692	 468 	 551 
i 664	 544 	 485 
i 626	 770 	 149 
i 545	 129 	 852 
i 91	 925 	 168 
i 415	 483 	 593 
i 582	 985 	 51 
i 195	 756 	 232 
i 236	 933 	 111 
i 679	 109 	 848 
i 449	 801 	 250 
i 49	 466 	 494 
i 695	 92 	 821 
i 795	 636 	 304 
i 206	 726 	 198 
i 172	 142 	 880 
i 54	 724 	 295 
i 504	 918 	 64 
i 947	 155 	 801 
i 615	 833 	 145 
i 907	 283 	 655 
i 668	 331 	 701 
i 972	 27 	 968 
i 49	 822 	 155 
i 253	 29 	 885 
i 382	 200 	 751 
i 994	 254 	 842 
i 593	 757 	 323 
i 947	 704 	 206 
i 236	 319 	 758 
i 632	 227 	 706 
i 830	 894 	 106 
i 493	 867 	 138 
i 248	 915 	 65 
i 639	 168 	 807 
i 757	 550 	 465 
i 17	 545 	 521 
i 999	 138 	 879 
i 901	 86 	 868 
i 958	 322 	 700 
i 847	 953 	 123 
i 21	 784 	 262 
i 524	 277 	 743 
i 55	 525 	 478 
i 407	 165 	 871 
i 787	 921 	 42 
i 368	 937 	 127 
i 201	 937 	 149 
i 792	 839 	 60 
i 88	 797 	 167 
i 702	 645 	 310 
i 543	 665 	 246 
i 278	 190 	 777 
i 880	 244 	 829 
i 398	 650 	 255 
i 84	 437 	 653 
i 319	 804 	 273 
i 100	 6 	 981 
i 19	 798 	 234 
i 23	 885 	 107 
i 348	 588 	 332 
i 627	 131 	 923 
i 691	 409 	 683 
i 32	 290 	 650 
i 897	 687 	 384 
i 927	 770 	 188 
i 878	 90 	 827 
i 767	 190 	 730 
i 594	 208 	 872 
i 260	 230 	 827 
i 722	 577 	 397 
i 830	 205 	 795 
i 604	 895 	 188 
i 567	 926 	 35 
i 773	 824 	 254 
i 631	 751 	 281 
i 925	 630 	 420 
i 25	 398 	 690 
i 130	 991 	 16 
i 34	 252 	 723 
i 822	 973 	 121 
i 199	 804 	 127 
i 705	 408 	 502 
i 622	 974 	 123 
i 827	 748 	 313 
i 720	 379 	 632 
i 383	 304 	 633 
i 137	 329 	 688 
i 79	 459 	 556 
i 228	 492 	 573 
i 607	 314 	 746 
i 563	 512 	 509 
i 724	 218 	 684 
i 780	 839 	 259 
i 763	 667 	 380 
i 570	 387 	 535 
i 129	 770 	 213 
i 319	 906 	 145 
i 905	 985 	 24 
i 485	 214 	 825 
i 316	 820 	 81 
i 121	 383 	 621 
i 729	 107 	 941 
i 745	 886 	 130 
i 736	 649 	 300 
i 475	 220 	 807 
i 593	 349 	 632 
i 15	 667 	 295 
i 765	 573 	 386 
i 973	 58 	 922 
i 674	 374 	 592 
i 689	 494 	 549 
i 216	 223 	 841 
i 959	 968 	 93 
i 544	 704 	 267 
i 795	 180 	 835 
i 434	 772 	 313 
i 842	 786 	 232 
i 158	 551 	 381 
i 459	 525 	 419 
i 972	 200 	 819 
i 307	 888 	 29 
i 25	 104 	 858 
i 848	 64 	 882 
i 559	 607 	 490 
i 919	 403 	 530 
i 500	 836 	 252 
i 429	 678 	 367 
i 25	 836 	 119 
i 193	 296 	 764 
i 420	 268 	 631 
i 20	 575 	 503 
i 114	 599 	 499 
i 431	 448 	 462 
i 716	 8 	 963 
i 706	 927 	 11 
i 875	 427 	 653 
i 817	 855 	 161 
i 545	 880 	 103 
i 824	 74 	 950 
i 628	 493 	 603 
i 631	 512 	 499 
i 523	 626 	 304 
i 518	 58 	 937 
i 576	 774 	 248 
i 241	 480 	 527 
i 309	 356 	 737 
i 213	 174 	 890 
i 795	 718 	 322 
i 214	 542 	 512 
i 928	 171 	 781 
i 911	 802 	 253 
i 469	 325 	 655 
i 626	 843 	 149 
i 232	 419 	 527 
i 844	 660 	 383 
i 384	 969 	 9 
i 352	 182 	 766 
i 175	 976 	 119 
i 877	 191 	 810 
i 653	 119 	 916 
i 921	 30 	 932 
i 702	 499 	 562 
i 109	 125 	 904 
i 573	 357 	 555 
i 810	 201 	 844 
i 528	 585 	 454 
i 602	 936 	 144 
i 849	 111 	 960 
i 815	 988 	 5 
i 325	 641 	 291 
i 4	 563 	 375 
i 485	 265 	 773 
i 292	 374 	 689 
i 941	 946 	 27 
i 10	 756 	 218 
i 739	 285 	 807 
i 437	 886 	 193 
i 317	 736 	 165 
i 174	 552 	 547 
i 221	 876 	 151 
i 387	 880 	 59 
i 583	 365 	 627 
i 279	 656 	 411 
i 99	 598 	 459 
i 275	 608 	 400 
i 652	 347 	 718 
i 615	 783 	 259 
i 515	 101 	 888 
i 525	 274 	 625 
i 523	 494 	 581 
i 163	 881 	 170 
i 365	 464 	 460 
i 831	 742 	 313 
i 672	 841 	 134 
i 459	 117 	 980 
i 3	 769 	 196 
i 830	 384 	 538 
i 544	 899 	 43 
i 994	 424 	 573 
i 997	 947 	 150 
i 877	 110 	 962 
i 637	 475 	 490 
i 761	 306 	 607 
i 542	 978 	 111 
i 920	 437 	 468 
i 906	 440 	 619 
i 240	 270 	 665 
i 357	 814 	 101 
i 573	 809 	 191 
i 64	 806 	 184 
i 49	 684 	 328 
i 913	 321 	 585 
i 244	 82 	 879 
i 316	 623 	 340 
i 230	 544 	 507 
i 260	 451 	 487 
i 59	 691 	 302 
i 242	 48 	 893 
i 324	 621 	 296 
i 830	 684 	 395 
i 284	 733 	 282 
i 847	 647 	 433 
i 884	 890 	 206 
i 229	 207 	 814 
i 551	 436 	 493 
i 310	 695 	 325 
i 509	 754 	 204 
i 977	 995 	 35 
i 260	 320 	 772 
i 351	 150 	 878 
i 249	 434 	 541 
i 831	 281 	 623 
i 733	 166 	 917 
i 717	 394 	 529 
i 325	 944 	 87 
i 477	 255 	 695 
i 80	 764 	 136 
i 373	 741 	 158 
i 714	 2 	 930 
i 676	 353 	 641 
i 323	 601 	 480 
i 702	 432 	 504 
i 729	 166 	 804 
i 646	 883 	 166 
i 770	 208 	 830 
i 330	 684 	 405 
c
c
W 99816
c end of file
