n 110
c  w 
i 669 	 169 	 978 	 4416
i 609 	 2307 	 3965 	 2860
i 1974 	 4522 	 1710 	 1802
i 354 	 4662 	 2140 	 3710
i 1354 	 4873 	 3000 	 635
i 1218 	 3566 	 844 	 3646
i 1086 	 4346 	 456 	 4086
i 831 	 453 	 876 	 3746
i 243 	 1844 	 3163 	 2129
i 1656 	 2128 	 4980 	 4078
i 659 	 1691 	 880 	 2532
i 539 	 3011 	 1243 	 4731
i 1152 	 4234 	 367 	 932
i 1119 	 1201 	 4569 	 520
i 217 	 25 	 4597 	 2618
i 185 	 473 	 1364 	 1071
i 922 	 4518 	 3190 	 1450
i 657 	 3171 	 528 	 3288
i 1940 	 1399 	 821 	 1205
i 1760 	 2054 	 936 	 2285
i 514 	 1294 	 3207 	 4080
i 993 	 2776 	 4590 	 3023
i 1116 	 4187 	 641 	 3251
i 1860 	 1995 	 4312 	 1959
i 604 	 2503 	 3399 	 3151
i 268 	 3918 	 1439 	 527
i 125 	 2250 	 1722 	 4708
i 1717 	 2649 	 1993 	 584
i 1573 	 201 	 4654 	 1419
i 1186 	 4245 	 4432 	 760
i 1372 	 74 	 4002 	 3084
i 822 	 3314 	 44 	 3564
i 325 	 3434 	 1715 	 1482
i 939 	 3145 	 2000 	 2660
i 156 	 3713 	 2368 	 4681
i 543 	 4352 	 266 	 296
i 1817 	 4911 	 1706 	 2512
i 1662 	 1139 	 3263 	 2590
i 479 	 2266 	 675 	 3253
i 230 	 709 	 1817 	 1388
i 1653 	 3522 	 2861 	 1485
i 665 	 4852 	 4136 	 2054
i 1425 	 1505 	 1736 	 4918
i 341 	 1993 	 215 	 402
i 760 	 1911 	 2905 	 1061
i 1215 	 1169 	 3642 	 4234
i 1369 	 4307 	 2487 	 3996
i 4 	 4294 	 384 	 4140
i 1126 	 3236 	 626 	 4476
i 1234 	 4752 	 1530 	 1654
i 501 	 3256 	 1572 	 2105
i 98 	 1777 	 2497 	 2144
i 1470 	 403 	 3196 	 1719
i 623 	 1839 	 953 	 4977
i 457 	 3430 	 3973 	 1153
i 1089 	 4348 	 294 	 543
i 1033 	 910 	 19 	 674
i 263 	 1540 	 2318 	 1911
i 1914 	 3880 	 4006 	 36
i 261 	 1504 	 2171 	 4326
i 757 	 368 	 1046 	 3450
i 877 	 1989 	 3427 	 3333
i 166 	 2401 	 4477 	 3136
i 698 	 4761 	 3669 	 4325
i 267 	 3679 	 4989 	 1326
i 85 	 2307 	 3227 	 4996
i 473 	 2234 	 33 	 1836
i 1491 	 2195 	 1163 	 626
i 1020 	 2199 	 4067 	 4740
i 1671 	 2494 	 3074 	 4589
i 1954 	 2552 	 2725 	 1636
i 924 	 1395 	 961 	 2976
i 28 	 950 	 4292 	 284
i 1298 	 2519 	 281 	 4427
i 1897 	 304 	 1264 	 3472
i 994 	 2417 	 4089 	 43
i 1842 	 3156 	 4773 	 3785
i 258 	 2848 	 3375 	 537
i 158 	 1101 	 2163 	 2704
i 993 	 3114 	 680 	 2552
i 1621 	 4963 	 2826 	 2304
i 992 	 3098 	 1731 	 2226
i 1356 	 2985 	 699 	 882
i 159 	 4778 	 916 	 4999
i 1173 	 689 	 3785 	 3576
i 1410 	 2161 	 4104 	 3918
i 1300 	 1267 	 1623 	 739
i 1748 	 2293 	 3281 	 3427
i 901 	 1108 	 731 	 4729
i 1678 	 2453 	 1956 	 2589
i 173 	 2645 	 3462 	 832
i 968 	 4368 	 832 	 359
i 21 	 4608 	 3925 	 3576
i 706 	 3029 	 2495 	 22
i 1714 	 4108 	 751 	 3659
i 559 	 4023 	 2087 	 3648
i 50 	 2809 	 3378 	 4317
i 103 	 334 	 1907 	 692
i 1187 	 369 	 1514 	 393
i 1890 	 2337 	 743 	 4775
i 776 	 4659 	 3351 	 3704
i 1074 	 846 	 3717 	 1976
i 1978 	 4458 	 635 	 1347
i 1392 	 2712 	 4986 	 3603
i 207 	 3364 	 2921 	 774
i 1475 	 4818 	 1456 	 1658
i 73 	 2961 	 2042 	 4904
i 117 	 2775 	 4680 	 2234
i 972 	 3031 	 939 	 123
i 1546 	 4646 	 2089 	 3813
c c
W 51058
c end of file

