c Instance Type o
c
n 200
c w	 v1	 v2
i 901	 419 	 666 
i 1130	 987 	 74 
i 824	 166 	 794 
i 1022	 460 	 542 
i 985	 226 	 815 
i 981	 276 	 734 
i 1088	 37 	 928 
i 1209	 539 	 522 
i 1166	 185 	 875 
i 1023	 826 	 121 
i 1077	 718 	 313 
i 938	 760 	 269 
i 1093	 434 	 628 
i 791	 595 	 359 
i 1120	 148 	 851 
i 997	 507 	 547 
i 1204	 936 	 133 
i 1028	 744 	 225 
i 986	 617 	 389 
i 1048	 384 	 587 
i 854	 76 	 837 
i 868	 691 	 376 
i 1129	 965 	 37 
i 910	 544 	 529 
i 939	 638 	 264 
i 951	 441 	 563 
i 863	 799 	 192 
i 952	 638 	 302 
i 891	 286 	 778 
i 912	 737 	 203 
i 959	 430 	 525 
i 1034	 784 	 310 
i 1137	 787 	 300 
i 993	 605 	 390 
i 927	 698 	 225 
i 825	 291 	 720 
i 969	 659 	 312 
i 1179	 839 	 260 
i 964	 371 	 585 
i 993	 439 	 464 
i 791	 868 	 121 
i 1137	 380 	 566 
i 1069	 731 	 172 
i 984	 357 	 668 
i 971	 852 	 112 
i 853	 364 	 658 
i 929	 400 	 554 
i 896	 896 	 25 
i 1085	 597 	 399 
i 1181	 119 	 965 
i 936	 845 	 213 
i 905	 852 	 81 
i 1062	 832 	 248 
i 784	 749 	 202 
i 884	 148 	 773 
i 804	 667 	 327 
i 995	 746 	 329 
i 1019	 187 	 867 
i 1133	 625 	 348 
i 1125	 348 	 648 
i 1009	 93 	 870 
i 1051	 290 	 646 
i 978	 722 	 180 
i 1233	 177 	 876 
i 907	 260 	 822 
i 1030	 669 	 346 
i 930	 694 	 270 
i 923	 994 	 54 
i 948	 410 	 516 
i 813	 310 	 686 
i 965	 135 	 880 
i 1098	 751 	 322 
i 1049	 540 	 477 
i 991	 233 	 820 
i 808	 185 	 719 
i 1176	 249 	 790 
i 845	 788 	 189 
i 1050	 205 	 771 
i 1188	 393 	 666 
i 889	 949 	 16 
i 1174	 993 	 25 
i 1202	 371 	 727 
i 962	 933 	 88 
i 900	 514 	 538 
i 948	 861 	 228 
i 1076	 124 	 814 
i 992	 967 	 131 
i 986	 139 	 798 
i 984	 824 	 192 
i 1016	 649 	 357 
i 1141	 961 	 73 
i 1182	 853 	 226 
i 982	 614 	 452 
i 835	 966 	 46 
i 740	 88 	 850 
i 847	 237 	 728 
i 831	 83 	 871 
i 940	 320 	 667 
i 1171	 943 	 41 
i 1082	 364 	 718 
i 886	 890 	 184 
i 1216	 658 	 387 
i 1071	 418 	 549 
i 803	 710 	 250 
i 904	 768 	 210 
i 1085	 775 	 251 
i 1245	 981 	 85 
i 860	 174 	 731 
i 1155	 558 	 537 
i 992	 526 	 441 
i 904	 29 	 900 
i 907	 59 	 982 
i 1024	 987 	 34 
i 1028	 749 	 153 
i 940	 857 	 199 
i 1148	 175 	 836 
i 1030	 823 	 184 
i 1079	 772 	 270 
i 980	 161 	 792 
i 1223	 812 	 247 
i 921	 377 	 688 
i 889	 816 	 261 
i 1020	 982 	 103 
i 966	 490 	 534 
i 851	 307 	 688 
i 1111	 519 	 511 
i 892	 363 	 632 
i 1150	 922 	 44 
i 874	 515 	 466 
i 753	 85 	 855 
i 1203	 995 	 63 
i 1081	 137 	 845 
i 1029	 168 	 811 
i 976	 506 	 571 
i 1030	 861 	 77 
i 928	 4 	 970 
i 1060	 706 	 208 
i 797	 950 	 0 
i 1020	 911 	 97 
i 1121	 146 	 873 
i 960	 180 	 838 
i 1113	 43 	 961 
i 948	 792 	 287 
i 805	 417 	 563 
i 856	 666 	 286 
i 1144	 398 	 555 
i 917	 785 	 310 
i 908	 652 	 433 
i 1096	 771 	 296 
i 965	 303 	 793 
i 1032	 59 	 866 
i 940	 416 	 524 
i 1059	 191 	 908 
i 1104	 366 	 616 
i 744	 430 	 485 
i 933	 691 	 304 
i 880	 669 	 283 
i 982	 726 	 357 
i 872	 784 	 253 
i 925	 359 	 738 
i 801	 533 	 375 
i 967	 302 	 690 
i 1005	 804 	 226 
i 1043	 206 	 697 
i 1123	 13 	 937 
i 891	 88 	 838 
i 1132	 433 	 629 
i 1044	 755 	 252 
i 845	 5 	 928 
i 939	 93 	 938 
i 869	 164 	 778 
i 1115	 398 	 604 
i 939	 838 	 125 
i 988	 276 	 728 
i 1172	 128 	 879 
i 823	 62 	 939 
i 1057	 474 	 436 
i 1024	 151 	 911 
i 1155	 744 	 319 
i 977	 25 	 988 
i 964	 295 	 619 
i 851	 614 	 380 
i 946	 398 	 563 
i 1211	 838 	 178 
i 1052	 300 	 742 
i 915	 213 	 841 
i 834	 269 	 680 
i 789	 138 	 841 
i 1066	 544 	 384 
i 1036	 275 	 658 
i 1124	 687 	 305 
i 836	 313 	 601 
i 1040	 456 	 538 
i 856	 919 	 56 
i 1191	 908 	 117 
i 1142	 436 	 629 
i 1095	 589 	 329 
i 882	 802 	 143 
i 1050	 829 	 226 
i 972	 675 	 234 
c
c
W 99186
c end of file
