c Instance Type o
c
n 200
c w	 v1	 v2
i 1134	 570 	 369 
i 970	 948 	 83 
i 1146	 262 	 697 
i 961	 96 	 947 
i 888	 205 	 795 
i 1171	 423 	 659 
i 893	 733 	 214 
i 1203	 314 	 719 
i 855	 299 	 611 
i 803	 567 	 372 
i 998	 741 	 313 
i 1208	 729 	 314 
i 960	 79 	 996 
i 1089	 49 	 861 
i 937	 346 	 609 
i 987	 567 	 473 
i 1031	 291 	 696 
i 962	 656 	 394 
i 845	 582 	 327 
i 1058	 946 	 95 
i 897	 107 	 864 
i 730	 468 	 448 
i 739	 380 	 552 
i 781	 595 	 347 
i 964	 544 	 468 
i 747	 1 	 911 
i 993	 370 	 613 
i 901	 981 	 9 
i 963	 262 	 769 
i 1199	 603 	 417 
i 965	 146 	 896 
i 894	 461 	 474 
i 1037	 498 	 513 
i 1043	 518 	 412 
i 977	 616 	 423 
i 1059	 997 	 72 
i 1070	 86 	 826 
i 1098	 612 	 297 
i 1013	 892 	 69 
i 978	 223 	 860 
i 1091	 173 	 738 
i 856	 482 	 522 
i 979	 880 	 23 
i 1145	 448 	 559 
i 948	 231 	 699 
i 827	 576 	 353 
i 861	 52 	 883 
i 1023	 947 	 130 
i 1124	 920 	 133 
i 1130	 553 	 540 
i 988	 791 	 135 
i 894	 741 	 282 
i 878	 871 	 128 
i 1184	 563 	 526 
i 1092	 409 	 526 
i 882	 954 	 110 
i 975	 200 	 861 
i 904	 515 	 535 
i 1186	 881 	 154 
i 1083	 560 	 385 
i 1097	 155 	 748 
i 1094	 809 	 243 
i 901	 987 	 71 
i 761	 187 	 751 
i 925	 924 	 106 
i 1208	 817 	 194 
i 1172	 863 	 188 
i 977	 149 	 805 
i 824	 285 	 645 
i 1029	 165 	 878 
i 991	 12 	 985 
i 965	 996 	 70 
i 1186	 603 	 430 
i 902	 711 	 359 
i 1129	 769 	 286 
i 861	 7 	 956 
i 747	 1 	 944 
i 933	 803 	 218 
i 1053	 363 	 715 
i 772	 598 	 312 
i 720	 64 	 846 
i 994	 550 	 362 
i 982	 799 	 234 
i 866	 683 	 292 
i 730	 763 	 165 
i 971	 450 	 480 
i 755	 696 	 234 
i 1159	 703 	 388 
i 1047	 985 	 37 
i 1132	 425 	 659 
i 1172	 580 	 516 
i 1108	 606 	 400 
i 936	 313 	 653 
i 1023	 687 	 215 
i 1240	 915 	 144 
i 806	 923 	 40 
i 990	 527 	 558 
i 914	 589 	 436 
i 1040	 261 	 761 
i 893	 824 	 83 
i 1003	 447 	 576 
i 1138	 139 	 805 
i 935	 895 	 112 
i 879	 321 	 623 
i 775	 126 	 801 
i 850	 80 	 830 
i 928	 188 	 829 
i 1098	 453 	 482 
i 996	 677 	 310 
i 977	 225 	 727 
i 915	 692 	 350 
i 1034	 144 	 926 
i 1229	 130 	 919 
i 782	 451 	 461 
i 864	 790 	 147 
i 914	 910 	 51 
i 1180	 262 	 729 
i 944	 540 	 542 
i 1055	 448 	 569 
i 1221	 972 	 104 
i 1030	 537 	 463 
i 1000	 721 	 308 
i 925	 132 	 923 
i 838	 83 	 858 
i 877	 258 	 645 
i 1169	 576 	 510 
i 852	 958 	 27 
i 886	 932 	 122 
i 1000	 88 	 844 
i 922	 684 	 245 
i 1233	 548 	 489 
i 1036	 125 	 856 
i 974	 552 	 455 
i 1084	 727 	 297 
i 1152	 970 	 114 
i 1031	 406 	 585 
i 1099	 114 	 868 
i 979	 282 	 687 
i 1068	 362 	 624 
i 1058	 33 	 882 
i 1051	 517 	 516 
i 1240	 507 	 551 
i 967	 147 	 821 
i 761	 566 	 347 
i 708	 216 	 691 
i 973	 886 	 103 
i 1163	 489 	 523 
i 959	 283 	 785 
i 1005	 808 	 132 
i 1061	 515 	 432 
i 1032	 373 	 677 
i 865	 919 	 47 
i 1018	 875 	 106 
i 1161	 374 	 720 
i 1021	 496 	 441 
i 778	 500 	 414 
i 1130	 962 	 78 
i 1097	 841 	 228 
i 1121	 70 	 941 
i 739	 734 	 199 
i 1116	 520 	 488 
i 846	 976 	 57 
i 944	 225 	 742 
i 1009	 819 	 223 
i 983	 488 	 452 
i 1115	 200 	 841 
i 934	 362 	 671 
i 836	 87 	 908 
i 1119	 657 	 358 
i 1135	 435 	 527 
i 1057	 451 	 615 
i 1238	 224 	 838 
i 818	 259 	 647 
i 1268	 702 	 369 
i 848	 122 	 846 
i 1171	 731 	 277 
i 1112	 418 	 662 
i 934	 672 	 426 
i 1097	 774 	 255 
i 1109	 535 	 380 
i 1134	 467 	 539 
i 1115	 945 	 117 
i 969	 886 	 16 
i 1052	 168 	 875 
i 1215	 161 	 907 
i 978	 363 	 651 
i 1025	 273 	 825 
i 955	 853 	 179 
i 1195	 944 	 68 
i 911	 617 	 477 
i 1018	 604 	 383 
i 911	 426 	 550 
i 884	 60 	 882 
i 817	 728 	 259 
i 1185	 253 	 766 
i 1087	 122 	 970 
i 938	 534 	 412 
i 773	 852 	 64 
i 936	 162 	 743 
i 1049	 122 	 907 
c
c
W 99409
c end of file
