c Instance Type o
c
n 200
c w	 v1	 v2
i 1083	 18 	 941 
i 987	 322 	 721 
i 904	 541 	 413 
i 1089	 990 	 96 
i 1184	 131 	 943 
i 1022	 349 	 643 
i 1094	 800 	 297 
i 957	 613 	 330 
i 993	 109 	 847 
i 1104	 749 	 157 
i 912	 264 	 645 
i 855	 76 	 889 
i 1083	 438 	 645 
i 1031	 814 	 267 
i 805	 324 	 582 
i 1061	 101 	 875 
i 1016	 676 	 260 
i 1228	 171 	 889 
i 964	 707 	 374 
i 928	 300 	 731 
i 1003	 298 	 786 
i 1169	 805 	 294 
i 994	 33 	 924 
i 949	 534 	 415 
i 1033	 909 	 109 
i 1204	 157 	 877 
i 814	 869 	 100 
i 1169	 570 	 433 
i 1075	 491 	 454 
i 999	 699 	 306 
i 1035	 943 	 129 
i 988	 243 	 783 
i 1176	 918 	 121 
i 776	 511 	 428 
i 978	 13 	 898 
i 889	 552 	 400 
i 1004	 479 	 447 
i 927	 594 	 446 
i 916	 511 	 427 
i 1268	 337 	 741 
i 1188	 823 	 244 
i 890	 232 	 683 
i 940	 638 	 461 
i 921	 482 	 519 
i 968	 576 	 428 
i 984	 245 	 669 
i 1133	 588 	 422 
i 934	 284 	 644 
i 1115	 502 	 529 
i 1141	 949 	 150 
i 1045	 926 	 142 
i 919	 730 	 179 
i 1046	 169 	 868 
i 747	 271 	 662 
i 1072	 573 	 476 
i 1152	 983 	 116 
i 890	 658 	 357 
i 1007	 468 	 604 
i 1223	 983 	 42 
i 1159	 694 	 268 
i 1072	 300 	 647 
i 1240	 744 	 350 
i 949	 270 	 657 
i 1071	 794 	 187 
i 1085	 829 	 267 
i 1079	 388 	 705 
i 794	 23 	 953 
i 1081	 211 	 706 
i 824	 548 	 366 
i 1089	 545 	 508 
i 1045	 540 	 373 
i 1183	 354 	 708 
i 1093	 219 	 697 
i 1016	 773 	 302 
i 976	 501 	 540 
i 907	 974 	 12 
i 1093	 441 	 481 
i 774	 488 	 477 
i 914	 398 	 677 
i 1132	 674 	 310 
i 1268	 266 	 826 
i 1063	 98 	 863 
i 1143	 901 	 106 
i 1049	 844 	 117 
i 1033	 199 	 862 
i 1067	 536 	 520 
i 1002	 840 	 104 
i 1232	 770 	 272 
i 1063	 793 	 128 
i 967	 892 	 164 
i 805	 763 	 146 
i 952	 705 	 224 
i 746	 463 	 446 
i 1038	 305 	 773 
i 794	 27 	 883 
i 1223	 458 	 567 
i 927	 985 	 54 
i 1120	 633 	 314 
i 723	 610 	 295 
i 1217	 465 	 620 
i 1190	 744 	 293 
i 842	 985 	 45 
i 904	 543 	 528 
i 1122	 636 	 295 
i 753	 39 	 886 
i 1109	 250 	 779 
i 894	 246 	 780 
i 916	 467 	 485 
i 1052	 401 	 674 
i 915	 446 	 521 
i 740	 278 	 638 
i 895	 160 	 753 
i 947	 193 	 829 
i 939	 276 	 673 
i 1022	 254 	 702 
i 932	 325 	 682 
i 1178	 27 	 972 
i 834	 198 	 751 
i 864	 609 	 420 
i 886	 54 	 860 
i 980	 425 	 549 
i 1040	 486 	 520 
i 936	 941 	 115 
i 879	 255 	 644 
i 1045	 732 	 218 
i 925	 399 	 616 
i 844	 713 	 308 
i 983	 661 	 399 
i 1165	 874 	 108 
i 849	 964 	 63 
i 1050	 396 	 682 
i 1168	 912 	 71 
i 1039	 499 	 464 
i 1091	 700 	 314 
i 1139	 150 	 810 
i 1051	 888 	 152 
i 837	 165 	 818 
i 1091	 224 	 691 
i 1032	 532 	 558 
i 1212	 491 	 592 
i 1048	 548 	 414 
i 843	 978 	 27 
i 1022	 942 	 114 
i 1180	 634 	 350 
i 932	 328 	 686 
i 793	 276 	 716 
i 993	 805 	 220 
i 1076	 941 	 135 
i 958	 883 	 93 
i 1024	 239 	 835 
i 1043	 62 	 905 
i 1146	 779 	 200 
i 1025	 874 	 94 
i 923	 290 	 805 
i 1018	 280 	 680 
i 859	 577 	 438 
i 1072	 579 	 397 
i 969	 2 	 930 
i 1131	 503 	 438 
i 1163	 959 	 63 
i 911	 336 	 665 
i 1006	 27 	 909 
i 777	 944 	 25 
i 1189	 589 	 401 
i 967	 660 	 386 
i 1115	 308 	 653 
i 986	 419 	 658 
i 1118	 160 	 918 
i 1103	 753 	 225 
i 874	 730 	 240 
i 1146	 583 	 454 
i 868	 859 	 184 
i 922	 536 	 495 
i 1022	 557 	 392 
i 1049	 557 	 525 
i 1033	 862 	 80 
i 1074	 748 	 279 
i 1001	 22 	 975 
i 1171	 623 	 386 
i 859	 436 	 519 
i 1252	 698 	 374 
i 1110	 472 	 572 
i 881	 536 	 414 
i 1093	 765 	 297 
i 968	 449 	 524 
i 1028	 866 	 80 
i 1033	 596 	 500 
i 755	 215 	 684 
i 1100	 726 	 298 
i 1099	 632 	 279 
i 1184	 892 	 159 
i 967	 843 	 102 
i 1178	 510 	 543 
i 1057	 838 	 168 
i 896	 417 	 679 
i 964	 906 	 164 
i 875	 613 	 375 
i 940	 957 	 94 
i 1115	 100 	 876 
i 1066	 790 	 112 
c
c
W 101125
c end of file
